"","x1","x2","x3","x4","y"
"349","E","A","B","E","B"
"350","C","A","F","B","A"
"351","G","J","H","I","B"
"352","D","C","A","E","B"
"353","J","G","I","J","A"
"354","C","D","G","F","A"
"355","C","I","C","J","A"
"356","I","E","H","I","B"
"357","G","A","J","D","B"
"358","B","J","J","E","A"
"359","I","C","H","E","B"
"360","D","D","C","G","B"
"361","F","D","D","C","A"
"362","B","H","A","E","A"
"363","F","C","I","G","A"
"364","I","E","C","E","B"
"365","F","H","G","A","A"
"366","H","E","E","A","A"
"367","A","F","G","G","B"
"368","F","C","D","I","A"
"369","E","F","A","D","B"
"370","D","E","I","D","B"
"371","J","F","A","G","A"
"372","D","F","E","C","B"
"373","F","C","J","J","A"
"374","B","I","E","I","A"
"375","B","J","C","A","A"
"376","B","E","G","C","A"
"377","J","D","C","H","A"
"378","H","F","D","F","A"
"379","C","C","I","J","A"
"380","E","J","E","A","B"
"381","E","I","A","J","B"
"382","G","D","J","A","B"
"383","I","F","J","A","B"
"384","I","A","G","E","B"
"385","D","E","C","A","B"
"386","E","F","B","I","B"
"387","B","C","J","G","A"
"388","G","E","B","I","B"
"389","B","C","D","G","A"
"390","B","H","F","E","A"
"391","J","J","D","J","A"
"392","E","H","F","C","B"
"393","B","G","F","C","A"
"394","J","J","D","D","A"
"395","F","H","H","J","B"
"396","F","F","A","H","B"
"397","C","D","E","E","B"
"398","J","G","J","D","A"
"399","F","C","I","J","A"
"400","E","C","J","C","B"
"401","G","J","G","H","B"
"402","A","B","A","J","B"
"403","A","E","I","G","B"
"404","J","C","F","F","A"
"405","C","C","C","J","A"
"406","G","I","D","H","A"
"407","H","J","H","H","A"
"408","G","E","G","H","B"
"409","E","D","A","E","B"
"410","C","J","A","I","B"
"411","D","E","E","A","B"
"412","D","B","B","E","B"
"413","J","H","I","D","A"
"414","A","C","E","F","B"
"415","G","J","E","B","B"
"416","C","I","C","H","A"
"417","D","C","F","F","B"
"418","H","C","J","J","A"
"419","B","G","D","H","A"
"420","J","F","J","D","A"
"421","G","C","G","I","A"
"422","B","C","G","B","A"
"423","B","F","G","D","A"
"424","G","H","A","J","B"
"425","F","H","E","E","B"
"426","F","D","A","E","B"
"427","E","D","B","A","B"
"428","D","C","J","G","B"
"429","H","C","G","D","A"
"430","C","C","I","C","A"
"431","J","A","A","H","A"
"432","F","A","C","F","A"
"433","I","H","J","E","B"
"434","J","J","E","G","A"
"435","G","C","E","E","A"
"436","C","B","G","B","B"
"437","G","B","H","C","B"
"438","E","A","F","F","B"
"439","A","A","B","F","B"
"440","I","I","H","A","B"
"441","E","C","F","E","A"
"442","E","I","J","D","B"
"443","E","F","F","B","B"
"444","I","A","C","B","B"
"445","D","A","D","H","B"
"446","D","G","J","D","B"
"447","H","I","A","G","A"
"448","C","A","I","H","A"
"449","A","C","D","H","A"
"450","I","C","F","G","A"
"451","B","F","F","D","A"
"452","A","D","A","G","B"
"453","A","I","C","A","B"
"454","A","A","H","J","B"
"455","F","C","F","A","A"
"456","H","E","H","E","A"
"457","A","B","H","F","B"
"458","G","D","E","E","B"
"459","B","C","E","E","A"
"460","I","J","D","F","B"
"461","J","H","C","J","A"
"462","B","I","G","H","A"
"463","H","G","B","J","A"
"464","E","J","J","F","B"
"465","I","G","I","C","A"
"466","A","D","J","C","B"
"467","H","D","H","E","A"
"468","I","I","E","F","B"
"469","J","D","C","F","A"
"470","E","G","H","G","B"
"471","G","C","D","A","A"
"472","B","I","J","I","A"
"473","E","I","E","C","B"
"474","I","E","F","E","B"
"475","G","I","C","H","A"
"476","B","H","F","H","A"
"477","E","A","J","A","B"
"478","C","I","B","E","A"
"479","H","H","B","D","A"
"480","I","C","E","J","B"
"481","F","A","I","C","A"
"482","E","B","F","H","B"
"483","E","A","G","G","B"
"484","D","B","D","H","B"
"485","H","H","J","B","A"
"486","J","F","A","C","A"
"487","E","E","E","H","B"
"488","G","C","E","C","B"
"489","C","B","E","G","B"
"490","D","G","A","F","B"
"491","G","D","H","J","B"
"492","F","C","H","A","A"
"493","G","A","G","C","B"
"494","A","D","F","I","B"
"495","A","C","B","J","B"
"496","D","C","B","J","B"
"497","H","D","B","J","A"
"498","A","J","F","G","B"
"499","B","B","G","H","A"
"500","A","J","G","E","B"
"501","C","F","F","I","A"
"502","D","A","I","J","B"
"503","I","G","A","A","A"
"504","E","H","J","J","B"
"505","E","G","F","C","A"
"506","I","F","J","F","B"
"507","F","A","H","C","B"
"508","G","G","G","D","A"
"509","J","I","F","D","A"
"510","G","E","J","E","B"
"511","A","I","I","A","A"
"512","B","J","E","I","A"
"513","E","J","F","H","B"
"514","F","I","J","I","B"
"515","C","H","I","J","A"
"516","I","H","I","C","B"
"517","B","A","C","B","A"
"518","G","C","B","C","A"
"519","E","B","I","G","B"
"520","C","F","F","H","A"
"521","J","F","J","G","A"
"522","D","E","I","H","B"
"523","J","I","I","I","A"
"524","E","C","B","C","B"
"525","A","B","I","F","B"
"526","G","F","J","G","B"
"527","E","H","J","B","B"
"528","I","J","I","A","B"
"529","E","I","G","J","B"
"530","J","F","G","D","A"
"531","B","A","J","C","A"
"532","H","I","A","J","A"
"533","E","B","C","G","B"
"534","J","G","G","E","A"
"535","C","D","J","J","B"
"536","B","I","D","I","A"
"537","G","B","D","D","B"
"538","C","B","I","B","A"
"539","B","E","E","H","A"
"540","G","A","G","H","B"
"541","E","A","D","D","B"
"542","H","E","E","D","B"
"543","F","E","J","I","B"
"544","F","G","A","A","A"
"545","D","A","H","G","B"
"546","A","I","J","D","B"
"547","H","D","D","I","A"
"548","D","B","C","B","B"
"549","F","F","A","C","B"
"550","C","E","J","C","B"
"551","E","E","J","C","B"
"552","D","B","E","A","B"
"553","J","E","G","B","A"
"554","D","D","G","A","B"
"555","J","E","H","A","A"
"556","G","E","J","D","B"
"557","E","I","I","J","A"
"558","I","I","J","I","B"
"559","H","E","D","D","A"
"560","H","H","A","D","A"
"561","C","F","A","H","A"
"562","D","H","H","D","B"
"563","H","J","I","A","A"
"564","C","G","C","I","A"
"565","B","F","E","G","A"
"566","C","E","H","I","B"
"567","J","G","I","H","A"
"568","F","E","I","H","A"
"569","J","H","E","F","A"
"570","J","F","E","J","A"
"571","F","I","H","D","A"
"572","C","H","D","A","A"
"573","J","E","B","F","A"
"574","D","C","E","D","B"
"575","A","E","G","C","B"
"576","J","H","E","C","A"
"577","A","J","F","F","B"
"578","I","F","G","H","B"
"579","E","C","E","E","B"
"580","G","F","C","G","B"
"581","G","H","E","G","B"
"582","C","B","E","F","B"
"583","B","A","D","F","A"
"584","G","A","B","E","B"
"585","H","F","G","J","A"
"586","B","J","I","B","A"
"587","F","J","G","C","B"
"588","J","J","J","D","A"
"589","I","H","G","G","B"
"590","C","D","E","E","B"
"591","C","A","F","I","A"
"592","I","G","B","D","A"
"593","H","C","I","C","A"
"594","I","J","G","H","B"
"595","D","J","J","B","B"
"596","G","C","D","G","A"
"597","F","A","E","A","B"
"598","F","F","I","A","A"
"599","J","G","G","J","A"
"600","I","E","E","A","B"
"601","J","E","E","D","A"
"602","J","G","J","F","A"
"603","G","A","J","E","B"
"604","A","B","A","F","B"
"605","E","G","H","E","B"
"606","B","D","H","A","A"
"607","B","I","A","B","A"
"608","A","G","G","F","B"
"609","H","G","G","C","A"
"610","G","F","C","I","A"
"611","D","G","F","H","A"
"612","G","D","I","H","B"
"613","J","I","C","I","A"
"614","F","F","B","B","A"
"615","D","A","D","B","B"
"616","A","J","H","E","B"
"617","C","I","F","H","A"
"618","H","C","C","F","A"
"619","F","H","J","B","B"
"620","F","J","F","A","B"
"621","G","F","E","E","B"
"622","H","H","I","G","A"
"623","H","B","B","J","A"
"624","D","G","E","J","B"
"625","F","C","H","I","A"
"626","J","C","E","A","A"
"627","F","I","B","D","A"
"628","I","B","D","B","B"
"629","B","J","E","G","A"
"630","I","F","F","C","B"
"631","B","I","B","I","A"
"632","F","I","H","I","A"
"633","F","A","J","J","B"
"634","J","I","G","E","A"
"635","H","E","F","H","A"
"636","A","G","J","A","B"
"637","A","F","D","I","B"
"638","C","B","A","B","B"
"639","B","H","B","C","A"
"640","C","B","F","E","A"
"641","C","B","G","F","B"
"642","E","B","D","A","B"
"643","I","J","E","J","B"
"644","E","B","E","C","B"
"645","B","I","H","G","A"
"646","A","E","F","A","B"
"647","G","G","F","G","A"
"648","I","D","D","I","B"
"649","E","H","G","G","B"
"650","I","E","D","I","B"
"651","D","I","E","F","B"
"652","H","C","I","A","A"
"653","F","B","C","F","B"
"654","G","E","D","F","B"
"655","A","A","I","E","B"
"656","I","H","F","B","B"
"657","A","F","J","G","B"
"658","E","E","E","C","B"
"659","G","C","G","B","A"
"660","C","B","J","E","B"
"661","G","C","B","I","A"
"662","F","C","B","G","A"
"663","F","I","D","E","A"
"664","J","G","H","F","A"
"665","A","F","F","F","B"
"666","A","D","F","F","B"
"667","D","F","E","A","B"
"668","H","J","G","A","A"
"669","B","I","D","E","A"
"670","D","H","C","E","B"
"671","G","A","B","C","B"
"672","B","D","E","A","A"
"673","H","C","C","J","A"
"674","G","B","D","C","B"
"675","A","G","J","E","B"
"676","E","F","A","A","B"
"677","B","D","B","D","A"
"678","A","C","E","D","B"
"679","I","C","B","H","A"
"680","J","D","E","C","A"
"681","D","J","J","D","B"
"682","I","D","B","D","B"
"683","F","D","C","A","B"
"684","B","F","C","E","A"
"685","J","F","G","I","A"
"686","E","E","C","I","B"
"687","G","A","J","J","B"
"688","H","G","E","E","A"
"689","I","C","A","E","B"
"690","E","G","I","J","A"
"691","G","D","F","B","B"
"692","F","J","H","D","B"
"693","E","H","B","I","B"
"694","D","G","G","F","B"
"695","B","B","J","F","A"
"696","A","E","H","F","B"
"697","E","C","B","G","B"
"698","D","A","C","C","B"
"699","I","F","A","D","B"
"700","A","J","F","B","B"
"701","G","F","B","I","B"
"702","D","F","E","C","B"
"703","J","B","I","B","A"
"704","I","I","C","G","B"
"705","E","H","H","D","B"
"706","C","A","C","F","A"
"707","E","F","F","E","B"
"708","H","A","D","C","A"
"709","I","C","I","D","A"
"710","D","D","B","C","B"
"711","C","G","G","A","A"
"712","B","E","G","D","A"
"713","J","C","B","D","A"
"714","J","C","I","J","A"
"715","E","F","H","D","B"
"716","J","H","F","A","A"
"717","D","H","I","B","B"
"718","I","F","H","J","B"
"719","A","I","B","H","B"
"720","H","A","J","E","A"
"721","E","H","I","D","B"
"722","D","C","D","D","B"
"723","F","H","B","E","A"
"724","A","D","D","H","B"
"725","E","I","D","H","B"
"726","G","B","I","C","B"
"727","A","G","D","E","A"
"728","G","H","A","B","B"
"729","G","B","G","I","B"
"730","F","B","G","C","B"
"731","D","B","B","E","B"
"732","F","J","B","G","B"
"733","J","I","E","E","A"
"734","H","B","F","E","A"
"735","G","F","I","A","A"
"736","J","G","H","F","A"
"737","I","G","I","E","A"
"738","I","I","G","F","B"
"739","C","I","H","J","A"
"740","B","E","B","C","A"
"741","I","F","I","I","A"
"742","D","C","B","E","B"
"743","J","F","H","F","A"
"744","G","B","J","G","B"
"745","F","G","H","I","A"
"746","D","H","A","D","B"
"747","A","J","D","G","B"
"748","G","B","G","D","B"
"749","C","J","F","H","A"
"750","C","C","F","C","A"
"751","D","G","C","D","B"
"752","E","G","E","C","B"
"753","F","C","G","E","A"
"754","C","D","E","G","B"
"755","B","B","C","D","A"
"756","A","F","C","I","B"
"757","I","I","B","D","B"
"758","I","C","F","E","A"
"759","D","H","C","I","B"
"760","A","G","B","E","B"
"761","A","B","A","D","B"
"762","H","D","B","H","A"
"763","A","H","F","E","B"
"764","B","F","D","B","A"
"765","A","G","D","E","A"
"766","B","D","C","I","A"
"767","B","G","J","I","A"
"768","C","B","B","D","B"
"769","D","E","G","J","B"
"770","C","C","H","F","A"
"771","D","F","E","G","B"
"772","J","G","D","F","A"
"773","I","I","J","D","B"
"774","I","D","A","G","B"
"775","A","H","D","A","B"
"776","I","F","C","J","B"
"777","B","A","F","F","A"
"778","I","H","G","E","B"
"779","B","C","D","J","A"
"780","E","I","E","E","B"
"781","G","J","F","E","B"
"782","J","H","G","I","A"
"783","G","B","F","B","B"
"784","I","G","E","E","B"
"785","E","H","D","F","B"
"786","I","B","A","F","B"
"787","D","J","H","J","B"
"788","J","B","E","B","A"
"789","E","D","A","J","B"
"790","G","A","E","H","B"
"791","G","C","H","H","A"
"792","G","B","I","G","B"
"793","I","I","H","D","B"
"794","H","E","H","H","A"
"795","C","I","J","I","A"
"796","B","F","E","B","A"
"797","D","C","A","G","B"
"798","J","C","B","B","A"
"799","J","B","E","H","A"
"800","I","J","H","A","B"
"801","D","F","A","E","B"
"802","A","H","J","B","B"
"803","B","A","G","B","A"
"804","J","F","E","E","A"
"805","J","F","E","J","A"
"806","H","D","I","H","A"
"807","G","G","E","G","A"
"808","F","E","F","J","B"
"809","E","E","G","I","B"
"810","G","C","E","B","A"
"811","D","G","B","I","B"
"812","H","I","B","H","A"
"813","E","G","A","E","B"
"814","G","C","G","E","A"
"815","E","A","I","H","B"
"816","G","E","J","J","B"
"817","E","H","F","G","B"
"818","F","C","B","I","A"
"819","D","I","E","F","B"
"820","H","B","B","I","A"
"821","A","C","G","J","B"
"822","F","E","D","G","B"
"823","I","G","I","F","A"
"824","F","I","C","G","A"
"825","I","J","C","A","B"
"826","B","G","I","E","A"
"827","D","G","J","J","B"
"828","H","G","H","J","A"
"829","A","A","F","E","B"
"830","J","A","B","F","A"
"831","J","G","J","I","A"
"832","H","F","I","G","A"
"833","E","B","B","I","B"
"834","D","C","J","F","B"
"835","H","E","G","I","A"
"836","D","C","A","J","B"
"837","F","H","J","D","B"
"838","D","B","I","E","B"
"839","G","B","B","G","B"
"840","B","H","F","F","A"
"841","H","H","D","B","A"
"842","A","C","D","I","A"
"843","B","G","G","B","A"
"844","B","F","F","E","A"
"845","I","A","J","D","B"
"846","H","F","J","J","A"
"847","J","B","G","B","A"
"848","I","D","G","J","B"
"849","F","C","G","H","A"
"850","D","D","F","J","B"
"851","I","J","F","B","B"
"852","H","G","I","G","A"
"853","C","H","E","D","B"
"854","J","C","E","E","A"
"855","C","H","I","B","A"
"856","B","F","H","H","A"
"857","F","F","D","E","A"
"858","G","E","H","B","B"
"859","C","E","B","I","B"
"860","B","H","A","D","A"
"861","I","E","H","F","B"
"862","A","B","G","B","B"
"863","D","D","C","G","B"
"864","E","B","C","H","B"
"865","F","A","A","I","B"
"866","J","I","G","G","A"
"867","D","I","A","D","B"
"868","E","F","C","C","B"
"869","E","H","D","D","B"
"870","D","F","B","D","B"
"871","A","J","H","G","B"
"872","C","I","J","G","A"
"873","G","B","B","H","B"
"874","G","H","J","H","B"
"875","J","D","H","F","A"
"876","F","G","J","I","A"
"877","H","D","A","B","A"
"878","E","D","B","G","B"
"879","J","H","B","B","A"
"880","H","F","C","C","A"
"881","H","B","C","G","A"
"882","C","A","H","J","B"
"883","I","I","I","C","A"
"884","J","G","F","E","A"
"885","F","H","G","F","B"
"886","H","A","G","J","A"
"887","C","G","F","E","A"
"888","G","I","D","D","A"
"889","H","A","J","E","A"
"890","A","J","A","B","B"
"891","J","E","C","F","A"
"892","A","H","A","C","B"
"893","D","I","J","F","B"
"894","E","F","E","F","B"
"895","F","D","H","F","B"
"896","B","F","D","E","A"
"897","I","A","C","B","B"
"898","I","F","I","H","A"
"899","I","I","C","B","A"
"900","F","E","A","C","B"
"901","J","D","A","F","A"
"902","J","A","C","F","A"
"903","D","D","A","H","B"
"904","F","A","I","A","A"
"905","I","I","F","B","A"
"906","J","C","A","J","A"
"907","I","J","D","G","B"
"908","E","I","C","C","B"
"909","J","E","F","G","A"
"910","F","F","I","A","A"
"911","D","H","B","A","B"
"912","F","G","G","H","A"
"913","D","A","F","A","B"
"914","I","F","H","B","B"
"915","I","G","F","D","A"
"916","I","H","J","D","B"
"917","A","F","A","E","B"
"918","B","F","F","I","A"
"919","F","C","F","F","A"
"920","C","C","F","D","A"
"921","J","E","H","E","A"
"922","D","B","F","A","B"
"923","I","G","D","I","A"
"924","E","A","E","H","B"
"925","F","A","H","C","B"
"926","I","B","G","H","B"
"927","E","C","A","D","B"
"928","E","J","J","B","B"
"929","F","H","D","H","A"
"930","I","H","E","G","B"
"931","D","F","H","F","B"
"932","F","F","G","A","B"
"933","F","E","I","C","A"
"934","A","E","I","C","B"
"935","B","J","E","I","A"
"936","E","F","D","A","B"
"937","D","I","F","C","B"
"938","F","B","D","D","B"
"939","J","C","J","D","A"
"940","D","H","A","C","B"
"941","J","B","A","C","A"
"942","E","D","J","C","B"
"943","F","E","A","B","B"
"944","F","D","A","E","B"
"945","G","H","J","A","B"
"946","H","C","C","J","A"
"947","G","E","B","F","B"
"948","B","H","G","J","A"
"949","H","G","E","C","A"
"950","A","G","J","H","B"
"951","B","D","H","B","A"
"952","C","I","E","C","A"
"953","H","B","C","I","A"
"954","C","J","A","F","B"
"955","E","E","H","D","B"
"956","D","B","C","D","B"
"957","F","A","H","A","B"
"958","H","D","H","J","A"
"959","D","F","F","B","B"
"960","F","J","E","A","B"
"961","J","J","I","A","A"
"962","B","D","F","C","A"
"963","G","B","D","I","B"
"964","I","A","C","A","B"
"965","H","G","A","D","A"
"966","E","B","G","E","B"
"967","E","B","H","G","B"
"968","D","G","E","E","B"
"969","B","A","E","G","A"
"970","I","G","C","J","A"
"971","E","I","I","I","B"
"972","F","J","D","G","B"
"973","H","G","E","B","A"
"974","I","C","A","B","B"
"975","A","E","D","H","B"
"976","G","D","F","C","B"
"977","C","A","D","G","A"
"978","A","I","I","E","A"
"979","G","J","D","G","B"
"980","H","A","C","A","A"
"981","B","E","A","J","A"
"982","E","A","I","B","B"
"983","H","J","A","H","B"
"984","F","G","J","J","A"
"985","E","G","B","J","B"
"986","D","D","I","G","B"
"987","B","A","G","G","A"
"988","G","C","C","C","A"
"989","E","D","F","F","B"
"990","G","B","F","G","B"
"991","E","H","G","B","B"
"992","J","E","B","H","A"
"993","D","C","E","C","B"
"994","C","E","A","A","B"
"995","E","A","A","F","B"
"996","C","B","B","I","B"
"997","A","D","J","F","B"
