"","id","reg","age","sex","hgt","wgt","hgt.z","wgt.z"
"63",100156,"North",13.5058179329227,"girl",173,48.9,1.481,-0.21
"64",100163,"City",10.1081451060917,"boy",141.5,39.3,-0.342,0.826
"65",100168,"North",16.0657084188912,"boy",179,89.4,0.009,2.096
"66",100170,"North",16.0492813141684,"girl",176,55.9,1.129,-0.319
"67",100172,"North",15.2936344969199,"boy",187.8,77.4,1.537,1.495
"68",100175,"North",15.151266255989,"boy",185.5,62.9,1.323,0.323
"69",100176,"North",12.4462696783025,"girl",153.7,51.3,-0.612,0.629
"70",100177,"North",12.3586584531143,"boy",157.8,41.9,0.184,-0.185
"71",100178,"North",12.7912388774812,"boy",153.3,36.7,-0.784,-1.265
"72",100180,"North",12.8761122518823,"boy",163,57.2,0.378,1.17
"73",100181,"North",15.9452429842574,"boy",184.2,60.2,0.747,-0.344
"74",100184,"City",10.321697467488,"boy",157.6,37.7,1.906,0.469
"75",100187,"City",12.1697467488022,"boy",158.9,41.2,0.5,-0.155
"76",100188,"North",16.1095140314853,"boy",192,88.6,1.714,2.029
"77",100189,"North",15.9151266255989,"boy",167.8,58.2,-1.395,-0.547
"78",100192,"North",13.1362080766598,"boy",173.5,53.3,1.459,0.624
"79",100193,"North",16.0246406570842,"girl",159.5,63,-1.385,0.515
"80",100194,"North",15.9507186858316,"girl",165.8,60.2,-0.411,0.226
"81",100195,"North",15.4661190965092,"girl",166.2,58.2,-0.256,0.118
"82",100196,"North",12.7501711156742,"girl",149.5,38,-1.471,-1.227
"83",100197,"North",16.5037645448323,"boy",184.8,61.2,0.617,-0.479
"84",100198,"North",13.3141683778234,"boy",173.8,56,1.324,0.774
"85",100199,"North",14.0944558521561,"girl",163.8,47.5,-0.177,-0.703
"86",100200,"North",14.5023956194387,"girl",165.5,40.9,-0.087,-1.985
"87",100201,"North",15.066392881588,"girl",174.5,75.5,1.099,1.823
"88",100202,"North",14.8281998631075,"boy",182.8,76.1,1.186,1.596
"89",100208,"North",15.3702943189596,"boy",177,105.2,0.105,3.251
"90",100210,"North",15.9507186858316,"boy",179,63,0.059,-0.055
"91",100211,"North",10.4887063655031,"boy",154.3,39.9,1.28,0.7
"92",100213,"North",10.9349760438056,"boy",147,31.5,-0.13,-1.002
"93",100214,"North",11.0937713894593,"boy",153.3,42.8,0.646,0.735
"94",100215,"North",11.0937713894593,"boy",148.4,44.8,-0.051,0.981
"95",100216,"North",11.2060232717317,"girl",155,39.4,0.675,0.001
"96",100217,"North",11.6659822039699,"girl",170,55.2,2.462,1.394
"97",100219,"North",11.3182751540041,"girl",155,43.8,0.572,0.478
"98",100220,"North",11.3538672142368,"girl",136.5,28.5,-2.194,-1.954
"99",100225,"City",5.96851471594798,"boy",123.3,25.2,0.7,0.892
"100",100229,"City",11.3675564681725,"boy",143.5,32,-0.945,-1.172
"101",100236,"North",14.5434633812457,"boy",169.5,72.7,-0.28,1.473
"102",100237,"North",14.3545516769336,"boy",179.8,68.6,1.153,1.249
"103",100240,"North",15.6605065023956,"girl",178.9,73.8,1.637,1.574
"104",100248,"North",10.7707049965777,"boy",147.3,35.7,0.033,-0.118
"105",100249,"North",10.8364134154689,"boy",141.3,41,-0.882,0.648
"106",100250,"North",11.0006844626968,"girl",148.5,33.5,-0.103,-0.76
"107",100251,"North",10.7652292950034,"girl",150.6,37.1,0.424,-0.056
"108",100252,"North",10.1026694045175,"girl",141.5,29.3,-0.371,-1.018
"109",100253,"North",11.6605065023956,"girl",143.5,32,-1.428,-1.454
"110",100254,"North",11.6796714579055,"girl",155,42.6,0.246,0.121
"111",100258,"City",11.1485284052019,"girl",147.1,46.4,-0.445,0.859
"112",100260,"North",11.7070499657769,"girl",150.3,34.6,-0.469,-1.031
"113",100261,"North",11.3894592744695,"boy",151.7,42.2,0.184,0.48
"114",100297,"East",16.7638603696099,"boy",181.4,52.5,0.087,-1.634
"115",100318,"City",10.0999315537303,"boy",143.4,48.2,-0.05,1.904
"116",100320,"East",13.8507871321013,"boy",173.2,51.3,0.756,-0.071
"117",100341,"South",12.1067761806982,"boy",155,44.5,0.038,0.323
"118",100344,"East",13.1635865845311,"girl",168.3,56.4,0.997,0.773
"119",100357,"North",5.637234770705,"boy",122.2,22.3,0.97,0.3
"120",100358,"North",7.60574948665298,"girl",130.5,27.1,0.265,0.129
"121",100359,"North",7.45242984257358,"boy",129.5,27.9,0,0.405
"122",100360,"North",9.33607118412047,"girl",141.4,40,0.307,1.151
"123",100361,"North",10.9733059548255,"boy",151,37.2,0.415,0.011
"124",100362,"North",10.8309377138946,"girl",151.2,48.6,0.454,1.25
"125",100363,"North",10.8199863107461,"girl",154.9,40.3,1.019,0.346
"126",100364,"North",5.19644079397673,"girl",109.5,18.4,-0.791,-0.517
"127",100365,"North",9.37166324435318,"girl",141.1,43.4,0.225,1.521
"128",100366,"North",9.71663244353183,"girl",144,33,0.364,-0.087
"129",100374,"North",8.99383983572895,"boy",147.4,33.5,1.471,0.539
"130",100375,"North",8.95277207392197,"girl",138.6,33.5,0.225,0.461
"131",100376,"North",9.44010951403149,"boy",139.8,38.5,-0.111,1.086
"132",100378,"North",10.7871321013005,"boy",150.3,40,0.456,0.538
"133",100379,"North",10.8199863107461,"girl",146.7,32,-0.212,-0.917
"134",100380,"North",11.088295687885,"girl",145.2,33.3,-0.673,-0.851
"135",100381,"North",11.3511293634497,"boy",149.5,40.3,-0.094,0.243
"136",100383,"North",9.492128678987,"boy",139,30.1,-0.277,-0.439
"137",100385,"North",6.02874743326489,"girl",124.4,24,1.102,0.646
"138",100386,"North",5.7741273100616,"girl",111.5,18.2,-1.165,-1.137
"139",100387,"North",7.8466803559206,"girl",134.6,24.6,0.716,-0.681
"140",100388,"North",8.62422997946612,"boy",140.9,40.2,0.755,1.806
"141",100389,"North",8.5968514715948,"boy",130,30.3,-1.019,0.156
"142",100390,"North",9.03764544832307,"boy",146.9,33.7,1.352,0.548
"143",100394,"North",7.50718685831622,"girl",129.3,27.9,0.161,0.384
"144",100395,"North",7.53456536618754,"boy",136.5,33.8,1.157,1.563
"145",100396,"North",9.01574264202601,"girl",133.8,27,-0.622,-0.862
"146",100397,"North",10.6173853524983,"girl",148.5,38.3,0.243,0.2
"147",100398,"North",9.51403148528405,"girl",141.9,51.2,0.218,2.17
"148",100399,"North",9.72210814510609,"girl",142.2,31.4,0.075,-0.376
"149",100400,"North",9.73853524982888,"boy",138.9,33.5,-0.473,0.096
"150",100401,"North",5.02395619438741,"boy",111.2,18.8,-0.465,-0.444
"151",100402,"North",5.29774127310062,"boy",118.8,20.5,0.78,-0.027
"152",100405,"North",10.5379876796715,"boy",147,46.3,0.164,1.471
"153",100406,"North",10.4804928131417,"boy",141.1,32.6,-0.664,-0.507
"154",100407,"North",10.5407255304586,"girl",141.4,32.3,-0.764,-0.692
"155",100408,"North",10.5872689938398,"girl",147.2,43.1,0.074,0.814
"156",100409,"North",10.9486652977413,"girl",147.2,29.2,-0.251,-1.544
"157",100410,"North",11.3292265571526,"boy",140.9,38.4,-1.281,-0.023
"158",100412,"North",11.5701574264203,"boy",141.5,31.3,-1.367,-1.445
"159",100413,"North",11.64681724846,"boy",150.7,41.2,-0.161,0.184
"160",100419,"North",9.25941136208077,"girl",137.6,30.1,-0.231,-0.344
"161",100420,"North",9.48665297741273,"boy",132.4,27.3,-1.306,-1.1
"162",100421,"North",9.70020533880903,"boy",141.5,36.1,-0.044,0.568
"163",100422,"North",5.20739219712526,"girl",115.8,19.7,0.548,-0.008
"164",100424,"North",5.16906228610541,"boy",107.5,23.2,-1.501,1.037
"165",100425,"North",9.39082819986311,"girl",141,32.9,0.191,0.091
"166",100426,"North",8.56673511293634,"boy",135.6,28.8,-0.068,-0.158
"167",100428,"North",8.9719370294319,"boy",144.3,36.2,0.992,1.013
"168",100429,"North",9.0403832991102,"boy",136.2,26,-0.37,-1.173
"169",100430,"North",9.02943189596167,"boy",137.9,29.7,-0.088,-0.247
"170",100432,"North",10.072553045859,"girl",138.7,36.6,-0.779,0.274
"171",100433,"North",10.4695414099932,"boy",139.8,36.8,-0.849,0.244
"172",100435,"North",11.4524298425736,"boy",153.2,38.6,0.343,-0.068
"173",100436,"North",11.6194387405886,"boy",160,57.4,1.14,1.934
"174",100439,"North",5.11156741957563,"boy",116.5,19.5,0.577,-0.239
"175",100440,"North",7.55373032169747,"girl",132.3,28.9,0.647,0.563
"176",100441,"North",7.78918548939083,"girl",146.4,33.4,2.867,1.218
"177",100443,"North",6.72689938398357,"girl",132.2,24.6,1.672,0.203
"178",100444,"North",11.233401779603,"girl",153.2,40.8,0.383,0.166
"179",100449,"North",11.7754962354552,"boy",152.9,37.5,0.034,-0.448
"180",100451,"North",8.08213552361396,"boy",137.8,29.6,0.77,0.345
"181",100454,"North",10.17659137577,"girl",149,34,0.721,-0.189
"182",100455,"North",10.0561259411362,"boy",146.4,33.4,0.436,-0.106
"183",100456,"North",10.1930184804928,"girl",139.6,33.5,-0.743,-0.282
"184",100457,"North",9.88364134154689,"girl",147.1,42.9,0.696,1.183
"185",100458,"North",9.7741273100616,"girl",147.9,35.3,0.923,0.252
"186",100461,"North",8.65160848733744,"girl",133.5,32.9,-0.323,0.549
"187",100463,"North",8.98015058179329,"girl",128,20.9,-1.54,-2.635
"188",100464,"North",10.4722792607803,"boy",159.4,68.3,2.047,3.271
"189",100465,"North",11.0636550308008,"boy",134.5,27.5,-2.006,-2.005
"190",100466,"North",10.9349760438056,"boy",154.3,41.3,0.917,0.632
"191",100471,"North",7.34017796030116,"girl",126,24.5,-0.244,-0.322
"192",100472,"North",7.59206023271732,"girl",128.4,29,-0.096,0.555
"193",100473,"North",7.28268309377139,"girl",132.8,29.9,1.066,0.97
"194",100475,"North",12.249144421629,"boy",142.8,33.2,-1.699,-1.513
"195",100478,"North",8.56125941136208,"girl",142.5,30,1.277,0.08
"196",100480,"North",8.78576317590691,"girl",144.8,33.6,1.42,0.58
"197",100482,"North",10.1245722108145,"girl",140.1,30.7,-0.607,-0.748
"198",100483,"North",10.0670773442847,"girl",157,50.5,2.061,1.826
"199",100484,"North",10.3408624229979,"boy",147,30.7,0.311,-0.816
"200",100485,"North",10.8747433264887,"girl",135.6,39,-1.922,0.145
"201",100487,"North",11.4633812457221,"boy",146.8,36.7,-0.554,-0.374
"202",100489,"East",9.72758384668036,"boy",144.1,31.1,0.337,-0.367
"203",100492,"East",8.94182067077344,"boy",138,26.8,0.001,-0.894
"204",100493,"East",7.04722792607803,"boy",125.5,23.3,-0.265,-0.556
"205",100494,"North",7.44695414099932,"girl",124.6,21.5,-0.619,-1.321
"206",100495,"North",7.93429158110883,"girl",135.5,36.2,0.773,1.543
"207",100496,"North",11.6522929500342,"girl",153.5,35,0.05,-0.928
"208",100497,"North",9.94934976043806,"boy",147.5,38.2,0.686,0.755
"209",100498,"North",9.47022587268994,"boy",142.7,32.2,0.32,0.008
"210",100499,"North",10.2559890485969,"boy",154.3,40.1,1.467,0.856
"211",100501,"North",8.92265571526352,"girl",143.6,40.1,1.078,1.409
"212",100504,"East",18.0533880903491,"boy",187.8,69.6,0.723,-0.059
"213",100508,"East",11.6002737850787,"girl",154.1,31.5,0.184,-1.506
"214",100510,"East",5.42642026009583,"boy",115.7,19.7,-0.092,-0.46
"215",100515,"City",10.8008213552361,"girl",158.6,64,1.592,2.436
"216",100519,"East",9.76043805612594,"girl",139.5,28.7,-0.383,-0.941
"217",100520,"East",10.444900752909,"boy",152.8,41,1.093,0.875
"218",100521,"East",8.77481177275838,"girl",130,22.8,-1.023,-1.854
"219",100525,"City",8.2984257357974,"boy",144.1,36.3,1.613,1.447
"220",100527,"South",7.72073921971253,"girl",128,24,-0.309,-0.755
"221",100528,"South",11.6741957563313,"boy",144.4,37,-1.047,-0.463
"222",100529,"South",9.29500342231348,"girl",138.5,26.3,-0.12,-1.21
"223",100531,"South",8.50376454483231,"girl",138,37.5,0.581,1.337
"224",100532,"South",9.83709787816564,"boy",135.5,32.7,-1.065,-0.111
"225",100534,"South",10.8911704312115,"girl",148,41.2,-0.08,0.418
"226",100536,"South",10.154688569473,"girl",142.5,38.4,-0.263,0.478
"227",100545,"East",10.5571526351814,"girl",152.2,33.9,0.859,-0.426
"228",100551,"South",6.36550308008214,"boy",129,23.9,1.278,0.177
"229",100553,"South",11.3702943189596,"girl",141.5,33.8,-1.469,-0.943
"230",100554,"South",7.56741957563313,"boy",125.5,25.4,-0.837,-0.33
"231",100556,"South",9.65639972621492,"boy",155.5,41.3,2.158,1.348
"232",100571,"South",9.09514031485284,"boy",149,53,1.637,2.894
"233",100572,"South",6.23682409308693,"girl",116.5,20.9,-0.743,-0.509
"234",100574,"South",12.5886379192334,"boy",151.8,38.3,-0.799,-0.868
"235",100575,"South",11.772758384668,"girl",163,39.5,1.337,-0.337
"236",100908,"North",12.6543463381246,"girl",156.5,43.9,-0.369,-0.328
"237",100909,"North",13.056810403833,"boy",153,37,-1.053,-1.4
"238",100910,"North",13.1800136892539,"girl",149.5,38.6,-1.791,-1.444
"239",100911,"North",13.0622861054073,"girl",164,67,0.426,1.71
"240",100914,"North",13.2731006160164,"boy",152.4,43.8,-1.32,-0.568
"241",100921,"North",6.93223819301848,"boy",129.3,24.2,0.581,-0.189
"242",100934,"North",13.3333333333333,"boy",153,53.1,-1.298,0.472
"243",100937,"North",8.09308692676249,"boy",126.8,24.1,-1.12,-1.091
"244",100939,"North",6.98699520876112,"boy",126.5,24.3,-0.009,-0.202
"245",100941,"City",9.54688569472964,"boy",141.7,31.1,0.103,-0.259
"246",100942,"City",10.425735797399,"boy",156.3,49.5,1.627,1.866
"247",100943,"City",10.1273100616016,"girl",144,45.6,-0.007,1.336
"248",100944,"North",11.6741957563313,"girl",158.5,38.9,0.765,-0.357
"249",100946,"North",11.5154004106776,"boy",154.5,43.5,0.473,0.573
"250",100947,"North",12.062970568104,"boy",165.7,48.9,1.507,0.865
"251",100949,"North",12.952772073922,"boy",161.5,47.7,0.116,0.141
"252",100950,"North",11.9260780287474,"girl",153.6,36.8,-0.179,-0.827
"253",100951,"North",12.3121149897331,"girl",162.7,51.8,0.82,0.752
"254",100952,"North",12.4106776180698,"girl",142.7,32.3,-2.191,-1.951
"255",100954,"North",5.12799452429843,"girl",117,22.9,0.934,1.152
"256",100955,"North",5.07049965776865,"girl",116,22.2,0.81,0.99
"257",100956,"North",5.80150581793292,"girl",117.3,22.5,-0.015,0.407
"258",100957,"North",6.05338809034908,"boy",124.6,24.6,0.842,0.647
"259",100958,"North",5.9192334017796,"boy",121.1,23,0.322,0.276
"260",100959,"North",5.83436002737851,"boy",118,21.7,-0.195,-0.084
"261",100960,"North",9.37440109514031,"boy",140.2,37.7,0.003,1.005
"262",100962,"North",10.2724161533196,"boy",149.2,34.4,0.691,-0.05
"263",100963,"North",10.3326488706366,"girl",146.7,33.5,0.226,-0.363
"264",100964,"North",10.611909650924,"girl",150.5,37.6,0.551,0.106
"265",100967,"West",12.4900752908966,"boy",154.3,45,-0.387,0.134
"266",100968,"West",14.466803559206,"boy",188.5,58.5,2.146,0.28
"267",100969,"West",12.5749486652977,"girl",155,45.5,-0.527,-0.081
"268",100970,"West",10.2696783025325,"girl",155.9,45,1.695,1.195
"269",100971,"West",13.1088295687885,"boy",158.3,45,-0.431,-0.296
"270",100972,"West",9.492128678987,"girl",143.5,34,0.492,0.214
"271",100976,"North",7.17316906228611,"boy",128.2,25.3,0.087,-0.06
"272",100979,"North",6.94866529774127,"boy",122.3,24.1,-0.746,-0.232
"273",100981,"City",7.4880219028063,"boy",NA,23.2,NA,-0.932
"274",100983,"North",5.637234770705,"girl",123.7,22.1,1.541,0.432
"275",100984,"North",5.76043805612594,"girl",116.6,NA,-0.102,NA
"276",100985,"North",11.3757700205339,"boy",160.4,50.5,1.409,1.44
"277",100987,"North",10.2724161533196,"girl",148.2,37.2,0.51,0.244
"278",100988,"North",10.5735797399042,"girl",148.2,36,0.238,-0.104
"279",100989,"West",8.91170431211499,"boy",137.7,29,-0.022,-0.332
"280",100992,"City",16.498288843258,"boy",177,75.1,-0.429,0.872
"281",100998,"West",4.60232717316906,"boy",111.2,20,0.224,0.471
"282",100999,"North",9.13620807665982,"girl",133.5,26.9,-0.781,-0.963
"283",101000,"North",12.6023271731691,"girl",169.5,48.2,1.576,0.216
"284",101001,"North",12.2026009582478,"girl",147.3,33.8,-1.34,-1.517
"285",101003,"North",5.76591375770021,"boy",111.2,19.2,-1.511,-0.976
"286",101004,"North",5.3223819301848,"boy",114.4,19.8,-0.215,-0.322
"287",101005,"West",14.507871321013,"girl",170.5,59,0.664,0.502
"288",101006,"West",15.4880219028063,"boy",172.1,58.5,-0.6,-0.3
"289",101007,"City",12.6735112936345,"boy",171.1,47.1,1.612,0.26
"290",101008,"City",12.829568788501,"girl",164.5,49.8,0.67,0.264
"291",101009,"City",14.7816563997262,"girl",161.5,49.5,-0.779,-0.754
"292",101010,"City",16.062970568104,"boy",190.1,65.7,1.478,0.166
"293",101011,"City",15.7837097878166,"boy",180.4,66.8,0.326,0.392
"294",101012,"West",15.1375770020534,"boy",182.7,54.5,0.974,-0.539
"295",101013,"West",9.28952772073922,"boy",129.5,26,-1.624,-1.329
"296",101014,"West",11.1649555099247,"girl",146.2,35.5,-0.593,-0.538
"297",101015,"West",10.7953456536619,"boy",139.5,33,-1.115,-0.62
"298",101017,"West",12.3969883641342,"girl",152.8,38.5,-0.702,-0.899
"299",101019,"West",16.7392197125257,"girl",151.4,43,-2.719,-2.678
"300",101020,"West",16.5366187542779,"boy",165.4,51,-2.001,-1.734
"301",101021,"West",13.9137577002053,"girl",171,43.5,0.981,-1.177
"302",101022,"West",5.81245722108145,"girl",115.4,22,-0.418,0.24
"303",101023,"West",8.60780287474333,"boy",124.1,24.5,-2,-1.322
"304",101024,"North",10.2505133470226,"boy",145,38.2,0.08,0.585
"305",101025,"North",10.5982203969884,"girl",156,40.1,1.396,0.448
"306",101026,"North",10.4284736481862,"girl",140,38.7,-0.881,0.363
"307",101027,"City",17.8015058179329,"boy",184.3,80.9,0.272,1.052
"308",101029,"West",7.13483915126626,"girl",126.7,24.5,0.124,-0.159
"309",101030,"West",9.16632443531828,"girl",132.2,28.5,-1.02,-0.618
"310",101031,"West",9.85352498288843,"girl",143.8,37,0.208,0.457
"311",101032,"West",10.113620807666,"girl",139,33,-0.768,-0.321
"312",101033,"West",12.104038329911,"boy",159.9,61.5,0.694,1.999
"313",101034,"West",17.1115674195756,"girl",166.7,72.5,-0.404,1.244
"314",101035,"West",6.22313483915127,"girl",119,23.5,-0.231,0.33
"315",101036,"West",9.40177960301164,"boy",139,27.5,-0.207,-0.998
"316",101037,"West",15.8932238193018,"boy",181.5,64.5,0.417,0.122
"317",101038,"West",16.8459958932238,"girl",175.7,62.5,0.999,0.311
"318",101039,"West",15.709787816564,"boy",178.7,59,0.141,-0.356
"319",101049,"West",11.6002737850787,"boy",155.1,42,0.483,0.323
"320",101050,"West",16.0082135523614,"girl",160.4,50,-1.246,-1.146
"321",101052,"West",14.0041067761807,"girl",156.9,44,-1.172,-1.159
"322",101053,"West",12.2053388090349,"boy",153,47,-0.314,0.559
"323",101054,"West",12.5420944558522,"boy",160.2,44.5,0.332,0.035
"324",101055,"West",6.5845311430527,"boy",127.4,25,0.668,0.321
"325",101057,"West",11.129363449692,"girl",153.4,46.5,0.508,0.88
"326",101064,"South",12.4079397672827,"girl",154.4,50.5,-0.477,0.569
"327",101071,"City",17.9466119096509,"girl",167,59.1,-0.419,-0.262
"328",101072,"West",14.9979466119097,"girl",168.8,49,0.255,-0.923
"329",101073,"West",10.7049965776865,"girl",145.6,38,-0.274,0.107
"330",101074,"West",18.2067077344285,"girl",177.7,59,1.209,-0.31
"331",101075,"City",12.3750855578371,"boy",151.5,36.5,-0.656,-1.011
"332",101076,"City",14.5352498288843,"girl",172.6,56.5,0.972,0.221
"333",101078,"City",15.5947980835044,"boy",182.6,65,0.703,0.305
"334",101079,"West",7.7864476386037,"boy",127.6,25.7,-0.688,-0.407
"335",101081,"West",12.8815879534565,"girl",169.9,64,1.425,1.548
"336",101082,"West",9.42368240930869,"girl",137.3,32,-0.431,-0.086
"337",101084,"West",15.8384668035592,"boy",164.2,58,-1.823,-0.53
"338",101086,"West",18.6447638603696,"boy",185,74.5,0.279,0.313
"339",101087,"West",13.2703627652293,"boy",168.5,55,0.702,0.705
"340",101088,"West",15.3867214236824,"girl",169.1,56,0.204,-0.121
"341",101089,"West",13.0403832991102,"girl",159.3,49,-0.253,0.057
"342",101098,"City",15.3894592744695,"boy",169.8,57.4,-0.833,-0.363
"343",101099,"West",17.8370978781656,"girl",177.2,65.5,1.157,0.496
"344",101102,"City",14.009582477755,"boy",185,65.5,2.076,1.188
"345",101104,"West",6.58726899383984,"girl",127.1,40.5,0.88,3.169
"346",101106,"West",17.8151950718686,"boy",175.3,81,-0.975,1.058
"347",101108,"West",13.4647501711157,"boy",174,53,1.205,0.374
"348",101114,"City",14.7597535934292,"boy",192.3,71.9,2.427,1.305
"349",101117,"East",5.35523613963039,"girl",116,20.9,0.36,0.292
"350",101118,"East",9.43463381245722,"girl",142.5,29.4,0.388,-0.593
"351",101119,"East",11.192334017796,"boy",151.6,36.4,0.325,-0.256
"352",101121,"West",20.249144421629,"girl",176.4,73.2,0.911,1.021
"353",101122,"West",12.7337440109514,"boy",168.3,63.2,1.192,1.769
"354",101123,"West",13.1553730321697,"boy",150.3,34.2,-1.481,-1.952
"355",101124,"West",16.6762491444216,"boy",186.3,94.4,0.774,2.29
"356",101125,"West",13.8781656399726,"girl",162.4,48.2,-0.285,-0.494
"357",101126,"West",11.1676933607118,"boy",146.6,36.2,-0.362,-0.274
"358",101127,"City",15.8001368925394,"boy",176.5,79.5,-0.192,1.463
"359",101129,"West",8.91444216290212,"boy",146.3,38.1,1.368,1.338
"360",101130,"West",9.38809034907598,"boy",144.6,34.7,0.685,0.515
"361",101131,"West",9.43463381245722,"girl",146.6,34.2,1.043,0.28
"362",101132,"West",9.45379876796714,"girl",146,35.3,0.928,0.44
"363",101133,"West",10.8665297741273,"girl",149.2,41.3,0.121,0.444
"364",101134,"West",10.4941820670773,"girl",151.8,35,0.858,-0.21
"365",101136,"West",11.4962354551677,"girl",149.7,37.8,-0.371,-0.396
"366",101145,"East",9.37440109514031,"boy",140.4,29.7,0.035,-0.458
"367",101146,"East",7.64955509924709,"girl",125,19.1,-0.767,-2.389
"368",101162,"East",9.52224503764545,"boy",149,34.1,1.263,0.331
"369",101163,"East",11.6331279945243,"girl",154,48.2,0.14,0.77
"370",101167,"East",5.12799452429843,"girl",113.8,18.8,0.241,-0.287
"371",101168,"East",5.36618754277892,"girl",124.9,25.9,2.23,1.756
"372",101169,"East",10.0396988364134,"girl",149,38.3,0.847,0.532
"373",101170,"East",11.1813826146475,"girl",157.7,56.5,1.098,1.742
"374",101171,"West",16.8980150581793,"girl",172.1,56.9,0.442,-0.375
"375",101172,"West",14.4339493497604,"boy",171.3,51.5,0.031,-0.44
"376",101173,"South",13.9493497604381,"girl",165.8,58.2,0.186,0.621
