"","flour","cycle","line","transcript"
"192",3.23708933505226,12,"wt","5"
"193",3.24824798388543,13,"wt","5"
"194",3.26081124524705,14,"wt","5"
"195",3.32777487595524,15,"wt","5"
"196",3.35459423717607,16,"wt","5"
"197",3.37906437975104,17,"wt","5"
"198",3.36177082160145,18,"wt","5"
"199",3.44428822112503,19,"wt","5"
"200",3.51716542149136,20,"wt","5"
"201",3.61289761839087,21,"wt","5"
"202",3.76410725918623,22,"wt","5"
"203",4.07605644273074,23,"wt","5"
"204",4.69924216319272,24,"wt","5"
"205",5.83873384399821,25,"wt","5"
"206",8.09855586120177,26,"wt","5"
"207",12.7669921272576,27,"wt","5"
"208",22.7290904123131,28,"wt","5"
"209",42.3910611569115,29,"wt","5"
"210",69.2101615397564,30,"wt","5"
"211",90.0951509008273,31,"wt","5"
"212",100,32,"wt","5"
"213",100,33,"wt","5"
"214",100,34,"wt","5"
"215",100,35,"wt","5"
"216",100,36,"wt","5"
"217",100,37,"wt","5"
"218",100,38,"wt","5"
"219",100,39,"wt","5"
"220",100,40,"wt","5"
"221",100,41,"wt","5"
"222",100,42,"wt","5"
"223",100,43,"wt","5"
"224",100,44,"wt","5"
"225",100,45,"wt","5"
"226",2.89033001873469,1,"wt","6"
"227",2.91988165780796,2,"wt","6"
"228",2.94943329688123,3,"wt","6"
"229",2.97914600340785,4,"wt","6"
"230",3.00312931052231,5,"wt","6"
"231",3.02890979132682,6,"wt","6"
"232",3.05777477441474,7,"wt","6"
"233",3.08536956969092,8,"wt","6"
"234",3.11828545978237,9,"wt","6"
"235",3.12830555082787,10,"wt","6"
"236",3.16354068648644,11,"wt","6"
"237",3.17146084547091,12,"wt","6"
"238",3.18383124975022,13,"wt","6"
"239",3.18519820379514,14,"wt","6"
"240",3.220824945762,15,"wt","6"
"241",3.24679707261534,16,"wt","6"
"242",3.26900742670942,17,"wt","6"
"243",3.28141027271263,18,"wt","6"
"244",3.31230979205344,19,"wt","6"
"245",3.32713191033173,20,"wt","6"
"246",3.33381681516266,21,"wt","6"
"247",3.34845820998259,22,"wt","6"
"248",3.35955947445991,23,"wt","6"
"249",3.3759196052627,24,"wt","6"
"250",3.38501446672653,25,"wt","6"
"251",3.41585594961653,26,"wt","6"
"252",3.47041393962886,27,"wt","6"
"253",3.52833040496121,28,"wt","6"
"254",3.60043645646759,29,"wt","6"
"255",3.71306257046701,30,"wt","6"
"256",3.9503960685009,31,"wt","6"
"257",4.39858109261863,32,"wt","6"
"258",5.28113385431994,33,"wt","6"
"259",6.97441298179453,34,"wt","6"
"260",10.4762044496537,35,"wt","6"
"261",17.6747618665678,36,"wt","6"
"262",32.7633550210799,37,"wt","6"
"263",60.8485261401934,38,"wt","6"
"264",84.8093274083876,39,"wt","6"
"265",99.9248418372461,40,"wt","6"
"266",100,41,"wt","6"
"267",100,42,"wt","6"
"268",100,43,"wt","6"
"269",100,44,"wt","6"
"270",100,45,"wt","6"
"271",2.67459211016089,1,"wt","7"
"272",2.71033213033671,2,"wt","7"
"273",2.74607215051252,3,"wt","7"
"274",2.77986967298022,4,"wt","7"
"275",2.80634354243876,5,"wt","7"
"276",2.84374510055444,6,"wt","7"
"277",2.8750987574517,7,"wt","7"
"278",2.91448529260385,8,"wt","7"
"279",2.91780836848358,9,"wt","7"
"280",2.94039786921453,10,"wt","7"
"281",2.94451910931654,11,"wt","7"
"282",2.98094774176257,12,"wt","7"
"283",2.99410794947531,13,"wt","7"
"284",3.01445101049264,14,"wt","7"
"285",3.04710699416716,15,"wt","7"
"286",3.06229335405483,16,"wt","7"
"287",3.08574238169111,17,"wt","7"
"288",3.10577045344727,18,"wt","7"
"289",3.1809211362885,19,"wt","7"
"290",3.27949441774116,20,"wt","7"
"291",3.44103659622085,21,"wt","7"
"292",3.75285171671476,22,"wt","7"
"293",4.32356335632089,23,"wt","7"
"294",5.44343992778821,24,"wt","7"
"295",7.55842812697928,25,"wt","7"
"296",11.9481701889576,26,"wt","7"
"297",21.3151775193432,27,"wt","7"
"298",40.6576895782091,28,"wt","7"
"299",67.8969934277213,29,"wt","7"
"300",89.5296724396633,30,"wt","7"
"301",100,31,"wt","7"
"302",100,32,"wt","7"
"303",100,33,"wt","7"
"304",100,34,"wt","7"
"305",100,35,"wt","7"
"306",100,36,"wt","7"
"307",100,37,"wt","7"
"308",100,38,"wt","7"
"309",100,39,"wt","7"
"310",100,40,"wt","7"
"311",100,41,"wt","7"
"312",100,42,"wt","7"
"313",100,43,"wt","7"
"314",100,44,"wt","7"
"315",100,45,"wt","7"
"316",2.85536505998854,1,"rnt","1"
"317",2.90171857761695,2,"rnt","1"
"318",2.94807209524536,3,"rnt","1"
"319",2.98824207590516,4,"rnt","1"
"320",3.03215415003009,5,"rnt","1"
"321",3.0753032730602,6,"rnt","1"
"322",3.12184328984512,7,"rnt","1"
"323",3.17097734035248,8,"rnt","1"
"324",3.21892215597869,9,"rnt","1"
"325",3.26423297377749,10,"rnt","1"
"326",3.30729115920235,11,"rnt","1"
"327",3.34761857421505,12,"rnt","1"
"328",3.37487288276943,13,"rnt","1"
"329",3.42537793327448,14,"rnt","1"
"330",3.51919669726948,15,"rnt","1"
"331",3.60852066391091,16,"rnt","1"
"332",3.75806885992283,17,"rnt","1"
"333",3.96928975121925,18,"rnt","1"
"334",4.42616610647052,19,"rnt","1"
"335",5.21888067808187,20,"rnt","1"
"336",6.83497004508678,21,"rnt","1"
"337",10.168352920699,22,"rnt","1"
"338",17.3094934235927,23,"rnt","1"
"339",32.2258957822016,24,"rnt","1"
"340",59.6398053384778,25,"rnt","1"
"341",83.7194955803333,26,"rnt","1"
"342",99.100008356131,27,"rnt","1"
"343",100,28,"rnt","1"
"344",100,29,"rnt","1"
"345",100,30,"rnt","1"
"346",100,31,"rnt","1"
"347",100,32,"rnt","1"
"348",100,33,"rnt","1"
"349",100,34,"rnt","1"
"350",100,35,"rnt","1"
"351",100,36,"rnt","1"
"352",100,37,"rnt","1"
"353",100,38,"rnt","1"
"354",100,39,"rnt","1"
"355",100,40,"rnt","1"
"356",100,41,"rnt","1"
"357",100,42,"rnt","1"
"358",100,43,"rnt","1"
"359",100,44,"rnt","1"
"360",100,45,"rnt","1"
"361",3.47125309267676,1,"rnt","2"
"362",3.51401468499203,2,"rnt","2"
"363",3.55677627730729,3,"rnt","2"
"364",3.58453204688041,4,"rnt","2"
"365",3.60558949709785,5,"rnt","2"
"366",3.64763657965764,6,"rnt","2"
"367",3.70330406265403,7,"rnt","2"
"368",3.75376782792668,8,"rnt","2"
"369",3.82962212122203,9,"rnt","2"
"370",3.87415554868061,10,"rnt","2"
"371",3.92254844669585,11,"rnt","2"
"372",3.95093805256314,12,"rnt","2"
"373",3.9871684481435,13,"rnt","2"
"374",4.03126974625029,14,"rnt","2"
"375",4.13471808957046,15,"rnt","2"
"376",4.21381068640167,16,"rnt","2"
"377",4.32036952264693,17,"rnt","2"
"378",4.4310337624025,18,"rnt","2"
"379",4.67109208577508,19,"rnt","2"
"380",4.96101804318788,20,"rnt","2"
"381",5.41298784970106,21,"rnt","2"
"382",6.19286798160682,22,"rnt","2"
"383",7.77503963107077,23,"rnt","2"
"384",10.9011651353148,24,"rnt","2"
"385",17.3188372625315,25,"rnt","2"
"386",31.0361267124828,26,"rnt","2"
"387",57.6811264763313,27,"rnt","2"
"388",82.1503849968602,28,"rnt","2"
"389",98.4195150174207,29,"rnt","2"
"390",100,30,"rnt","2"
"391",100,31,"rnt","2"
"392",100,32,"rnt","2"
"393",100,33,"rnt","2"
"394",100,34,"rnt","2"
"395",100,35,"rnt","2"
"396",100,36,"rnt","2"
"397",100,37,"rnt","2"
"398",100,38,"rnt","2"
"399",100,39,"rnt","2"
"400",100,40,"rnt","2"
"401",100,41,"rnt","2"
"402",100,42,"rnt","2"
"403",100,43,"rnt","2"
"404",100,44,"rnt","2"
"405",100,45,"rnt","2"
"406",2.6240812797233,1,"rnt","3"
"407",2.69094970456838,2,"rnt","3"
"408",2.75781812941346,3,"rnt","3"
"409",2.79372678600191,4,"rnt","3"
"410",2.84326562445125,5,"rnt","3"
"411",2.89624107316943,6,"rnt","3"
"412",2.97460704991032,7,"rnt","3"
"413",3.03188381009393,8,"rnt","3"
"414",3.09390921888061,9,"rnt","3"
"415",3.12106664475628,10,"rnt","3"
"416",3.16714553725311,11,"rnt","3"
"417",3.22784626172129,12,"rnt","3"
"418",3.31433221797149,13,"rnt","3"
"419",3.41387917034518,14,"rnt","3"
"420",3.56685692002698,15,"rnt","3"
"421",3.77529068762761,16,"rnt","3"
"422",4.15361270385303,17,"rnt","3"
"423",4.83610832340519,18,"rnt","3"
"424",6.19842858158262,19,"rnt","3"
"425",8.83511974745667,20,"rnt","3"
"426",14.2352456763077,21,"rnt","3"
"427",25.909482513282,22,"rnt","3"
"428",48.9633553378118,23,"rnt","3"
"429",74.9585887100193,24,"rnt","3"
"430",93.9120232615312,25,"rnt","3"
"431",100,26,"rnt","3"
"432",100,27,"rnt","3"
"433",100,28,"rnt","3"
"434",100,29,"rnt","3"
"435",100,30,"rnt","3"
"436",100,31,"rnt","3"
"437",100,32,"rnt","3"
"438",100,33,"rnt","3"
"439",100,34,"rnt","3"
"440",100,35,"rnt","3"
"441",100,36,"rnt","3"
"442",100,37,"rnt","3"
"443",100,38,"rnt","3"
"444",100,39,"rnt","3"
"445",100,40,"rnt","3"
"446",100,41,"rnt","3"
"447",100,42,"rnt","3"
"448",100,43,"rnt","3"
"449",100,44,"rnt","3"
"450",100,45,"rnt","3"
"451",3.62432952041558,1,"rnt","4"
"452",3.64980360974868,2,"rnt","4"
"453",3.67527769908178,3,"rnt","4"
"454",3.69007076949398,4,"rnt","4"
"455",3.72541550156565,5,"rnt","4"
"456",3.76115682593138,6,"rnt","4"
"457",3.80801281236164,7,"rnt","4"
"458",3.84022723459666,8,"rnt","4"
"459",3.87855998430501,9,"rnt","4"
"460",3.88661335697271,10,"rnt","4"
"461",3.90667086615816,11,"rnt","4"
"462",3.92473221953652,12,"rnt","4"
"463",3.94656715325061,13,"rnt","4"
"464",3.97877542716179,14,"rnt","4"
"465",4.04545250871641,15,"rnt","4"
"466",4.1009993118027,16,"rnt","4"
"467",4.14860746012039,17,"rnt","4"
"468",4.1827198512939,18,"rnt","4"
"469",4.34230289940979,19,"rnt","4"
"470",4.56535589060194,20,"rnt","4"
"471",4.93921888153978,21,"rnt","4"
"472",5.59289190417595,22,"rnt","4"
"473",6.9410095342803,23,"rnt","4"
"474",9.59314864327453,24,"rnt","4"
"475",15.0998557659121,25,"rnt","4"
"476",26.8553638489551,26,"rnt","4"
"477",50.4002162905802,27,"rnt","4"
"478",76.0384248814096,28,"rnt","4"
"479",94.6539653474879,29,"rnt","4"
"480",100,30,"rnt","4"
"481",100,31,"rnt","4"
"482",100,32,"rnt","4"
"483",100,33,"rnt","4"
"484",100,34,"rnt","4"
"485",100,35,"rnt","4"
"486",100,36,"rnt","4"
"487",100,37,"rnt","4"
"488",100,38,"rnt","4"
"489",100,39,"rnt","4"
"490",100,40,"rnt","4"
"491",100,41,"rnt","4"
"492",100,42,"rnt","4"
"493",100,43,"rnt","4"
"494",100,44,"rnt","4"
"495",100,45,"rnt","4"
"496",2.74401587211536,1,"rnt","5"
"497",2.81052955730609,2,"rnt","5"
"498",2.87704324249682,3,"rnt","5"
"499",2.93246013471847,4,"rnt","5"
"500",2.99030530433598,5,"rnt","5"
"501",3.03963590393383,6,"rnt","5"
"502",3.08213106888265,7,"rnt","5"
"503",3.13344442072244,8,"rnt","5"
"504",3.18556675388903,9,"rnt","5"
"505",3.24310947565697,10,"rnt","5"
"506",3.27939855978309,11,"rnt","5"
"507",3.32497510627518,12,"rnt","5"
"508",3.36695697933968,13,"rnt","5"
"509",3.41352438411262,14,"rnt","5"
"510",3.48403378112694,15,"rnt","5"
"511",3.57378813043725,16,"rnt","5"
"512",3.70919923391885,17,"rnt","5"
"513",3.92564259066891,18,"rnt","5"
"514",4.36369110150296,19,"rnt","5"
"515",5.1697035194403,20,"rnt","5"
"516",6.73860485030089,21,"rnt","5"
"517",9.84061029380323,22,"rnt","5"
"518",16.3281263551348,23,"rnt","5"
"519",29.9055988220557,24,"rnt","5"
"520",55.2856658443749,25,"rnt","5"
"521",80.0377999881319,26,"rnt","5"
"522",96.8186210930546,27,"rnt","5"
"523",100,28,"rnt","5"
"524",100,29,"rnt","5"
"525",100,30,"rnt","5"
"526",100,31,"rnt","5"
"527",100,32,"rnt","5"
"528",100,33,"rnt","5"
"529",100,34,"rnt","5"
"530",100,35,"rnt","5"
"531",100,36,"rnt","5"
"532",100,37,"rnt","5"
"533",100,38,"rnt","5"
"534",100,39,"rnt","5"
"535",100,40,"rnt","5"
"536",100,41,"rnt","5"
"537",100,42,"rnt","5"
"538",100,43,"rnt","5"
"539",100,44,"rnt","5"
"540",100,45,"rnt","5"
"541",2.71413039924141,1,"rnt","6"
"542",2.78511664069,2,"rnt","6"
"543",2.85610288213859,3,"rnt","6"
"544",2.88999970935196,4,"rnt","6"
"545",2.95170792052229,5,"rnt","6"
"546",2.9780161091674,6,"rnt","6"
"547",3.04426115452666,7,"rnt","6"
"548",3.08538179647129,8,"rnt","6"
"549",3.12363834422658,9,"rnt","6"
"550",3.16044013800938,10,"rnt","6"
"551",3.1831754285405,11,"rnt","6"
"552",3.21523893737215,12,"rnt","6"
"553",3.24101625085832,13,"rnt","6"
"554",3.26593931995626,14,"rnt","6"
"555",3.32103389095836,15,"rnt","6"
"556",3.33993160269196,16,"rnt","6"
"557",3.38227604055024,17,"rnt","6"
"558",3.39702083899841,18,"rnt","6"
"559",3.44988245056911,19,"rnt","6"
"560",3.48031180944891,20,"rnt","6"
"561",3.50336336603217,21,"rnt","6"
"562",3.51830903301492,22,"rnt","6"
"563",3.56965261834797,23,"rnt","6"
"564",3.62177549949352,24,"rnt","6"
"565",3.65355877051918,25,"rnt","6"
"566",3.70782848374975,26,"rnt","6"
"567",3.79291811839306,27,"rnt","6"
"568",3.95503674881107,28,"rnt","6"
"569",4.1820358926104,29,"rnt","6"
"570",4.58080257611043,30,"rnt","6"
"571",5.35192572489437,31,"rnt","6"
"572",6.77842810275861,32,"rnt","6"
"573",9.6913725881453,33,"rnt","6"
"574",15.7626322204029,34,"rnt","6"
"575",28.9613725033729,35,"rnt","6"
"576",53.7209353128327,36,"rnt","6"
"577",78.8316903800996,37,"rnt","6"
"578",96.0400099379271,38,"rnt","6"
"579",100,39,"rnt","6"
"580",100,40,"rnt","6"
"581",100,41,"rnt","6"
"582",100,42,"rnt","6"
"583",100,43,"rnt","6"
"584",100,44,"rnt","6"
"585",100,45,"rnt","6"
"586",2.66636875242964,1,"rnt","7"
"587",2.72929405225125,2,"rnt","7"
"588",2.79221935207287,3,"rnt","7"
"589",2.83225611904944,4,"rnt","7"
"590",2.88349010161782,5,"rnt","7"
"591",2.94612475340331,6,"rnt","7"
"592",3.02597787926238,7,"rnt","7"
"593",3.09157602313931,8,"rnt","7"
"594",3.14084086526293,9,"rnt","7"
"595",3.17165197915942,10,"rnt","7"
"596",3.1981759413666,11,"rnt","7"
"597",3.23350178809094,12,"rnt","7"
"598",3.27662669045136,13,"rnt","7"
"599",3.30694975785386,14,"rnt","7"
"600",3.38361004051094,15,"rnt","7"
"601",3.43480648104132,16,"rnt","7"
"602",3.51531265670657,17,"rnt","7"
"603",3.57845892356078,18,"rnt","7"
"604",3.76362715427719,19,"rnt","7"
"605",4.0344430033146,20,"rnt","7"
"606",4.50766765850309,21,"rnt","7"
"607",5.42648360684525,22,"rnt","7"
"608",7.25497415701124,23,"rnt","7"
"609",11.016801412773,24,"rnt","7"
"610",18.8188301360652,25,"rnt","7"
"611",35.4378612664261,26,"rnt","7"
"612",63.3095546908776,27,"rnt","7"
"613",86.5771470715394,28,"rnt","7"
"614",100,29,"rnt","7"
"615",100,30,"rnt","7"
"616",100,31,"rnt","7"
"617",100,32,"rnt","7"
"618",100,33,"rnt","7"
"619",100,34,"rnt","7"
"620",100,35,"rnt","7"
"621",100,36,"rnt","7"
"622",100,37,"rnt","7"
"623",100,38,"rnt","7"
"624",100,39,"rnt","7"
"625",100,40,"rnt","7"
"626",100,41,"rnt","7"
"627",100,42,"rnt","7"
"628",100,43,"rnt","7"
"629",100,44,"rnt","7"
"630",100,45,"rnt","7"
