"","f1item1","f1item2","f1item3","f1item4","f1item5","f1item6","f1item7","f1item8","f1item9","f2item1","f2item2","f2item3","f2item4","f2item5","f2item6","f2item7","f2item8","f2item9"
"11",-0.867211,0.527036,-0.383425,0.248523,1.014425,-0.645033,0.110283,1.136507,1.213995,1.664122,-0.062303,-0.886155,0.967936,1.799865,-2.011807,-0.323993,-0.553246,0.153213
"12",1.080627,-2.697044,-0.503333,-0.823795,0.279421,0.12738,0.78554,-0.49635,-0.037284,1.637945,-1.991741,-0.023257,-0.219127,0.060559,0.213349,-0.560268,-0.476242,1.402455
"13",-0.494855,-1.432247,-0.038929,0.341003,0.257901,-0.853632,0.376667,0.103036,-0.315651,-0.75251,-0.14129,0.567199,0.196406,0.541822,0.088398,-0.482497,0.201001,0.078872
"14",0.201371,0.948551,-0.424163,0.802884,-0.689233,-0.996795,-1.43158,0.136723,-0.908221,1.849762,0.317024,0.151898,-0.397091,-0.97185,-1.61661,-0.276317,-2.056314,0.839937
"15",0.28705,-0.107101,1.574732,1.087229,-0.748759,0.271185,0.899155,0.121178,-0.660892,0.513368,2.058591,1.060842,2.006395,2.172213,2.003489,0.859696,1.563324,0.993929
"16",-1.565929,-1.331667,-1.860095,-0.770192,-0.693844,0.360552,-1.092881,-1.144157,-1.269924,-1.276631,-1.372417,-0.669763,0.568624,-0.657108,-0.308248,-1.023338,-1.061085,-0.488128
"17",-1.604688,0.496567,-0.56512,1.271011,-0.309266,-0.089359,-1.815755,0.791788,-0.438456,1.568678,-0.571584,-1.238615,-0.823308,0.495755,-0.136578,0.430575,0.161207,-0.467711
"18",-0.68484,-0.263547,-0.988576,0.275011,0.584753,0.374925,-0.823878,0.93813,0.707368,-0.049401,-1.03108,0.353452,1.180403,1.061806,1.286252,0.962844,-0.680193,-0.781623
"19",-0.387389,-2.029366,-1.496381,-0.002869,0.100337,1.431151,-0.915535,-0.566183,-0.029172,-1.413881,-0.966359,-1.21072,0.239892,0.264179,-0.109996,0.680045,-1.346683,1.677493
"20",1.710425,0.233341,1.585596,0.452455,0.481657,0.548065,2.134101,-0.058171,-0.960825,-0.458173,2.228998,0.46167,1.235035,0.320127,0.508989,2.093428,2.194426,1.182193
"21",0.439801,0.488101,0.522655,-0.282997,0.005189,1.971919,0.65738,1.10184,0.618074,-1.757998,-0.689351,0.330162,0.944455,-1.999989,0.762425,-0.186313,-0.627718,0.256486
"22",-1.153741,-0.676898,-0.109516,-0.616649,-0.352707,-0.133496,-0.000375,0.227458,-0.958855,0.91886,2.213121,0.61944,0.570347,0.856595,-0.428267,2.009989,0.631613,0.598976
"23",0.893819,-1.248689,-1.870071,-1.021805,-2.37743,-0.793476,1.358526,0.137732,-1.183394,-0.246262,0.248922,0.809524,-1.293803,0.487851,1.618312,1.019178,-0.756105,0.337292
"24",-0.543884,-0.744198,-0.693442,1.240476,0.537036,0.759033,0.914388,-0.428075,-0.724723,-1.071706,1.052694,-1.313967,-0.883846,0.397888,-1.937961,0.296272,0.706399,-0.765794
"25",0.631537,-1.191752,0.450388,0.245565,0.069074,-0.64753,-0.525848,-0.233364,0.372673,-1.96898,-3.137501,0.393712,0.134676,-1.308895,0.15372,-0.031096,0.586593,-0.513226
"26",-0.369483,-1.106584,-0.005513,-1.052057,-0.191758,-1.741756,-0.548194,-1.643139,-0.072905,-0.48426,-0.307357,-0.292406,-1.815989,-0.481766,0.363676,-1.622928,-0.048706,-0.454054
"27",0.347963,-0.878979,0.34437,-0.103637,0.898559,0.329822,-0.614435,1.214611,-2.102018,0.633571,0.931264,1.69606,1.525682,-0.112718,1.338002,-1.134706,-0.058051,-0.225376
"28",3.245633,0.99592,-0.367752,-0.811552,-1.295108,0.873484,1.33693,0.362045,-0.29324,0.208471,0.9336,0.622373,0.658854,-0.548474,-0.556322,-0.895882,1.843106,-0.03667
"29",0.400169,-0.728037,1.024529,0.381065,0.107216,-0.473705,1.331316,-0.433083,0.859762,1.482952,0.806532,-0.930059,0.224829,0.753142,-0.019072,0.999479,-0.161224,0.151776
"30",-1.070838,0.131675,-0.562251,-2.916794,1.472284,0.326447,-2.027469,-0.146205,-0.408488,-1.868022,-0.218039,0.623955,-0.389099,-0.459868,-0.103466,-0.00556,0.445344,-0.067024
"31",0.375653,-0.14463,0.68693,-0.89105,-0.665042,1.472285,-1.082576,1.542282,-0.353329,1.599491,-0.067623,0.27717,1.210689,1.133779,1.316902,-0.572668,0.045647,1.32415
"32",-0.543274,0.788525,0.5527,0.849688,0.318149,0.63049,-0.104019,-1.434686,-0.022277,0.859122,-0.180858,-0.140231,0.944705,0.518168,-0.024177,1.490107,2.204783,-1.53294
"33",-0.935304,0.217401,0.731707,0.333715,-0.756113,0.480685,0.614519,-0.695671,0.45648,0.842007,0.989753,1.075874,2.168832,1.449344,0.734253,1.228418,-0.834911,0.74772
"34",0.496816,-0.471867,-2.005103,-2.141449,-0.006786,-0.465244,0.163774,-0.958276,0.504999,0.036049,-0.423177,-1.237951,-0.224112,-1.656552,-0.409173,0.342488,-1.428836,-0.283113
"35",0.237489,-0.281219,1.82051,0.107257,0.083371,0.728781,-0.684949,0.297435,0.165919,0.424338,-1.116724,-0.913512,-0.431725,-0.402083,0.158377,0.185753,-0.586195,-0.353833
"36",1.765403,-0.039085,0.233164,-0.991957,1.07061,-0.568305,-0.527187,1.519817,1.293081,-0.189873,0.172365,0.622001,-1.751906,0.273487,-0.112889,0.51005,-1.065797,-0.753863
"37",1.142756,0.064747,0.756844,-0.15539,0.009919,0.10657,0.028022,1.013445,-0.352616,0.770766,0.966899,-0.913012,-1.962862,0.212484,0.721227,1.430403,-2.196404,-0.79517
"38",0.0815,0.851691,0.594334,0.637973,-1.002454,0.346428,0.06475,-0.442805,1.458428,0.067558,0.313362,-0.435138,-0.657948,1.357592,0.674649,-0.072475,1.266635,-0.454837
"39",-0.8132,-0.570383,0.019973,0.910088,0.16562,-0.057326,1.152753,-0.567517,-0.85664,-0.040217,-0.095201,0.413854,1.213597,1.322649,-0.091132,-0.687877,0.155616,0.116297
"40",1.069263,0.403966,-0.707184,1.170128,0.290258,-1.292103,-0.619241,0.308655,0.51201,-0.004767,-0.591762,1.408961,2.113969,0.092125,-1.492498,0.294869,0.789465,0.881169
"41",-2.510325,0.60467,-0.697249,-1.178385,-0.969265,-0.660762,0.271523,-0.813021,1.057704,2.759693,0.875245,-0.383317,-0.166847,1.711648,0.723291,2.811906,0.259018,-0.163007
"42",-1.367691,-1.248436,0.775779,-1.163964,-0.13542,0.889377,-0.85666,1.398727,-2.283117,0.834739,-0.332518,0.147607,1.325159,0.673684,0.476585,0.59914,0.286768,0.398864
"43",-1.167965,-0.218403,2.890943,1.689042,1.322483,0.5951,2.373421,0.821448,0.820812,-1.065376,0.840013,0.0666,0.764495,1.185833,0.986881,0.678894,3.014872,1.054156
"44",0.826356,-0.578081,0.031771,-0.862501,1.512867,0.641073,-0.841898,-1.156025,0.41525,0.446865,0.649355,-0.247389,-0.526861,0.550074,0.054851,-0.613731,0.470229,-1.088662
"45",-0.629892,-0.061009,0.314122,0.722632,-0.500953,0.637314,-0.070867,-1.543467,-1.929124,1.593177,1.587971,0.024314,-1.071718,-0.280208,-0.540726,-0.335959,1.739931,0.278902
"46",-0.205099,-0.164452,1.41014,0.29039,-0.43313,1.418202,0.249182,0.576281,-1.188002,-0.091825,0.297688,0.013134,0.435238,0.982117,0.887783,-0.05358,-0.392204,-0.309631
"47",-1.217318,-0.343396,0.786889,0.334225,1.746166,0.333763,-0.325812,-2.065551,-0.780772,-1.04196,0.236507,1.279262,-0.443707,1.341071,0.528763,-0.205602,-0.480922,-0.978058
"48",-0.753232,-1.558621,-0.159703,-0.751502,0.372583,-0.03883,0.881707,-1.881063,0.227097,-1.027749,-1.644445,-1.643885,-1.573585,-1.915168,-0.458659,-0.406901,0.968886,-0.308611
"49",0.570542,0.872811,-0.49049,0.81133,0.865038,0.26492,0.145874,0.186212,-0.025223,-0.102334,-1.017234,1.526672,1.285753,0.545883,2.205052,0.262353,2.767998,-0.15366
"50",-1.381503,0.87552,-0.121734,1.055109,0.924933,0.213059,1.113672,0.766866,0.172745,0.050848,1.527544,-0.510718,0.036135,0.826782,0.09298,0.299453,-0.053796,-0.213775
"51",-0.053617,-0.187383,-0.076962,-1.425581,1.969683,0.998354,0.125129,1.554035,-0.396331,-0.350818,0.189089,0.658804,-1.268396,1.667143,2.341568,2.305578,0.933751,-1.122585
"52",-0.055031,-0.041032,1.332837,-1.830207,-0.24417,1.37553,-0.34975,0.408392,-0.879571,0.900595,0.498755,-0.01134,-0.32603,0.240676,-0.754202,1.727038,-0.538826,-1.111161
"53",0.479202,0.659281,-0.76953,0.684267,0.357231,-0.534838,0.216022,-0.436437,1.090272,-0.470624,-1.114118,0.579444,1.295062,0.009581,0.272607,1.638805,-0.08015,-1.029332
"54",-1.54603,-0.769374,-0.066283,-1.046498,-0.228749,-1.207394,-0.075384,0.044476,-0.034832,-1.004862,-0.301238,-1.105822,-0.876824,1.156842,1.019988,-0.52921,-0.170378,-1.886254
"55",-0.470943,0.014806,-0.185065,-1.648294,-0.274989,0.043894,0.635626,-0.096862,0.750677,-1.605152,-0.45124,2.187295,0.113158,0.57665,-0.960728,-0.350696,0.963629,0.028847
"56",1.58034,-0.565576,-0.792567,-1.521882,-0.818908,-1.208846,-0.324592,-1.851443,-0.010302,-0.445414,0.960908,1.416032,-0.163082,0.674637,-0.614658,0.561709,0.25435,0.011663
"57",0.315282,1.027241,0.089963,0.296646,1.052972,-0.146257,-0.744706,0.159947,0.705035,0.145729,0.055203,-0.360642,1.032979,-0.146351,-1.790865,-1.258774,-0.133769,0.144633
"58",-0.173157,0.928718,-0.189045,-0.276414,0.300075,0.439384,0.4516,1.812624,1.984428,0.110434,0.04946,-0.676834,0.249586,0.817369,-0.639831,2.035193,-0.006556,0.950237
"59",1.090897,-0.022559,-0.776733,-0.434173,1.416806,-0.153775,0.766416,-1.090597,-0.472388,-1.105528,-1.373411,-0.091195,-0.279095,0.837639,-1.20565,-1.02483,-0.030563,-1.542025
"60",-0.011587,0.636617,-1.931718,-0.942604,-1.413615,0.734288,-0.832628,-0.769014,1.151521,-0.556822,1.244911,0.443927,0.010155,0.51523,0.60955,0.285438,1.355573,0.970107
"61",-0.65639,1.043679,-0.071765,-0.283559,0.455313,0.029979,-1.022628,0.733157,0.32345,0.99139,1.230123,2.201943,1.766836,-0.274156,0.222188,-0.113683,1.321189,-0.001369
"62",0.018428,-1.228369,-0.097908,0.83709,0.173793,1.983415,-2.214682,0.622842,-0.455089,2.16431,-1.331866,-0.077791,-1.365432,-0.610172,-0.226541,-0.53814,-0.826705,-1.07077
"63",-0.756655,-0.661886,0.344906,1.1506,1.830013,-0.226083,-0.205331,-0.507145,-1.373056,-0.888419,0.180975,1.411703,-0.200338,-0.514879,0.57612,0.04905,0.360645,-0.424854
"64",0.113752,-0.768689,0.892719,-0.722017,-0.773279,-0.266833,-0.173271,-0.662204,-1.07547,-0.56406,-0.668416,-1.585372,-0.89129,0.449298,0.785086,-1.251727,-0.336657,-0.455053
"65",0.362745,0.447166,0.568453,-2.999637,-1.289582,0.084647,-0.361458,-0.296738,-0.686287,-1.006517,0.101216,-0.400805,1.42161,-1.211946,0.534429,-1.604325,-1.363936,1.057799
"66",0.434178,0.000971,0.011392,-0.115088,0.335685,1.33435,-1.303604,0.763032,-0.060124,0.616123,-0.432676,-1.91043,1.329673,0.994549,-0.845231,-0.701625,-0.80908,2.343619
"67",-0.812527,-0.223996,0.981702,-0.29794,-0.265426,0.001349,0.889569,-0.652358,-0.014069,0.076917,-0.76932,-0.992749,-1.09065,1.657563,0.479923,0.156273,-0.007621,0.461897
"68",-1.168074,0.070556,-1.86862,0.304324,-1.702048,1.075117,-0.316446,-0.502344,1.040888,0.072813,-0.708964,-0.114356,-0.299935,-0.353565,0.217036,-0.102163,-0.1479,-0.745535
"69",-1.477988,0.406718,-1.359326,-0.158097,-0.108881,-0.460104,0.086936,0.445553,-1.058063,1.027016,-0.160044,1.847264,1.252687,1.776326,-1.185256,0.55199,-0.331651,1.187597
"70",-0.073621,0.555195,-0.339913,-0.646524,-2.125087,-0.063538,0.076865,-0.859642,-1.344295,-0.901128,0.775617,1.531395,-0.122303,0.158449,0.627651,1.47731,1.170575,0.067257
"71",0.501711,-1.52648,-0.846987,-1.570858,1.714562,0.041194,-0.884205,-0.955001,-0.352097,0.587632,-0.733161,0.313113,0.100604,-0.1104,-0.746439,-1.049206,-1.789646,-2.228829
"72",0.227986,2.850324,1.600667,-0.632514,-0.530118,0.930089,1.11376,-0.394572,-0.372948,0.1194,0.646487,-0.064061,-0.594726,0.629662,-0.322527,1.204218,0.359992,-0.372836
"73",-0.508213,1.721028,0.883026,-0.786087,0.451815,-1.329297,-0.305868,1.426251,1.515317,-0.818452,0.301531,0.557212,-1.793485,0.673982,0.265545,-2.279392,0.67527,0.457344
"74",-1.636236,-0.585726,-1.509975,-0.8965,-0.901144,0.000365,-0.386227,0.461202,-2.011194,1.248016,1.120343,0.624884,0.047548,-0.385429,0.753935,-0.616524,1.116887,0.706221
"75",0.093512,-1.394666,1.28626,0.523654,1.082072,0.892165,-0.598576,-0.036433,2.017508,-0.559362,-1.283544,-0.589904,-0.554314,-0.222923,-1.746111,-0.830125,0.320659,-2.797689
"76",0.358109,0.613388,-0.626479,-0.70571,-1.175943,-1.748828,-0.575638,1.096946,-0.538261,-1.164747,0.307108,-0.856748,-0.6044,1.204762,-0.73962,0.325063,-0.349176,0.061555
"77",-1.351151,-0.25552,-2.082311,0.501062,-0.767388,-0.329593,-1.027408,0.760121,0.659477,-0.897051,0.780155,-0.676023,0.576847,0.277372,1.44764,-0.260755,-0.464558,-0.004363
"78",-0.979134,-0.817039,1.877628,-1.055942,1.28552,-0.146127,-1.355382,-0.840015,-0.028894,-0.49609,0.623746,-0.714733,-0.489192,0.355691,-1.026186,-0.361039,-0.884023,-0.368719
"79",-2.060608,-0.842839,-0.865931,-0.785226,-0.548075,-2.428996,-0.62638,-0.258963,-0.500073,-1.305817,0.931321,1.12892,-0.028182,0.249951,0.383094,-0.522373,-0.72202,0.685075
"80",-0.161101,1.780067,-0.468272,-0.806075,1.192065,0.69976,1.742972,1.681611,-1.159321,-0.561486,-0.765087,0.856267,0.287714,0.389931,-0.841823,0.750715,0.384295,0.074585
"81",-0.091804,-0.285297,0.517874,-0.790824,-0.29414,0.056429,-0.285518,-0.484218,-1.499844,0.191271,-0.894616,0.023944,-1.324758,1.932216,1.766012,-0.261779,-0.613475,-1.800509
"82",-0.010593,0.21752,-0.148401,0.010817,0.197229,0.278827,-0.943135,-0.038645,-0.099702,-1.742382,-0.385952,1.558956,-1.281745,0.906472,-0.216098,2.31433,-0.277437,0.275831
"83",-1.851619,-1.481868,-1.150573,-1.386267,0.662624,-1.17111,-1.273959,-0.519563,-0.572544,-0.105582,-1.218876,1.137006,-1.088905,-0.675222,-0.931805,0.866875,0.450316,0.612441
"84",0.628707,-1.893145,0.188108,-0.633854,-1.27995,-1.57437,-0.678517,-0.302203,-1.222961,-0.187033,0.03372,-0.524699,-0.709696,-0.154498,-1.652056,1.220755,-0.25869,0.199827
"85",-0.13179,0.278245,0.949917,-2.424281,-0.544337,-1.728896,-0.087619,0.873763,0.988303,0.451429,-0.253316,0.10927,0.036219,1.5024,1.322794,-0.521454,0.071774,1.042951
"86",-0.618853,-0.404067,-1.113948,-0.716652,0.308449,-0.71822,-1.703641,-1.034869,1.168948,0.020828,-0.641612,-0.652174,0.220927,1.151656,0.811721,0.123065,0.632129,1.080755
"87",0.827423,0.576163,0.517248,1.089352,-0.56228,0.76296,-1.008297,-0.313311,1.923846,-1.362836,0.004989,-0.300778,0.105224,-0.961353,-0.495664,0.299691,0.811565,-0.017824
"88",0.179837,-0.466793,-0.920178,1.05555,-1.09992,0.538695,-0.052988,0.145294,1.149706,-0.364194,-0.461458,-0.22984,-1.434192,0.802079,-1.057046,0.369896,1.435226,-0.251986
"89",-1.012183,0.590468,-1.277928,-0.115432,-0.20365,0.851277,1.639244,0.491034,-0.628044,-0.973791,0.500962,-0.664667,-0.337842,0.179757,-0.965489,-0.2956,-0.784182,1.501191
"90",0.352349,-0.277756,-0.915487,-0.632979,1.473752,1.713781,1.707925,0.805736,0.540964,-0.63485,1.981562,0.767875,-1.317653,-0.780643,-0.420968,-1.752329,0.598907,-0.108563
"91",-0.475951,-0.874253,-0.007152,0.090684,0.459213,0.406207,-0.592142,1.163629,0.460778,-0.149232,-1.411788,-0.677346,-0.338983,-1.17046,-1.775291,-1.330895,-0.664412,-0.712981
"92",1.284012,-1.448233,-0.579273,0.234573,0.229717,-0.367897,0.142757,-0.569395,0.847637,-0.04826,-0.224951,-0.317786,-0.463397,-1.358718,-1.18896,-0.313236,-0.24038,-0.880874
"93",-0.126097,-1.083786,0.5627,-0.301646,-0.840198,-0.939294,0.303687,-0.901586,-0.692916,1.351158,0.037263,1.594014,-1.018204,1.272414,0.700498,0.049734,0.172138,0.022223
"94",-1.452525,-1.781079,0.787589,-0.217561,0.855964,-0.53576,0.373551,0.525231,1.620664,0.22217,-0.489176,0.116474,0.607429,-0.236443,1.354254,-1.207488,0.252335,-0.498389
"95",0.969422,1.496844,-0.039027,0.065153,0.391676,-1.112057,0.232997,0.107969,-0.022791,-0.149485,0.535326,1.447065,0.419643,0.614411,1.041864,1.71879,-0.502169,0.621583
"96",1.094293,-0.649119,-0.635754,-0.476923,1.350152,0.996894,-1.159308,0.944931,1.70907,-0.200078,-0.061321,0.096171,1.950354,-0.57851,1.305448,-0.175309,-1.305587,0.915518
"97",0.166441,-0.627153,1.063852,2.365044,0.721294,-0.673671,-0.625486,0.183966,2.279528,0.51753,0.89438,0.390785,0.609534,0.187202,-0.342077,-1.392409,1.449314,0.33346
"98",-0.83865,1.054764,-0.67845,1.207347,1.116436,0.016069,0.957783,0.060952,0.181286,-0.524175,0.280828,1.538082,0.153501,0.308693,-0.545923,0.303748,0.267608,-1.407244
"99",-1.179678,-1.320632,-0.662577,0.509136,0.872873,-0.700617,-0.701625,-0.546356,0.773107,-0.973898,0.512352,0.009322,-1.047933,0.763745,-2.568093,-0.139037,0.046115,0.812984
"100",0.462083,0.570807,1.217341,0.295125,0.770033,0.78543,1.766012,0.69992,0.454341,-0.045265,-0.015011,-0.679388,0.625279,-1.124624,-1.037992,-0.640079,0.199517,-0.256151
