"","x"
"660",2.5
"661",6.5
"662",21
"663",10.5
"664",18
"665",2.5
"666",0.5
"667",22
"668",7
"669",7
"670",7
"671",4
"672",25.5
"673",9
"674",1
"675",25.5
"676",3
"677",11
"678",0.5
"679",4.5
"680",11
"681",29.5
"682",1.5
"683",35.5
"684",7
"685",1
"686",25.5
"687",1.5
"688",20.5
"689",8.5
"690",18.5
"691",19.5
"692",41
"693",40.5
"694",12
"695",26
"696",20
"697",12
"698",3
"699",36.5
"700",13.5
"701",9
"702",0.5
"703",8.5
"704",1
"705",5.5
"706",13
"707",6.5
"708",34
"709",6.5
"710",4
"711",35.5
"712",2
"713",5.5
"714",6.5
"715",8.5
"716",17
"717",11.5
"718",4
"719",13
"720",1.5
"721",10.5
"722",22.5
"723",20
"724",1.5
"725",8
"726",3
"727",14.5
"728",21.5
"729",1.5
"730",5
"731",5
"732",15.5
"733",13.5
"734",13.5
"735",16.5
"736",7
"737",4.5
"738",13.5
"739",7
"740",4.5
"741",4
"742",3
"743",8
"744",1
"745",3.5
"746",9.5
"747",5.5
"748",5
"749",8.5
"750",12
"751",0.5
"752",6.5
"753",10.5
"754",1.5
"755",19.5
"756",0.5
"757",13.5
"758",9.5
"759",1
"760",10.5
"761",2
"762",5
"763",3
"764",24
"765",6
"766",7.5
"767",6
"768",26
"769",24
"770",14.5
"771",28.5
"772",11
"773",0.5
"774",22
"775",2.5
"776",24.5
"777",5
"778",9.5
"779",22
"780",1
"781",36
"782",4.5
"783",2
"784",1
"785",1
"786",3
"787",11
"788",26.5
"789",9
"790",5
"791",5
"792",1.5
"793",4
"794",7.5
"795",2.5
"796",6.5
"797",1
"798",5
"799",25.5
