"","Date","Treatment","Block","Plot","Agromy","Anthom","Callip","Chloro","Ephyd","Droso","Hybo","Musci","Phori","Sphaer","Total"
"31",2005-07-11 17:00:00,"Novum",7,"Novum7",0,0,0,1,0,0,0,3,2,0,6
"32",2005-07-11 17:00:00,"Novum",8,"Novum8",0,0,0,0,0,0,0,0,6,0,6
"33",2005-07-25 17:00:00,"A",1,"A1",0,0,0,1,0,0,0,0,2,0,3
"34",2005-07-25 17:00:00,"A",2,"A2",0,0,0,0,0,0,0,0,4,0,4
"35",2005-07-25 17:00:00,"A",3,"A3",0,0,0,0,0,0,3,0,16,0,19
"36",2005-07-25 17:00:00,"A",4,"A4",0,0,0,0,0,0,0,0,6,0,6
"37",2005-07-25 17:00:00,"A",5,"A5",0,0,0,0,0,0,1,0,1,0,2
"38",2005-07-25 17:00:00,"A",6,"A6",0,0,0,0,0,0,0,0,3,0,3
"39",2005-07-25 17:00:00,"A",7,"A7",0,0,0,0,0,0,0,0,10,0,10
"40",2005-07-25 17:00:00,"A",8,"A8",0,0,0,0,0,0,0,0,4,0,4
"41",2005-07-25 17:00:00,"B",1,"B1",0,2,0,0,0,0,0,0,6,0,8
"42",2005-07-25 17:00:00,"B",2,"B2",0,0,0,1,0,0,0,0,0,0,1
"43",2005-07-25 17:00:00,"B",3,"B3",0,0,0,4,0,0,0,0,5,0,9
"44",2005-07-25 17:00:00,"B",4,"B4",0,0,0,0,0,0,0,0,3,0,3
"45",2005-07-25 17:00:00,"B",5,"B5",0,0,0,0,0,0,1,0,5,0,6
"46",2005-07-25 17:00:00,"B",6,"B6",0,0,0,0,0,0,0,0,4,0,4
"47",2005-07-25 17:00:00,"B",7,"B7",0,1,0,0,0,4,1,0,2,0,8
"48",2005-07-25 17:00:00,"B",8,"B8",0,1,0,1,0,0,1,1,2,0,6
"49",2005-07-25 17:00:00,"Standard",1,"Standard1",0,0,0,0,0,0,1,0,8,0,9
"50",2005-07-25 17:00:00,"Standard",2,"Standard2",0,0,0,0,0,0,3,0,12,0,15
"51",2005-07-25 17:00:00,"Standard",3,"Standard3",0,1,0,0,0,0,1,0,1,0,3
"52",2005-07-25 17:00:00,"Standard",4,"Standard4",0,0,0,0,0,0,1,0,2,0,3
"53",2005-07-25 17:00:00,"Standard",5,"Standard5",0,0,0,0,0,0,2,0,0,0,2
"54",2005-07-25 17:00:00,"Standard",6,"Standard6",0,1,0,0,0,0,0,0,3,0,4
"55",2005-07-25 17:00:00,"Standard",7,"Standard7",0,0,0,0,0,0,0,0,2,0,2
"56",2005-07-25 17:00:00,"Standard",8,"Standard8",0,1,1,1,0,0,0,0,2,1,6
"57",2005-07-25 17:00:00,"Novum",1,"Novum1",0,0,0,0,0,0,0,0,6,1,7
"58",2005-07-25 17:00:00,"Novum",2,"Novum2",0,0,0,2,0,0,0,0,11,0,13
"59",2005-07-25 17:00:00,"Novum",3,"Novum3",0,0,2,0,0,0,4,0,5,0,11
"60",2005-07-25 17:00:00,"Novum",4,"Novum4",0,0,0,0,0,0,0,0,1,0,1
"61",2005-07-25 17:00:00,"Novum",5,"Novum5",0,0,0,2,0,0,3,0,50,0,55
"62",2005-07-25 17:00:00,"Novum",6,"Novum6",0,0,0,0,0,0,0,0,3,0,3
"63",2005-07-25 17:00:00,"Novum",7,"Novum7",0,0,0,0,0,0,1,0,3,0,4
"64",2005-07-25 17:00:00,"Novum",8,"Novum8",0,1,0,1,0,0,0,0,10,0,12
"65",2005-08-08 17:00:00,"A",1,"A1",0,0,0,0,0,0,0,0,7,0,7
"66",2005-08-08 17:00:00,"A",2,"A2",0,0,0,0,0,0,0,0,6,0,6
"67",2005-08-08 17:00:00,"A",3,"A3",0,0,0,4,0,0,1,0,10,1,16
"68",2005-08-08 17:00:00,"A",4,"A4",0,0,0,0,0,0,0,0,9,0,9
"69",2005-08-08 17:00:00,"A",5,"A5",0,0,0,0,0,0,0,0,3,0,3
"70",2005-08-08 17:00:00,"A",6,"A6",0,1,0,9,1,2,1,0,6,0,20
"71",2005-08-08 17:00:00,"A",7,"A7",0,0,0,0,0,0,0,0,2,0,2
"72",2005-08-08 17:00:00,"A",8,"A8",0,0,0,5,0,0,0,0,2,0,7
"73",2005-08-08 17:00:00,"B",1,"B1",0,0,0,0,0,0,0,0,2,0,2
"74",2005-08-08 17:00:00,"B",2,"B2",0,0,0,1,0,0,0,0,3,0,4
"75",2005-08-08 17:00:00,"B",3,"B3",0,0,0,16,0,4,0,0,4,0,24
"76",2005-08-08 17:00:00,"B",4,"B4",0,0,0,0,0,0,0,0,10,0,10
"77",2005-08-08 17:00:00,"B",5,"B5",0,0,1,0,0,0,1,0,8,0,10
"78",2005-08-08 17:00:00,"B",6,"B6",0,0,0,0,0,0,0,0,2,0,2
"79",2005-08-08 17:00:00,"B",7,"B7",2,0,0,13,0,1,1,0,3,0,20
"80",2005-08-08 17:00:00,"B",8,"B8",0,0,0,0,0,0,0,0,8,0,8
"81",2005-08-08 17:00:00,"Standard",1,"Standard1",0,0,0,0,0,0,0,0,1,0,1
"82",2005-08-08 17:00:00,"Standard",2,"Standard2",0,0,1,1,0,0,0,0,15,0,17
"83",2005-08-08 17:00:00,"Standard",3,"Standard3",0,0,0,9,0,1,0,0,9,0,19
"84",2005-08-08 17:00:00,"Standard",4,"Standard4",0,0,0,0,0,0,0,0,6,0,6
"85",2005-08-08 17:00:00,"Standard",5,"Standard5",1,0,0,0,0,0,1,0,2,0,4
"86",2005-08-08 17:00:00,"Standard",6,"Standard6",1,1,0,0,0,2,0,0,7,0,11
"87",2005-08-08 17:00:00,"Standard",7,"Standard7",0,0,0,0,0,0,0,0,15,1,16
"88",2005-08-08 17:00:00,"Standard",8,"Standard8",0,0,0,0,0,0,0,0,5,0,5
"89",2005-08-08 17:00:00,"Novum",1,"Novum1",1,0,0,0,0,1,0,0,15,1,18
"90",2005-08-08 17:00:00,"Novum",2,"Novum2",0,0,0,5,0,1,0,0,12,0,18
"91",2005-08-08 17:00:00,"Novum",3,"Novum3",0,0,0,23,0,8,0,0,5,1,37
"92",2005-08-08 17:00:00,"Novum",4,"Novum4",0,0,0,1,0,1,0,0,4,0,6
"93",2005-08-08 17:00:00,"Novum",5,"Novum5",1,0,1,2,0,2,0,0,36,0,42
"94",2005-08-08 17:00:00,"Novum",6,"Novum6",0,0,0,3,0,10,0,0,4,0,17
"95",2005-08-08 17:00:00,"Novum",7,"Novum7",0,0,0,1,0,1,0,0,9,0,11
"96",2005-08-08 17:00:00,"Novum",8,"Novum8",0,0,0,0,0,0,0,0,14,0,14
"97",2005-08-23 17:00:00,"A",1,"A1",0,0,0,0,0,0,1,2,3,0,6
"98",2005-08-23 17:00:00,"A",2,"A2",0,0,0,0,0,0,0,0,1,0,1
"99",2005-08-23 17:00:00,"A",3,"A3",0,0,4,2,1,2,0,0,3,1,13
"100",2005-08-23 17:00:00,"A",4,"A4",0,0,2,0,1,3,0,0,4,0,10
"101",2005-08-23 17:00:00,"A",5,"A5",0,0,2,0,0,0,0,0,0,0,2
"102",2005-08-23 17:00:00,"A",6,"A6",0,0,0,5,0,0,1,0,1,0,7
"103",2005-08-23 17:00:00,"A",7,"A7",0,0,0,0,0,0,0,0,2,0,2
"104",2005-08-23 17:00:00,"A",8,"A8",0,0,0,1,0,0,0,0,0,0,1
"105",2005-08-23 17:00:00,"B",1,"B1",0,0,0,4,0,0,0,2,5,0,11
"106",2005-08-23 17:00:00,"B",2,"B2",0,0,0,1,0,2,0,0,1,1,5
"107",2005-08-23 17:00:00,"B",3,"B3",0,0,0,33,1,1,0,0,5,0,40
"108",2005-08-23 17:00:00,"B",4,"B4",0,0,1,2,1,0,0,0,7,0,11
"109",2005-08-23 17:00:00,"B",5,"B5",0,0,3,0,1,3,0,0,2,0,9
"110",2005-08-23 17:00:00,"B",6,"B6",0,0,0,1,0,0,0,0,0,0,1
"111",2005-08-23 17:00:00,"B",7,"B7",0,0,0,0,0,0,2,0,9,0,11
"112",2005-08-23 17:00:00,"B",8,"B8",0,0,0,0,0,0,0,0,0,1,1
"113",2005-08-23 17:00:00,"Standard",1,"Standard1",0,0,0,0,0,0,0,0,0,0,0
"114",2005-08-23 17:00:00,"Standard",2,"Standard2",1,0,7,5,0,0,0,0,1,0,14
"115",2005-08-23 17:00:00,"Standard",3,"Standard3",0,0,1,8,0,11,0,0,8,0,28
"116",2005-08-23 17:00:00,"Standard",4,"Standard4",2,0,0,5,0,2,0,0,4,1,14
"117",2005-08-23 17:00:00,"Standard",5,"Standard5",0,0,0,2,0,0,1,0,1,0,4
"118",2005-08-23 17:00:00,"Standard",6,"Standard6",0,0,0,1,0,1,0,0,1,0,3
"119",2005-08-23 17:00:00,"Standard",7,"Standard7",0,0,0,0,0,0,0,2,13,0,15
"120",2005-08-23 17:00:00,"Standard",8,"Standard8",0,0,0,0,0,0,0,0,2,0,2
"121",2005-08-23 17:00:00,"Novum",1,"Novum1",0,0,3,0,1,0,0,0,8,0,12
"122",2005-08-23 17:00:00,"Novum",2,"Novum2",0,0,6,12,0,1,0,0,4,2,25
"123",2005-08-23 17:00:00,"Novum",3,"Novum3",0,0,1,16,0,1,0,1,3,0,22
"124",2005-08-23 17:00:00,"Novum",4,"Novum4",1,0,2,6,0,3,0,0,2,0,14
"125",2005-08-23 17:00:00,"Novum",5,"Novum5",0,1,6,0,1,20,0,0,18,0,46
"126",2005-08-23 17:00:00,"Novum",6,"Novum6",0,0,0,5,0,2,0,0,0,0,7
"127",2005-08-23 17:00:00,"Novum",7,"Novum7",0,0,1,1,0,0,0,0,8,1,11
"128",2005-08-23 17:00:00,"Novum",8,"Novum8",0,0,0,6,0,0,0,0,4,0,10
"129",2005-09-05 17:00:00,"A",1,"A1",0,0,0,0,0,13,0,0,2,0,15
"130",2005-09-05 17:00:00,"A",2,"A2",0,0,0,1,0,3,0,0,2,1,7
"131",2005-09-05 17:00:00,"A",3,"A3",0,0,0,3,3,19,0,0,1,0,26
"132",2005-09-05 17:00:00,"A",4,"A4",0,0,0,0,2,24,0,0,3,0,29
"133",2005-09-05 17:00:00,"A",5,"A5",0,0,0,0,0,20,0,0,2,0,22
"134",2005-09-05 17:00:00,"A",6,"A6",0,0,0,1,1,28,0,1,0,1,32
"135",2005-09-05 17:00:00,"A",7,"A7",0,0,0,0,0,49,0,0,0,0,49
"136",2005-09-05 17:00:00,"A",8,"A8",0,0,0,1,0,10,0,0,6,1,18
"137",2005-09-05 17:00:00,"B",1,"B1",0,0,0,0,0,0,0,0,1,0,1
"138",2005-09-05 17:00:00,"B",2,"B2",0,0,0,0,0,2,0,0,1,0,3
"139",2005-09-05 17:00:00,"B",3,"B3",0,0,0,9,0,13,0,0,2,1,25
"140",2005-09-05 17:00:00,"B",4,"B4",0,0,0,0,1,0,0,0,1,0,2
"141",2005-09-05 17:00:00,"B",5,"B5",0,0,0,3,4,7,0,0,4,0,18
"142",2005-09-05 17:00:00,"B",6,"B6",0,0,0,5,0,15,0,0,3,0,23
"143",2005-09-05 17:00:00,"B",7,"B7",0,0,0,12,0,1,0,0,3,0,16
"144",2005-09-05 17:00:00,"B",8,"B8",0,0,0,4,0,4,0,0,2,0,10
"145",2005-09-05 17:00:00,"Standard",1,"Standard1",0,0,0,0,0,1,0,0,1,0,2
"146",2005-09-05 17:00:00,"Standard",2,"Standard2",1,0,0,0,0,4,0,0,5,0,10
"147",2005-09-05 17:00:00,"Standard",3,"Standard3",0,0,1,2,0,5,0,0,2,0,10
"148",2005-09-05 17:00:00,"Standard",4,"Standard4",0,0,0,1,0,0,0,0,1,0,2
"149",2005-09-05 17:00:00,"Standard",5,"Standard5",0,0,0,0,0,0,0,0,1,0,1
"150",2005-09-05 17:00:00,"Standard",6,"Standard6",0,0,0,0,0,2,0,0,0,0,2
"151",2005-09-05 17:00:00,"Standard",7,"Standard7",0,0,0,1,0,2,0,0,2,0,5
"152",2005-09-05 17:00:00,"Standard",8,"Standard8",0,0,0,0,0,0,0,0,0,0,0
"153",2005-09-05 17:00:00,"Novum",1,"Novum1",0,0,0,0,0,0,0,1,2,0,3
"154",2005-09-05 17:00:00,"Novum",2,"Novum2",0,0,0,0,3,8,0,0,0,0,11
"155",2005-09-05 17:00:00,"Novum",3,"Novum3",0,0,1,6,8,2,0,0,16,1,34
"156",2005-09-05 17:00:00,"Novum",4,"Novum4",0,0,0,0,0,0,0,0,2,0,2
"157",2005-09-05 17:00:00,"Novum",5,"Novum5",0,1,0,1,6,2,0,0,6,0,16
"158",2005-09-05 17:00:00,"Novum",6,"Novum6",0,0,0,2,0,3,0,0,1,0,6
"159",2005-09-05 17:00:00,"Novum",7,"Novum7",0,0,0,1,0,3,0,0,2,0,6
"160",2005-09-05 17:00:00,"Novum",8,"Novum8",0,0,0,4,6,7,0,0,4,0,21
"161",2005-09-24 17:00:00,"A",1,"A1",0,0,0,0,0,2,0,0,3,0,5
"162",2005-09-24 17:00:00,"A",2,"A2",0,0,0,0,0,0,0,0,9,0,9
"163",2005-09-24 17:00:00,"A",3,"A3",0,0,0,1,0,6,0,1,5,1,14
"164",2005-09-24 17:00:00,"A",4,"A4",0,0,0,0,0,0,0,0,2,0,2
"165",2005-09-24 17:00:00,"A",5,"A5",0,0,0,0,0,0,0,0,2,0,2
"166",2005-09-24 17:00:00,"A",6,"A6",0,0,0,0,0,2,0,0,0,0,2
"167",2005-09-24 17:00:00,"A",7,"A7",0,0,0,0,0,2,0,0,5,0,7
"168",2005-09-24 17:00:00,"A",8,"A8",0,0,51,2,0,3,0,1,24,1,82
"169",2005-09-24 17:00:00,"B",1,"B1",0,0,0,2,0,0,0,0,1,0,3
"170",2005-09-24 17:00:00,"B",2,"B2",0,0,0,0,0,0,0,0,2,1,3
"171",2005-09-24 17:00:00,"B",3,"B3",0,0,0,0,0,0,0,0,0,0,0
"172",2005-09-24 17:00:00,"B",4,"B4",0,0,0,0,0,3,0,0,1,0,4
"173",2005-09-24 17:00:00,"B",5,"B5",0,0,0,1,1,1,0,0,2,0,5
"174",2005-09-24 17:00:00,"B",6,"B6",0,0,0,0,0,0,0,0,2,0,2
"175",2005-09-24 17:00:00,"B",7,"B7",0,0,0,1,0,0,0,0,2,0,3
"176",2005-09-24 17:00:00,"B",8,"B8",0,0,0,2,0,1,0,0,2,0,5
"177",2005-09-24 17:00:00,"Standard",1,"Standard1",0,0,0,0,0,0,0,0,2,0,2
"178",2005-09-24 17:00:00,"Standard",2,"Standard2",0,0,0,1,0,0,0,0,6,0,7
"179",2005-09-24 17:00:00,"Standard",3,"Standard3",0,0,0,5,0,2,0,0,2,0,9
"180",2005-09-24 17:00:00,"Standard",4,"Standard4",0,0,0,2,0,5,0,0,6,0,13
"181",2005-09-24 17:00:00,"Standard",5,"Standard5",0,0,0,0,0,3,0,0,2,0,5
"182",2005-09-24 17:00:00,"Standard",6,"Standard6",0,0,0,1,0,5,0,0,2,0,8
"183",2005-09-24 17:00:00,"Standard",7,"Standard7",0,0,0,1,1,1,0,0,4,0,7
"184",2005-09-24 17:00:00,"Standard",8,"Standard8",0,0,0,0,0,1,0,0,3,0,4
"185",2005-09-24 17:00:00,"Novum",1,"Novum1",0,0,0,0,1,2,0,0,3,0,6
"186",2005-09-24 17:00:00,"Novum",2,"Novum2",0,0,0,2,3,5,0,0,0,0,10
"187",2005-09-24 17:00:00,"Novum",3,"Novum3",0,0,0,7,5,13,0,0,6,2,33
"188",2005-09-24 17:00:00,"Novum",4,"Novum4",0,1,0,1,2,3,0,0,2,0,9
"189",2005-09-24 17:00:00,"Novum",5,"Novum5",0,0,0,3,3,4,0,0,2,0,12
"190",2005-09-24 17:00:00,"Novum",6,"Novum6",0,0,0,4,0,1,0,0,1,0,6
"191",2005-09-24 17:00:00,"Novum",7,"Novum7",0,0,0,0,0,1,0,0,1,0,2
"192",2005-09-24 17:00:00,"Novum",8,"Novum8",0,0,0,1,2,1,0,0,4,0,8
