"","Date","Treatment","Block","Plot","Bibio","Cecido","Cerato","Chiro","Myceto","Psycho","Scato","Sciari","Tipuli","Total"
"78",2005-08-08 17:00:00,"B",6,"B6",0,8,0,0,0,0,0,3,0,11
"79",2005-08-08 17:00:00,"B",7,"B7",0,6,0,0,0,0,0,2,0,8
"80",2005-08-08 17:00:00,"B",8,"B8",0,3,0,0,0,0,0,6,0,9
"81",2005-08-08 17:00:00,"Standard",1,"Standard1",0,6,0,0,0,0,0,0,0,6
"82",2005-08-08 17:00:00,"Standard",2,"Standard2",0,2,9,0,0,0,0,0,0,11
"83",2005-08-08 17:00:00,"Standard",3,"Standard3",0,9,1,1,0,0,0,0,0,11
"84",2005-08-08 17:00:00,"Standard",4,"Standard4",0,6,0,0,0,0,0,17,0,23
"85",2005-08-08 17:00:00,"Standard",5,"Standard5",0,3,0,0,0,0,0,0,0,3
"86",2005-08-08 17:00:00,"Standard",6,"Standard6",0,6,0,0,0,0,0,1,0,7
"87",2005-08-08 17:00:00,"Standard",7,"Standard7",0,2,0,1,0,0,0,2,0,5
"88",2005-08-08 17:00:00,"Standard",8,"Standard8",0,5,0,0,0,0,0,0,0,5
"89",2005-08-08 17:00:00,"Novum",1,"Novum1",0,12,0,0,0,0,0,4,0,16
"90",2005-08-08 17:00:00,"Novum",2,"Novum2",0,10,6,0,0,0,0,11,0,27
"91",2005-08-08 17:00:00,"Novum",3,"Novum3",0,2,0,0,0,0,0,7,0,9
"92",2005-08-08 17:00:00,"Novum",4,"Novum4",0,6,0,0,0,0,0,7,0,13
"93",2005-08-08 17:00:00,"Novum",5,"Novum5",0,3,2,5,0,0,0,3,0,13
"94",2005-08-08 17:00:00,"Novum",6,"Novum6",0,8,0,0,0,0,0,0,0,8
"95",2005-08-08 17:00:00,"Novum",7,"Novum7",0,5,0,0,0,0,0,2,0,7
"96",2005-08-08 17:00:00,"Novum",8,"Novum8",0,2,0,0,0,0,0,1,0,3
"97",2005-08-23 17:00:00,"A",1,"A1",0,5,0,0,0,0,0,6,0,11
"98",2005-08-23 17:00:00,"A",2,"A2",0,12,0,0,0,0,0,1,0,13
"99",2005-08-23 17:00:00,"A",3,"A3",0,2,0,0,0,0,0,12,0,14
"100",2005-08-23 17:00:00,"A",4,"A4",0,4,7,1,0,0,0,4,0,16
"101",2005-08-23 17:00:00,"A",5,"A5",2,2,2,0,0,0,0,0,0,6
"102",2005-08-23 17:00:00,"A",6,"A6",0,4,0,0,0,0,0,7,0,11
"103",2005-08-23 17:00:00,"A",7,"A7",0,1,0,0,0,0,0,6,0,7
"104",2005-08-23 17:00:00,"A",8,"A8",0,4,0,0,0,0,0,3,0,7
"105",2005-08-23 17:00:00,"B",1,"B1",0,9,0,0,0,0,0,3,0,12
"106",2005-08-23 17:00:00,"B",2,"B2",0,16,0,0,0,0,0,4,0,20
"107",2005-08-23 17:00:00,"B",3,"B3",0,12,0,1,1,0,0,4,0,18
"108",2005-08-23 17:00:00,"B",4,"B4",0,9,0,0,0,0,0,6,0,15
"109",2005-08-23 17:00:00,"B",5,"B5",0,18,1,0,0,0,0,0,0,19
"110",2005-08-23 17:00:00,"B",6,"B6",0,9,0,0,0,0,0,3,0,12
"111",2005-08-23 17:00:00,"B",7,"B7",0,15,1,5,0,0,0,5,0,26
"112",2005-08-23 17:00:00,"B",8,"B8",0,2,0,0,0,0,0,8,0,10
"113",2005-08-23 17:00:00,"Standard",1,"Standard1",0,7,0,0,0,0,0,1,0,8
"114",2005-08-23 17:00:00,"Standard",2,"Standard2",0,1,1,0,0,0,0,7,0,9
"115",2005-08-23 17:00:00,"Standard",3,"Standard3",0,12,0,2,0,0,0,10,0,24
"116",2005-08-23 17:00:00,"Standard",4,"Standard4",0,18,0,0,0,1,0,105,0,124
"117",2005-08-23 17:00:00,"Standard",5,"Standard5",0,8,0,0,0,0,0,8,0,16
"118",2005-08-23 17:00:00,"Standard",6,"Standard6",0,8,0,0,0,0,0,1,0,9
"119",2005-08-23 17:00:00,"Standard",7,"Standard7",0,1,0,0,0,0,0,9,0,10
"120",2005-08-23 17:00:00,"Standard",8,"Standard8",0,4,0,0,0,0,0,1,0,5
"121",2005-08-23 17:00:00,"Novum",1,"Novum1",0,32,0,0,0,0,0,2,0,34
"122",2005-08-23 17:00:00,"Novum",2,"Novum2",0,7,0,0,1,0,0,17,0,25
"123",2005-08-23 17:00:00,"Novum",3,"Novum3",0,30,0,1,4,0,0,3,0,38
"124",2005-08-23 17:00:00,"Novum",4,"Novum4",0,28,0,0,1,0,0,5,0,34
"125",2005-08-23 17:00:00,"Novum",5,"Novum5",0,4,6,10,0,0,0,23,0,43
"126",2005-08-23 17:00:00,"Novum",6,"Novum6",0,15,0,0,0,0,0,1,0,16
"127",2005-08-23 17:00:00,"Novum",7,"Novum7",2,18,0,0,0,0,0,13,0,33
"128",2005-08-23 17:00:00,"Novum",8,"Novum8",0,10,0,0,0,0,0,6,0,16
"129",2005-09-05 17:00:00,"A",1,"A1",0,0,0,0,0,0,0,0,0,0
"130",2005-09-05 17:00:00,"A",2,"A2",0,0,0,0,0,0,0,2,0,2
"131",2005-09-05 17:00:00,"A",3,"A3",0,0,0,5,0,0,0,3,0,8
"132",2005-09-05 17:00:00,"A",4,"A4",0,0,0,1,0,0,0,3,0,4
"133",2005-09-05 17:00:00,"A",5,"A5",0,0,0,0,0,0,0,0,0,0
"134",2005-09-05 17:00:00,"A",6,"A6",1,0,0,0,0,0,0,3,0,4
"135",2005-09-05 17:00:00,"A",7,"A7",0,0,0,0,0,0,0,0,0,0
"136",2005-09-05 17:00:00,"A",8,"A8",0,1,0,0,0,0,0,3,0,4
"137",2005-09-05 17:00:00,"B",1,"B1",0,1,0,0,0,0,0,1,0,2
"138",2005-09-05 17:00:00,"B",2,"B2",0,1,0,0,0,0,0,1,0,2
"139",2005-09-05 17:00:00,"B",3,"B3",0,0,0,2,0,0,0,2,0,4
"140",2005-09-05 17:00:00,"B",4,"B4",0,1,0,0,0,0,0,4,0,5
"141",2005-09-05 17:00:00,"B",5,"B5",0,1,0,3,0,0,0,0,0,4
"142",2005-09-05 17:00:00,"B",6,"B6",0,0,0,0,0,0,0,0,0,0
"143",2005-09-05 17:00:00,"B",7,"B7",0,1,0,0,0,0,0,0,0,1
"144",2005-09-05 17:00:00,"B",8,"B8",0,0,0,0,0,0,0,1,0,1
"145",2005-09-05 17:00:00,"Standard",1,"Standard1",1,0,0,0,0,0,0,0,0,1
"146",2005-09-05 17:00:00,"Standard",2,"Standard2",0,1,0,0,0,0,0,2,0,3
"147",2005-09-05 17:00:00,"Standard",3,"Standard3",0,7,0,20,0,10,0,0,0,37
"148",2005-09-05 17:00:00,"Standard",4,"Standard4",0,0,0,0,0,0,0,0,0,0
"149",2005-09-05 17:00:00,"Standard",5,"Standard5",0,0,0,0,0,0,0,0,0,0
"150",2005-09-05 17:00:00,"Standard",6,"Standard6",0,0,0,1,0,0,0,0,0,1
"151",2005-09-05 17:00:00,"Standard",7,"Standard7",0,0,0,0,0,0,0,2,0,2
"152",2005-09-05 17:00:00,"Standard",8,"Standard8",0,0,0,0,0,0,0,0,0,0
"153",2005-09-05 17:00:00,"Novum",1,"Novum1",0,1,0,0,0,0,0,0,0,1
"154",2005-09-05 17:00:00,"Novum",2,"Novum2",2,1,1,0,0,0,0,5,0,9
"155",2005-09-05 17:00:00,"Novum",3,"Novum3",0,0,1,6,1,0,0,10,0,18
"156",2005-09-05 17:00:00,"Novum",4,"Novum4",0,1,0,1,0,0,0,0,0,2
"157",2005-09-05 17:00:00,"Novum",5,"Novum5",0,3,0,1,0,0,0,7,0,11
"158",2005-09-05 17:00:00,"Novum",6,"Novum6",0,1,0,0,0,0,0,0,0,1
"159",2005-09-05 17:00:00,"Novum",7,"Novum7",0,0,0,0,0,0,0,1,0,1
"160",2005-09-05 17:00:00,"Novum",8,"Novum8",0,0,0,1,0,0,0,0,0,1
"161",2005-09-24 17:00:00,"A",1,"A1",0,0,0,1,0,0,0,1,0,2
"162",2005-09-24 17:00:00,"A",2,"A2",0,4,0,2,0,0,0,2,0,8
"163",2005-09-24 17:00:00,"A",3,"A3",0,1,0,5,0,0,0,11,0,17
"164",2005-09-24 17:00:00,"A",4,"A4",0,0,0,10,0,0,0,0,0,10
"165",2005-09-24 17:00:00,"A",5,"A5",0,0,0,3,0,0,0,1,0,4
"166",2005-09-24 17:00:00,"A",6,"A6",0,1,0,2,0,0,0,2,0,5
"167",2005-09-24 17:00:00,"A",7,"A7",0,4,0,0,0,0,0,1,0,5
"168",2005-09-24 17:00:00,"A",8,"A8",0,0,0,1,2,0,0,1,0,4
"169",2005-09-24 17:00:00,"B",1,"B1",0,0,0,18,0,0,1,1,0,20
"170",2005-09-24 17:00:00,"B",2,"B2",0,0,0,0,0,0,0,1,0,1
"171",2005-09-24 17:00:00,"B",3,"B3",0,0,0,0,0,0,0,0,0,0
"172",2005-09-24 17:00:00,"B",4,"B4",0,0,0,2,0,0,0,4,0,6
"173",2005-09-24 17:00:00,"B",5,"B5",0,0,1,8,0,0,0,1,0,10
"174",2005-09-24 17:00:00,"B",6,"B6",0,0,0,4,0,0,0,1,0,5
"175",2005-09-24 17:00:00,"B",7,"B7",0,0,0,8,0,0,0,0,0,8
"176",2005-09-24 17:00:00,"B",8,"B8",0,0,1,0,0,0,0,4,0,5
"177",2005-09-24 17:00:00,"Standard",1,"Standard1",0,0,0,2,0,0,0,0,0,2
"178",2005-09-24 17:00:00,"Standard",2,"Standard2",0,0,0,2,0,0,0,2,0,4
"179",2005-09-24 17:00:00,"Standard",3,"Standard3",0,1,0,43,0,3,0,21,0,68
"180",2005-09-24 17:00:00,"Standard",4,"Standard4",0,1,0,0,0,0,0,5,0,6
"181",2005-09-24 17:00:00,"Standard",5,"Standard5",0,8,0,1,0,0,0,0,0,9
"182",2005-09-24 17:00:00,"Standard",6,"Standard6",0,0,0,0,0,0,0,8,0,8
"183",2005-09-24 17:00:00,"Standard",7,"Standard7",0,0,0,0,0,0,0,0,0,0
"184",2005-09-24 17:00:00,"Standard",8,"Standard8",0,0,0,0,0,0,0,0,0,0
"185",2005-09-24 17:00:00,"Novum",1,"Novum1",0,2,0,1,0,0,0,1,0,4
"186",2005-09-24 17:00:00,"Novum",2,"Novum2",0,0,0,9,0,0,0,4,0,13
"187",2005-09-24 17:00:00,"Novum",3,"Novum3",0,2,0,11,0,0,0,19,0,32
"188",2005-09-24 17:00:00,"Novum",4,"Novum4",0,0,0,1,0,0,0,7,0,8
"189",2005-09-24 17:00:00,"Novum",5,"Novum5",0,0,0,21,0,0,0,7,0,28
"190",2005-09-24 17:00:00,"Novum",6,"Novum6",0,0,0,0,0,0,0,0,0,0
"191",2005-09-24 17:00:00,"Novum",7,"Novum7",0,0,0,23,0,0,0,1,0,24
"192",2005-09-24 17:00:00,"Novum",8,"Novum8",0,0,0,1,0,0,0,8,0,9
