"","Block","PID","Variety","Time","Perc"
"132",1,4,"S3","t4",56.64
"133",1,4,"S3","t5",59.85
"134",1,4,"S3","t5",56.97
"135",1,4,"S3","t5",58.79
"136",1,4,"S3","t5",60.46
"137",1,4,"S3","t5",60.1
"138",1,4,"S3","t5",58.59
"139",1,4,"S3","t6",60.71
"140",1,4,"S3","t6",57.34
"141",1,4,"S3","t6",61.83
"142",1,4,"S3","t6",59.08
"143",1,4,"S3","t6",61.86
"144",1,4,"S3","t6",61.23
"145",2,5,"S3","t1",45.76
"146",2,5,"S3","t1",46.7
"147",2,5,"S3","t1",46.34
"148",2,5,"S3","t1",52.23
"149",2,5,"S3","t1",48.75
"150",2,5,"S3","t1",47.2
"151",2,5,"S3","t2",51.93
"152",2,5,"S3","t2",51.01
"153",2,5,"S3","t2",48.89
"154",2,5,"S3","t2",51.6
"155",2,5,"S3","t2",47.19
"156",2,5,"S3","t2",51.05
"157",2,5,"S3","t3",52.42
"158",2,5,"S3","t3",52
"159",2,5,"S3","t3",51.73
"160",2,5,"S3","t3",49.53
"161",2,5,"S3","t3",50.32
"162",2,5,"S3","t3",48.11
"163",2,5,"S3","t4",54.41
"164",2,5,"S3","t4",52.66
"165",2,5,"S3","t4",53.45
"166",2,5,"S3","t4",53.6
"167",2,5,"S3","t4",52.16
"168",2,5,"S3","t4",53.24
"169",2,5,"S3","t5",57.76
"170",2,5,"S3","t5",56.39
"171",2,5,"S3","t5",57.99
"172",2,5,"S3","t5",54.42
"173",2,5,"S3","t5",59.83
"174",2,5,"S3","t5",56.62
"175",2,5,"S3","t6",60.67
"176",2,5,"S3","t6",57.37
"177",2,5,"S3","t6",61.37
"178",2,5,"S3","t6",60.48
"179",2,5,"S3","t6",61.17
"180",2,5,"S3","t6",59.03
"181",2,6,"N","t1",53.15
"182",2,6,"N","t1",50.49
"183",2,6,"N","t1",51.49
"184",2,6,"N","t1",51.53
"185",2,6,"N","t1",53.33
"186",2,6,"N","t1",53.13
"187",2,6,"N","t2",53.04
"188",2,6,"N","t2",50.73
"189",2,6,"N","t2",55.62
"190",2,6,"N","t2",51.81
"191",2,6,"N","t2",53.62
"192",2,6,"N","t2",54.04
"193",2,6,"N","t3",54.14
"194",2,6,"N","t3",55.94
"195",2,6,"N","t3",54.7
"196",2,6,"N","t3",58.96
"197",2,6,"N","t3",59
"198",2,6,"N","t3",55.62
"199",2,6,"N","t4",NA
"200",2,6,"N","t4",61.89
"201",2,6,"N","t4",56.9
"202",2,6,"N","t4",58.47
"203",2,6,"N","t4",59.65
"204",2,6,"N","t4",58.38
"205",2,6,"N","t5",58.47
"206",2,6,"N","t5",58.81
"207",2,6,"N","t5",62.82
"208",2,6,"N","t5",58.55
"209",2,6,"N","t5",60
"210",2,6,"N","t5",59.94
"211",2,6,"N","t6",62.21
"212",2,6,"N","t6",63.77
"213",2,6,"N","t6",60.14
"214",2,6,"N","t6",62.36
"215",2,6,"N","t6",61.34
"216",2,6,"N","t6",64.54
"217",2,7,"S1","t1",38.65
"218",2,7,"S1","t1",44.61
"219",2,7,"S1","t1",43.36
"220",2,7,"S1","t1",44.49
"221",2,7,"S1","t1",48.66
"222",2,7,"S1","t1",45.14
"223",2,7,"S1","t2",47.5
"224",2,7,"S1","t2",47.34
"225",2,7,"S1","t2",45.57
"226",2,7,"S1","t2",44.03
"227",2,7,"S1","t2",50.58
"228",2,7,"S1","t2",47.47
"229",2,7,"S1","t3",50.65
"230",2,7,"S1","t3",48.24
"231",2,7,"S1","t3",51.04
"232",2,7,"S1","t3",47.83
"233",2,7,"S1","t3",46.02
"234",2,7,"S1","t3",51.42
"235",2,7,"S1","t4",50.16
"236",2,7,"S1","t4",53.82
"237",2,7,"S1","t4",50.82
"238",2,7,"S1","t4",50.63
"239",2,7,"S1","t4",53.73
"240",2,7,"S1","t4",51.88
"241",2,7,"S1","t5",55.83
"242",2,7,"S1","t5",55.64
"243",2,7,"S1","t5",53.89
"244",2,7,"S1","t5",55.38
"245",2,7,"S1","t5",54.19
"246",2,7,"S1","t5",53.97
"247",2,7,"S1","t6",55.29
"248",2,7,"S1","t6",55.13
"249",2,7,"S1","t6",58.28
"250",2,7,"S1","t6",58.97
"251",2,7,"S1","t6",54.75
"252",2,7,"S1","t6",55.37
"253",2,8,"S2","t1",47.34
"254",2,8,"S2","t1",47.87
"255",2,8,"S2","t1",49.95
"256",2,8,"S2","t1",49.25
"257",2,8,"S2","t1",44.68
"258",2,8,"S2","t1",47.72
"259",2,8,"S2","t2",52.08
"260",2,8,"S2","t2",49
"261",2,8,"S2","t2",54.94
"262",2,8,"S2","t2",49.38
"263",2,8,"S2","t2",48.54
"264",2,8,"S2","t2",50.28
"265",2,8,"S2","t3",49.8
"266",2,8,"S2","t3",53.49
"267",2,8,"S2","t3",50.77
"268",2,8,"S2","t3",50.31
"269",2,8,"S2","t3",49.03
"270",2,8,"S2","t3",51.36
"271",2,8,"S2","t4",52.51
"272",2,8,"S2","t4",59.6
"273",2,8,"S2","t4",50.79
"274",2,8,"S2","t4",56.52
"275",2,8,"S2","t4",53.03
"276",2,8,"S2","t4",57.59
"277",2,8,"S2","t5",53.98
"278",2,8,"S2","t5",58.35
"279",2,8,"S2","t5",NA
"280",2,8,"S2","t5",55.77
"281",2,8,"S2","t5",59.31
"282",2,8,"S2","t5",56.85
"283",2,8,"S2","t6",57.09
"284",2,8,"S2","t6",56.42
"285",2,8,"S2","t6",54.16
"286",2,8,"S2","t6",NA
"287",2,8,"S2","t6",58.28
"288",2,8,"S2","t6",56.74
"289",3,9,"S2","t1",54.56
"290",3,9,"S2","t1",49.5
"291",3,9,"S2","t1",53.1
"292",3,9,"S2","t1",53.71
"293",3,9,"S2","t1",NA
"294",3,9,"S2","t1",49.28
"295",3,9,"S2","t2",55.12
"296",3,9,"S2","t2",50.84
"297",3,9,"S2","t2",54.09
"298",3,9,"S2","t2",53.19
"299",3,9,"S2","t2",53.35
"300",3,9,"S2","t2",54.35
"301",3,9,"S2","t3",53.24
"302",3,9,"S2","t3",56.45
"303",3,9,"S2","t3",54.9
"304",3,9,"S2","t3",56.14
"305",3,9,"S2","t3",54.87
"306",3,9,"S2","t3",55.23
"307",3,9,"S2","t4",64.86
"308",3,9,"S2","t4",60.63
"309",3,9,"S2","t4",58.74
"310",3,9,"S2","t4",58.19
"311",3,9,"S2","t4",60.25
"312",3,9,"S2","t4",60.45
"313",3,9,"S2","t5",66.36
"314",3,9,"S2","t5",61.47
"315",3,9,"S2","t5",61.55
"316",3,9,"S2","t5",60.23
"317",3,9,"S2","t5",63.64
"318",3,9,"S2","t5",66.22
"319",3,9,"S2","t6",62.96
"320",3,9,"S2","t6",61.05
"321",3,9,"S2","t6",59.68
"322",3,9,"S2","t6",65.33
"323",3,9,"S2","t6",61.86
"324",3,9,"S2","t6",61.62
"325",3,10,"N","t1",53.2
"326",3,10,"N","t1",48.62
"327",3,10,"N","t1",49.51
"328",3,10,"N","t1",49.45
"329",3,10,"N","t1",54.26
"330",3,10,"N","t1",50.12
"331",3,10,"N","t2",56.73
"332",3,10,"N","t2",53.24
"333",3,10,"N","t2",54.79
"334",3,10,"N","t2",56.57
"335",3,10,"N","t2",55.57
"336",3,10,"N","t2",54.4
"337",3,10,"N","t3",56.1
"338",3,10,"N","t3",59
"339",3,10,"N","t3",53.99
"340",3,10,"N","t3",59.64
"341",3,10,"N","t3",60.17
"342",3,10,"N","t3",55.89
"343",3,10,"N","t4",57.91
"344",3,10,"N","t4",60.71
"345",3,10,"N","t4",61.39
"346",3,10,"N","t4",58.76
"347",3,10,"N","t4",58.91
"348",3,10,"N","t4",62.49
"349",3,10,"N","t5",66.41
"350",3,10,"N","t5",64.52
"351",3,10,"N","t5",61.66
"352",3,10,"N","t5",64.01
"353",3,10,"N","t5",62.48
"354",3,10,"N","t5",63.81
"355",3,10,"N","t6",63.39
"356",3,10,"N","t6",63.79
"357",3,10,"N","t6",62.56
"358",3,10,"N","t6",64.75
"359",3,10,"N","t6",64.27
"360",3,10,"N","t6",61.74
"361",3,11,"S1","t1",49.32
"362",3,11,"S1","t1",48.82
"363",3,11,"S1","t1",48
"364",3,11,"S1","t1",46.18
"365",3,11,"S1","t1",48.83
"366",3,11,"S1","t1",49.25
"367",3,11,"S1","t2",48.26
"368",3,11,"S1","t2",48.07
"369",3,11,"S1","t2",48.13
"370",3,11,"S1","t2",50.33
"371",3,11,"S1","t2",49.3
"372",3,11,"S1","t2",50.21
"373",3,11,"S1","t3",50.03
"374",3,11,"S1","t3",52.98
"375",3,11,"S1","t3",52.68
"376",3,11,"S1","t3",48.06
"377",3,11,"S1","t3",52.06
"378",3,11,"S1","t3",53.54
"379",3,11,"S1","t4",47.9
"380",3,11,"S1","t4",52.22
"381",3,11,"S1","t4",54.86
"382",3,11,"S1","t4",53.6
"383",3,11,"S1","t4",52.99
"384",3,11,"S1","t4",53.05
"385",3,11,"S1","t5",57.75
"386",3,11,"S1","t5",56.12
"387",3,11,"S1","t5",56.16
"388",3,11,"S1","t5",55.21
"389",3,11,"S1","t5",57.97
"390",3,11,"S1","t5",55.21
"391",3,11,"S1","t6",58.5
"392",3,11,"S1","t6",54.95
"393",3,11,"S1","t6",55.96
"394",3,11,"S1","t6",58.4
"395",3,11,"S1","t6",56.5
"396",3,11,"S1","t6",54.05
"397",3,12,"S3","t1",50.13
"398",3,12,"S3","t1",54.35
"399",3,12,"S3","t1",50.96
"400",3,12,"S3","t1",52.09
"401",3,12,"S3","t1",52.45
"402",3,12,"S3","t1",51.06
"403",3,12,"S3","t2",52.98
"404",3,12,"S3","t2",53.22
"405",3,12,"S3","t2",50.48
"406",3,12,"S3","t2",52.87
"407",3,12,"S3","t2",50.94
"408",3,12,"S3","t2",53.91
"409",3,12,"S3","t3",55.12
"410",3,12,"S3","t3",56.48
"411",3,12,"S3","t3",58.18
"412",3,12,"S3","t3",52.94
"413",3,12,"S3","t3",58.72
"414",3,12,"S3","t3",54.51
"415",3,12,"S3","t4",55.26
"416",3,12,"S3","t4",58.2
"417",3,12,"S3","t4",56.01
"418",3,12,"S3","t4",55.13
"419",3,12,"S3","t4",58.49
"420",3,12,"S3","t4",55.28
"421",3,12,"S3","t5",63.08
"422",3,12,"S3","t5",64.41
"423",3,12,"S3","t5",59.21
"424",3,12,"S3","t5",63.4
"425",3,12,"S3","t5",61.37
"426",3,12,"S3","t5",59.96
"427",3,12,"S3","t6",60.61
"428",3,12,"S3","t6",64.35
"429",3,12,"S3","t6",61.25
"430",3,12,"S3","t6",59.64
"431",3,12,"S3","t6",60.24
"432",3,12,"S3","t6",64.56
"433",4,13,"N","t1",44.43
"434",4,13,"N","t1",42.76
"435",4,13,"N","t1",45.55
"436",4,13,"N","t1",45.75
"437",4,13,"N","t1",43.07
"438",4,13,"N","t1",50.62
"439",4,13,"N","t2",52.44
"440",4,13,"N","t2",51.71
"441",4,13,"N","t2",48.86
"442",4,13,"N","t2",46.95
"443",4,13,"N","t2",50.7
"444",4,13,"N","t2",47.57
"445",4,13,"N","t3",54.62
"446",4,13,"N","t3",50.95
"447",4,13,"N","t3",53.39
"448",4,13,"N","t3",52.57
"449",4,13,"N","t3",51.95
"450",4,13,"N","t3",51.55
"451",4,13,"N","t4",57.59
"452",4,13,"N","t4",57.16
"453",4,13,"N","t4",56.15
"454",4,13,"N","t4",54.66
"455",4,13,"N","t4",58.29
"456",4,13,"N","t4",59.46
"457",4,13,"N","t5",57.99
"458",4,13,"N","t5",56.96
"459",4,13,"N","t5",55.41
"460",4,13,"N","t5",52.67
"461",4,13,"N","t5",53.7
"462",4,13,"N","t5",55.82
"463",4,13,"N","t6",56.4
"464",4,13,"N","t6",55.14
"465",4,13,"N","t6",60.98
"466",4,13,"N","t6",55.86
"467",4,13,"N","t6",56.82
"468",4,13,"N","t6",55.88
"469",4,14,"S3","t1",48.56
"470",4,14,"S3","t1",49.65
"471",4,14,"S3","t1",48.96
"472",4,14,"S3","t1",NA
"473",4,14,"S3","t1",49.91
"474",4,14,"S3","t1",44.78
"475",4,14,"S3","t2",48.93
"476",4,14,"S3","t2",52.47
"477",4,14,"S3","t2",52.48
"478",4,14,"S3","t2",49.5
"479",4,14,"S3","t2",50.51
"480",4,14,"S3","t2",52
"481",4,14,"S3","t3",53.09
"482",4,14,"S3","t3",55
"483",4,14,"S3","t3",48.04
"484",4,14,"S3","t3",54.34
"485",4,14,"S3","t3",54.39
"486",4,14,"S3","t3",52.03
"487",4,14,"S3","t4",56.77
"488",4,14,"S3","t4",55.07
"489",4,14,"S3","t4",55.09
"490",4,14,"S3","t4",54.58
"491",4,14,"S3","t4",54.54
"492",4,14,"S3","t4",58.2
"493",4,14,"S3","t5",60.51
"494",4,14,"S3","t5",60.51
"495",4,14,"S3","t5",59.29
"496",4,14,"S3","t5",57.54
"497",4,14,"S3","t5",58.89
"498",4,14,"S3","t5",59.72
"499",4,14,"S3","t6",59.46
"500",4,14,"S3","t6",58.58
"501",4,14,"S3","t6",60.34
"502",4,14,"S3","t6",60.63
"503",4,14,"S3","t6",58.79
"504",4,14,"S3","t6",57.73
"505",4,15,"S1","t1",51.35
"506",4,15,"S1","t1",53.34
"507",4,15,"S1","t1",52.12
"508",4,15,"S1","t1",53.72
"509",4,15,"S1","t1",53.12
"510",4,15,"S1","t1",55.09
"511",4,15,"S1","t2",56.38
"512",4,15,"S1","t2",54.91
"513",4,15,"S1","t2",55.31
"514",4,15,"S1","t2",53.94
"515",4,15,"S1","t2",53.99
"516",4,15,"S1","t2",53.93
"517",4,15,"S1","t3",54.43
"518",4,15,"S1","t3",NA
"519",4,15,"S1","t3",57.07
"520",4,15,"S1","t3",56.98
"521",4,15,"S1","t3",58.87
"522",4,15,"S1","t3",56.81
"523",4,15,"S1","t4",58.72
"524",4,15,"S1","t4",60.62
"525",4,15,"S1","t4",59.43
"526",4,15,"S1","t4",58.94
"527",4,15,"S1","t4",59.95
"528",4,15,"S1","t4",59.4
"529",4,15,"S1","t5",60.9
"530",4,15,"S1","t5",64.44
"531",4,15,"S1","t5",61.19
"532",4,15,"S1","t5",62.11
"533",4,15,"S1","t5",68.47
"534",4,15,"S1","t5",64.98
"535",4,15,"S1","t6",61.5
"536",4,15,"S1","t6",61.87
"537",4,15,"S1","t6",67.37
"538",4,15,"S1","t6",64.84
"539",4,15,"S1","t6",65.16
"540",4,15,"S1","t6",61.82
"541",4,16,"S2","t1",50.99
"542",4,16,"S2","t1",54.96
"543",4,16,"S2","t1",50.69
"544",4,16,"S2","t1",54.7
"545",4,16,"S2","t1",53.32
"546",4,16,"S2","t1",48.85
"547",4,16,"S2","t2",57.89
"548",4,16,"S2","t2",56.15
"549",4,16,"S2","t2",57.9
"550",4,16,"S2","t2",59.51
"551",4,16,"S2","t2",57.93
"552",4,16,"S2","t2",56.53
"553",4,16,"S2","t3",55.66
"554",4,16,"S2","t3",59.62
"555",4,16,"S2","t3",57.07
"556",4,16,"S2","t3",61.11
"557",4,16,"S2","t3",58.2
"558",4,16,"S2","t3",58.01
"559",4,16,"S2","t4",58.51
"560",4,16,"S2","t4",57.2
"561",4,16,"S2","t4",63.4
"562",4,16,"S2","t4",60.19
"563",4,16,"S2","t4",59.96
"564",4,16,"S2","t4",59.56
"565",4,16,"S2","t5",61.85
"566",4,16,"S2","t5",62.22
"567",4,16,"S2","t5",61.35
"568",4,16,"S2","t5",62.65
"569",4,16,"S2","t5",62.32
"570",4,16,"S2","t5",63.37
"571",4,16,"S2","t6",60.2
"572",4,16,"S2","t6",64.78
"573",4,16,"S2","t6",66.81
"574",4,16,"S2","t6",65.92
"575",4,16,"S2","t6",59.92
"576",4,16,"S2","t6",59.63
"577",5,17,"S2","t1",52.59
"578",5,17,"S2","t1",52.6
"579",5,17,"S2","t1",56.14
"580",5,17,"S2","t1",57.51
"581",5,17,"S2","t1",52.63
"582",5,17,"S2","t1",54.9
"583",5,17,"S2","t2",55.76
"584",5,17,"S2","t2",56.58
"585",5,17,"S2","t2",53.49
"586",5,17,"S2","t2",52.55
"587",5,17,"S2","t2",60.25
"588",5,17,"S2","t2",55.97
"589",5,17,"S2","t3",60.66
"590",5,17,"S2","t3",59.13
"591",5,17,"S2","t3",57.58
"592",5,17,"S2","t3",59.87
"593",5,17,"S2","t3",62.28
"594",5,17,"S2","t3",59.6
"595",5,17,"S2","t4",58.99
"596",5,17,"S2","t4",62.15
"597",5,17,"S2","t4",63.12
"598",5,17,"S2","t4",63.63
"599",5,17,"S2","t4",59.99
"600",5,17,"S2","t4",60.83
"601",5,17,"S2","t5",65.8
"602",5,17,"S2","t5",64.22
"603",5,17,"S2","t5",66.4
"604",5,17,"S2","t5",63.46
"605",5,17,"S2","t5",NA
"606",5,17,"S2","t5",64.55
"607",5,17,"S2","t6",64.07
"608",5,17,"S2","t6",66.7
"609",5,17,"S2","t6",NA
"610",5,17,"S2","t6",65.01
"611",5,17,"S2","t6",65.93
"612",5,17,"S2","t6",67.1
"613",5,18,"S3","t1",50.46
"614",5,18,"S3","t1",47.33
"615",5,18,"S3","t1",48.18
"616",5,18,"S3","t1",54.1
"617",5,18,"S3","t1",49.03
"618",5,18,"S3","t1",52.99
"619",5,18,"S3","t2",52.54
"620",5,18,"S3","t2",49.74
"621",5,18,"S3","t2",48.08
"622",5,18,"S3","t2",55.77
"623",5,18,"S3","t2",48.17
"624",5,18,"S3","t2",52.61
"625",5,18,"S3","t3",57.56
"626",5,18,"S3","t3",53.22
"627",5,18,"S3","t3",53.31
"628",5,18,"S3","t3",56.27
"629",5,18,"S3","t3",54.16
"630",5,18,"S3","t3",57.9
"631",5,18,"S3","t4",57.07
"632",5,18,"S3","t4",54.51
"633",5,18,"S3","t4",57.84
"634",5,18,"S3","t4",56.04
"635",5,18,"S3","t4",57.3
"636",5,18,"S3","t4",52.81
"637",5,18,"S3","t5",60.87
"638",5,18,"S3","t5",56.28
"639",5,18,"S3","t5",57.36
"640",5,18,"S3","t5",60.98
"641",5,18,"S3","t5",60.04
"642",5,18,"S3","t5",60.53
"643",5,18,"S3","t6",60.64
"644",5,18,"S3","t6",64.56
"645",5,18,"S3","t6",58.37
"646",5,18,"S3","t6",63.49
"647",5,18,"S3","t6",59.34
"648",5,18,"S3","t6",62.21
"649",5,19,"N","t1",51.22
"650",5,19,"N","t1",52.3
"651",5,19,"N","t1",52.13
"652",5,19,"N","t1",50.69
"653",5,19,"N","t1",51.75
"654",5,19,"N","t1",50.91
"655",5,19,"N","t2",54.51
"656",5,19,"N","t2",54.34
"657",5,19,"N","t2",56.54
"658",5,19,"N","t2",54.53
"659",5,19,"N","t2",53.79
"660",5,19,"N","t2",54.82
"661",5,19,"N","t3",55.88
"662",5,19,"N","t3",59.36
"663",5,19,"N","t3",58.6
"664",5,19,"N","t3",58.29
"665",5,19,"N","t3",56.6
"666",5,19,"N","t3",58.96
"667",5,19,"N","t4",63.67
"668",5,19,"N","t4",63.68
"669",5,19,"N","t4",58.96
"670",5,19,"N","t4",62
"671",5,19,"N","t4",63.45
"672",5,19,"N","t4",59.88
"673",5,19,"N","t5",NA
"674",5,19,"N","t5",62.83
"675",5,19,"N","t5",60.9
"676",5,19,"N","t5",64.41
"677",5,19,"N","t5",60.58
"678",5,19,"N","t5",60.49
"679",5,19,"N","t6",63.13
"680",5,19,"N","t6",60.74
"681",5,19,"N","t6",64.98
"682",5,19,"N","t6",61.93
"683",5,19,"N","t6",65.18
"684",5,19,"N","t6",62.2
"685",5,20,"S1","t1",51.39
"686",5,20,"S1","t1",50.82
"687",5,20,"S1","t1",NA
"688",5,20,"S1","t1",56.38
"689",5,20,"S1","t1",53.53
"690",5,20,"S1","t1",53.14
"691",5,20,"S1","t2",55.47
"692",5,20,"S1","t2",56.11
"693",5,20,"S1","t2",56.81
"694",5,20,"S1","t2",55.55
"695",5,20,"S1","t2",54.92
"696",5,20,"S1","t2",54.24
"697",5,20,"S1","t3",55.29
"698",5,20,"S1","t3",57.81
"699",5,20,"S1","t3",54.17
"700",5,20,"S1","t3",53.34
"701",5,20,"S1","t3",55.42
"702",5,20,"S1","t3",57.83
"703",5,20,"S1","t4",59.13
"704",5,20,"S1","t4",58.54
"705",5,20,"S1","t4",57.71
"706",5,20,"S1","t4",58.12
"707",5,20,"S1","t4",57.77
"708",5,20,"S1","t4",55.02
"709",5,20,"S1","t5",65.52
"710",5,20,"S1","t5",61.89
"711",5,20,"S1","t5",60.66
"712",5,20,"S1","t5",60.87
"713",5,20,"S1","t5",60.72
"714",5,20,"S1","t5",60.98
"715",5,20,"S1","t6",63.51
"716",5,20,"S1","t6",65.64
"717",5,20,"S1","t6",64.33
"718",5,20,"S1","t6",62.96
"719",5,20,"S1","t6",63.26
"720",5,20,"S1","t6",64.02
"721",6,21,"S2","t1",52.41
"722",6,21,"S2","t1",51.15
"723",6,21,"S2","t1",48.16
"724",6,21,"S2","t1",51.08
"725",6,21,"S2","t1",47.83
"726",6,21,"S2","t1",47.73
"727",6,21,"S2","t2",52.5
"728",6,21,"S2","t2",54.37
"729",6,21,"S2","t2",52.51
"730",6,21,"S2","t2",55.76
"731",6,21,"S2","t2",55.66
"732",6,21,"S2","t2",53.18
"733",6,21,"S2","t3",54.34
"734",6,21,"S2","t3",54.61
"735",6,21,"S2","t3",59.53
"736",6,21,"S2","t3",55.23
"737",6,21,"S2","t3",59.97
"738",6,21,"S2","t3",56.78
"739",6,21,"S2","t4",60.44
"740",6,21,"S2","t4",56.34
"741",6,21,"S2","t4",61.79
"742",6,21,"S2","t4",59.1
"743",6,21,"S2","t4",61.22
"744",6,21,"S2","t4",57.08
"745",6,21,"S2","t5",56.64
"746",6,21,"S2","t5",61.61
"747",6,21,"S2","t5",66.61
"748",6,21,"S2","t5",58.78
"749",6,21,"S2","t5",63.4
"750",6,21,"S2","t5",61.07
"751",6,21,"S2","t6",61.97
"752",6,21,"S2","t6",62.04
"753",6,21,"S2","t6",59.63
"754",6,21,"S2","t6",59.14
"755",6,21,"S2","t6",62.97
"756",6,21,"S2","t6",59.62
"757",6,22,"S1","t1",43.98
"758",6,22,"S1","t1",46.83
"759",6,22,"S1","t1",48.78
"760",6,22,"S1","t1",47.07
"761",6,22,"S1","t1",43.9
"762",6,22,"S1","t1",45.77
"763",6,22,"S1","t2",47.45
"764",6,22,"S1","t2",50.62
"765",6,22,"S1","t2",47.73
"766",6,22,"S1","t2",48.26
"767",6,22,"S1","t2",48.88
"768",6,22,"S1","t2",50.45
"769",6,22,"S1","t3",54.23
"770",6,22,"S1","t3",52.52
"771",6,22,"S1","t3",52.43
"772",6,22,"S1","t3",51.79
"773",6,22,"S1","t3",48.95
"774",6,22,"S1","t3",50.91
"775",6,22,"S1","t4",52.84
"776",6,22,"S1","t4",53.86
"777",6,22,"S1","t4",53.28
"778",6,22,"S1","t4",54.32
"779",6,22,"S1","t4",54.16
"780",6,22,"S1","t4",54.69
"781",6,22,"S1","t5",57.88
"782",6,22,"S1","t5",58.49
"783",6,22,"S1","t5",57.69
"784",6,22,"S1","t5",57.03
"785",6,22,"S1","t5",58.04
"786",6,22,"S1","t5",57.07
"787",6,22,"S1","t6",55.3
