"","status","poison","logdose"
"599",1,"M",1.31
"600",1,"M",1.31
"601",1,"M",1.31
"602",1,"M",1.31
"603",1,"M",1.31
"604",1,"M",1.31
"605",1,"M",1.31
"606",1,"M",1.31
"607",1,"M",1.31
"608",1,"M",1.31
"609",1,"M",1.31
"610",1,"M",1.31
"611",1,"M",1.31
"612",1,"M",1.31
"613",1,"M",1.31
"614",1,"M",1.31
"615",1,"M",1.31
"616",1,"M",1.31
"617",1,"M",1.31
"618",1,"M",1.31
"619",1,"M",1.31
"620",1,"M",1.31
"621",1,"M",1.31
"622",1,"M",1.31
"623",1,"M",1.31
"624",1,"M",1.31
"625",1,"M",1.31
"626",1,"M",1.31
"627",1,"M",1.31
"628",1,"M",1.31
"629",0,"M",1.31
"630",0,"M",1.31
"631",0,"M",1.31
"632",1,"M",1.18
"633",1,"M",1.18
"634",1,"M",1.18
"635",1,"M",1.18
"636",1,"M",1.18
"637",1,"M",1.18
"638",1,"M",1.18
"639",1,"M",1.18
"640",1,"M",1.18
"641",1,"M",1.18
"642",1,"M",1.18
"643",1,"M",1.18
"644",1,"M",1.18
"645",1,"M",1.18
"646",1,"M",1.18
"647",1,"M",1.18
"648",1,"M",1.18
"649",1,"M",1.18
"650",1,"M",1.18
"651",1,"M",1.18
"652",1,"M",1.18
"653",1,"M",1.18
"654",1,"M",1.18
"655",1,"M",1.18
"656",1,"M",1.18
"657",1,"M",1.18
"658",1,"M",1.18
"659",1,"M",1.18
"660",1,"M",1.18
"661",1,"M",1.18
"662",1,"M",1.18
"663",1,"M",1.18
"664",1,"M",1.18
"665",1,"M",1.18
"666",1,"M",1.18
"667",1,"M",1.18
"668",1,"M",1.18
"669",1,"M",1.18
"670",0,"M",1.18
"671",0,"M",1.18
"672",0,"M",1.18
"673",0,"M",1.18
"674",0,"M",1.18
"675",0,"M",1.18
"676",0,"M",1.18
"677",0,"M",1.18
"678",0,"M",1.18
"679",0,"M",1.18
"680",1,"M",1
"681",1,"M",1
"682",1,"M",1
"683",1,"M",1
"684",1,"M",1
"685",1,"M",1
"686",1,"M",1
"687",1,"M",1
"688",1,"M",1
"689",1,"M",1
"690",1,"M",1
"691",1,"M",1
"692",1,"M",1
"693",1,"M",1
"694",1,"M",1
"695",1,"M",1
"696",1,"M",1
"697",1,"M",1
"698",1,"M",1
"699",1,"M",1
"700",1,"M",1
"701",1,"M",1
"702",1,"M",1
"703",1,"M",1
"704",1,"M",1
"705",1,"M",1
"706",1,"M",1
"707",0,"M",1
"708",0,"M",1
"709",0,"M",1
"710",0,"M",1
"711",0,"M",1
"712",0,"M",1
"713",0,"M",1
"714",0,"M",1
"715",0,"M",1
"716",0,"M",1
"717",0,"M",1
"718",0,"M",1
"719",0,"M",1
"720",0,"M",1
"721",0,"M",1
"722",0,"M",1
"723",0,"M",1
"724",0,"M",1
"725",0,"M",1
"726",1,"M",0.71
"727",1,"M",0.71
"728",1,"M",0.71
"729",1,"M",0.71
"730",1,"M",0.71
"731",1,"M",0.71
"732",1,"M",0.71
"733",1,"M",0.71
"734",1,"M",0.71
"735",1,"M",0.71
"736",1,"M",0.71
"737",1,"M",0.71
"738",1,"M",0.71
"739",1,"M",0.71
"740",1,"M",0.71
"741",1,"M",0.71
"742",1,"M",0.71
"743",1,"M",0.71
"744",1,"M",0.71
"745",1,"M",0.71
"746",1,"M",0.71
"747",1,"M",0.71
"748",0,"M",0.71
"749",0,"M",0.71
"750",0,"M",0.71
"751",0,"M",0.71
"752",0,"M",0.71
"753",0,"M",0.71
"754",0,"M",0.71
"755",0,"M",0.71
"756",0,"M",0.71
"757",0,"M",0.71
"758",0,"M",0.71
"759",0,"M",0.71
"760",0,"M",0.71
"761",0,"M",0.71
"762",0,"M",0.71
"763",0,"M",0.71
"764",0,"M",0.71
"765",0,"M",0.71
"766",0,"M",0.71
"767",0,"M",0.71
"768",0,"M",0.71
"769",0,"M",0.71
"770",0,"M",0.71
"771",0,"M",0.71
"772",1,"M",0.4
"773",1,"M",0.4
"774",1,"M",0.4
"775",1,"M",0.4
"776",1,"M",0.4
"777",1,"M",0.4
"778",1,"M",0.4
"779",0,"M",0.4
"780",0,"M",0.4
"781",0,"M",0.4
"782",0,"M",0.4
"783",0,"M",0.4
"784",0,"M",0.4
"785",0,"M",0.4
"786",0,"M",0.4
"787",0,"M",0.4
"788",0,"M",0.4
"789",0,"M",0.4
"790",0,"M",0.4
"791",0,"M",0.4
"792",0,"M",0.4
"793",0,"M",0.4
"794",0,"M",0.4
"795",0,"M",0.4
"796",0,"M",0.4
"797",0,"M",0.4
"798",0,"M",0.4
"799",0,"M",0.4
"800",0,"M",0.4
"801",0,"M",0.4
"802",0,"M",0.4
"803",0,"M",0.4
"804",0,"M",0.4
"805",0,"M",0.4
"806",0,"M",0.4
"807",0,"M",0.4
"808",0,"M",0.4
"809",0,"M",0.4
"810",0,"M",0.4
"811",0,"M",0.4
"812",0,"M",0.4
"813",0,"M",0.4
"814",0,"M",0.4
"815",0,"M",0.4
"816",0,"M",0.4
"817",0,"M",0.4
"818",0,"M",0.4
