"","group","time","condi","fillet"
"96",0,0,0,0
"97",0,0,0,0
"98",0,0,0,0
"99",0,0,0,0
"100",0,0,0,0
"101",0,0,0,0
"102",0,0,0,0
"103",0,0,0,1
"104",0,0,0,0
"105",0,0,0,0
"106",0,0,0,0
"107",0,0,0,0
"108",0,0,0,0
"109",0,0,0,0
"110",0,0,0,0
"111",0,0,0,0
"112",0,0,0,0
"113",0,0,0,0
"114",0,0,0,0
"115",0,0,0,0
"116",0,0,0,0
"117",0,0,0,0
"118",0,0,0,0
"119",0,0,0,0
"120",0,0,0,0
"121",0,0,0,0
"122",0,0,0,0
"123",0,0,0,0
"124",0,0,0,0
"125",4,36,1,0
"126",4,36,1,0
"127",4,36,1,0
"128",4,36,1,1
"129",4,36,1,0
"130",4,36,1,0
"131",4,36,1,0
"132",4,36,1,0
"133",4,36,1,0
"134",4,36,1,0
"135",4,36,1,0
"136",4,36,1,0
"137",4,36,1,0
"138",4,36,1,0
"139",4,36,1,0
"140",4,36,1,0
"141",4,36,1,0
"142",4,36,1,0
"143",4,36,1,0
"144",4,36,1,0
"145",4,36,1,0
"146",4,36,1,0
"147",4,36,1,0
"148",4,36,1,0
"149",4,36,1,0
"150",4,36,1,0
"151",4,36,1,0
"152",4,36,1,0
"153",4,36,1,0
"154",4,36,1,0
"155",4,36,1,0
"156",4,36,1,0
"157",4,36,1,0
"158",4,36,1,0
"159",4,36,1,0
"160",4,36,1,0
"161",4,36,1,0
"162",4,36,1,0
"163",4,36,1,0
"164",4,36,1,0
"165",4,36,1,0
"166",4,36,1,0
"167",4,36,1,0
"168",4,36,1,0
"169",4,36,1,0
"170",4,36,1,0
"171",4,36,1,0
"172",4,36,1,0
"173",4,36,1,0
"174",4,36,1,0
"175",5,36,2,0
"176",5,36,2,0
"177",5,36,2,0
"178",5,36,2,1
"179",5,36,2,0
"180",5,36,2,0
"181",5,36,2,0
"182",5,36,2,0
"183",5,36,2,0
"184",5,36,2,0
"185",5,36,2,0
"186",5,36,2,0
"187",5,36,2,0
"188",5,36,2,0
"189",5,36,2,0
"190",5,36,2,0
"191",5,36,2,0
"192",5,36,2,0
"193",5,36,2,0
"194",5,36,2,0
"195",5,36,2,0
"196",5,36,2,0
"197",5,36,2,0
"198",5,36,2,0
"199",5,36,2,0
"200",5,36,2,0
"201",5,36,2,0
"202",5,36,2,0
"203",5,36,2,0
"204",5,36,2,0
"205",5,36,2,0
"206",5,36,2,0
"207",5,36,2,0
"208",5,36,2,0
"209",5,36,2,0
"210",5,36,2,0
"211",5,36,2,0
"212",5,36,2,0
"213",5,36,2,0
"214",5,36,2,0
"215",5,36,2,1
"216",5,36,2,0
"217",5,36,2,0
"218",5,36,2,0
"219",5,36,2,0
"220",5,36,2,0
"221",5,36,2,0
"222",5,36,2,0
"223",5,36,2,0
"224",5,36,2,0
"225",6,36,3,0
"226",6,36,3,0
"227",6,36,3,0
"228",6,36,3,0
"229",6,36,3,0
"230",6,36,3,0
"231",6,36,3,0
"232",6,36,3,0
"233",6,36,3,0
"234",6,36,3,0
"235",6,36,3,0
"236",6,36,3,0
"237",6,36,3,0
"238",6,36,3,0
"239",6,36,3,0
"240",6,36,3,0
"241",6,36,3,0
"242",6,36,3,0
"243",6,36,3,1
"244",6,36,3,0
"245",6,36,3,0
"246",6,36,3,0
"247",6,36,3,0
"248",6,36,3,0
"249",6,36,3,0
"250",6,36,3,0
"251",6,36,3,1
"252",6,36,3,0
"253",6,36,3,0
"254",6,36,3,0
"255",6,36,3,0
"256",6,36,3,0
"257",6,36,3,0
"258",6,36,3,1
"259",6,36,3,0
"260",6,36,3,0
"261",6,36,3,0
"262",6,36,3,0
"263",6,36,3,0
"264",6,36,3,0
"265",6,36,3,0
"266",6,36,3,0
"267",6,36,3,1
"268",6,36,3,0
"269",6,36,3,0
"270",6,36,3,0
"271",6,36,3,0
"272",6,36,3,0
"273",6,36,3,0
"274",6,36,3,0
"275",7,132,1,0
"276",7,132,1,0
"277",7,132,1,0
"278",7,132,1,0
"279",7,132,1,0
"280",7,132,1,0
"281",7,132,1,0
"282",7,132,1,0
"283",7,132,1,0
"284",7,132,1,0
"285",7,132,1,0
"286",7,132,1,0
"287",7,132,1,0
"288",7,132,1,0
"289",7,132,1,0
"290",7,132,1,0
"291",7,132,1,0
"292",7,132,1,0
"293",7,132,1,0
"294",7,132,1,0
"295",7,132,1,0
"296",7,132,1,0
"297",7,132,1,0
"298",7,132,1,0
"299",7,132,1,0
"300",7,132,1,0
"301",7,132,1,0
"302",7,132,1,0
"303",7,132,1,0
"304",7,132,1,0
"305",7,132,1,0
"306",7,132,1,0
"307",7,132,1,0
"308",7,132,1,0
"309",7,132,1,0
"310",7,132,1,0
"311",7,132,1,0
"312",7,132,1,0
"313",7,132,1,0
"314",7,132,1,0
"315",7,132,1,0
"316",7,132,1,0
"317",7,132,1,0
"318",7,132,1,0
"319",7,132,1,0
"320",7,132,1,0
"321",7,132,1,0
"322",7,132,1,0
"323",7,132,1,0
"324",7,132,1,0
"325",8,132,2,0
"326",8,132,2,1
"327",8,132,2,0
"328",8,132,2,0
"329",8,132,2,1
"330",8,132,2,0
"331",8,132,2,0
"332",8,132,2,0
"333",8,132,2,0
"334",8,132,2,0
"335",8,132,2,0
"336",8,132,2,0
"337",8,132,2,0
"338",8,132,2,0
"339",8,132,2,0
"340",8,132,2,0
"341",8,132,2,0
"342",8,132,2,0
"343",8,132,2,0
"344",8,132,2,0
"345",8,132,2,0
"346",8,132,2,0
"347",8,132,2,0
"348",8,132,2,0
"349",8,132,2,0
"350",8,132,2,0
"351",8,132,2,1
"352",8,132,2,0
"353",8,132,2,0
"354",8,132,2,0
"355",8,132,2,0
"356",8,132,2,0
"357",8,132,2,0
"358",8,132,2,0
"359",8,132,2,0
"360",8,132,2,0
"361",8,132,2,0
"362",8,132,2,0
"363",8,132,2,0
"364",8,132,2,0
"365",8,132,2,0
"366",8,132,2,0
"367",8,132,2,0
"368",8,132,2,0
"369",8,132,2,0
"370",8,132,2,0
"371",8,132,2,0
"372",8,132,2,0
"373",8,132,2,0
"374",8,132,2,0
"375",9,132,3,0
"376",9,132,3,0
"377",9,132,3,0
"378",9,132,3,0
"379",9,132,3,0
"380",9,132,3,0
"381",9,132,3,0
"382",9,132,3,0
"383",9,132,3,0
"384",9,132,3,0
"385",9,132,3,0
"386",9,132,3,0
"387",9,132,3,0
"388",9,132,3,0
"389",9,132,3,0
"390",9,132,3,0
"391",9,132,3,0
"392",9,132,3,0
"393",9,132,3,0
"394",9,132,3,0
"395",9,132,3,0
"396",9,132,3,0
"397",9,132,3,0
"398",9,132,3,0
"399",9,132,3,0
"400",9,132,3,0
"401",9,132,3,0
"402",9,132,3,0
"403",9,132,3,0
"404",9,132,3,0
"405",9,132,3,0
"406",9,132,3,0
"407",9,132,3,1
"408",9,132,3,0
"409",9,132,3,0
"410",9,132,3,0
"411",9,132,3,0
"412",9,132,3,0
"413",9,132,3,0
"414",9,132,3,0
"415",9,132,3,0
"416",9,132,3,0
"417",9,132,3,0
"418",9,132,3,0
"419",9,132,3,0
"420",9,132,3,0
"421",9,132,3,0
"422",9,132,3,0
"423",9,132,3,0
"424",9,132,3,0
"425",12,132,4,0
"426",12,132,4,0
"427",12,132,4,0
"428",12,132,4,0
"429",12,132,4,0
"430",12,132,4,0
"431",12,132,4,0
"432",12,132,4,0
"433",12,132,4,0
"434",12,132,4,0
"435",12,132,4,0
"436",12,132,4,0
"437",12,132,4,0
"438",12,132,4,0
"439",12,132,4,0
"440",12,132,4,0
"441",12,132,4,0
"442",12,132,4,0
"443",12,132,4,0
"444",12,132,4,0
"445",12,132,4,0
"446",12,132,4,0
"447",12,132,4,0
"448",12,132,4,0
"449",12,132,4,0
"450",12,132,4,0
"451",12,132,4,0
"452",12,132,4,0
"453",12,132,4,0
"454",12,132,4,0
"455",12,132,4,0
"456",12,132,4,0
"457",12,132,4,0
"458",12,132,4,0
"459",12,132,4,0
"460",12,132,4,0
"461",12,132,4,0
"462",12,132,4,0
"463",12,132,4,0
"464",12,132,4,0
"465",12,132,4,0
"466",12,132,4,0
"467",12,132,4,0
"468",12,132,4,0
"469",12,132,4,1
"470",12,132,4,0
"471",12,132,4,0
"472",12,132,4,0
"473",12,132,4,0
"474",12,132,4,0
"475",0,0,0,0
"476",0,0,0,0
"477",0,0,0,0
"478",0,0,0,1
"479",0,0,0,0
"480",0,0,0,0
"481",0,0,0,0
"482",0,0,0,0
"483",0,0,0,0
"484",0,0,0,0
"485",0,0,0,0
"486",0,0,0,0
"487",0,0,0,0
"488",0,0,0,0
"489",0,0,0,0
"490",0,0,0,0
"491",0,0,0,0
"492",0,0,0,0
"493",0,0,0,0
"494",0,0,0,0
"495",0,0,0,0
"496",0,0,0,0
"497",0,0,0,0
"498",0,0,0,1
"499",0,0,0,0
"500",0,0,0,0
"501",0,0,0,0
"502",0,0,0,0
"503",0,0,0,0
"504",0,0,0,0
"505",0,0,0,0
"506",0,0,0,0
"507",0,0,0,1
"508",0,0,0,0
"509",0,0,0,0
"510",0,0,0,0
"511",0,0,0,0
"512",0,0,0,1
"513",0,0,0,0
"514",0,0,0,0
"515",0,0,0,0
"516",0,0,0,0
"517",0,0,0,0
"518",0,0,0,0
"519",0,0,0,0
"520",0,0,0,0
"521",0,0,0,0
"522",0,0,0,0
"523",0,0,0,0
"524",0,0,0,0
"525",0,0,0,0
"526",0,0,0,0
"527",0,0,0,0
"528",0,0,0,0
"529",0,0,0,0
"530",0,0,0,1
"531",0,0,0,0
"532",0,0,0,0
"533",0,0,0,0
"534",0,0,0,0
"535",0,0,0,0
"536",0,0,0,0
"537",0,0,0,0
"538",0,0,0,0
"539",0,0,0,0
"540",0,0,0,0
"541",0,0,0,0
"542",0,0,0,1
"543",0,0,0,0
"544",0,0,0,0
"545",0,0,0,0
"546",0,0,0,0
"547",0,0,0,0
"548",0,0,0,0
"549",0,0,0,0
"550",4,36,1,0
"551",4,36,1,0
"552",4,36,1,0
"553",4,36,1,1
"554",4,36,1,0
"555",4,36,1,0
"556",4,36,1,0
"557",4,36,1,0
"558",4,36,1,0
"559",4,36,1,0
"560",4,36,1,0
"561",4,36,1,0
"562",4,36,1,0
"563",4,36,1,0
"564",4,36,1,0
"565",4,36,1,0
"566",4,36,1,0
"567",4,36,1,0
"568",4,36,1,0
"569",4,36,1,0
"570",4,36,1,0
"571",4,36,1,0
"572",4,36,1,0
"573",4,36,1,0
"574",4,36,1,0
"575",4,36,1,0
"576",4,36,1,1
"577",4,36,1,0
"578",4,36,1,0
"579",4,36,1,0
"580",4,36,1,0
"581",4,36,1,0
"582",4,36,1,0
"583",4,36,1,0
"584",4,36,1,0
"585",4,36,1,0
"586",4,36,1,0
"587",4,36,1,0
"588",4,36,1,0
"589",4,36,1,0
"590",4,36,1,0
"591",4,36,1,0
"592",4,36,1,0
"593",4,36,1,0
"594",4,36,1,0
"595",4,36,1,0
"596",4,36,1,0
"597",4,36,1,0
"598",4,36,1,0
"599",4,36,1,1
"600",5,36,2,0
"601",5,36,2,0
"602",5,36,2,0
"603",5,36,2,0
"604",5,36,2,0
"605",5,36,2,0
"606",5,36,2,0
"607",5,36,2,0
"608",5,36,2,0
"609",5,36,2,0
"610",5,36,2,0
"611",5,36,2,0
"612",5,36,2,0
"613",5,36,2,0
"614",5,36,2,0
"615",5,36,2,1
"616",5,36,2,0
"617",5,36,2,0
"618",5,36,2,0
"619",5,36,2,0
"620",5,36,2,0
"621",5,36,2,0
"622",5,36,2,0
"623",5,36,2,0
"624",5,36,2,0
"625",5,36,2,0
"626",5,36,2,0
"627",5,36,2,0
"628",5,36,2,0
"629",5,36,2,0
"630",5,36,2,0
"631",5,36,2,0
"632",5,36,2,0
"633",5,36,2,0
"634",5,36,2,0
"635",5,36,2,0
"636",5,36,2,0
"637",5,36,2,0
"638",5,36,2,0
"639",5,36,2,0
"640",5,36,2,0
"641",5,36,2,0
"642",5,36,2,0
"643",5,36,2,0
"644",5,36,2,0
"645",5,36,2,0
"646",5,36,2,0
"647",5,36,2,0
"648",5,36,2,0
"649",5,36,2,0
"650",6,36,3,0
"651",6,36,3,0
"652",6,36,3,1
"653",6,36,3,0
"654",6,36,3,0
"655",6,36,3,0
"656",6,36,3,0
"657",6,36,3,0
"658",6,36,3,0
"659",6,36,3,0
"660",6,36,3,0
"661",6,36,3,0
"662",6,36,3,0
"663",6,36,3,0
"664",6,36,3,0
"665",6,36,3,0
"666",6,36,3,0
"667",6,36,3,0
"668",6,36,3,0
"669",6,36,3,1
"670",6,36,3,0
"671",6,36,3,0
"672",6,36,3,0
"673",6,36,3,0
"674",6,36,3,0
"675",6,36,3,0
"676",6,36,3,0
"677",6,36,3,0
"678",6,36,3,0
"679",6,36,3,0
"680",6,36,3,0
"681",6,36,3,0
"682",6,36,3,0
"683",6,36,3,0
"684",6,36,3,0
"685",6,36,3,0
"686",6,36,3,0
"687",6,36,3,1
"688",6,36,3,0
"689",6,36,3,0
"690",6,36,3,0
"691",6,36,3,0
"692",6,36,3,0
"693",6,36,3,0
"694",6,36,3,0
"695",6,36,3,1
"696",6,36,3,0
"697",6,36,3,0
"698",6,36,3,0
"699",6,36,3,0
"700",7,132,1,0
"701",7,132,1,0
"702",7,132,1,0
"703",7,132,1,0
"704",7,132,1,1
"705",7,132,1,0
"706",7,132,1,0
"707",7,132,1,0
"708",7,132,1,0
"709",7,132,1,0
"710",7,132,1,0
"711",7,132,1,0
"712",7,132,1,0
"713",7,132,1,0
"714",7,132,1,0
"715",7,132,1,0
"716",7,132,1,0
"717",7,132,1,0
"718",7,132,1,1
"719",7,132,1,0
"720",7,132,1,0
"721",7,132,1,0
"722",7,132,1,0
"723",7,132,1,0
"724",7,132,1,0
"725",7,132,1,0
"726",7,132,1,0
"727",7,132,1,0
"728",7,132,1,0
"729",7,132,1,0
"730",7,132,1,0
"731",7,132,1,0
"732",7,132,1,0
"733",7,132,1,0
"734",7,132,1,0
"735",7,132,1,0
"736",7,132,1,0
"737",7,132,1,0
"738",7,132,1,0
"739",7,132,1,0
"740",7,132,1,0
"741",7,132,1,0
"742",7,132,1,0
"743",7,132,1,0
"744",7,132,1,0
"745",7,132,1,0
"746",7,132,1,1
"747",7,132,1,0
"748",7,132,1,0
"749",7,132,1,0
"750",8,132,2,0
"751",8,132,2,0
"752",8,132,2,0
"753",8,132,2,0
"754",8,132,2,0
"755",8,132,2,0
"756",8,132,2,0
"757",8,132,2,0
"758",8,132,2,0
"759",8,132,2,0
"760",8,132,2,0
"761",8,132,2,0
"762",8,132,2,0
"763",8,132,2,0
"764",8,132,2,0
"765",8,132,2,0
"766",8,132,2,0
"767",8,132,2,0
"768",8,132,2,0
"769",8,132,2,0
"770",8,132,2,0
"771",8,132,2,0
"772",8,132,2,0
"773",8,132,2,0
"774",8,132,2,0
"775",8,132,2,0
"776",8,132,2,0
"777",8,132,2,0
"778",8,132,2,0
"779",8,132,2,0
"780",8,132,2,0
"781",8,132,2,0
"782",8,132,2,0
"783",8,132,2,0
"784",8,132,2,0
"785",8,132,2,0
"786",8,132,2,0
"787",8,132,2,0
"788",8,132,2,0
"789",8,132,2,0
"790",8,132,2,0
"791",8,132,2,0
"792",8,132,2,0
"793",8,132,2,0
"794",8,132,2,0
"795",8,132,2,0
"796",8,132,2,0
"797",8,132,2,0
"798",8,132,2,0
"799",8,132,2,0
"800",9,132,3,0
"801",9,132,3,0
"802",9,132,3,0
"803",9,132,3,0
"804",9,132,3,0
"805",9,132,3,0
"806",9,132,3,0
"807",9,132,3,0
"808",9,132,3,0
"809",9,132,3,0
"810",9,132,3,0
"811",9,132,3,0
"812",9,132,3,0
"813",9,132,3,1
"814",9,132,3,0
"815",9,132,3,0
"816",9,132,3,0
"817",9,132,3,0
"818",9,132,3,0
"819",9,132,3,0
"820",9,132,3,0
"821",9,132,3,0
"822",9,132,3,0
"823",9,132,3,0
"824",9,132,3,0
"825",9,132,3,0
"826",9,132,3,0
"827",9,132,3,0
"828",9,132,3,0
"829",9,132,3,0
"830",9,132,3,0
"831",9,132,3,0
"832",9,132,3,0
"833",9,132,3,0
"834",9,132,3,0
"835",9,132,3,0
"836",9,132,3,0
"837",9,132,3,0
"838",9,132,3,0
"839",9,132,3,0
"840",9,132,3,0
"841",9,132,3,0
"842",9,132,3,0
"843",9,132,3,0
"844",9,132,3,0
"845",12,132,4,0
"846",12,132,4,0
"847",12,132,4,0
"848",12,132,4,0
"849",12,132,4,0
"850",12,132,4,0
"851",12,132,4,0
"852",12,132,4,0
"853",12,132,4,0
"854",12,132,4,0
"855",12,132,4,0
"856",12,132,4,0
"857",12,132,4,0
"858",12,132,4,0
"859",12,132,4,0
"860",12,132,4,0
"861",12,132,4,0
"862",12,132,4,0
"863",12,132,4,0
"864",12,132,4,0
"865",12,132,4,0
"866",12,132,4,0
"867",12,132,4,0
"868",12,132,4,0
"869",12,132,4,0
"870",12,132,4,0
"871",12,132,4,0
"872",12,132,4,0
"873",12,132,4,1
"874",12,132,4,0
"875",12,132,4,0
"876",12,132,4,0
"877",12,132,4,0
"878",12,132,4,0
"879",12,132,4,0
"880",12,132,4,0
"881",12,132,4,0
"882",12,132,4,0
"883",12,132,4,0
"884",12,132,4,0
