"","A","sex","P","D","Y","rate"
"85",1,1,1977,26,35035.1666666667,0.742111497495374
"86",1,2,1977,29,33437.6666666667,0.867285396708303
"87",1,1,1978,32,32647.6666666667,0.980161930919004
"88",1,2,1978,16,30980.3333333333,0.516456676816475
"89",1,1,1979,39,31748.5,1.22840449155078
"90",1,2,1979,26,30323.8333333333,0.857411387082768
"91",1,1,1980,26,31097.3333333333,0.836084551730052
"92",1,2,1980,20,29682.8333333333,0.673790125605709
"93",1,1,1981,27,29807.8333333333,0.905802166097279
"94",1,2,1981,21,28543.6666666667,0.735714869614976
"95",1,1,1982,15,28127,0.53329541010417
"96",1,2,1982,16,27074.3333333333,0.590965613188383
"97",1,1,1983,26,27021.8333333333,0.962184899864924
"98",1,2,1983,20,25924,0.771485881808363
"99",1,1,1984,13,26511.1666666667,0.490359408299647
"100",1,2,1984,21,25369.5,0.827765624076154
"101",1,1,1985,21,26295.3333333333,0.798620794564308
"102",1,2,1985,11,25203.6666666667,0.436444432688365
"103",1,1,1986,16,27102.3333333333,0.59035507397887
"104",1,2,1986,24,26006.8333333333,0.922834383271063
"105",1,1,1987,25,28098,0.88974304220941
"106",1,2,1987,20,26837.5,0.745225896599907
"107",1,1,1988,20,28812.6666666667,0.694139151761957
"108",1,2,1988,23,27201,0.845557148634241
"109",1,1,1989,20,29707.1666666667,0.673238219733734
"110",1,2,1989,22,27951.3333333333,0.787082309728814
"111",1,1,1990,25,30906.3333333333,0.808895695596372
"112",1,2,1990,13,29281.8333333333,0.443961272916655
"113",1,1,1991,23,32070.3333333333,0.71717371194562
"114",1,2,1991,23,30502.3333333333,0.754040674483919
"115",1,1,1992,20,32894.5,0.608004377631519
"116",1,2,1992,10,31282.8333333333,0.319664139544052
"117",1,1,1993,11,34023.1666666667,0.323309117806984
"118",1,2,1993,18,32293.1666666667,0.557393463013331
"119",1,1,1994,22,34842,0.631421847195913
"120",1,2,1994,18,33004.8333333333,0.545374667346702
"121",1,1,1995,21,35346.6666666667,0.594115428140324
"122",1,2,1995,15,33681.8333333333,0.445343929220005
"123",1,1,1996,24,36131.8333333333,0.664234216365071
"124",1,2,1996,19,34348.1666666667,0.553159072051395
"125",1,1,1997,20,35627.3333333333,0.561366740891825
"126",1,2,1997,13,33713.3333333333,0.38560411311054
"127",1,1,1998,24,34947.6666666667,0.686741127209256
"128",1,2,1998,18,33085.5,0.544044974384549
"129",1,1,1999,12,34560.5,0.347217198825248
"130",1,2,1999,9,32696,0.275263029116712
"131",1,1,2000,12,34149.6666666667,0.351394352311882
"132",1,2,2000,16,32481,0.492595671315538
"133",1,1,2001,11,34320.8333333333,0.320505038242078
"134",1,2,2001,17,32776.5,0.51866428691288
"135",1,1,2002,16,34097.1666666667,0.46924720040277
"136",1,2,2002,16,32578.1666666667,0.491126470181973
"137",1,1,2003,14,33370.6666666667,0.41953012625859
"138",1,2,2003,7,31777,0.220285111873368
"139",1,1,2004,10,33243.5,0.300810684795524
"140",1,2,2004,17,31580.5,0.53830686657906
"141",1,1,2005,9,33280.3333333333,0.270429983674042
"142",1,2,2005,8,31750.3333333333,0.251965858626156
"143",1,1,2006,13,33124.5,0.392458754094401
"144",1,2,2006,4,31747.3333333333,0.125994834211797
"145",1,1,2007,13,33383,0.389419764550819
"146",1,2,2007,10,31812.5,0.31434184675835
"147",1,1,2008,11,33489.5,0.328461159467893
"148",1,2,2008,8,31793.5,0.251623759573498
"149",1,1,2009,9,33571.3333333333,0.268085866910261
"150",1,2,2009,11,31802.5,0.345884757487619
"151",1,1,2010,9,33326,0.270059413070876
"152",1,2,2010,6,31456.8333333333,0.190737571592818
"153",1,1,2011,12,32762.8333333333,0.366268688605483
"154",1,2,2011,5,31111.6666666667,0.160711415867574
"155",1,1,2012,3,31621.3333333333,0.0948726598077247
"156",1,2,2012,8,30295.3333333333,0.264067073036551
"157",2,1,1974,32,38320.5,0.835062172988348
"158",2,2,1974,14,36520,0.383351588170865
"159",2,1,1975,24,37285.3333333333,0.643684737519668
"160",2,2,1975,20,35767,0.55917465820449
"161",2,1,1976,29,36201.1666666667,0.80107915490753
"162",2,2,1976,14,34719.1666666667,0.403235484722656
"163",2,1,1977,16,36305.6666666667,0.440702553320418
"164",2,2,1977,23,35005.3333333333,0.657042736344938
"165",2,1,1978,15,35102,0.427326078286138
"166",2,2,1978,16,33552.3333333333,0.476866983915674
"167",2,1,1979,18,32722.6666666667,0.550077418303317
"168",2,2,1979,13,31087.3333333333,0.418176749372735
"169",2,1,1980,21,31798.5,0.66040850983537
"170",2,2,1980,12,30381.8333333333,0.39497287304365
"171",2,1,1981,16,31114.1666666667,0.514235209041969
"172",2,2,1981,10,29714.6666666667,0.336534146998115
"173",2,1,1982,19,29815.8333333333,0.63724531149557
"174",2,2,1982,10,28579.5,0.349901152924299
"175",2,1,1983,7,28147.3333333333,0.248691409488169
"176",2,2,1983,11,27112.3333333333,0.4057194142887
"177",2,1,1984,13,27037.5,0.48081368469718
"178",2,2,1984,10,25951.5,0.385334181068532
"179",2,1,1985,9,26570.5,0.338721514461527
"180",2,2,1985,11,25427.1666666667,0.43260816842878
"181",2,1,1986,12,26399.8333333333,0.454548324168713
"182",2,2,1986,4,25317.8333333333,0.157991402634507
"183",2,1,1987,13,27233.3333333333,0.477356181150551
"184",2,2,1987,19,26116.8333333333,0.727500143585555
"185",2,1,1988,15,28166.8333333333,0.532541227566701
"186",2,2,1988,14,26902.8333333333,0.520391284685008
"187",2,1,1989,21,28847,0.727978645959719
"188",2,2,1989,7,27252.1666666667,0.256860310800976
"189",2,1,1990,15,29787.8333333333,0.503561297397707
"190",2,2,1990,6,28020.5,0.214128941310826
"191",2,1,1991,14,31007,0.451510949140517
"192",2,2,1991,4,29413.5,0.135991976473388
"193",2,1,1992,8,32188,0.248539828507518
"194",2,2,1992,13,30641.6666666667,0.424258906717433
"195",2,1,1993,8,33024.3333333333,0.24224561686837
"196",2,2,1993,13,31394,0.41409186468752
"197",2,1,1994,12,34159.6666666667,0.351291484108939
"198",2,2,1994,8,32415.8333333333,0.246792976683205
"199",2,1,1995,9,35030.8333333333,0.256916525917644
"200",2,2,1995,8,33213,0.24086953903592
"201",2,1,1996,7,35575.8333333333,0.196762783724907
"202",2,2,1996,8,33905.8333333333,0.235947599970507
"203",2,1,1997,14,36286.3333333333,0.385820189419341
"204",2,2,1997,5,34513.8333333333,0.14486944848201
"205",2,1,1998,13,35740,0.363738108561835
"206",2,2,1998,8,33838.1666666667,0.236419427766477
"207",2,1,1999,12,35036.8333333333,0.342496705847656
"208",2,2,1999,8,33197.3333333333,0.240983211502932
"209",2,1,2000,5,34653.1666666667,0.144286957901875
"210",2,2,2000,3,32823.3333333333,0.091398395450391
"211",2,1,2001,12,34255.8333333333,0.35030530080035
"212",2,2,2001,6,32615.5,0.183961613343349
"213",2,1,2002,8,34405.1666666667,0.232523215989847
"214",2,2,2002,7,32909.1666666667,0.212706692664151
"215",2,1,2003,15,34145.8333333333,0.439292251372788
"216",2,2,2003,8,32667.1666666667,0.244894210802896
"217",2,1,2004,5,33394.1666666667,0.149726748683652
"218",2,2,2004,8,31839.1666666667,0.251262857591541
"219",2,1,2005,3,33253.6666666667,0.0902156153206163
"220",2,2,2005,4,31624.8333333333,0.126482880015178
"221",2,1,2006,4,33302,0.120112906131764
"222",2,2,2006,4,31816.8333333333,0.125719613831253
"223",2,1,2007,6,33176.5,0.180850903500972
"224",2,2,2007,8,31844.6666666667,0.251219461134256
"225",2,1,2008,10,33532.3333333333,0.298219628815969
"226",2,2,2008,3,31981.5,0.0938042305707987
"227",2,1,2009,2,33648.6666666667,0.0594377191765895
"228",2,2,2009,10,31963.3333333333,0.312858483679216
"229",2,1,2010,7,33747.3333333333,0.207423796448114
"230",2,2,2010,2,31963.1666666667,0.0625720230056471
"231",2,1,2011,4,33466.1666666667,0.119523698063218
"232",2,2,2011,5,31563.3333333333,0.15841165909811
"233",2,1,2012,7,32910.8333333333,0.21269592079609
"234",2,2,2012,9,31206.1666666667,0.288404535428361
"235",3,1,1974,19,37252.6666666667,0.51003060183611
"236",3,2,1974,10,35358.8333333333,0.282814761045095
"237",3,1,1975,18,38234.1666666667,0.470783112835378
"238",3,2,1975,12,36456.3333333333,0.329160913970138
"239",3,1,1976,27,37236.1666666667,0.72510149182918
"240",3,2,1976,12,35732.1666666667,0.335831860182002
"241",3,1,1977,19,36253,0.524094557691777
"242",3,2,1977,10,34788,0.287455444406117
"243",3,1,1978,17,36366.8333333333,0.467458902571482
"244",3,2,1978,10,35083,0.285038337656415
"245",3,1,1979,13,35168.5,0.369648975645819
"246",3,2,1979,18,33633.5,0.535180697816165
"247",3,1,1980,19,32757.5,0.580019842784095
"248",3,2,1980,7,31135.1666666667,0.224826161200358
"249",3,1,1981,12,31797.1666666667,0.377392115649717
"250",3,2,1981,9,30377.1666666667,0.296275162814175
"251",3,1,1982,8,31090.1666666667,0.257316086007902
"252",3,2,1982,6,29721.6666666667,0.20187293220434
"253",3,1,1983,13,29799.5,0.43624893035118
"254",3,2,1983,6,28608.1666666667,0.209730321761269
"255",3,1,1984,11,28138.5,0.390923467846545
"256",3,2,1984,6,27141.6666666667,0.221062327295057
"257",3,1,1985,10,27083.3333333333,0.369230769230769
"258",3,2,1985,9,26002.5,0.346120565330257
"259",3,1,1986,6,26667,0.224997187535156
"260",3,2,1986,9,25528.1666666667,0.352551756556483
"261",3,1,1987,11,26502.3333333333,0.415057793653389
"262",3,2,1987,7,25415.8333333333,0.275418866192334
"263",3,1,1988,7,27312.1666666667,0.256296034123986
"264",3,2,1988,5,26173.6666666667,0.191031698526509
"265",3,1,1989,13,28210,0.460829493087558
"266",3,2,1989,6,26949,0.222642769676055
"267",3,1,1990,11,28939.3333333333,0.380105508074362
"268",3,2,1990,8,27309.8333333333,0.292934779291952
"269",3,1,1991,13,29896.5,0.434833508939173
"270",3,2,1991,2,28120.6666666667,0.071122069178066
"271",3,1,1992,11,31108,0.353606789250354
"272",3,2,1992,9,29535.1666666667,0.304721490200947
"273",3,1,1993,8,32285,0.247793092767539
"274",3,2,1993,10,30737.3333333333,0.325337266299397
"275",3,1,1994,8,33111.8333333333,0.2416054683371
"276",3,2,1994,9,31492.5,0.285782329125982
"277",3,1,1995,10,34349.1666666667,0.291127877920376
"278",3,2,1995,6,32603.5,0.184029322005306
"279",3,1,1996,8,35242.5,0.226998652195503
"280",3,2,1996,7,33424.3333333333,0.209428260847885
"281",3,1,1997,10,35707.8333333333,0.280050595807643
"282",3,2,1997,2,34047.3333333333,0.0587417516790351
"283",3,1,1998,10,36386.8333333333,0.274824684753185
"284",3,2,1998,3,34617.3333333333,0.0866617879289759
"285",3,1,1999,3,35824.3333333333,0.0837419630977083
"286",3,2,1999,7,33899.6666666667,0.206491705916479
"287",3,1,2000,7,35113.5,0.199353524997508
"288",3,2,2000,5,33276.6666666667,0.150255434238205
"289",3,1,2001,8,34744.6666666667,0.230251165646526
"290",3,2,2001,8,32929.3333333333,0.242944487184678
"291",3,1,2002,6,34335.8333333333,0.174744557435138
"292",3,2,2002,10,32721.8333333333,0.305606348462545
"293",3,1,2003,4,34450.8333333333,0.116107496190223
"294",3,2,2003,5,32968,0.151662217908275
"295",3,1,2004,7,34143.5,0.205017060348236
"296",3,2,2004,3,32684.5,0.0917866266884915
"297",3,1,2005,9,33396,0.269493352497305
"298",3,2,2005,5,31841.8333333333,0.157026134382966
"299",3,1,2006,4,33277.1666666667,0.12020254128206
"300",3,2,2006,5,31637,0.158042797989696
"301",3,1,2007,4,33321.1666666667,0.120043815992837
"302",3,2,2007,1,31870.6666666667,0.0313768146257792
"303",3,1,2008,8,33269.3333333333,0.240461686437961
"304",3,2,2008,1,31956,0.0312930279133809
"305",3,1,2009,1,33642.6666666667,0.0297241597970831
"306",3,2,2009,5,32110.5,0.155712305943539
"307",3,1,2010,4,33759.1666666667,0.11848633704426
"308",3,2,2010,2,32068,0.0623674691281028
"309",3,1,2011,5,33850.1666666667,0.147709760168586
"310",3,2,2011,4,32031.8333333333,0.124875774620039
"311",3,1,2012,1,33565.6666666667,0.0297923473390468
"312",3,2,2012,1,31623.3333333333,0.0316222198798356
"313",4,1,1974,16,36289.8333333333,0.440894832804413
"314",4,2,1974,16,34379.3333333333,0.465395877368186
"315",4,1,1975,13,37169.8333333333,0.349745985768029
"316",4,2,1975,7,35299.8333333333,0.1983012195525
"317",4,1,1976,17,38189.5,0.445148535592244
"318",4,2,1976,14,36438.1666666667,0.384212524413504
"319",4,1,1977,15,37283.1666666667,0.4023263403055
"320",4,2,1977,9,35800.6666666667,0.251391966630044
"321",4,1,1978,9,36315.3333333333,0.24782919978705
"322",4,2,1978,9,34863.1666666667,0.258152108959312
"323",4,1,1979,11,36430.3333333333,0.301946180380818
"324",4,2,1979,9,35151,0.2560382350431
"325",4,1,1980,7,35209.8333333333,0.19880809811653
"326",4,2,1980,12,33684.5,0.356246938502872
"327",4,1,1981,12,32739.6666666667,0.366527861208117
"328",4,2,1981,9,31120,0.289203084832905
"329",4,1,1982,12,31772.6666666667,0.377683123859082
"330",4,2,1982,9,30358.5,0.29645733484856
"331",4,1,1983,14,31058.3333333333,0.450764690099276
"332",4,2,1983,8,29715.6666666667,0.269218257484828
"333",4,1,1984,12,29785.1666666667,0.402885105001931
"334",4,2,1984,8,28618.6666666667,0.279537830786433
"335",4,1,1985,7,28174.6666666667,0.248450144337703
"336",4,2,1985,6,27169.3333333333,0.220837218432546
"337",4,1,1986,6,27186.5,0.220697772791643
"338",4,2,1986,4,26077.1666666667,0.153390897528489
"339",4,1,1987,7,26760,0.261584454409567
"340",4,2,1987,9,25619.3333333333,0.351297197429025
"341",4,1,1988,4,26562.5,0.150588235294118
"342",4,2,1988,9,25479.3333333333,0.353227452314294
"343",4,1,1989,6,27350.6666666667,0.219373080485546
"344",4,2,1989,6,26229.6666666667,0.2287486179771
"345",4,1,1990,8,28278,0.282905438857062
"346",4,2,1990,7,27019,0.259076945852918
"347",4,1,1991,8,29049.1666666667,0.275395163372443
"348",4,2,1991,5,27407.3333333333,0.182432925494393
"349",4,1,1992,5,29995.1666666667,0.166693522845347
"350",4,2,1992,7,28223.1666666667,0.248023196074147
"351",4,1,1993,9,31205.6666666667,0.288409156456626
"352",4,2,1993,3,29625.6666666667,0.10126354399901
"353",4,1,1994,7,32378.1666666667,0.21619506972291
"354",4,2,1994,7,30845.6666666667,0.226936252526017
"355",4,1,1995,13,33308.3333333333,0.390292719539655
"356",4,2,1995,3,31692.3333333333,0.0946601175889016
"357",4,1,1996,7,34580.5,0.202426222871271
"358",4,2,1996,7,32824.5,0.213255342807964
"359",4,1,1997,5,35359.8333333333,0.141403381426194
"360",4,2,1997,7,33548.6666666667,0.208652107386285
"361",4,1,1998,9,35787.5,0.25148445686343
"362",4,2,1998,6,34139.3333333333,0.175750356382667
"363",4,1,1999,8,36457,0.219436596538388
"364",4,2,1999,3,34670.1666666667,0.0865297253642661
"365",4,1,2000,6,35893.3333333333,0.167161961367013
"366",4,2,2000,1,33961,0.0294455404728954
"367",4,1,2001,3,35210,0.0852030673104232
"368",4,2,2001,6,33379.5,0.179751044802948
"369",4,1,2002,3,34837.3333333333,0.0861145131659522
"370",4,2,2002,2,33043.8333333333,0.060525665404034
"371",4,1,2003,9,34371.8333333333,0.261842303048523
"372",4,2,2003,5,32796.1666666667,0.152456842008975
"373",4,1,2004,5,34447.1666666667,0.145149818804643
"374",4,2,2004,6,32977.6666666667,0.181941313818443
"375",4,1,2005,7,34101.3333333333,0.205270566155771
"376",4,2,2005,5,32665.6666666667,0.153065910180924
"377",4,1,2006,3,33388.6666666667,0.0898508475929956
"378",4,2,2006,2,31818.8333333333,0.0628558558086668
"379",4,1,2007,6,33309,0.180131495992074
"380",4,2,2007,4,31643.1666666667,0.126409598702195
"381",4,1,2008,3,33405.1666666667,0.0898064670634782
"382",4,2,2008,0,31933.3333333333,0
"383",4,1,2009,4,33373,0.119857369730021
"384",4,2,2009,2,32054.5,0.0623937356689388
"385",4,1,2010,2,33721.1666666667,0.05930992897636
"386",4,2,2010,1,32211.8333333333,0.0310444919310191
"387",4,1,2011,2,33840.8333333333,0.0591001994631732
"388",4,2,2011,3,32137.5,0.0933488914819137
"389",4,1,2012,6,33941.6666666667,0.176773876749325
"390",4,2,2012,2,32089.5,0.0623256828557628
"391",5,1,1974,10,37193.8333333333,0.268861773681121
"392",5,2,1974,9,35043,0.256827326427532
"393",5,1,1975,13,36217.6666666667,0.358940848388908
"394",5,2,1975,18,34345.6666666667,0.524083581626018
"395",5,1,1976,16,37133.6666666667,0.430875844920602
"396",5,2,1976,9,35278.5,0.255112887452698
"397",5,1,1977,13,38239.1666666667,0.339965567589949
"398",5,2,1977,13,36486.8333333333,0.356292909314319
"399",5,1,1978,10,37337.8333333333,0.267824860396292
"400",5,2,1978,9,35857.8333333333,0.250991182772709
"401",5,1,1979,19,36386.1666666667,0.522176468163267
"402",5,2,1979,8,34907.6666666667,0.229176016729849
"403",5,1,1980,9,36481.6666666667,0.246699255333729
"404",5,2,1980,7,35193.5,0.198900365124242
"405",5,1,1981,11,35180.1666666667,0.312676176444114
"406",5,2,1981,14,33679.1666666667,0.415687244834839
"407",5,1,1982,5,32689.5,0.152954312546842
"408",5,2,1982,5,31093.8333333333,0.16080358913611
"409",5,1,1983,6,31749,0.188982330152131
"410",5,2,1983,3,30346.5,0.0988581879294153
"411",5,1,1984,7,31053.3333333333,0.225418634607127
"412",5,2,1984,3,29713.1666666667,0.100965340842163
"413",5,1,1985,10,29818.3333333333,0.335364149572411
"414",5,2,1985,10,28645.8333333333,0.349090909090909
"415",5,1,1986,5,28255.5,0.176956698695829
"416",5,2,1986,3,27231.3333333333,0.110167209342179
"417",5,1,1987,6,27286.5,0.219888956077181
"418",5,2,1987,4,26164.3333333333,0.152879874638503
"419",5,1,1988,7,26817.1666666667,0.261026829829152
"420",5,2,1988,3,25679.5,0.116824704530851
"421",5,1,1989,5,26614.3333333333,0.187868692308656
"422",5,2,1989,7,25525.8333333333,0.274231987202507
"423",5,1,1990,12,27416.1666666667,0.437697951938333
"424",5,2,1990,4,26284,0.152183838076396
"425",5,1,1991,4,28374,0.140974131246916
"426",5,2,1991,3,27105.5,0.110678644555533
"427",5,1,1992,5,29151.6666666667,0.171516780058316
"428",5,2,1992,3,27503.3333333333,0.109077687553024
"429",5,1,1993,8,30084.3333333333,0.265919138421991
"430",5,2,1993,4,28310.5,0.141290333975027
"431",5,1,1994,4,31320.8333333333,0.127710522814953
"432",5,2,1994,4,29722.5,0.134578181512322
"433",5,1,1995,3,32589.3333333333,0.0920546600114557
"434",5,2,1995,6,31026.5,0.19338307575782
"435",5,1,1996,4,33549.5,0.119226814110493
"436",5,2,1996,5,31901.6666666667,0.156731623217178
"437",5,1,1997,8,34703.5,0.23052429870186
"438",5,2,1997,2,32933.6666666667,0.0607281302820822
"439",5,1,1998,6,35440.6666666667,0.169297041063938
"440",5,2,1998,5,33626.5,0.148692251646767
"441",5,1,1999,6,35855.5,0.167338344187084
"442",5,2,1999,2,34197.8333333333,0.0584832372421255
"443",5,1,2000,9,36526.6666666667,0.246395327614528
"444",5,2,2000,3,34720.6666666667,0.086403870893416
"445",5,1,2001,5,35987,0.138939061327702
"446",5,2,2001,2,34061,0.0587181820850826
"447",5,1,2002,3,35319.8333333333,0.0849381131470043
"448",5,2,2002,2,33475.6666666667,0.0597448893225925
"449",5,1,2003,3,34892.8333333333,0.0859775407557426
"450",5,2,2003,2,33108.5,0.0604074482383678
"451",5,1,2004,3,34377.1666666667,0.0872672267929779
"452",5,2,2004,3,32800,0.0914634146341463
"453",5,1,2005,3,34416.3333333333,0.08716791445922
"454",5,2,2005,2,32949.5,0.0606989483907191
"455",5,1,2006,5,34074.6666666667,0.146736578494287
"456",5,2,2006,3,32635.8333333333,0.0919234992212037
"457",5,1,2007,1,33415.3333333333,0.0299263811024879
"458",5,2,2007,2,31816.5,0.0628604654817469
"459",5,1,2008,4,33381.6666666667,0.119826251934695
"460",5,2,2008,2,31685.3333333333,0.0631206867530719
"461",5,1,2009,1,33488.3333333333,0.0298611456726223
"462",5,2,2009,2,31999.8333333333,0.0625003255225288
"463",5,1,2010,2,33424.5,0.0598363475893431
"464",5,2,2010,0,32119.1666666667,0
"465",5,1,2011,4,33757,0.118493941997215
"466",5,2,2011,5,32263.5,0.154973886900057
"467",5,1,2012,1,33885.1666666667,0.0295114381415664
"468",5,2,2012,1,32191.6666666667,0.0310639399430494
"469",6,1,1974,14,39463.1666666667,0.354761190815064
"470",6,2,1974,11,37513.3333333333,0.293229074106984
"471",6,1,1975,24,37132.5,0.64633407392446
"472",6,2,1975,7,35017.6666666667,0.199899098550256
"473",6,1,1976,13,36181.3333333333,0.359301297169811
"474",6,2,1976,8,34349.1666666667,0.232902302336301
"475",6,1,1977,14,37178.5,0.376561722500908
"476",6,2,1977,8,35333.8333333333,0.226411890397777
"477",6,1,1978,6,38284.1666666667,0.156722753096363
"478",6,2,1978,11,36535.1666666667,0.301079781580304
"479",6,1,1979,13,37372.6666666667,0.347847803207335
"480",6,2,1979,10,35901.1666666667,0.278542480049395
"481",6,1,1980,12,36416.5,0.32952095890599
"482",6,2,1980,7,34951.8333333333,0.200275617397275
"483",6,1,1981,13,36458.5,0.356569798538064
"484",6,2,1981,7,35208.3333333333,0.198816568047337
"485",6,1,1982,9,35134.6666666667,0.256157261584001
"486",6,2,1982,11,33653.5,0.326860504850907
"487",6,1,1983,7,32679.6666666667,0.214200471241037
"488",6,2,1983,4,31085.5,0.128677357610461
"489",6,1,1984,6,31755.3333333333,0.188944639220708
"490",6,2,1984,5,30348,0.164755502833795
"491",6,1,1985,5,31088.6666666667,0.16083031329745
"492",6,2,1985,4,29744.8333333333,0.134477136085259
"493",6,1,1986,5,29885.3333333333,0.16730614794325
"494",6,2,1986,10,28706.6666666667,0.348351137947051
"495",6,1,1987,7,28345.1666666667,0.246955683214657
"496",6,2,1987,1,27320,0.0366032210834553
"497",6,1,1988,8,27347.3333333333,0.292533092806124
"498",6,2,1988,2,26231.5,0.0762442102052875
"499",6,1,1989,5,26870.3333333333,0.186078822989418
"500",6,2,1989,6,25723.1666666667,0.233252774736133
"501",6,1,1990,4,26686,0.14989132878663
"502",6,2,1990,8,25594.5,0.312567153099299
"503",6,1,1991,9,27509.5,0.327159708464349
"504",6,2,1991,8,26377.3333333333,0.303290704139918
"505",6,1,1992,5,28487.1666666667,0.175517630746008
"506",6,2,1992,4,27206.6666666667,0.147022788532222
"507",6,1,1993,8,29238,0.273616526438197
"508",6,2,1993,5,27596.3333333333,0.18118349056034
"509",6,1,1994,7,30166.5,0.232045480914259
"510",6,2,1994,6,28409.6666666667,0.211195719766746
"511",6,1,1995,6,31525.1666666667,0.190324132571332
"512",6,2,1995,2,29903.5,0.0668818031334125
"513",6,1,1996,8,32832.3333333333,0.243662243520107
"514",6,2,1996,3,31232.6666666667,0.0960532775512818
"515",6,1,1997,9,33689.8333333333,0.267142906613766
"516",6,2,1997,0,32013.5,0
"517",6,1,1998,3,34792.1666666667,0.086226305729738
"518",6,2,1998,2,32991.1666666667,0.0606222877841038
