"","Current.policy","Past.execution.rate","Political.culture","Current.opinion","Citizen.ideology","Murder.rate","Catholic","Black","Urban","Past.laws","Past.opinion"
"23",3.39873313903809,0.0177864618599415,7.8600001335144,0.679099977016449,3.79169988632202,8.80000019073486,5,18.7999992370605,72.5,50,65
"24",11.7196846008301,0.02484848536551,8.56999969482422,0.392100036144257,4.01140022277832,11.6000003814697,2,25.2999992370605,67.4000015258789,50,69
"25",7.83182191848755,0.0329815298318863,9,0.59550005197525,4.01270008087158,10.3000001907349,2,15.8999996185303,40.0999984741211,52,76
"26",7.43115234375,0.0277193654328585,7.80000019073486,0.943800032138824,3.7820999622345,10.6999998092651,13,13.6000003814697,90.8000030517578,52,75
"27",3.04259634017944,0.0588378310203552,8.80000019073486,0.459899961948395,3.93899989128113,11.8000001907349,2,27,65,52,75
"28",5.82750606536865,0.027860326692462,8,0.24509996175766,3.79999995231628,17.2000007629395,31,30.7999992370605,69.5,52,68
"29",7.57575750350952,0.0487631894648075,9,0.378600060939789,3.76360011100769,12.1999998092651,3,35.5999984741211,30.1000003814697,51,79
"30",13.3774452209473,0.0291526298969984,8.5,0.4307000041008,3.72729992866516,10.6999998092651,1,22,56.7000007629395,51,67
"31",6.61157035827637,0.0400396250188351,8.75,0.570200026035309,3.80660009384155,11.1999998092651,1,29.7999992370605,60.5999984741211,50,68
"32",6.10365104675293,0.0210657007992268,7.1100001335144,0.636900007724762,3.78819990158081,14.1000003814697,16,11.8999996185303,81.5999984741211,52,65
"33",1.58144438266754,0.0162327326834202,7.40000009536743,0.0403000675141811,3.72729992866516,7.19999980926514,10,7.09999990463257,46.5,50,68
"34",0.20169423520565,0.0168787334114313,7,0.514100015163422,3.22370004653931,11.5,17,24.8999996185303,92.8000030517578,48,62
"35",10.8258581161499,0.0104158325120807,8.25,0.903400003910065,3.98020005226135,8,3,7.40000009536743,59.4000015258789,52,59
"36",1.96309387683868,0.0125751774758101,8.5,0.453599989414215,3.76500010490417,10.5,2,16,67.6999969482422,52,69
"37",0,0.0105685899034142,7.32999992370605,0.474800050258636,3.89229989051819,5.69999980926514,5,3.09999990463257,36.4000015258789,29,71
"38",7.09759187698364,0.0149147724732757,5.65999984741211,0.526300013065338,3.32500004768372,7.69999980926514,17,3,79,52,73
"39",0.280583620071411,0.0118292290717363,1.79999995231628,0.401800096035004,3.30049991607666,4.19999980926514,14,4,81.5,49,56
"40",1.81818187236786,0.00436300178989768,2.5,0.85589998960495,3.61240005493164,2.70000004768372,7,0.300000011920929,20.3999996185303,52,76
"41",0,0.00151240173727274,3,0.652900040149689,3.27749991416931,4.90000009536743,17,0.300000011920929,23.8999996185303,51,64
"42",15.9189577102661,0.0623644255101681,5,0.699500024318695,3.46429991722107,9.69999980926514,13,6.59999990463257,82.9000015258789,52,84
"43",1.85643565654755,0.00669194757938385,7,0.339399993419647,3.43269991874695,9.19999980926514,33,2,48.4000015258789,49,62
"44",0.537634432315826,0.0139784943312407,2,0.912300050258636,3.44309997558594,3,4,0.699999988079071,77.5,52,82
"45",0,0.00896057393401861,4,0.803700029850006,3.68339991569519,4.90000009536743,13,0.800000011920929,29.6000003814697,52,77
"46",2.91507840156555,0.0119743328541517,3.54999995231628,0.461100041866302,3.31500005722046,11.8999996185303,20,7.40000009536743,95.6999969482422,52,64
"47",3.95387148857117,0.0093365553766489,2,0.55160003900528,3.48860001564026,3.79999995231628,12,1.60000002384186,68.5,36,59
"48",0.950751066207886,0.00827072840183973,1.6599999666214,0.6317999958992,3.30460000038147,4.90000009536743,9,3.09999990463257,81.6999969482422,49,68
