"","time","camp"
"498",-2938,22
"499",-2937,37
"500",-2936,40
"501",-2935,36
"502",-2934,27
"503",-2933,30
"504",-2932,35
"505",-2931,34
"506",-2930,31
"507",-2929,46
"508",-2928,46
"509",-2927,35
"510",-2926,33
"511",-2925,40
"512",-2924,34
"513",-2923,31
"514",-2922,22
"515",-2921,25
"516",-2920,26
"517",-2919,27
"518",-2918,27
"519",-2917,26
"520",-2916,32
"521",-2915,20
"522",-2914,24
"523",-2913,14
"524",-2912,27
"525",-2911,26
"526",-2910,30
"527",-2909,28
"528",-2908,23
"529",-2907,32
"530",-2906,34
"531",-2905,34
"532",-2904,34
"533",-2903,39
"534",-2902,44
"535",-2901,44
"536",-2900,32
"537",-2899,43
"538",-2898,43
"539",-2897,38
"540",-2896,47
"541",-2895,40
"542",-2894,35
"543",-2893,33
"544",-2892,47
"545",-2891,47
"546",-2890,40
"547",-2889,45
"548",-2888,37
"549",-2887,29
"550",-2886,57
"551",-2885,51
"552",-2884,51
"553",-2883,50
"554",-2882,59
"555",-2881,38
"556",-2880,59
"557",-2879,53
"558",-2878,53
"559",-2877,52
"560",-2876,56
"561",-2875,54
"562",-2874,40
"563",-2873,47
"564",-2872,42
"565",-2871,44
"566",-2870,48
"567",-2869,37
"568",-2868,40
"569",-2867,47
"570",-2866,41
"571",-2865,42
"572",-2864,24
"573",-2863,43
"574",-2862,46
"575",-2861,46
"576",-2860,36
"577",-2859,44
"578",-2858,48
"579",-2857,40
"580",-2856,37
"581",-2855,28
"582",-2854,38
"583",-2853,36
"584",-2852,27
"585",-2851,25
"586",-2850,32
"587",-2849,38
"588",-2848,40
"589",-2847,36
"590",-2846,32
"591",-2845,33
"592",-2844,36
"593",-2843,13
"594",-2842,31
"595",-2841,31
"596",-2840,33
"597",-2839,37
"598",-2838,31
"599",-2837,37
"600",-2836,41
"601",-2835,41
"602",-2834,40
"603",-2833,44
"604",-2832,42
"605",-2831,48
"606",-2830,33
"607",-2829,44
"608",-2828,43
"609",-2827,29
"610",-2826,41
"611",-2825,30
"612",-2824,36
"613",-2823,27
"614",-2822,35
"615",-2821,30
"616",-2820,35
"617",-2819,36
"618",-2818,33
"619",-2817,33
"620",-2816,34
"621",-2815,35
"622",-2814,40
"623",-2813,32
"624",-2812,30
"625",-2811,33
"626",-2810,39
"627",-2809,25
"628",-2808,41
"629",-2807,28
"630",-2806,24
"631",-2805,23
"632",-2804,22
"633",-2803,24
"634",-2802,20
"635",-2801,29
"636",-2800,27
"637",-2799,29
"638",-2798,30
"639",-2797,28
"640",-2796,22
"641",-2795,31
"642",-2794,34
"643",-2793,28
"644",-2792,34
"645",-2791,54
"646",-2790,46
"647",-2789,42
"648",-2788,53
"649",-2787,51
"650",-2786,51
"651",-2785,42
"652",-2784,58
"653",-2783,56
"654",-2782,50
"655",-2781,47
"656",-2780,45
"657",-2779,49
"658",-2778,49
"659",-2777,54
"660",-2776,46
"661",-2775,43
"662",-2774,59
"663",-2773,66
"664",-2772,49
"665",-2771,68
"666",-2770,75
"667",-2769,64
"668",-2768,72
"669",-2767,66
"670",-2766,66
"671",-2765,79
"672",-2764,74
"673",-2763,62
"674",-2762,65
"675",-2761,69
"676",-2760,74
"677",-2759,56
"678",-2758,82
"679",-2757,63
"680",-2756,55
"681",-2755,56
"682",-2754,53
"683",-2753,54
"684",-2752,71
"685",-2751,62
"686",-2750,46
"687",-2749,50
"688",-2748,39
"689",-2747,47
"690",-2746,47
"691",-2745,53
"692",-2744,46
"693",-2743,52
"694",-2742,49
"695",-2741,56
"696",-2740,44
"697",-2739,48
"698",-2738,44
"699",-2737,47
"700",-2736,59
"701",-2735,42
"702",-2734,18
"703",-2733,53
"704",-2732,42
"705",-2731,54
"706",-2730,51
"707",-2729,47
"708",-2728,37
"709",-2727,49
"710",-2726,45
"711",-2725,48
"712",-2724,50
"713",-2723,62
"714",-2722,73
"715",-2721,70
"716",-2720,66
"717",-2719,53
"718",-2718,57
"719",-2717,57
"720",-2716,54
"721",-2715,65
"722",-2714,64
"723",-2713,59
"724",-2712,61
"725",-2711,54
"726",-2710,57
"727",-2709,63
"728",-2708,61
"729",-2707,72
"730",-2706,76
"731",-2705,55
"732",-2704,62
"733",-2703,54
"734",-2702,68
"735",-2701,42
"736",-2700,71
"737",-2699,57
"738",-2698,67
"739",-2697,70
"740",-2696,54
"741",-2695,74
"742",-2694,67
"743",-2693,65
"744",-2692,56
"745",-2691,56
"746",-2690,54
"747",-2689,66
"748",-2688,68
"749",-2687,37
"750",-2686,55
"751",-2685,55
"752",-2684,61
"753",-2683,47
"754",-2682,0
"755",-2681,27
"756",-2680,66
"757",-2679,62
"758",-2678,53
"759",-2677,59
"760",-2676,50
"761",-2675,54
"762",-2674,52
"763",-2673,60
"764",-2672,51
"765",-2671,37
"766",-2670,57
"767",-2669,43
"768",-2668,53
"769",-2667,49
"770",-2666,51
"771",-2665,43
"772",-2664,62
"773",-2663,52
"774",-2662,49
"775",-2661,49
"776",-2660,63
"777",-2659,61
"778",-2658,60
"779",-2657,60
"780",-2656,61
"781",-2655,65
"782",-2654,60
"783",-2653,63
"784",-2652,61
"785",-2651,64
"786",-2650,63
"787",-2649,54
"788",-2648,62
"789",-2647,60
"790",-2646,54
"791",-2645,61
"792",-2644,56
"793",-2643,50
"794",-2642,54
"795",-2641,51
"796",-2640,46
"797",-2639,55
"798",-2638,54
"799",-2637,64
"800",-2636,57
"801",-2635,50
"802",-2634,54
"803",-2633,56
"804",-2632,50
"805",-2631,59
"806",-2630,47
"807",-2629,51
"808",-2628,62
"809",-2627,58
"810",-2626,56
"811",-2625,56
"812",-2624,56
"813",-2623,41
"814",-2622,47
"815",-2621,42
"816",-2620,42
"817",-2619,44
"818",-2618,50
"819",-2617,49
"820",-2616,40
"821",-2615,50
"822",-2614,52
"823",-2613,42
"824",-2612,57
"825",-2611,52
"826",-2610,54
"827",-2609,58
"828",-2608,54
"829",-2607,60
"830",-2606,57
"831",-2605,71
"832",-2604,61
"833",-2603,61
"834",-2602,57
"835",-2601,57
"836",-2600,64
"837",-2599,62
"838",-2598,58
"839",-2597,49
"840",-2596,49
"841",-2595,44
"842",-2594,47
"843",-2593,55
"844",-2592,46
"845",-2591,44
"846",-2590,62
"847",-2589,62
"848",-2588,55
"849",-2587,55
"850",-2586,51
"851",-2585,50
"852",-2584,57
"853",-2583,61
"854",-2582,52
"855",-2581,52
"856",-2580,47
"857",-2579,49
"858",-2578,48
"859",-2577,48
"860",-2576,54
"861",-2575,57
"862",-2574,52
"863",-2573,43
"864",-2572,36
"865",-2571,45
"866",-2570,38
"867",-2569,44
"868",-2568,47
"869",-2567,36
"870",-2566,43
"871",-2565,51
"872",-2564,36
"873",-2563,48
"874",-2562,52
"875",-2561,38
"876",-2560,45
"877",-2559,46
"878",-2558,46
"879",-2557,50
"880",-2556,50
"881",-2555,45
"882",-2554,45
"883",-2553,45
"884",-2552,39
"885",-2551,40
"886",-2550,44
"887",-2549,44
"888",-2548,54
"889",-2547,45
"890",-2546,45
"891",-2545,35
"892",-2544,33
"893",-2543,39
"894",-2542,44
"895",-2541,46
"896",-2540,39
"897",-2539,39
"898",-2538,43
"899",-2537,50
"900",-2536,43
"901",-2535,50
"902",-2534,48
"903",-2533,33
"904",-2532,35
"905",-2531,39
"906",-2530,41
"907",-2529,37
"908",-2528,36
"909",-2527,51
"910",-2526,41
"911",-2525,45
"912",-2524,37
"913",-2523,45
"914",-2522,44
"915",-2521,47
"916",-2520,36
"917",-2519,39
"918",-2518,39
"919",-2517,26
"920",-2516,39
"921",-2515,47
"922",-2514,40
"923",-2513,49
"924",-2512,49
"925",-2511,47
"926",-2510,48
"927",-2509,49
"928",-2508,53
"929",-2507,35
"930",-2506,45
"931",-2505,45
"932",-2504,41
"933",-2503,38
"934",-2502,39
"935",-2501,42
"936",-2500,37
"937",-2499,40
"938",-2498,38
"939",-2497,36
"940",-2496,26
"941",-2495,36
"942",-2494,32
"943",-2493,36
"944",-2492,30
"945",-2491,37
"946",-2490,35
"947",-2489,29
"948",-2488,35
"949",-2487,37
"950",-2486,44
"951",-2485,43
"952",-2484,39
"953",-2483,38
"954",-2482,39
"955",-2481,15
"956",-2480,28
"957",-2479,37
"958",-2478,32
"959",-2477,31
"960",-2476,45
"961",-2475,44
"962",-2474,40
"963",-2473,38
"964",-2472,40
"965",-2471,44
"966",-2470,34
"967",-2469,42
"968",-2468,32
"969",-2467,43
"970",-2466,45
"971",-2465,40
"972",-2464,46
"973",-2463,43
"974",-2462,39
"975",-2461,26
"976",-2460,44
"977",-2459,41
"978",-2458,25
"979",-2457,45
"980",-2456,46
"981",-2455,49
"982",-2454,45
"983",-2453,39
"984",-2452,36
"985",-2451,44
"986",-2450,47
"987",-2449,37
"988",-2448,32
"989",-2447,38
"990",-2446,38
"991",-2445,37
"992",-2444,30
"993",-2443,37
"994",-2442,38
"995",-2441,38
"996",-2440,38
"997",-2439,40
"998",-2438,51
"999",-2437,37
"1000",-2436,36
"1001",-2435,44
"1002",-2434,33
"1003",-2433,44
"1004",-2432,46
"1005",-2431,42
"1006",-2430,45
"1007",-2429,49
"1008",-2428,48
"1009",-2427,44
"1010",-2426,40
"1011",-2425,43
"1012",-2424,41
"1013",-2423,44
"1014",-2422,31
"1015",-2421,29
"1016",-2420,31
"1017",-2419,45
"1018",-2418,50
"1019",-2417,43
"1020",-2416,48
"1021",-2415,36
"1022",-2414,40
"1023",-2413,43
"1024",-2412,34
"1025",-2411,43
"1026",-2410,48
"1027",-2409,47
"1028",-2408,43
"1029",-2407,51
"1030",-2406,49
"1031",-2405,48
"1032",-2404,47
"1033",-2403,48
"1034",-2402,53
"1035",-2401,54
"1036",-2400,54
"1037",-2399,42
"1038",-2398,47
"1039",-2397,53
"1040",-2396,43
"1041",-2395,52
"1042",-2394,43
"1043",-2393,28
"1044",-2392,37
"1045",-2391,44
"1046",-2390,49
"1047",-2389,49
"1048",-2388,44
"1049",-2387,44
"1050",-2386,53
"1051",-2385,62
"1052",-2384,49
"1053",-2383,35
"1054",-2382,46
"1055",-2381,47
"1056",-2380,50
"1057",-2379,51
"1058",-2378,46
"1059",-2377,43
"1060",-2376,36
"1061",-2375,48
"1062",-2374,52
"1063",-2373,57
"1064",-2372,48
"1065",-2371,45
"1066",-2370,33
"1067",-2369,40
"1068",-2368,40
"1069",-2367,40
"1070",-2366,48
"1071",-2365,53
"1072",-2364,51
"1073",-2363,59
"1074",-2362,51
"1075",-2361,54
"1076",-2360,51
"1077",-2359,59
"1078",-2358,58
"1079",-2357,52
"1080",-2356,59
"1081",-2355,65
"1082",-2354,72
"1083",-2353,53
"1084",-2352,52
"1085",-2351,45
"1086",-2350,51
"1087",-2349,52
"1088",-2348,50
"1089",-2347,58
"1090",-2346,57
"1091",-2345,53
"1092",-2344,57
"1093",-2343,54
"1094",-2342,67
"1095",-2341,46
"1096",-2340,50
"1097",-2339,42
"1098",-2338,41
"1099",-2337,51
"1100",-2336,48
"1101",-2335,45
"1102",-2334,46
"1103",-2333,50
"1104",-2332,54
"1105",-2331,54
"1106",-2330,55
"1107",-2329,54
"1108",-2328,47
"1109",-2327,49
"1110",-2326,36
"1111",-2325,34
"1112",-2324,44
"1113",-2323,53
"1114",-2322,44
"1115",-2321,28
"1116",-2320,35
"1117",-2319,34
"1118",-2318,41
"1119",-2317,49
"1120",-2316,48
"1121",-2315,41
"1122",-2314,39
"1123",-2313,40
"1124",-2312,37
"1125",-2311,45
"1126",-2310,52
"1127",-2309,45
"1128",-2308,51
"1129",-2307,43
"1130",-2306,51
"1131",-2305,46
"1132",-2304,58
"1133",-2303,35
"1134",-2302,43
"1135",-2301,48
"1136",-2300,48
"1137",-2299,47
"1138",-2298,44
"1139",-2297,55
"1140",-2296,51
"1141",-2295,20
"1142",-2294,42
"1143",-2293,46
"1144",-2292,58
"1145",-2291,56
"1146",-2290,45
"1147",-2289,52
"1148",-2288,34
"1149",-2287,36
"1150",-2286,40
"1151",-2285,52
"1152",-2284,47
"1153",-2283,50
"1154",-2282,46
"1155",-2281,41
"1156",-2280,43
"1157",-2279,43
"1158",-2278,56
"1159",-2277,50
"1160",-2276,48
"1161",-2275,51
"1162",-2274,36
"1163",-2273,32
"1164",-2272,38
"1165",-2271,38
"1166",-2270,47
"1167",-2269,40
"1168",-2268,36
"1169",-2267,36
"1170",-2266,36
"1171",-2265,38
"1172",-2264,45
"1173",-2263,30
"1174",-2262,34
"1175",-2261,35
"1176",-2260,41
"1177",-2259,40
"1178",-2258,41
"1179",-2257,31
"1180",-2256,31
"1181",-2255,40
"1182",-2254,31
"1183",-2253,49
"1184",-2252,43
"1185",-2251,53
"1186",-2250,49
"1187",-2249,54
"1188",-2248,55
"1189",-2247,51
"1190",-2246,62
"1191",-2245,48
"1192",-2244,47
"1193",-2243,54
"1194",-2242,48
"1195",-2241,48
"1196",-2240,38
"1197",-2239,42
"1198",-2238,48
"1199",-2237,25
"1200",-2236,21
"1201",-2235,39
"1202",-2234,45
"1203",-2233,54
"1204",-2232,43
"1205",-2231,36
"1206",-2230,42
"1207",-2229,38
"1208",-2228,42
"1209",-2227,39
"1210",-2226,38
"1211",-2225,36
"1212",-2224,39
"1213",-2223,38
"1214",-2222,44
"1215",-2221,45
"1216",-2220,44
"1217",-2219,42
"1218",-2218,46
"1219",-2217,46
"1220",-2216,44
"1221",-2215,33
"1222",-2214,51
"1223",-2213,51
"1224",-2212,49
"1225",-2211,49
"1226",-2210,38
"1227",-2209,43
"1228",-2208,47
"1229",-2207,49
"1230",-2206,53
"1231",-2205,36
"1232",-2204,39
"1233",-2203,43
"1234",-2202,47
"1235",-2201,39
"1236",-2200,37
"1237",-2199,35
"1238",-2198,38
"1239",-2197,37
"1240",-2196,45
"1241",-2195,44
"1242",-2194,44
"1243",-2193,49
"1244",-2192,53
"1245",-2191,61
"1246",-2190,40
"1247",-2189,40
"1248",-2188,49
"1249",-2187,40
"1250",-2186,54
"1251",-2185,46
"1252",-2184,50
"1253",-2183,44
"1254",-2182,46
"1255",-2181,55
"1256",-2180,39
"1257",-2179,27
"1258",-2178,37
"1259",-2177,33
"1260",-2176,29
"1261",-2175,50
"1262",-2174,37
"1263",-2173,40
"1264",-2172,45
"1265",-2171,36
"1266",-2170,46
"1267",-2169,37
"1268",-2168,55
"1269",-2167,53
"1270",-2166,57
"1271",-2165,60
"1272",-2164,46
"1273",-2163,53
"1274",-2162,40
"1275",-2161,43
"1276",-2160,49
"1277",-2159,57
"1278",-2158,38
"1279",-2157,35
"1280",-2156,22
"1281",-2155,23
"1282",-2154,36
"1283",-2153,43
"1284",-2152,45
"1285",-2151,46
"1286",-2150,51
"1287",-2149,34
"1288",-2148,39
"1289",-2147,50
"1290",-2146,39
"1291",-2145,45
"1292",-2144,52
"1293",-2143,42
"1294",-2142,0
"1295",-2141,47
"1296",-2140,44
"1297",-2139,45
"1298",-2138,42
"1299",-2137,56
"1300",-2136,54
"1301",-2135,45
"1302",-2134,47
"1303",-2133,53
"1304",-2132,64
"1305",-2131,41
"1306",-2130,57
"1307",-2129,46
"1308",-2128,55
"1309",-2127,48
"1310",-2126,53
"1311",-2125,62
"1312",-2124,58
"1313",-2123,66
"1314",-2122,67
"1315",-2121,63
"1316",-2120,60
"1317",-2119,63
"1318",-2118,60
"1319",-2117,59
"1320",-2116,48
"1321",-2115,65
"1322",-2114,60
"1323",-2113,52
"1324",-2112,39
"1325",-2111,29
"1326",-2110,44
"1327",-2109,49
"1328",-2108,53
"1329",-2107,66
"1330",-2106,55
"1331",-2105,51
"1332",-2104,51
"1333",-2103,47
"1334",-2102,49
"1335",-2101,50
"1336",-2100,53
"1337",-2099,53
"1338",-2098,51
"1339",-2097,41
"1340",-2096,43
"1341",-2095,48
"1342",-2094,41
"1343",-2093,51
"1344",-2092,54
"1345",-2091,55
"1346",-2090,55
"1347",-2089,44
"1348",-2088,55
"1349",-2087,53
"1350",-2086,56
"1351",-2085,62
"1352",-2084,55
"1353",-2083,57
"1354",-2082,43
"1355",-2081,47
"1356",-2080,50
"1357",-2079,45
"1358",-2078,50
"1359",-2077,38
"1360",-2076,48
"1361",-2075,53
"1362",-2074,51
"1363",-2073,48
"1364",-2072,51
"1365",-2071,47
"1366",-2070,45
"1367",-2069,37
"1368",-2068,40
"1369",-2067,44
"1370",-2066,52
"1371",-2065,51
"1372",-2064,50
"1373",-2063,44
"1374",-2062,51
"1375",-2061,48
"1376",-2060,50
"1377",-2059,47
"1378",-2058,34
"1379",-2057,40
"1380",-2056,46
"1381",-2055,42
"1382",-2054,43
"1383",-2053,51
"1384",-2052,41
"1385",-2051,43
"1386",-2050,43
"1387",-2049,40
"1388",-2048,40
"1389",-2047,43
"1390",-2046,32
"1391",-2045,39
"1392",-2044,34
"1393",-2043,26
"1394",-2042,40
"1395",-2041,36
"1396",-2040,41
"1397",-2039,51
"1398",-2038,55
"1399",-2037,32
"1400",-2036,30
"1401",-2035,23
"1402",-2034,51
"1403",-2033,52
"1404",-2032,59
"1405",-2031,42
"1406",-2030,49
"1407",-2029,62
"1408",-2028,45
"1409",-2027,52
"1410",-2026,51
"1411",-2025,53
"1412",-2024,50
"1413",-2023,37
"1414",-2022,48
"1415",-2021,44
"1416",-2020,45
"1417",-2019,51
"1418",-2018,38
"1419",-2017,43
"1420",-2016,36
"1421",-2015,43
"1422",-2014,46
"1423",-2013,46
"1424",-2012,51
"1425",-2011,56
"1426",-2010,59
"1427",-2009,50
"1428",-2008,52
"1429",-2007,47
"1430",-2006,40
"1431",-2005,52
"1432",-2004,43
"1433",-2003,54
"1434",-2002,53
"1435",-2001,52
"1436",-2000,43
"1437",-1999,48
"1438",-1998,32
"1439",-1997,23
"1440",-1996,29
"1441",-1995,44
"1442",-1994,43
"1443",-1993,53
"1444",-1992,54
"1445",-1991,48
"1446",-1990,47
"1447",-1989,59
"1448",-1988,49
"1449",-1987,53
"1450",-1986,54
"1451",-1985,59
"1452",-1984,48
"1453",-1983,62
"1454",-1982,52
"1455",-1981,56
"1456",-1980,48
"1457",-1979,60
"1458",-1978,60
"1459",-1977,46
"1460",-1976,47
"1461",-1975,57
"1462",-1974,55
"1463",-1973,55
"1464",-1972,61
"1465",-1971,64
"1466",-1970,53
"1467",-1969,59
"1468",-1968,62
"1469",-1967,58
"1470",-1966,55
"1471",-1965,55
"1472",-1964,39
"1473",-1963,31
"1474",-1962,31
"1475",-1961,39
"1476",-1960,41
"1477",-1959,30
"1478",-1958,43
"1479",-1957,41
"1480",-1956,37
"1481",-1955,42
"1482",-1954,44
"1483",-1953,48
"1484",-1952,48
"1485",-1951,54
"1486",-1950,48
"1487",-1949,44
"1488",-1948,53
"1489",-1947,50
"1490",-1946,35
"1491",-1945,32
"1492",-1944,28
"1493",-1943,36
"1494",-1942,49
"1495",-1941,48
"1496",-1940,42
"1497",-1939,43
"1498",-1938,43
