"","substance","dose","unit","response","ok"
"60","NaJ",125,"microM",0.919692,"ok"
"61","NaJ",250,"microM",0.941155,"ok"
"62","NaJ",500,"microM",0.83384,"ok"
"63","NaJ",1000,"microM",0.5956,"ok"
"64","NaJ",3.90625,"microM",0.962618,"ok"
"65","NaJ",7.8125,"microM",0.83384,"ok"
"66","NaJ",15.625,"microM",0.89179,"ok"
"67","NaJ",31.25,"microM",0.885351,"ok"
"68","NaJ",62.5,"microM",0.855303,"ok"
"69","NaJ",125,"microM",0.921839,"ok"
"70","NaJ",250,"microM",0.883205,"ok"
"71","NaJ",500,"microM",0.913253,"ok"
"72","NaJ",1000,"microM",0.838133,"ok"
"73","NaJ",3.90625,"microM",0.898229,"ok"
"74","NaJ",7.8125,"microM",0.848864,"ok"
"75","NaJ",15.625,"microM",0.921839,"ok"
"76","NaJ",31.25,"microM",0.840279,"ok"
"77","NaJ",62.5,"microM",0.866035,"ok"
"78","NaJ",125,"microM",0.87462,"ok"
"79","NaJ",250,"microM",0.93257,"ok"
"80","NaJ",500,"microM",1.11071,"ok"
"81","NaJ",1000,"microM",0.848864,"ok"
"109","PyS",1000,"microM",0.0148041,"ok"
"110","PyS",500,"microM",0.140459,"ok"
"111","PyS",250,"microM",1.11536,"ok"
"112","PyS",125,"microM",1.08287,"ok"
"113","PyS",62.5,"microM",0.974544,"ok"
"114","PyS",31.25,"microM",0.994042,"ok"
"115","PyS",15.625,"microM",1.06987,"ok"
"116","PyS",7.8125,"microM",1.03087,"ok"
"117","PyS",3.90625,"microM",0.944214,"ok"
"118","PyS",1000,"microM",0.0343022,"ok"
"119","PyS",500,"microM",0.16429,"ok"
"120","PyS",250,"microM",1.0677,"ok"
"121","PyS",125,"microM",1.07637,"ok"
"122","PyS",62.5,"microM",0.998375,"ok"
"123","PyS",31.25,"microM",1.0677,"ok"
"124","PyS",15.625,"microM",0.965878,"ok"
"125","PyS",7.8125,"microM",0.989709,"ok"
"126","PyS",3.90625,"microM",1.0547,"ok"
"127","PyS",1000,"microM",0.00830475,"ok"
"128","PyS",500,"microM",0.0494674,"ok"
"129","PyS",250,"microM",1.06987,"ok"
"130","PyS",125,"microM",1.15003,"ok"
"131","PyS",62.5,"microM",1.0872,"ok"
"132","PyS",31.25,"microM",1.0482,"ok"
"133","PyS",15.625,"microM",1.0612,"ok"
"134","PyS",7.8125,"microM",1.02004,"ok"
"135","PyS",3.90625,"microM",1.00271,"ok"
"136","MSPT",1000,"microM",0.0104912,"ok"
"137","MSPT",500,"microM",-0.00286123,"ok"
"138","MSPT",250,"microM",0.0467334,"ok"
"139","MSPT",125,"microM",1.1836,"ok"
"140","MSPT",62.5,"microM",1.05579,"ok"
"141","MSPT",31.25,"microM",0.857415,"ok"
"142","MSPT",15.625,"microM",0.880305,"ok"
"143","MSPT",7.8125,"microM",0.84597,"ok"
"144","MSPT",3.90625,"microM",0.886028,"ok"
"145","MSPT",1000,"microM",0.0257511,"ok"
"146","MSPT",500,"microM",0.029566,"ok"
"147","MSPT",250,"microM",0.0352885,"ok"
"148","MSPT",125,"microM",1.23701,"ok"
"149","MSPT",62.5,"microM",1.03672,"ok"
"150","MSPT",31.25,"microM",0.941345,"ok"
"151","MSPT",15.625,"microM",0.918455,"ok"
"152","MSPT",7.8125,"microM",0.86886,"ok"
"153","MSPT",3.90625,"microM",0.893658,"ok"
"154","MSPT",1000,"microM",0.00286123,"ok"
"155","MSPT",500,"microM",0.029566,"ok"
"156","MSPT",250,"microM",0.0524559,"ok"
"157","MSPT",125,"microM",1.19313,"ok"
"158","MSPT",62.5,"microM",0.977587,"ok"
"159","MSPT",31.25,"microM",0.916547,"ok"
"160","MSPT",15.625,"microM",0.878398,"ok"
"161","MSPT",7.8125,"microM",0.865045,"ok"
"162","MSPT",3.90625,"microM",0.893658,"ok"
"163","Zn Pyrithion",5,"microM",0.0514534,"ok"
"164","Zn Pyrithion",2.5,"microM",0.0233879,"ok"
"165","Zn Pyrithion",1.25,"microM",0.047444,"ok"
"166","Zn Pyrithion",0.625,"microM",0.0915469,"ok"
"167","Zn Pyrithion",0.3125,"microM",0.0715002,"ok"
"168","Zn Pyrithion",0.15625,"microM",0.873371,"ok"
"169","Zn Pyrithion",0.078125,"microM",1.00568,"ok"
"170","Zn Pyrithion",0.0390625,"microM",0.893418,"ok"
"171","Zn Pyrithion",0.0195312,"microM",1.04176,"ok"
"172","Zn Pyrithion",5,"microM",-0.000668226,"ok"
"173","Zn Pyrithion",2.5,"microM",0.0674908,"ok"
"174","Zn Pyrithion",1.25,"microM",0.0795189,"ok"
"175","Zn Pyrithion",0.625,"microM",0.0554627,"ok"
"176","Zn Pyrithion",0.3125,"microM",0.0233879,"ok"
"177","Zn Pyrithion",0.15625,"microM",0.909455,"ok"
"178","Zn Pyrithion",0.078125,"microM",1.02974,"ok"
"179","Zn Pyrithion",0.0390625,"microM",1.01771,"ok"
"180","Zn Pyrithion",0.0195312,"microM",0.797193,"ok"
"181","Zn Pyrithion",5,"microM",0.0193786,"ok"
"182","Zn Pyrithion",2.5,"microM",0.0314066,"ok"
"183","Zn Pyrithion",1.25,"microM",0.0875376,"ok"
"184","Zn Pyrithion",0.625,"microM",0.103575,"ok"
"185","Zn Pyrithion",0.3125,"microM",0.0193786,"ok"
"186","Zn Pyrithion",0.15625,"microM",0.781156,"ok"
"187","Zn Pyrithion",0.078125,"microM",0.973605,"ok"
"188","Zn Pyrithion",0.0390625,"microM",1.00969,"ok"
"189","Zn Pyrithion",0.0195312,"microM",0.813231,"ok"
"190","Na Pyrithion",100,"microM",-0.0703316,"ok"
"191","Na Pyrithion",50,"microM",0.0204763,"ok"
"192","Na Pyrithion",25,"microM",0.0445137,"ok"
"193","Na Pyrithion",12.5,"microM",0.0685511,"ok"
"194","Na Pyrithion",6.25,"microM",0.0365012,"ok"
"195","Na Pyrithion",3.125,"microM",0.0338304,"ok"
"196","Na Pyrithion",1.5625,"microM",0.0792344,"ok"
"197","Na Pyrithion",0.78125,"microM",0.084576,"ok"
"198","Na Pyrithion",0.390625,"microM",0.156688,"ok"
"199","Na Pyrithion",100,"microM",-0.0249277,"ok"
"200","Na Pyrithion",50,"microM",0.0578678,"ok"
"201","Na Pyrithion",25,"microM",0.084576,"ok"
"202","Na Pyrithion",12.5,"microM",0.0658803,"ok"
"203","Na Pyrithion",6.25,"microM",0.055197,"ok"
"204","Na Pyrithion",3.125,"microM",0.0658803,"ok"
"205","Na Pyrithion",1.5625,"microM",0.0765635,"ok"
"206","Na Pyrithion",0.78125,"microM",0.0712219,"ok"
"207","Na Pyrithion",0.390625,"microM",0.471845,"ok"
"208","Na Pyrithion",100,"microM",-0.0596483,"ok"
"209","Na Pyrithion",50,"microM",0.039172,"ok"
"210","Na Pyrithion",25,"microM",0.0979301,"ok"
"211","Na Pyrithion",12.5,"microM",0.084576,"ok"
"212","Na Pyrithion",6.25,"microM",0.0311596,"ok"
"213","Na Pyrithion",3.125,"microM",0.0632094,"ok"
"214","Na Pyrithion",1.5625,"microM",0.0979301,"ok"
"215","Na Pyrithion",0.78125,"microM",0.0792344,"ok"
"216","Na Pyrithion",0.390625,"microM",0.105943,"ok"
"217","Fe Pyrithion",100,"microM",0.00178055,"ok"
"218","Fe Pyrithion",50,"microM",0.039172,"ok"
"219","Fe Pyrithion",25,"microM",0.0525262,"ok"
"220","Fe Pyrithion",12.5,"microM",0.0685511,"ok"
"221","Fe Pyrithion",6.25,"microM",0.0685511,"ok"
"222","Fe Pyrithion",3.125,"microM",0.0418429,"ok"
"223","Fe Pyrithion",1.5625,"microM",0.0712219,"ok"
"224","Fe Pyrithion",0.78125,"microM",0.0792344,"ok"
"225","Fe Pyrithion",0.390625,"microM",1.07545,"ok"
"226","Fe Pyrithion",100,"microM",-0.00623192,"ok"
"227","Fe Pyrithion",50,"microM",0.055197,"ok"
"228","Fe Pyrithion",25,"microM",0.0738927,"ok"
"229","Fe Pyrithion",12.5,"microM",0.0578678,"ok"
"230","Fe Pyrithion",6.25,"microM",0.0418429,"ok"
"231","Fe Pyrithion",3.125,"microM",0.0819052,"ok"
"232","Fe Pyrithion",1.5625,"microM",0.0872468,"ok"
"233","Fe Pyrithion",0.78125,"microM",0.0685511,"ok"
"234","Fe Pyrithion",0.390625,"microM",0.0872468,"ok"
"235","Fe Pyrithion",100,"microM",-0.000890274,"ok"
"236","Fe Pyrithion",50,"microM",0.0578678,"ok"
"237","Fe Pyrithion",25,"microM",0.0738927,"ok"
"238","Fe Pyrithion",12.5,"microM",0.0899177,"ok"
"239","Fe Pyrithion",6.25,"microM",0.0338304,"ok"
"240","Fe Pyrithion",3.125,"microM",0.0498553,"ok"
"241","Fe Pyrithion",1.5625,"microM",0.0952593,"ok"
"242","Fe Pyrithion",0.78125,"microM",0.0979301,"ok"
"243","Fe Pyrithion",0.390625,"microM",1.05675,"ok"
"271","Zn Pyrithion",100,"microM",0.0797812,"ok"
"272","Zn Pyrithion",50,"microM",0.0661044,"ok"
"273","Zn Pyrithion",25,"microM",0.0989287,"ok"
"274","Zn Pyrithion",12.5,"microM",0.0989287,"ok"
"275","Zn Pyrithion",6.25,"microM",0.0907226,"ok"
"276","Zn Pyrithion",3.125,"microM",0.0578983,"ok"
"277","Zn Pyrithion",1.5625,"microM",0.0961933,"ok"
"278","Zn Pyrithion",0.78125,"microM",0.104399,"ok"
"279","Zn Pyrithion",0.390625,"microM",0.659676,"ok"
"280","Zn Pyrithion",100,"microM",0.0305448,"ok"
"281","Zn Pyrithion",50,"microM",0.0907226,"ok"
"282","Zn Pyrithion",25,"microM",0.101664,"ok"
"283","Zn Pyrithion",12.5,"microM",0.0770458,"ok"
"284","Zn Pyrithion",6.25,"microM",0.0743105,"ok"
"285","Zn Pyrithion",3.125,"microM",0.0934579,"ok"
"286","Zn Pyrithion",1.5625,"microM",0.112605,"ok"
"287","Zn Pyrithion",0.78125,"microM",0.0797812,"ok"
"288","Zn Pyrithion",0.390625,"microM",0.107135,"ok"
"289","Zn Pyrithion",100,"microM",0.0524276,"ok"
"290","Zn Pyrithion",50,"microM",-0.0351037,"ok"
"291","Zn Pyrithion",25,"microM",0.0989287,"ok"
"292","Zn Pyrithion",12.5,"microM",0.107135,"ok"
"293","Zn Pyrithion",6.25,"microM",0.063369,"ok"
"294","Zn Pyrithion",3.125,"microM",0.0387509,"ok"
"295","Zn Pyrithion",1.5625,"microM",0.118076,"ok"
"296","Zn Pyrithion",0.78125,"microM",0.10987,"ok"
"297","Zn Pyrithion",0.390625,"microM",0.104399,"ok"
"298","PyS",100,"microM",0.798081,"ok"
"299","PyS",50,"microM",0.918684,"ok"
"300","PyS",25,"microM",0.995432,"ok"
"301","PyS",12.5,"microM",1.00091,"ok"
"302","PyS",6.25,"microM",0.896757,"ok"
"303","PyS",3.125,"microM",0.545911,"ok"
"304","PyS",1.5625,"microM",0.957058,"ok"
"305","PyS",0.78125,"microM",0.978986,"ok"
"306","PyS",0.390625,"microM",0.970763,"ok"
"307","PyS",100,"microM",0.828232,"ok"
"308","PyS",50,"microM",0.894016,"ok"
"309","PyS",25,"microM",0.93513,"ok"
"310","PyS",12.5,"microM",0.93513,"ok"
"311","PyS",6.25,"microM",0.929648,"ok"
"312","PyS",3.125,"microM",0.926907,"ok"
"313","PyS",1.5625,"microM",0.970763,"ok"
"314","PyS",0.78125,"microM",0.929648,"ok"
"315","PyS",0.390625,"microM",0.973504,"ok"
"316","PyS",100,"microM",0.852901,"ok"
"317","PyS",50,"microM",0.957058,"ok"
"318","PyS",25,"microM",0.940612,"ok"
"319","PyS",12.5,"microM",0.951576,"ok"
"320","PyS",6.25,"microM",0.85016,"ok"
"321","PyS",3.125,"microM",0.885793,"ok"
"322","PyS",1.5625,"microM",0.899498,"ok"
"323","PyS",0.78125,"microM",0.90772,"ok"
"324","PyS",0.390625,"microM",0.894016,"ok"
"325","Cu Pyrithion",100,"microM",0.0306076,"ok"
"326","Cu Pyrithion",50,"microM",0.0169027,"ok"
"327","Cu Pyrithion",25,"microM",0.0443125,"ok"
"328","Cu Pyrithion",12.5,"microM",0.0662403,"ok"
"329","Cu Pyrithion",6.25,"microM",0.0497944,"ok"
"330","Cu Pyrithion",3.125,"microM",0.0278666,"ok"
"331","Cu Pyrithion",1.5625,"microM",0.0580174,"ok"
"332","Cu Pyrithion",0.78125,"microM",0.0717222,"ok"
"333","Cu Pyrithion",0.390625,"microM",0.984468,"ok"
"334","Cu Pyrithion",50,"microM",0.0525354,"ok"
"335","Cu Pyrithion",25,"microM",0.0525354,"ok"
"336","Cu Pyrithion",12.5,"microM",0.0415715,"ok"
"337","Cu Pyrithion",6.25,"microM",0.0278666,"ok"
"338","Cu Pyrithion",3.125,"microM",0.0497944,"ok"
"339","Cu Pyrithion",1.5625,"microM",0.0744632,"ok"
"340","Cu Pyrithion",0.78125,"microM",0.0909091,"ok"
"341","Cu Pyrithion",0.390625,"microM",0.258109,"ok"
"342","Cu Pyrithion",50,"microM",0.0306076,"ok"
"343","Cu Pyrithion",25,"microM",0.0607583,"ok"
"344","Cu Pyrithion",12.5,"microM",0.0744632,"ok"
"345","Cu Pyrithion",6.25,"microM",0.0306076,"ok"
"346","Cu Pyrithion",3.125,"microM",0.0251256,"ok"
"347","Cu Pyrithion",1.5625,"microM",0.0689813,"ok"
"348","Cu Pyrithion",0.78125,"microM",0.743262,"ok"
"349","Cu Pyrithion",0.390625,"microM",1.05573,"ok"
"350","MSPT",100,"microM",-0.0124199,"ok"
"351","MSPT",50,"microM",0.981952,"ok"
"352","MSPT",25,"microM",0.96798,"ok"
"353","MSPT",12.5,"microM",0.926062,"ok"
"354","MSPT",6.25,"microM",0.905104,"ok"
"355","MSPT",3.125,"microM",0.902775,"ok"
"356","MSPT",1.5625,"microM",0.900446,"ok"
"357","MSPT",0.78125,"microM",0.914419,"ok"
"358","MSPT",0.390625,"microM",0.93072,"ok"
"359","MSPT",100,"microM",0.0341549,"ok"
"360","MSPT",50,"microM",1.02853,"ok"
"361","MSPT",25,"microM",0.909761,"ok"
"362","MSPT",12.5,"microM",0.944692,"ok"
"363","MSPT",6.25,"microM",0.877159,"ok"
"364","MSPT",3.125,"microM",0.895789,"ok"
"365","MSPT",1.5625,"microM",0.933049,"ok"
"366","MSPT",0.78125,"microM",0.886474,"ok"
"367","MSPT",0.390625,"microM",0.956336,"ok"
"368","MSPT",100,"microM",-0.0217349,"ok"
"369","MSPT",50,"microM",0.94935,"ok"
"370","MSPT",25,"microM",0.956336,"ok"
"371","MSPT",12.5,"microM",0.902775,"ok"
"372","MSPT",6.25,"microM",0.851543,"ok"
"373","MSPT",3.125,"microM",0.914419,"ok"
"374","MSPT",1.5625,"microM",0.916748,"ok"
"375","MSPT",0.78125,"microM",0.933049,"ok"
"376","MSPT",0.390625,"microM",0.956336,"ok"
"377","(PT)2",100,"microM",0.0248399,"ok"
"378","(PT)2",50,"microM",-0.00543373,"ok"
"379","(PT)2",25,"microM",0.0551135,"ok"
"380","(PT)2",12.5,"microM",0.0481273,"ok"
"381","(PT)2",6.25,"microM",-0.131186,"ok"
"382","(PT)2",3.125,"microM",0.0178537,"ok"
"383","(PT)2",1.5625,"microM",0.0574423,"ok"
"384","(PT)2",0.78125,"microM",0.059771,"ok"
"385","(PT)2",0.390625,"microM",0.0667572,"ok"
"386","(PT)2",100,"microM",-0.00310499,"ok"
"387","(PT)2",50,"microM",0.0644285,"ok"
"388","(PT)2",25,"microM",0.069086,"ok"
"389","(PT)2",12.5,"microM",0.0481273,"ok"
"390","(PT)2",6.25,"microM",0.0318261,"ok"
"391","(PT)2",3.125,"microM",0.0644285,"ok"
"392","(PT)2",1.5625,"microM",0.0644285,"ok"
"393","(PT)2",0.78125,"microM",0.059771,"ok"
"394","(PT)2",0.390625,"microM",0.0667572,"ok"
"395","(PT)2",100,"microM",0.00853872,"ok"
"396","(PT)2",50,"microM",0.0318261,"ok"
"397","(PT)2",25,"microM",0.069086,"ok"
"398","(PT)2",12.5,"microM",0.0760722,"ok"
"399","(PT)2",6.25,"microM",-0.117213,"ok"
"400","(PT)2",3.125,"microM",0.0271686,"ok"
"401","(PT)2",1.5625,"microM",0.050456,"ok"
"402","(PT)2",0.78125,"microM",0.0714147,"ok"
"403","(PT)2",0.390625,"microM",0.059771,"ok"
"404","Fe Pyrithion",2,"microM",0.0578836,"ok"
"405","Fe Pyrithion",1,"microM",0.0108532,"ok"
"406","Fe Pyrithion",0.5,"microM",0.0578836,"ok"
"407","Fe Pyrithion",0.25,"microM",0.329213,"ok"
"408","Fe Pyrithion",0.125,"microM",0.984022,"ok"
"409","Fe Pyrithion",0.0625,"microM",0.908049,"ok"
"410","Fe Pyrithion",0.03125,"microM",0.976786,"ok"
"411","Fe Pyrithion",0.015625,"microM",1.07808,"ok"
"412","Fe Pyrithion",0.0078125,"microM",0.857401,"ok"
"413","Fe Pyrithion",2,"microM",0.0325595,"ok"
"414","Fe Pyrithion",1,"microM",-0.039795,"ok"
"415","Fe Pyrithion",0.5,"microM",0.0868254,"ok"
"416","Fe Pyrithion",0.25,"microM",0.235152,"ok"
"417","Fe Pyrithion",0.125,"microM",0.973169,"ok"
"418","Fe Pyrithion",0.0625,"microM",1.06361,"ok"
"419","Fe Pyrithion",0.03125,"microM",0.951462,"ok"
"420","Fe Pyrithion",0.015625,"microM",0.868254,"ok"
"421","Fe Pyrithion",0.0078125,"microM",0.871872,"ok"
"422","Fe Pyrithion",2,"microM",0.0180886,"ok"
"423","Fe Pyrithion",1,"microM",-2.5103e-17,"ok"
"424","Fe Pyrithion",0.5,"microM",0.0904432,"ok"
"425","Fe Pyrithion",0.25,"microM",0.253241,"ok"
"426","Fe Pyrithion",0.125,"microM",0.871872,"ok"
"427","Fe Pyrithion",0.0625,"microM",0.897196,"ok"
"428","Fe Pyrithion",0.03125,"microM",0.994875,"ok"
"429","Fe Pyrithion",0.015625,"microM",0.839313,"ok"
"430","Fe Pyrithion",0.0078125,"microM",0.926138,"ok"
"431","(PT)2",2,"microM",0.0694957,"ok"
"432","(PT)2",1,"microM",0.0289053,"ok"
"433","(PT)2",0.5,"microM",0.0768758,"ok"
"434","(PT)2",0.25,"microM",0.556581,"ok"
"435","(PT)2",0.125,"microM",0.977245,"ok"
"436","(PT)2",0.0625,"microM",0.962485,"ok"
"437","(PT)2",0.03125,"microM",0.988315,"ok"
"438","(PT)2",0.015625,"microM",0.958795,"ok"
"439","(PT)2",0.0078125,"microM",0.962485,"ok"
"440","(PT)2",2,"microM",0.0399754,"ok"
"441","(PT)2",1,"microM",0.0510455,"ok"
"442","(PT)2",0.5,"microM",0.106396,"ok"
"443","(PT)2",0.25,"microM",0.397909,"ok"
"444","(PT)2",0.125,"microM",0.800123,"ok"
"445","(PT)2",0.0625,"microM",0.785363,"ok"
"446","(PT)2",0.03125,"microM",0.907134,"ok"
"447","(PT)2",0.015625,"microM",0.877614,"ok"
"448","(PT)2",0.0078125,"microM",0.892374,"ok"
"449","(PT)2",2,"microM",0.0362854,"ok"
"450","(PT)2",1,"microM",0.0584256,"ok"
"451","(PT)2",0.5,"microM",0.0879459,"ok"
"452","(PT)2",0.25,"microM",0.597171,"ok"
"453","(PT)2",0.125,"microM",0.796433,"ok"
"454","(PT)2",0.0625,"microM",0.862854,"ok"
"455","(PT)2",0.03125,"microM",0.955105,"ok"
"456","(PT)2",0.015625,"microM",1.03629,"ok"
"457","(PT)2",0.0078125,"microM",0.766913,"ok"
"458","Na Pyrithion",2,"microM",0.00907323,"ok"
"459","Na Pyrithion",1,"microM",-0.00259235,"ok"
"460","Na Pyrithion",0.5,"microM",0.292936,"ok"
"461","Na Pyrithion",0.25,"microM",1.03953,"ok"
"462","Na Pyrithion",0.125,"microM",0.918989,"ok"
"463","Na Pyrithion",0.0625,"microM",0.86455,"ok"
"464","Na Pyrithion",0.03125,"microM",0.953986,"ok"
"465","Na Pyrithion",0.015625,"microM",0.965651,"ok"
"466","Na Pyrithion",0.0078125,"microM",0.911212,"ok"
"467","Na Pyrithion",2,"microM",0.0168503,"ok"
"468","Na Pyrithion",1,"microM",0.04407,"ok"
"469","Na Pyrithion",0.5,"microM",0.273493,"ok"
"470","Na Pyrithion",0.25,"microM",0.985094,"ok"
"471","Na Pyrithion",0.125,"microM",0.880104,"ok"
"472","Na Pyrithion",0.0625,"microM",0.856773,"ok"
"473","Na Pyrithion",0.03125,"microM",0.887881,"ok"
"474","Na Pyrithion",0.015625,"microM",0.829553,"ok"
"475","Na Pyrithion",0.0078125,"microM",0.950097,"ok"
"476","Na Pyrithion",2,"microM",-0.022035,"ok"
"477","Na Pyrithion",1,"microM",0.0324044,"ok"
"478","Na Pyrithion",0.5,"microM",0.432923,"ok"
"479","Na Pyrithion",0.25,"microM",0.953986,"ok"
"480","Na Pyrithion",0.125,"microM",0.845107,"ok"
"481","Na Pyrithion",0.0625,"microM",0.86455,"ok"
"482","Na Pyrithion",0.03125,"microM",0.876215,"ok"
"483","Na Pyrithion",0.015625,"microM",0.953986,"ok"
"484","Na Pyrithion",0.0078125,"microM",0.930655,"ok"
"485","Cu Pyrithion",2,"microM",-0.00615195,"ok"
"486","Cu Pyrithion",1,"microM",-0.0393725,"ok"
"487","Cu Pyrithion",0.5,"microM",0.0492156,"ok"
"488","Cu Pyrithion",0.25,"microM",0.0824362,"ok"
"489","Cu Pyrithion",0.125,"microM",0.949862,"ok"
"490","Cu Pyrithion",0.0625,"microM",0.802215,"ok"
"491","Cu Pyrithion",0.03125,"microM",0.842818,"ok"
"492","Cu Pyrithion",0.015625,"microM",1.12704,"ok"
"493","Cu Pyrithion",0.0078125,"microM",1.0163,"ok"
"494","Cu Pyrithion",2,"microM",0.0270686,"ok"
"495","Cu Pyrithion",1,"microM",0.0418333,"ok"
"496","Cu Pyrithion",0.5,"microM",0.0824362,"ok"
"497","Cu Pyrithion",0.25,"microM",0.713627,"ok"
"498","Cu Pyrithion",0.125,"microM",0.554906,"ok"
"499","Cu Pyrithion",0.0625,"microM",0.898185,"ok"
"500","Cu Pyrithion",0.03125,"microM",0.746847,"ok"
"501","Cu Pyrithion",0.015625,"microM",0.732082,"ok"
"502","Cu Pyrithion",0.0078125,"microM",0.805906,"ok"
"503","Cu Pyrithion",2,"microM",-0.0209166,"ok"
"504","Cu Pyrithion",1,"microM",0.0123039,"ok"
"505","Cu Pyrithion",0.5,"microM",0.0750538,"ok"
"506","Cu Pyrithion",0.25,"microM",0.392495,"ok"
"507","Cu Pyrithion",0.125,"microM",0.938788,"ok"
"508","Cu Pyrithion",0.0625,"microM",0.872347,"ok"
"509","Cu Pyrithion",0.03125,"microM",0.861273,"ok"
"510","Cu Pyrithion",0.015625,"microM",0.853891,"ok"
"511","Cu Pyrithion",0.0078125,"microM",0.868656,"ok"
"512","Na Pyrithion",25,"microM",0.0602891,"ok"
"513","Na Pyrithion",12.5,"microM",0.0307598,"ok"
"514","Na Pyrithion",6.25,"microM",0.0750538,"ok"
"515","Na Pyrithion",3.125,"microM",0.0750538,"ok"
"516","Na Pyrithion",1.5625,"microM",0.0455245,"ok"
"517","Na Pyrithion",0.78125,"microM",0.0344509,"ok"
"518","Na Pyrithion",0.390625,"microM",0.255921,"ok"
"519","Na Pyrithion",0.195312,"microM",0.935097,"ok"
"520","Na Pyrithion",0.0976562,"microM",1.0163,"ok"
"521","Na Pyrithion",25,"microM",0.0307598,"ok"
"522","Na Pyrithion",12.5,"microM",0.0492156,"ok"
"523","Na Pyrithion",6.25,"microM",0.0824362,"ok"
"524","Na Pyrithion",3.125,"microM",0.056598,"ok"
"525","Na Pyrithion",1.5625,"microM",0.0344509,"ok"
"526","Na Pyrithion",0.78125,"microM",0.0676715,"ok"
"527","Na Pyrithion",0.390625,"microM",0.15626,"ok"
"528","Na Pyrithion",0.195312,"microM",0.794832,"ok"
"529","Na Pyrithion",0.0976562,"microM",0.768994,"ok"
"530","Na Pyrithion",25,"microM",0.0418333,"ok"
"531","Na Pyrithion",12.5,"microM",0.0344509,"ok"
"532","Na Pyrithion",6.25,"microM",0.0824362,"ok"
"533","Na Pyrithion",3.125,"microM",0.0935097,"ok"
"534","Na Pyrithion",1.5625,"microM",0.0233774,"ok"
"535","Na Pyrithion",0.78125,"microM",0.0529068,"ok"
"536","Na Pyrithion",0.390625,"microM",0.237465,"ok"
"537","Na Pyrithion",0.195312,"microM",0.91295,"ok"
"538","Na Pyrithion",0.0976562,"microM",1.00154,"ok"
"539","MSO2P",1000,"microM",0.662125,"ok"
"540","MSO2P",500,"microM",0.907357,"ok"
"541","MSO2P",250,"microM",0.913896,"ok"
"542","MSO2P",125,"microM",0.972752,"ok"
"543","MSO2P",62.5,"microM",1.38801,"ok"
"544","MSO2P",31.25,"microM",0.773297,"ok"
