"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"74","164164","000000","117125","133117","000000","139139","162144","120120","184184","252252","119119","108122","184187"
"75","164164","000000","125131","135115","000000","151142","156144","120120","190192","252252","122122","116118","184187"
"76","161161","000000","117133","115115","000000","145142","165159","110120","196184","252252","122122","112116","187187"
"77","176176","201187","157163","105105","136136","151148","174174","112112","250266","254254","119119","094094","214211"
"78","176176","187187","157163","117105","136136","151151","159162","112112","266276","254254","119119","094094","217214"
"79","176176","203163","157157","117105","136136","145151","183168","112112","256260","254254","119119","094094","217214"
"80","176176","183161","157163","117117","136136","142145","174174","112112","256262","254254","119119","094094","217208"
"81","164167","000000","163173","107107","148148","151148","150150","134142","198198","252252","119119","124124","175181"
"82","164164","000000","161175","107107","148148","145142","135150","134142","198198","252252","119119","124130","178178"
"83","173179","000000","161161","105105","139139","136136","147147","116112","188188","258254","122122","122122","169166"
"84","173173","000000","161159","000000","139139","136136","147147","112112","188190","254254","122122","142120","169169"
"85","173173","000000","161147","105105","136139","136136","153147","112112","188188","254254","122131","154146","172169"
"86","167167","000000","161149","117105","136136","136136","147147","116112","188190","258254","122122","146124","169169"
"87","182173","000000","165161","105105","136139","136136","147147","112112","188188","256254","122122","114112","169169"
"88","173167","000000","161147","105105","136136","136136","147147","112112","188188","258254","122122","114112","169166"
"89","173167","000000","161161","105105","136136","136136","147147","116112","188188","256254","122122","148146","172169"
"90","167167","000000","163161","117105","139136","136136","147144","116116","190190","256254","122122","116116","166166"
"91","173167","000000","161161","105105","136136","136136","147147","112116","190188","254254","122122","172138","169169"
"92","173167","000000","161161","105105","139136","136136","147147","112116","190188","254254","122122","172138","169172"
"93","173173","000000","161159","105105","136136","136136","147141","116116","190188","254254","122122","154116","169169"
"94","176182","143143","155155","117111","142145","157142","141144","116118","200200","256256","119119","112114","169166"
"95","176176","143143","163165","117109","145145","142139","168144","116118","200202","256258","119119","114108","169166"
"96","176176","143143","155157","113111","142148","145148","144144","116116","206202","258254","119119","108106","166166"
"97","176176","143143","163159","111111","148148","154148","144144","118118","206208","256256","119119","108108","166166"
"98","173176","143143","157159","111111","145145","170170","144144","116116","206208","256256","119119","108106","166166"
"99","176179","143143","159157","111111","145142","148148","147144","116118","202202","256256","119119","106110","166166"
"100","176176","143143","157157","111111","142142","163151","144144","116116","202210","256256","119119","106104","166166"
"101","176176","143143","157157","111111","142142","163151","144144","116116","200200","256256","119119","108106","166166"
"102","176176","143143","157171","111111","142142","151148","144144","116118","200208","256256","119119","108104","166166"
"103","176176","143143","159155","111111","142145","160154","147144","116118","202202","256254","119119","106108","166166"
"104","176176","143143","159159","111111","142145","154154","144144","118120","202204","256254","119119","104114","169166"
"105","176176","143143","157157","111111","142145","154154","144144","118118","202206","256258","119119","110108","166166"
"106","176176","143143","157157","111111","142145","154154","147144","118116","206208","256258","119119","108110","166166"
"107","191191","147147","151151","109109","145145","157157","144144","114114","190190","256256","119119","108110","166166"
"108","000000","147147","151151","109109","145145","151157","144144","114114","190194","256256","119119","108110","166166"
"109","191191","147147","151151","109109","148148","151157","144144","114114","190194","256256","119119","110112","166166"
"110","191191","147147","151151","109109","148145","154157","144144","114114","190194","256256","119119","112112","166166"
"111","191191","147147","151151","109109","148148","160157","144144","114114","194194","256256","119119","098108","166166"
"112","191191","137147","151151","109109","148148","157157","144144","114114","190194","256256","119119","108112","166166"
"113","191191","147147","151151","109109","148148","154157","144144","114114","190194","256256","119119","110110","166166"
"114","191191","147147","151151","109109","145145","157157","144144","114114","190194","256256","119119","110108","166166"
"115","191191","147147","151151","109109","148148","151157","144144","114114","190190","256256","119119","110112","000000"
"116","185191","147147","151151","111109","145145","151151","144144","114114","190194","256256","119119","112112","000000"
"117","191182","137147","151151","111109","148145","154154","144144","114114","190190","256256","119119","110116","166166"
"118","182191","147147","151151","109109","148145","157157","144144","114114","190190","256256","119119","110112","166166"
"119","191191","147147","151151","111109","148148","151157","144144","114114","190190","256256","119119","112108","166166"
"120","191191","147147","151151","109109","148148","160157","144144","114114","190194","256256","119119","108108","166166"
"121","191191","147147","151151","111109","148142","157157","144144","114114","194194","256256","119119","108110","166166"
"122","191191","147147","151151","111109","148148","151157","144144","114114","190190","256256","119119","108112","000000"
"123","191191","147147","151151","111109","148145","157157","144144","114114","190194","256256","119119","108110","166166"
"124","191191","147147","151151","111109","145145","151157","144144","114114","190190","256256","119119","108108","166166"
"125","191191","147147","151151","111109","145145","154154","144144","114114","190194","256256","119119","108110","166166"
"126","191185","147147","151151","111109","148148","157157","144144","114114","190190","256256","119119","110110","166166"
"127","191191","147147","151151","111109","148148","157157","144144","114114","190194","256256","119119","108112","000000"
"128","191185","147147","151151","111109","145148","000000","144144","114114","190194","256256","119119","110100","166166"
"129","191185","147147","151151","109109","145148","154157","144144","114114","190190","256256","119119","110108","166166"
"130","000000","147147","000000","109109","148148","000000","000000","114114","190194","256256","119119","108112","166166"
"131","191191","147147","151151","111109","148148","160157","144144","114114","194194","256256","119119","110112","169166"
"132","191185","135147","151151","109109","145148","151157","144144","114114","190194","256256","119119","108108","000000"
"133","191191","147147","151151","109109","145148","139160","144144","114114","190194","256256","119119","114116","000000"
"134","191185","147147","151151","111109","145148","151157","144144","114114","190194","256256","119119","110108","000000"
"135","191191","147147","151151","111109","148148","157157","144144","114114","190190","256256","119119","110108","166166"
"136","191185","135147","151151","111109","145145","160157","144144","114114","190190","256256","119119","098098","157157"
"137","191191","147147","151151","109109","145148","154151","144144","114114","190194","256256","119119","110110","166166"
"138","191185","147147","151151","109109","145145","157154","144144","114114","190190","256256","119119","098112","160166"
"139","191191","147147","151151","109109","145148","157157","144144","114114","190194","256256","119119","110110","166166"
"140","191185","147147","151151","109109","145148","151157","144144","114114","190194","256256","119119","110110","166166"
"141","191191","147147","151151","111109","145148","157157","144144","114114","190194","256256","119119","110110","166166"
"142","191191","135147","151151","111109","148148","151157","144144","114114","194194","256256","119119","110098","166166"
"143","191191","135147","151151","109109","145148","151157","144144","114114","190194","256256","119119","116116","000000"
"144","191191","147147","151151","109109","145148","151157","144144","114114","190194","256256","119119","108098","000000"
"145","191191","147147","151151","111109","145145","163157","144144","114114","190194","256256","119119","098098","166166"
"146","191191","147147","151151","109109","145148","151151","000000","114114","190194","256256","119119","112110","000000"
"147","185185","147147","151151","109109","145148","157157","144144","114114","190190","256256","119119","108110","166166"
"148","191191","135147","151151","109109","145145","151157","144144","114114","190190","256256","119119","112098","000000"
"149","191185","147147","151151","111109","148148","151157","144144","114114","190194","256256","119119","110098","166166"
"150","191191","147147","151151","111109","145148","157151","144144","114114","194194","256256","119119","110112","166166"
"151","191191","135147","151151","111109","145145","139151","144144","114114","190190","256256","119119","110110","166166"
"152","191191","147147","151151","111109","145145","154157","144144","114114","190194","256256","119119","110108","000000"
"153","191185","147147","151151","109109","145148","160157","144144","114114","190194","256256","119119","110108","166166"
"154","191191","147147","151151","109109","145145","157154","144144","114114","190190","256256","119119","108108","166166"
"155","191191","147147","151151","109109","148148","151154","144144","114114","190190","256256","119119","108110","166166"
"156","191185","147147","151151","111109","145145","157151","144144","114114","190190","256256","119119","110112","166166"
"157","191191","135147","151151","109109","145148","157151","144144","114114","190194","256256","119119","108108","166166"
"158","191185","147147","151151","109109","145145","157157","144144","114114","190190","256256","119119","110110","166166"
"159","191191","147147","151151","111109","145148","151157","144144","114114","190194","256256","119119","110112","166166"
"160","191185","135147","151151","109109","145148","157157","144144","114114","190194","256256","119119","108110","166166"
"161","191185","135147","151151","109109","145148","157157","144144","114114","190190","256256","119119","108110","166166"
"162","191185","147147","151151","109109","145148","157157","144144","114114","190194","256256","119119","108110","166166"
"163","191185","135147","151151","109109","145148","157157","144144","114114","190190","256256","119119","108110","166166"
"164","191191","147147","151151","109109","145148","157157","144144","114114","190190","256256","119119","110110","166166"
"165","191191","135147","151151","111109","145145","157157","144144","114114","194194","256256","119119","108110","166166"
"166","188191","147147","151151","111109","145151","154157","144144","114114","190194","000000","119119","110110","166166"
"167","191191","135147","151151","111109","145148","160154","144144","114114","190194","256256","119119","112108","000000"
"168","188188","151147","149149","109109","148148","154145","144144","116116","194194","256256","119119","098098","166166"
"169","185182","135147","155149","111109","148148","157151","144153","114114","190190","256256","119119","110108","166166"
"170","179182","173157","149149","109109","136136","136136","150150","114114","188188","254254","128128","112116","169166"
"171","182188","161155","149155","113109","136145","136136","150135","116114","188190","256250","119128","102112","169166"
"172","179179","171169","149149","109109","136136","136136","150150","114114","188188","250254","128128","112116","166166"
"173","179179","169157","149149","109109","136136","136136","150150","114114","188188","254254","128128","112116","166166"
"174","179179","157135","155163","113113","145142","151136","147135","114114","190190","254256","119119","100108","166166"
"175","179185","159155","163163","113113","145145","148148","150150","114114","190190","256256","119119","100104","175166"
"176","179188","157155","163155","113113","145145","151151","150135","116114","190190","256256","119119","100098","175166"
"177","179188","151151","155163","109113","142142","136139","150150","116116","190190","256256","119119","100098","166166"
"178","179188","157155","163165","113113","145145","148148","147135","114114","190190","256254","119116","098104","178166"
"179","179188","157155","155163","113113","145145","148148","150147","116114","190190","256256","119119","104104","178166"
"180","179179","155155","155163","113113","145145","136148","159147","114114","190190","256256","119119","100100","166166"
"181","179185","157153","155153","113113","145142","148148","162150","116114","190190","256256","119119","102104","178166"
"182","179188","191163","163153","111113","145142","136148","150135","116114","190190","256256","119119","098108","166166"
"183","179182","157155","155155","113113","145142","148148","150150","116116","190190","256256","119119","100104","166166"
"184","185188","155153","163165","113113","145145","151148","150150","116114","190190","256256","119119","100102","166166"
"185","179188","155155","157163","113113","145142","151148","150135","116114","190190","256254","119119","100102","157157"
"186","179185","157157","153165","113113","145142","148148","150150","114114","190190","256256","119119","100108","166166"
"187","179179","175155","155155","113113","145142","136148","162147","114114","190190","256256","119116","100100","166166"
"188","182185","191155","163163","113113","145142","148148","162147","114114","190190","256256","119119","100104","166166"
"189","179188","153155","155155","113113","142142","136148","150150","116114","190190","254256","119119","100104","175166"
"190","188182","155155","163165","113113","145145","148148","150147","114114","190190","254254","119119","100100","166166"
"191","188182","185157","163163","113113","145136","151148","150147","114114","190190","256256","119119","100110","166166"
"192","179179","137157","163155","113113","145145","151136","156147","114114","190190","256256","119119","104104","166166"
"193","179188","155151","163155","113113","145145","148148","147147","116114","190190","256256","119119","104100","166166"
"194","182188","159157","155155","113113","136136","148136","147147","114114","190190","256256","119119","100102","175166"
"195","182185","157151","155153","111113","145145","151148","150147","114114","190194","256254","119119","108100","166166"
"196","179182","157155","155163","113113","145142","136148","150147","116114","190190","256256","119119","100102","175166"
"197","179185","155151","155165","113113","145142","151148","150135","116114","190190","256254","119119","100100","166166"
"198","179188","185175","153163","113113","145136","157148","162150","116114","190190","256254","119119","100100","175166"
"199","188188","181155","155165","113113","145142","136148","144150","116116","190190","256254","119119","104108","166166"
"200","000000","157155","155163","113113","145145","139139","147150","114114","190190","256256","119119","102102","166178"
"201","179188","179157","165163","113113","145145","148139","150150","114114","190190","256256","119119","102100","166166"
"202","188185","153157","155155","113113","145145","136136","147147","114114","190190","256256","119119","110100","166166"
"203","179182","157157","155155","113113","145145","151148","150156","114114","190190","256256","119119","102100","166166"
"204","179188","187159","155153","113109","145142","148136","147150","114114","190190","256254","119119","100100","166166"
"205","179179","135157","155155","113113","145142","154139","150150","114114","190190","000000","119119","102102","166166"
"206","179188","149151","155163","113113","145142","154136","135150","114114","190190","256256","119119","100100","166178"
"207","179179","157155","163163","113113","145145","157139","147147","114114","190190","254256","119119","100100","166175"
"208","179185","175151","163165","113113","142142","154136","150150","114114","190190","256256","119119","104104","166175"
"209","182185","157135","153157","111113","145142","136136","147150","114116","190190","256256","119119","100100","166166"
"210","182179","157153","153163","113113","136136","139136","147150","114116","190190","256256","119119","108100","166178"
"211","182185","179167","153155","113113","145145","151148","150150","114114","190190","256256","119119","108100","166166"
"212","179179","157153","153155","113113","145145","139136","147150","114114","190190","256256","119119","100100","166166"
"213","179179","183155","163163","113113","145142","148136","147150","114114","190190","256256","119119","102100","166166"
"214","179185","157155","153163","113113","145142","139136","147147","114114","190190","254256","119119","102100","166166"
"215","179179","183157","155165","113113","145145","154148","147150","114114","190190","254256","119119","108100","166166"
"216","182185","159135","155155","113113","145142","136136","150162","114114","190190","256256","119119","102102","166166"
"217","179182","185157","155161","113113","142142","136136","147150","114116","190190","256256","119119","100100","166166"
"218","179185","157153","157163","109113","145142","136136","147150","114114","190190","256256","119119","102100","166166"
"219","179185","157153","153161","113113","142142","148136","147147","114116","190190","254256","119119","104102","166166"
"220","185191","159135","159163","113113","145136","139136","150150","114114","190190","254256","119119","100100","166166"
"221","179182","157153","155157","113113","145142","151136","147147","114114","190190","254256","119119","100100","166166"
"222","185188","199149","155157","109109","142142","136136","150135","114114","188190","258256","119119","106106","166166"
"223","185185","151149","155157","109109","142142","136136","144135","114114","190190","256256","119119","106100","166166"
"224","185185","161153","157157","109109","142148","136136","135135","114114","190190","256256","119119","106100","166166"
"225","185185","149151","157157","109109","142142","136136","135147","114114","190190","256256","119119","104100","166166"
"226","182182","157149","157155","109109","142151","148136","147147","114114","190190","256256","119119","110108","166166"
"227","000000","149149","157155","109109","142142","136136","135135","114114","190190","256256","119119","106108","166166"
"228","176185","153147","157155","109109","142151","136136","135150","114114","188190","256256","119119","106100","166166"
"229","176182","199151","155155","109109","142148","136136","135150","114114","192190","256256","119119","110100","166166"
"230","185185","155151","155153","109109","142142","136136","135150","114114","192190","256256","119119","108106","166166"
"231","182176","153153","153157","109109","142142","136136","135135","114114","194190","256258","119119","108100","166166"
"232","179185","157149","157155","109109","142151","136136","135156","114114","190190","256256","119119","106106","166166"
"233","179182","151149","155155","109109","142148","136136","135150","114114","194190","256256","119119","110100","166166"
"234","176182","159151","155153","109109","145151","139139","135150","114114","190190","256256","119119","100100","166166"
"235","179179","139149","153157","109109","142151","136139","135150","114114","190190","256256","119119","110108","166166"
"236","185182","153147","157157","109109","145142","163136","135150","114114","194190","256256","119119","104100","166166"
