"","varb","resp","id","root","STG1N","LOGLVS","LOGSLA","BLK"
"25.fecund","fecund",0,25,1,2,2.89597473235906,-0.732100139041111,"1"
"26.fecund","fecund",0,26,1,1,2.68663626926229,-0.621767324270482,"1"
"27.fecund","fecund",1,27,1,3,2.19589965240923,-0.813777968678184,"1"
"28.fecund","fecund",0,28,1,1,2.51851393987789,-0.675410611699439,"1"
"29.fecund","fecund",1,29,1,3,2.32428245529769,-0.705520573197609,"1"
"30.fecund","fecund",1,30,1,3,2.23552844690755,-0.697675183129986,"1"
"31.fecund","fecund",1,31,1,1,2.39794000867204,-0.771829530583365,"1"
"32.fecund","fecund",1,32,1,3,1.77085201164214,-0.847184326565517,"1"
"33.fecund","fecund",1,33,1,2,1.78532983501077,-0.658079461373051,"1"
"34.fecund","fecund",1,34,1,1,2.15533603746506,-0.503328658858675,"1"
"35.fecund","fecund",1,35,1,1,2.17609125905568,-0.686448455722899,"1"
"36.fecund","fecund",1,36,1,1,2.57403126772772,-0.786187664241505,"1"
"37.fecund","fecund",1,37,1,3,2.19312459835446,-0.633053792106482,"1"
"38.fecund","fecund",0,38,1,1,2.58771096501891,-0.71921825323948,"1"
"39.fecund","fecund",0,39,1,3,2.73399928653839,-0.675535581146035,"1"
"40.fecund","fecund",0,40,1,1,2.57863920996807,-0.670976804393879,"1"
"41.fecund","fecund",0,41,1,1,2.38021124171161,-0.684779936142345,"1"
"42.fecund","fecund",0,42,1,1,2.60959440922522,-0.694884129246242,"1"
"43.fecund","fecund",0,43,1,2,2.62940959910272,-0.776275245384888,"1"
"44.fecund","fecund",0,44,1,2,2.37106786227174,-0.749179944792336,"1"
"45.fecund","fecund",1,45,1,3,2.30319605742049,-0.679922788528859,"1"
"46.fecund","fecund",0,46,1,1,2.64443858946784,-0.765539739262028,"1"
"47.fecund","fecund",0,47,1,2,2.40140054078154,-0.620060714407074,"1"
"48.fecund","fecund",0,48,1,1,2.27646180417324,-0.641591901251202,"1"
"49.fecund","fecund",0,49,1,2,2.64345267648619,-0.640876217873306,"1"
"50.fecund","fecund",1,50,1,3,2.2718416065365,-0.738517210865239,"1"
"51.fecund","fecund",1,51,1,3,2.24551266781415,-0.745085229387805,"1"
"52.fecund","fecund",0,52,1,2,2.57403126772772,-0.651403875044515,"1"
"53.fecund","fecund",0,53,1,1,2.11058971029925,-0.731634482801593,"1"
"54.fecund","fecund",1,54,1,3,2.36361197989214,-0.678023599277951,"1"
"55.fecund","fecund",0,55,1,1,2.13353890837022,-0.669688027344388,"1"
"56.fecund","fecund",0,56,1,2,2.5092025223311,-0.738325263732389,"1"
"57.fecund","fecund",0,57,1,2,2.53402610605613,-0.680437617722085,"1"
"58.fecund","fecund",0,58,1,3,2.37106786227174,-0.779365381680148,"1"
"59.fecund","fecund",0,59,1,1,2.57749179983723,-0.675136844735415,"1"
"60.fecund","fecund",0,60,1,1,1.70757017609794,-0.525728123872374,"1"
"61.fecund","fecund",0,61,1,1,2.50105926221775,-0.693383764029666,"1"
"62.fecund","fecund",1,62,1,3,1.92941892571429,-0.595917109820911,"1"
"63.fecund","fecund",0,63,1,2,2.57287160220048,-0.752760220988411,"1"
"64.fecund","fecund",0,64,1,2,2.59328606702046,-0.6700291133935,"1"
"65.fecund","fecund",0,65,1,3,2.31175386105575,-0.79138346782355,"1"
"66.fecund","fecund",0,66,1,1,2.34439227368511,-0.669066432697136,"1"
"67.fecund","fecund",1,67,1,3,2.52244423350632,-0.708895141854386,"1"
"68.fecund","fecund",0,68,1,1,2.42651126136458,-0.717000469455095,"1"
"69.fecund","fecund",0,69,1,1,2.26481782300954,-0.62024566993696,"1"
"70.fecund","fecund",0,70,1,1,2.39967372148104,-0.637252781956281,"1"
"71.fecund","fecund",0,71,1,1,2.55509444857832,-0.619171570384564,"1"
"72.fecund","fecund",0,72,1,2,1.82607480270083,-0.574000033632132,"1"
"73.fecund","fecund",0,73,1,1,2.33041377334919,-0.74263450539085,"1"
"74.fecund","fecund",1,74,1,3,2.19033169817029,-0.567520954816273,"1"
"75.fecund","fecund",0,75,1,1,2.19865708695442,-0.741461920038195,"1"
"76.fecund","fecund",0,76,1,1,2.52244423350632,-0.768744895324633,"1"
"77.fecund","fecund",0,77,1,2,2.31806333496276,-0.669604205636222,"1"
"78.fecund","fecund",0,78,1,2,2.28780172993023,-0.75719031702524,"1"
"79.fecund","fecund",0,79,1,2,2.44247976906445,-0.798512149590857,"1"
"80.fecund","fecund",0,80,1,1,2.45636603312904,-0.756364291048003,"1"
"81.fecund","fecund",0,81,1,2,2.57863920996807,-0.666111473689162,"1"
"82.fecund","fecund",1,82,1,3,2.38021124171161,-0.583782339271295,"1"
"83.fecund","fecund",0,83,1,1,2.31175386105575,-0.663403466108616,"1"
"84.fecund","fecund",1,84,1,3,2.39093510710338,-0.730243782749409,"1"
"85.fecund","fecund",0,85,1,1,2.31806333496276,-0.733475777154769,"1"
"86.fecund","fecund",1,86,1,3,2.39093510710338,-0.737576189216968,"1"
"87.fecund","fecund",0,87,1,2,2.09342168516224,-0.812345478147738,"1"
"88.fecund","fecund",0,88,1,1,2.85430604180108,-0.800047266574217,"1"
"89.fecund","fecund",0,89,1,1,2.19865708695442,-0.728108442492713,"1"
"90.fecund","fecund",1,90,1,3,2.3096301674259,-0.612249795425102,"1"
"91.fecund","fecund",0,91,1,2,2.49692964807321,-0.797081550785543,"1"
"92.fecund","fecund",0,92,1,1,2.51982799377572,-0.652397956834017,"1"
"93.fecund","fecund",0,93,1,2,2.06445798922692,-0.639283285338259,"1"
"94.fecund","fecund",0,94,1,2,2.64246452024212,-0.824779283036625,"1"
"95.fecund","fecund",0,95,1,1,2.31806333496276,-0.627192967729685,"1"
"96.fecund","fecund",1,96,1,3,2.33041377334919,-0.68900132141557,"1"
"97.fecund","fecund",1,97,1,3,2.26007138798507,-0.706107049160539,"1"
"98.fecund","fecund",0,98,1,1,2.52633927738984,-0.726504930859866,"1"
"99.fecund","fecund",0,99,1,2,2.29225607135648,-0.703737280327056,"1"
"100.fecund","fecund",0,100,1,1,2.77815125038364,-0.724024261756292,"1"
"101.fecund","fecund",0,101,1,1,2.60638136511061,-0.654620129513223,"1"
"102.fecund","fecund",0,102,1,2,2.40823996531185,-0.755255657664941,"1"
"103.fecund","fecund",1,103,1,1,2.34439227368511,-0.686244968880463,"1"
"104.fecund","fecund",1,104,1,3,1.69897000433602,-0.585769129568696,"1"
"105.fecund","fecund",0,105,1,1,2.40483371661994,-0.70013768753353,"1"
"106.fecund","fecund",0,106,1,1,2.53655844257153,-0.882135554007757,"1"
"107.fecund","fecund",0,107,1,1,2.33645973384853,-0.797161628262967,"1"
"108.fecund","fecund",0,108,1,1,2.07918124604762,-0.785401228958377,"1"
"109.fecund","fecund",0,109,1,2,2.22010808804005,-0.723716541406156,"1"
"110.fecund","fecund",0,110,1,1,2.60097289568675,-0.733441515414162,"1"
"111.fecund","fecund",1,111,1,1,2.59217675739587,-0.652933954057788,"1"
"112.fecund","fecund",0,112,1,1,2.31806333496276,-0.638080923053747,"1"
"113.fecund","fecund",0,113,1,2,1.79934054945358,-0.758736487141261,"1"
"114.fecund","fecund",1,114,1,3,2.03342375548695,-0.833087539592114,"1"
"115.fecund","fecund",0,115,1,1,2.46239799789896,-0.688268576081851,"1"
"116.fecund","fecund",1,116,1,3,2.12385164096709,-0.729772691214077,"1"
"117.fecund","fecund",0,117,1,1,2.19589965240923,-0.699800660276662,"1"
"118.fecund","fecund",0,118,1,2,2.34044411484012,-0.852915140317342,"1"
"119.fecund","fecund",0,119,1,1,2.46389298898591,-0.628228632376804,"1"
"120.fecund","fecund",0,120,1,1,2.28555730900777,-0.65111866911215,"1"
"121.fecund","fecund",0,121,1,1,2.46834733041216,-0.64314999223175,"1"
"122.fecund","fecund",0,122,1,1,2.57403126772772,-0.689164256112637,"1"
"123.fecund","fecund",0,123,1,2,2.69108149212297,-0.781746711949998,"1"
"124.fecund","fecund",0,124,1,1,2.20139712432045,-0.65366326055364,"1"
"125.fecund","fecund",1,125,1,3,2.47712125471966,-0.704767504006981,"1"
"126.fecund","fecund",0,126,1,2,2.4814426285023,-0.803874340236026,"1"
"127.fecund","fecund",1,127,1,3,2.44870631990508,-0.793566469336919,"1"
"128.fecund","fecund",0,128,1,2,2.88081359228079,-0.771256139220287,"1"
"129.fecund","fecund",1,129,1,1,3.00432137378264,-0.642423298232513,"1"
"130.fecund","fecund",1,130,1,3,2.43616264704076,-0.832373004558701,"1"
"131.fecund","fecund",0,131,1,1,2.52504480703685,-0.809115824249872,"1"
"132.fecund","fecund",0,132,1,1,2.79865064544527,-0.735304562525339,"1"
"133.fecund","fecund",0,133,1,1,2.79309160017658,-0.644289258702667,"1"
"134.fecund","fecund",1,134,1,3,2.10037054511756,-0.676834393401096,"1"
"135.fecund","fecund",0,135,1,1,1.94448267215017,-0.677618879136672,"1"
"136.fecund","fecund",1,136,1,3,2.45788189673399,-0.649974700434795,"1"
"137.fecund","fecund",0,137,1,1,2.58658730467176,-0.825774670697177,"1"
"138.fecund","fecund",0,138,1,1,2.40823996531185,-0.715387759574394,"1"
"139.fecund","fecund",0,139,1,2,2.45939248775923,-0.864085178065151,"1"
"140.fecund","fecund",0,140,1,3,2.2148438480477,-0.717339609379879,"1"
"141.fecund","fecund",1,141,1,3,2.64640372622307,-0.646556829386894,"1"
"142.fecund","fecund",1,142,1,3,2.39619934709574,-0.69669156696957,"1"
"143.fecund","fecund",1,143,1,3,2.39967372148104,-0.815168773748673,"1"
"144.fecund","fecund",0,144,1,1,2.50379068305718,-0.718112764855746,"1"
"145.fecund","fecund",0,145,1,2,2.50650503240487,-0.738553922649446,"1"
"146.fecund","fecund",0,146,1,1,2.72427586960079,-0.697404977482391,"1"
"147.fecund","fecund",1,147,1,3,2.63042787502502,-0.670340074782897,"1"
"148.fecund","fecund",0,148,1,2,2.64738297011462,-0.815416204359235,"1"
"149.fecund","fecund",0,149,1,1,2.44090908206522,-0.78769040156785,"1"
"150.fecund","fecund",0,150,1,3,2.20682587603185,-0.661170928987373,"1"
"151.fecund","fecund",0,151,1,3,2.38738982633873,-0.645329903388559,"1"
"152.fecund","fecund",0,152,1,1,2.40823996531185,-0.729176121725332,"1"
"153.fecund","fecund",0,153,1,1,2.41329976408125,-0.719015921046795,"1"
"154.fecund","fecund",0,154,1,1,2.45178643552429,-0.72764838322854,"1"
"155.fecund","fecund",0,155,1,1,2.46389298898591,-0.701736546901567,"1"
"156.fecund","fecund",0,156,1,3,2.27875360095283,-0.791547231293717,"1"
"157.fecund","fecund",0,157,1,1,2.46834733041216,-0.650552202351753,"1"
"158.fecund","fecund",0,158,1,1,2.01703333929878,-0.762476380155555,"1"
"159.fecund","fecund",1,159,1,3,2.59659709562646,-0.831764194921174,"1"
"160.fecund","fecund",1,160,1,3,2.12710479836481,-0.652277541440271,"1"
"161.fecund","fecund",0,161,1,1,2.41161970596323,-0.682859247359805,"1"
"162.fecund","fecund",0,162,1,1,2.28330122870355,-0.747584420957815,"1"
"163.fecund","fecund",0,163,1,1,2.41995574848976,-0.648944528600353,"1"
"164.fecund","fecund",0,164,1,1,2.65417654187796,-0.712410102493827,"1"
"165.fecund","fecund",0,165,1,1,2.35602585719312,-0.655664685180792,"1"
"166.fecund","fecund",1,166,1,3,2.0899051114394,-0.733788729392248,"1"
"167.fecund","fecund",0,167,1,1,2.57403126772772,-0.75127605738244,"1"
"168.fecund","fecund",0,168,1,1,2.38916608436453,-0.655060504002252,"1"
"169.fecund","fecund",1,169,1,3,2.35602585719312,-0.828572919824741,"1"
"170.fecund","fecund",0,170,1,1,2.2380461031288,-0.800789406450077,"1"
"171.fecund","fecund",0,171,1,3,2.05690485133647,-0.702414070616178,"1"
"172.fecund","fecund",0,172,1,1,2.78103693862113,-0.732247869873331,"1"
"173.fecund","fecund",0,173,1,1,2.77305469336426,-0.751340565098416,"1"
"174.fecund","fecund",0,174,1,1,2.64048143697042,-0.786701620588038,"1"
"175.fecund","fecund",0,175,1,1,2.54900326202579,-0.740950531949721,"1"
"176.fecund","fecund",0,176,1,2,2.77378644498119,-0.816689072463559,"1"
"177.fecund","fecund",0,177,1,2,2.15533603746506,-0.774018474332065,"1"
"178.fecund","fecund",0,178,1,1,2.56348108539441,-0.669399274868619,"1"
"179.fecund","fecund",0,179,1,2,1.84509804001426,-0.529752493771987,"1"
"180.fecund","fecund",1,180,1,3,2.57978359661681,-0.698682772525348,"1"
"181.fecund","fecund",1,181,1,1,2.78746047451841,-0.703574130087561,"1"
"182.fecund","fecund",0,182,1,1,2.41497334797082,-0.702679063604727,"1"
"183.fecund","fecund",0,183,1,2,2.50242711998443,-0.844732071776621,"1"
"184.fecund","fecund",0,184,1,2,2.66464197555613,-0.771436087886758,"1"
"185.fecund","fecund",1,185,1,3,2.42651126136458,-0.870846276167933,"1"
"186.fecund","fecund",0,186,1,2,2.25285303097989,-0.712622671691501,"1"
"187.fecund","fecund",1,187,1,3,2.39269695325967,-0.791356075584029,"1"
"188.fecund","fecund",0,188,1,1,2.40654018043395,-0.751228607560763,"1"
"189.fecund","fecund",0,189,1,1,2.33041377334919,-0.67196873264017,"1"
"190.fecund","fecund",0,190,1,1,2.51587384371168,-0.719024287997566,"1"
"191.fecund","fecund",0,191,1,1,2.5854607295085,-0.686972616559608,"1"
"192.fecund","fecund",1,192,1,1,2.66370092538965,-0.684117997729725,"1"
"193.fecund","fecund",0,193,1,1,2.46089784275655,-0.811079256071836,"1"
"194.fecund","fecund",0,194,1,1,2.84385542262316,-0.737042911801029,"1"
"195.fecund","fecund",1,195,1,3,2.35983548233989,-0.681982444765871,"1"
"196.fecund","fecund",1,196,1,3,2.70926996097583,-0.777369441924263,"1"
"197.fecund","fecund",0,197,1,1,2.67117284271508,-0.671330459492372,"1"
"198.fecund","fecund",0,198,1,1,1.89209460269048,-0.669447491707772,"1"
"199.fecund","fecund",0,199,1,2,1.86923171973098,-0.660431260974679,"1"
"200.fecund","fecund",0,200,1,2,1.47712125471966,-0.744817030920494,"1"
"201.fecund","fecund",1,201,1,3,2.19033169817029,-0.657478379780646,"1"
"202.fecund","fecund",0,202,1,1,1.83250891270624,-0.791313849411837,"1"
"203.fecund","fecund",0,203,1,2,2.41161970596323,-0.772596721707458,"1"
"204.fecund","fecund",0,204,1,1,2.19865708695442,-0.694716919554526,"1"
"205.fecund","fecund",0,205,1,2,2.20411998265592,-0.793686066885939,"1"
"206.fecund","fecund",0,206,1,1,2.73078227566639,-0.783538121371345,"1"
"207.fecund","fecund",1,207,1,1,2.53019969820308,-0.799322263755093,"1"
"208.fecund","fecund",1,208,1,3,2.2718416065365,-0.772165015263336,"1"
"209.fecund","fecund",1,209,1,3,1.9912260756925,-0.603850898945843,"1"
"210.fecund","fecund",0,210,1,1,2.45178643552429,-0.737232072605607,"1"
"211.fecund","fecund",0,211,1,1,2.81756536955978,-0.766058581262016,"1"
"212.fecund","fecund",1,212,1,3,2.45024910831936,-0.644579251649442,"1"
"213.fecund","fecund",1,213,1,3,2.90741136077459,-0.771111731264299,"1"
"214.fecund","fecund",1,214,1,1,2.38738982633873,-0.750113824271965,"1"
"215.fecund","fecund",1,215,1,1,2.88930170250631,-0.681994567108107,"1"
"216.fecund","fecund",0,216,1,1,2.76117581315573,-0.788872414275472,"1"
"217.fecund","fecund",0,217,1,1,2.81358098856819,-0.90841317583195,"1"
"218.fecund","fecund",0,218,1,1,2.3096301674259,-0.820968079086941,"1"
"219.fecund","fecund",0,219,1,1,2.5327543789925,-0.78282615539363,"1"
"220.fecund","fecund",0,220,1,1,2.67486114073781,-0.766561552637531,"1"
"221.fecund","fecund",0,221,1,1,2.53907609879278,-0.770304159535416,"1"
"222.fecund","fecund",0,222,1,1,2.11727129565576,-0.750939637996979,"1"
"223.fecund","fecund",0,223,1,1,2.31386722036915,-0.825592951695559,"1"
"224.fecund","fecund",0,224,1,1,2.40312052117582,-0.755638170026052,"1"
"225.fecund","fecund",0,225,1,1,2.65609820201283,-0.789779519438167,"1"
"226.fecund","fecund",0,226,1,2,2.4983105537896,-0.698560485699448,"1"
"227.fecund","fecund",0,227,1,1,2.45024910831936,-0.73647461982014,"1"
"228.fecund","fecund",1,228,1,3,2.59217675739587,-0.846137768741417,"1"
"229.fecund","fecund",0,229,1,2,2.65801139665711,-0.783715752603595,"1"
"230.fecund","fecund",0,230,1,1,2.38381536598043,-0.716413055440566,"1"
"231.fecund","fecund",0,231,1,2,2.59879050676312,-0.736037849890907,"1"
"232.fecund","fecund",0,232,1,1,2.59328606702046,-0.804467721023543,"1"
"233.fecund","fecund",0,233,1,2,2.49136169383427,-0.821793046593946,"1"
"234.fecund","fecund",0,234,1,1,2.39794000867204,-0.789821208569428,"1"
"235.fecund","fecund",0,235,1,1,2.60530504614111,-0.802640575314899,"1"
"236.fecund","fecund",1,236,1,3,2.52504480703685,-0.839787150747446,"1"
"237.fecund","fecund",0,237,1,2,2.12385164096709,-0.75783579898726,"1"
"238.fecund","fecund",0,238,1,2,2.51454775266029,-0.743028524256578,"1"
"239.fecund","fecund",0,239,1,2,2.53907609879278,-0.7750582309454,"1"
"240.fecund","fecund",0,240,1,2,2.70243053644553,-0.776551637223851,"1"
"241.fecund","fecund",0,241,1,1,2.01283722470517,-0.640747601273379,"1"
"242.fecund","fecund",1,242,1,3,2.57863920996807,-0.882679000933325,"1"
"243.fecund","fecund",0,243,1,3,2.48000694295715,-0.717716088651711,"1"
"244.fecund","fecund",1,244,1,3,2.6222140229663,-0.741106981847629,"1"
"245.fecund","fecund",1,245,1,3,1.95424250943933,-0.744851561311451,"1"
"246.fecund","fecund",0,246,1,1,2.25042000230889,-0.684303685500567,"1"
"247.fecund","fecund",1,247,1,1,2.62736585659273,-0.802569930722323,"1"
"248.fecund","fecund",0,248,1,1,2.15533603746506,-0.692242170170863,"1"
"249.fecund","fecund",1,249,1,3,2.32014628611105,-0.667790400056817,"1"
"250.fecund","fecund",1,250,1,3,2.39269695325967,-0.634053144605012,"1"
"251.fecund","fecund",0,251,1,2,2.39619934709574,-0.684561910433282,"1"
"252.fecund","fecund",0,252,1,2,2.57749179983723,-0.790878117775884,"1"
"253.fecund","fecund",0,253,1,2,2.05307844348342,-0.904294688130314,"1"
"254.fecund","fecund",0,254,1,2,2.68484536164441,-0.768664542327752,"1"
"255.fecund","fecund",0,255,1,1,2.65609820201283,-0.76373721001025,"1"
"256.fecund","fecund",0,256,1,1,2.43296929087441,-0.677298579164569,"1"
"257.fecund","fecund",0,257,1,1,2.13033376849501,-0.732239703958312,"1"
"258.fecund","fecund",0,258,1,1,2.61172330800734,-0.739824280025746,"1"
"259.fecund","fecund",0,259,1,2,1.74036268949424,-0.621329450597475,"1"
"260.fecund","fecund",0,260,1,1,2.31175386105575,-0.785935334560789,"1"
"261.fecund","fecund",1,261,1,3,2.66464197555613,-0.739905136003033,"1"
"262.fecund","fecund",0,262,1,1,2.8555191556678,-0.748796803733426,"1"
"263.fecund","fecund",0,263,1,1,2.78031731214015,-0.713370915429721,"1"
"264.fecund","fecund",0,264,1,2,2.57403126772772,-0.835521825487661,"1"
"265.fecund","fecund",0,265,1,2,2.54654266347813,-0.671161665214368,"1"
"266.fecund","fecund",0,266,1,2,2.71683772329952,-0.82362479553904,"1"
"267.fecund","fecund",0,267,1,1,2.25527250510331,-0.740319253530623,"1"
"268.fecund","fecund",1,268,1,3,2.20411998265592,-0.730969550366567,"1"
"269.fecund","fecund",1,269,1,1,2.4814426285023,-0.717442256972547,"1"
"270.fecund","fecund",0,270,1,1,2.63648789635337,-0.819558040820679,"1"
"271.fecund","fecund",1,271,1,3,2.14301480025409,-0.730412473558251,"1"
"272.fecund","fecund",0,272,1,2,2.30319605742049,-0.669742561705349,"1"
"273.fecund","fecund",0,273,1,1,2.54032947479087,-0.692046708408241,"1"
"274.fecund","fecund",0,274,1,1,2.73078227566639,-0.68044334172234,"1"
"275.fecund","fecund",1,275,1,3,2.58433122436753,-0.676204226916842,"1"
"276.fecund","fecund",0,276,1,1,2.5910646070265,-0.783776905235577,"1"
"277.fecund","fecund",0,277,1,1,2.05690485133647,-0.778972999885017,"1"
"278.fecund","fecund",1,278,1,1,2.22530928172586,-0.747779663570468,"1"
"279.fecund","fecund",1,279,1,3,2.06069784035361,-0.797691197433105,"1"
"280.fecund","fecund",0,280,1,1,2.41995574848976,-0.685626574369196,"1"
"281.fecund","fecund",0,281,1,3,2.57170883180869,-0.816316639480549,"1"
"282.fecund","fecund",0,282,1,1,2.70926996097583,-0.771303837873498,"1"
"283.fecund","fecund",1,283,1,3,2.52633927738984,-0.762873718201987,"1"
"284.fecund","fecund",0,284,1,1,1.04139268515823,-0.569563302328524,"1"
"285.fecund","fecund",0,285,1,2,2.51719589794997,-0.758649037930961,"1"
"286.fecund","fecund",0,286,1,1,2.8463371121298,-0.731814511453276,"1"
"287.fecund","fecund",0,287,1,1,2.62013605497376,-0.708166399505269,"1"
"288.fecund","fecund",0,288,1,1,2.71767050300226,-0.759774511638933,"1"
"289.fecund","fecund",0,289,1,3,1.7481880270062,-0.681083855789555,"1"
"290.fecund","fecund",1,290,1,3,1.43136376415899,-0.612473341391893,"1"
"291.fecund","fecund",1,291,1,3,2.57170883180869,-0.761503779152809,"1"
"292.fecund","fecund",1,292,1,1,2.28330122870355,-0.678282266931986,"1"
"293.fecund","fecund",0,293,1,1,2.52762990087134,-0.782637627523554,"1"
"294.fecund","fecund",0,294,1,1,2.19865708695442,-0.571334974035306,"1"
"295.fecund","fecund",1,295,1,3,2.14612803567824,-0.704822826139078,"1"
"296.fecund","fecund",1,296,1,3,2.47856649559384,-0.565151162978211,"1"
"297.fecund","fecund",1,297,1,1,2.57170883180869,-0.705025692294483,"1"
"298.fecund","fecund",1,298,1,3,2.26007138798507,-0.828218974829258,"1"
"299.fecund","fecund",1,299,1,3,2.60530504614111,-0.837412850241451,"1"
"300.fecund","fecund",0,300,1,1,2.58994960132571,-0.794727855565855,"1"
"301.fecund","fecund",0,301,1,1,2.77524625974024,-0.688725968047648,"1"
"302.fecund","fecund",1,302,1,3,2.67394199863409,-0.718834683135774,"1"
"303.fecund","fecund",0,303,1,1,2.67024585307412,-0.724591469753472,"1"
"304.fecund","fecund",0,304,1,2,2.25527250510331,-0.591022020785839,"1"
"305.fecund","fecund",1,305,1,3,2.48713837547719,-0.724360089992873,"1"
"306.fecund","fecund",1,306,1,3,2.56820172406699,-0.677888994627545,"1"
"307.fecund","fecund",1,307,1,3,2.27646180417324,-0.688108304931428,"1"
"308.fecund","fecund",0,308,1,1,2.62428209583567,-0.757292087765865,"1"
"309.fecund","fecund",1,309,1,3,2.48995847942483,-0.763577062054214,"1"
"310.fecund","fecund",0,310,1,2,2.34830486304816,-0.67670740397689,"1"
"311.fecund","fecund",1,311,1,3,2.36172783601759,-0.909439063314828,"1"
"312.fecund","fecund",0,312,1,2,2.63042787502502,-0.78318624916769,"1"
"313.fecund","fecund",0,313,1,3,2.19312459835446,-0.620837876751699,"1"
"314.fecund","fecund",0,314,1,1,2.36735592102602,-0.778100559460691,"1"
"315.fecund","fecund",1,315,1,3,2.47421626407626,-0.878897040385686,"1"
"316.fecund","fecund",0,316,1,2,2.31386722036915,-0.565551996393039,"1"
"317.fecund","fecund",0,317,1,2,2.46239799789896,-0.893198192454667,"1"
"318.fecund","fecund",0,318,1,3,2.63346845557959,-0.746604878219219,"1"
"319.fecund","fecund",1,319,1,3,2.53147891704225,-0.576491132749752,"1"
"320.fecund","fecund",0,320,1,1,2.32014628611105,-0.633988480965071,"1"
"321.fecund","fecund",1,321,1,3,2.29666519026153,-0.967640030018317,"1"
"322.fecund","fecund",0,322,1,3,2.29885307640971,-0.834666664641556,"1"
"323.fecund","fecund",0,323,1,1,2.69635638873333,-0.728973833059843,"1"
"324.fecund","fecund",0,324,1,1,2.33445375115093,-0.765748321287761,"1"
"325.fecund","fecund",1,325,1,3,2.32221929473392,-0.80265379385341,"1"
"326.fecund","fecund",0,326,1,1,2.28555730900777,-0.776319008878934,"1"
"327.fecund","fecund",1,327,1,3,2.52244423350632,-0.786710153970615,"1"
"328.fecund","fecund",1,328,1,1,2.38201704257487,-0.681884805883567,"1"
"329.fecund","fecund",0,329,1,1,2.10037054511756,-0.572422496970441,"1"
"330.fecund","fecund",1,330,1,1,2.68394713075151,-0.847626563513943,"1"
"331.fecund","fecund",0,331,1,1,2.40993312333129,-0.71516577601021,"1"
"332.fecund","fecund",1,332,1,3,2.2718416065365,-0.571002725790557,"1"
"333.fecund","fecund",1,333,1,3,2.17897694729317,-0.752152742355943,"1"
"334.fecund","fecund",1,334,1,2,2.59328606702046,-0.679627080234577,"1"
"335.fecund","fecund",1,335,1,1,2.38916608436453,-0.760698988967471,"1"
"336.fecund","fecund",0,336,1,1,2.74585519517373,-0.675708193763512,"1"
"337.fecund","fecund",0,337,1,1,2.35602585719312,-0.739596278251855,"1"
"338.fecund","fecund",1,338,1,3,2.07554696139253,-0.599183858419501,"1"
"339.fecund","fecund",1,339,1,3,2.47567118832443,-0.790866241909877,"1"
"340.fecund","fecund",1,340,1,3,1.86332286012046,-0.847182295049336,"1"
"341.fecund","fecund",1,341,1,3,1.74036268949424,-0.723430141859994,"1"
"342.fecund","fecund",1,342,1,3,2.31175386105575,-0.649938837846361,"1"
"343.fecund","fecund",1,343,1,1,1.90848501887865,-0.73174233512073,"1"
"344.fecund","fecund",0,344,1,3,2.59988307207369,-0.852511584257118,"1"
"345.fecund","fecund",0,345,1,1,2.51851393987789,-0.753243898796089,"1"
"346.fecund","fecund",1,346,1,3,2.27875360095283,-0.654707504862295,"1"
"347.fecund","fecund",1,347,1,3,2.58206336291171,-0.682700113110398,"1"
"348.fecund","fecund",0,348,1,2,2.48000694295715,-0.819005219969088,"1"
