"","pref","citycode","population","total.W","life.W","industrial.W","RR","cityname"
"101","Tochigi",9367,18105,715.3172975,571.0465515,144.2707461,23.5182451,"Iwafune-Town"
"102","Tochigi",9384,12874,590.4220053,484.3073386,106.1146667,21.17181884,"Shioya-Town"
"103","Tochigi",9386,30301,695.3006835,538.4049256,156.8957579,24.98693835,"Takanezawa-Town"
"104","Tochigi",9407,27242,1153.293913,604.880041,548.4138723,13.3431085,"Nasu-Town"
"105","Tochigi",9411,19038,770.1020163,665.6230249,104.4789914,16.09483423,"Nakagawa-Town"
"106","Chiba",12100,938147,1117.817992,715.434852,402.3831399,32.08490527,"Chiba-City"
"107","Chiba",12202,68915,1397.540092,953.0232261,444.5168654,11.75035461,"Choushi-City"
"108","Chiba",12203,460702,880.5284157,682.4640837,198.064332,20.8678726,"Ichikawa-City"
"109","Chiba",12204,602700,975.7412228,751.5451869,224.1960359,22.74469538,"Funabashi-City"
"110","Chiba",12205,49925,1238.141365,855.0530714,383.0882936,16.354314,"Tateyama-City"
"111","Chiba",12206,129393,1167.641986,740.2576106,427.3843751,25.18593583,"Kisarazu-City"
"112","Chiba",12207,478573,898.7385871,681.0947377,217.6438494,24.91090769,"Matsudo-City"
"113","Chiba",12208,155720,807.161937,616.5086838,190.6532532,28.33076104,"Noda-City"
"114","Chiba",12210,92880,1102.839083,790.9318328,311.9072497,17.46065617,"Mobara-City"
"115","Chiba",12211,126789,1113.269079,749.0393122,364.2297665,23.23597679,"Narita-City"
"116","Chiba",12212,176118,879.7814828,741.787191,137.9942918,23.34685241,"Sakura-City"
"117","Chiba",12213,59820,978.5732425,753.352955,225.2202875,20.50408401,"Tougane-City"
"118","Chiba",12215,68457,947.9046757,630.3266755,317.5780002,15.52225174,"Asahi-City"
"119","Chiba",12216,161197,989.7945531,731.6676052,258.1269479,27.46934722,"Narashino-City"
"120","Chiba",12217,397521,918.6716094,697.3408959,221.3307135,24.75757168,"Kashiwa-City"
"121","Chiba",12218,20605,1059.348161,774.2563413,285.0918195,24.15821755,"Katsuura-City"
"122","Chiba",12219,278759,1013.32218,777.597477,235.7247031,14.69168641,"Ichihara-City"
"123","Chiba",12220,164727,948.4976318,755.5471562,192.9504757,24.58511848,"Nagareyama-City"
"124","Chiba",12221,192884,830.1090505,660.5374413,169.5716092,20.96292631,"Yachiyo-City"
"125","Chiba",12222,134364,921.6461669,730.4804354,191.1657315,33.95772659,"Abiko-City"
"126","Chiba",12223,35787,1260.951828,814.2438389,446.7079889,22.2511504,"Kamogawa-City"
"127","Chiba",12224,108595,854.6318262,681.1039263,173.5279,23.2918249,"Kamagaya-City"
"128","Chiba",12225,89342,991.7682319,654.145004,337.6232279,29.2506938,"Kimitsu-City"
"129","Chiba",12226,48482,1104.065888,689.9073353,414.1585531,23.9371204,"Futtsu-City"
"130","Chiba",12227,160145,1157.557521,723.7293662,433.8281547,18.5414055,"Urayasu-City"
"131","Chiba",12228,88735,901.9919013,751.4238534,150.568048,22.21956715,"Yotsukaidou-City"
"132","Chiba",12229,61009,995.6427642,773.1547625,222.4880016,29.19665347,"Sodegaura-City"
"133","Chiba",12230,74184,966.4346634,805.9269552,160.5077082,21.96265244,"Yachimata-City"
"134","Chiba",12231,90197,900.6394079,728.7933377,171.8460703,15.98611953,"Inzai-City"
"135","Chiba",12232,61280,848.5193825,672.7161181,175.8032644,20.823219,"Shiroi-City"
"136","Chiba",12233,49071,986.5263815,761.8046027,224.7217787,29.88170564,"Tomisato-City"
"137","Chiba",12234,42735,975.000975,808.7073661,166.2936089,21.0862195,"MinamiBousou-City"
"138","Chiba",12235,39881,734.2883329,488.8861302,245.4022027,18.52024631,"Sousa-City"
"139","Chiba",12236,84684,1001.279459,781.0779928,220.2014664,15.41725601,"Katori-City"
"140","Chiba",12237,56860,730.2952896,568.888402,161.4068876,17.41018555,"Sanmu-City"
"141","Chiba",12238,41659,872.4228209,740.2673567,132.1554641,24.59028717,"Isumi-City"
"142","Chiba",12322,21248,919.1479031,775.9007341,143.247169,20.09864365,"Shisui-Town"
"143","Chiba",12329,22702,836.8103145,715.8561413,120.9541732,21.27965492,"Sakae-Town"
"144","Chiba",12342,6571,820.7947988,732.2287947,88.56600413,12.27295042,"Kouzaki-Town"
"145","Chiba",12347,15930,546.9626337,398.430291,148.5323427,18.40702415,"Tako-Town"
"146","Chiba",12349,15335,748.4931253,670.0982252,78.39490006,16.2580338,"Tounoshou-Town"
"147","Chiba",12402,50739,878.1682148,767.6163786,110.5518362,24.22124111,"OoamiShirasato-Town"
"148","Chiba",12403,18175,982.7045798,739.9222796,242.7823002,18.47942481,"Kujyuukuri-Town"
"149","Chiba",12409,7858,1133.160039,412.7219902,720.4380486,8.530223995,"Shibayama-Town"
"150","Chiba",12410,25585,647.685685,603.4743291,44.21135591,11.82385576,"Yokoshibahikari-Town"
"151","Chiba",12421,12521,827.680535,710.2821358,117.3983991,18.66596362,"Ichinomiya-Town"
"152","Chiba",12422,7505,601.0564906,542.4434712,58.61301937,21.98667474,"Mutsuzawa-Town"
"153","Chiba",12423,14926,659.903978,573.8693401,86.03463791,17.4479889,"Chousei-Town"
"154","Chiba",12424,12465,701.417521,560.9148238,140.5026972,13.46875,"Shirako-Town"
"155","Chiba",12426,7901,801.9321065,499.0030314,302.9290752,15.13583441,"Nagara-Town"
"156","Chiba",12427,9269,622.2634117,533.2423078,89.0211039,22.83278067,"Chounan-Town"
"157","Chiba",12441,10552,756.8554585,513.4602717,243.3951868,19.87931612,"Ootaki-Town"
"158","Chiba",12443,8012,1348.728274,1159.121973,189.6063009,31.40182186,"Onjyuku-Town"
"159","Chiba",12463,9079,1104.151356,857.9818798,246.1694765,19.59880726,"Kyonan-Town"
"160","Tokyo",13100,8575152,1078.653154,787.3632517,291.2899026,17.80707179,"Tokyo-23ku"
"161","Tokyo",13201,555818,853.5787366,694.870104,158.7086326,35.20153418,"Hachiouji-City"
"162","Tokyo",13202,175310,879.5972038,698.4349036,181.1623002,37.01479316,"Tachikawa-City"
"163","Tokyo",13203,135987,956.4760309,760.9615207,195.5145102,38.17246088,"Musashino-City"
"164","Tokyo",13204,176826,756.014727,660.0913411,95.92338589,45.50359712,"Mitaka-City"
"165","Tokyo",13205,138270,876.9964206,753.179117,123.8173037,36.20017575,"Oume-City"
"166","Tokyo",13206,247421,734.0202402,640.7741607,93.24607956,41.62479314,"Fuchuu-City"
"167","Tokyo",13207,111539,822.5699879,705.5289098,117.0410781,34.68826406,"Akishima-City"
"168","Tokyo",13208,218325,751.7118348,696.6352739,55.07656092,50.79161603,"Choufu-City"
"169","Tokyo",13209,420048,850.9110798,704.232553,146.6785269,32.16379633,"Machida-City"
"170","Tokyo",13210,113895,659.6767179,642.4045539,17.27216396,50.81639332,"Koganei-City"
"171","Tokyo",13211,180165,801.8757548,733.0408571,68.8348977,35.12808394,"Kodaira-City"
"172","Tokyo",13212,176023,717.2746209,643.1722829,74.10233803,36.62894324,"Hino-City"
"173","Tokyo",13213,151071,750.7597937,669.1566478,81.60314589,39.74221032,"HiagshiMurayama-City"
"174","Tokyo",13214,115363,794.8064529,725.9811735,68.82527943,42.90873276,"Kokubunji-City"
"175","Tokyo",13215,73182,840.2212435,732.9581627,107.2630808,32.89046878,"Kunitachi-City"
"176","Tokyo",13218,57233,868.2273659,792.0838211,76.14354476,37.25738165,"Fussa-City"
"177","Tokyo",13219,75947,761.1361993,701.0569134,60.07928595,37.54121526,"Komae-Ciity"
"178","Tokyo",13220,84415,759.939267,759.939267,0,29.75774886,"HigashiYamato-City"
"179","Tokyo",13221,73204,667.6081184,667.6081184,0,22.80516888,"Kiyose-City"
"180","Tokyo",13222,114413,804.3671143,706.4570359,97.91007833,23.89795656,"HigashiKurume-City"
"181","Tokyo",13223,70729,816.7864922,740.2610456,76.52544651,33.61649913,"MusashiMurayama-City"
"182","Tokyo",13224,144384,882.3995151,719.8472561,162.5522589,35.40424619,"Tama-City"
"183","Tokyo",13225,84123,789.534762,689.5315726,100.0031894,32.55000199,"Inagi-City"
"184","Tokyo",13227,56113,880.7851526,768.696733,112.0884196,38.17236995,"Hamura-City"
"185","Tokyo",13228,81317,866.5405865,747.5634552,118.9771313,26.2621171,"Akiruno-City"
"186","Tokyo",13229,194744,718.1629395,718.1629395,0,40.23045639,"NishiTokyo-City"
"187","Tokyo",13303,33536,959.9015038,812.2744859,147.6270179,35.95286538,"Mizuho-TOwn"
"188","Tokyo",13305,16589,859.4147086,805.886579,53.52812961,21.23418934,"Hinode-Town"
"189","Tokyo",13307,2631,845.322583,845.322583,0,25.92137592,"Hinohara-Villege"
"190","Tokyo",13308,6064,1127.319521,806.5155644,320.8039563,27.45803357,"Okutama-Town"
"191","Tokyo",13361,8602,1273.372694,895.7123963,377.6602976,9.453393187,"Ooshima-Town"
"192","Kanagawa",14100,3629810,936.913963,700.0659972,236.8479658,25.6036796,"Yokohama-City"
"193","Kanagawa",14130,1430773,938.5808754,701.1017725,237.4791029,17.40223805,"Kawasaki-City"
"194","Kanagawa",14150,701529,934.8627545,741.45617,193.4065846,19.96167226,"Sagamihara-City"
"195","Kanagawa",14201,423864,992.4889301,777.4751237,215.0138064,34.70308958,"Yokosuka-City"
"196","Kanagawa",14203,257195,927.8643695,738.64348,189.2208895,21.72125986,"Hiratsuka-City"
"197","Kanagawa",14204,177290,1063.260559,762.5892806,300.6712783,47.73962576,"Kamakura-City"
"198","Kanagawa",14205,413826,882.448971,675.3386148,207.1103562,31.99257796,"Fujisawa-City"
"199","Kanagawa",14206,197733,1047.778205,856.8296504,190.9485549,25.62905523,"Odawara-City"
"200","Kanagawa",14207,236615,879.411564,747.0806661,132.3308979,18.02962263,"Chigasaki-City"
"201","Kanagawa",14208,60282,989.6111228,800.5180751,189.0930477,25.46945131,"Zushi-City"
"202","Kanagawa",14210,47880,1090.784794,822.1258976,268.6588968,34.62588749,"Miura-City"
"203","Kanagawa",14211,162302,879.9793248,738.3018623,141.6774625,22.61205594,"Hadano-City"
"204","Kanagawa",14212,219035,962.9546192,715.7076601,247.2469592,24.81832196,"Atsugi-City"
"205","Kanagawa",14213,224964,876.2907833,661.5387545,214.7520288,21.30808998,"Yamato-City"
"206","Kanagawa",14214,98292,921.9212788,785.0479635,136.8733154,20.96424049,"Isehara-City"
"207","Kanagawa",14215,128133,846.4352208,695.7209208,150.7143001,34.94142839,"Ebina-City"
"208","Kanagawa",14216,128113,748.122847,693.9740996,54.14874736,30.86461986,"Zama-City"
"209","Kanagawa",14217,44021,949.0626865,869.0586448,80.00404179,26.28997449,"MinamiAshigara-City"
"210","Kanagawa",14218,82035,819.1225856,690.7620731,128.3605125,30.78799707,"Ayase-City"
"211","Kanagawa",14301,32861,1053.950877,858.3097907,195.6410867,31.88703061,"Hayama-Town"
"212","Kanagawa",14321,47487,843.8317487,681.1757857,162.655963,22.09191327,"Samukawa-Town"
"213","Kanagawa",14341,33487,1019.154158,846.5890279,172.5651305,26.87535025,"Ooiso-Town"
"214","Kanagawa",14342,30001,832.3037684,777.6607811,54.64298731,40.40923515,"Ninomiya-Town"
"215","Kanagawa",14361,9891,938.3703129,738.3761691,199.9941438,23.16750074,"Nakai-Town"
"216","Kanagawa",14362,17708,930.0850099,784.2770579,145.8079519,26.41008626,"Ooi-Town"
"217","Kanagawa",14363,11695,966.9724814,866.2802515,100.6922299,27.37376178,"Matsuda-Town"
"218","Kanagawa",14364,11908,916.8653667,774.3795327,142.485834,23.0980981,"Yamakita-Town"
"219","Kanagawa",14366,16413,931.3888531,739.7841042,191.6047489,29.59785523,"Kaisei-Town"
"220","Kanagawa",14382,13557,3487.803571,1445.223587,2042.579983,7.407835433,"Hakone-Town"
"221","Kanagawa",14383,8332,1308.733988,1076.237772,232.4962158,15.53495365,"Manatsuru-Town"
"222","Kanagawa",14384,27078,1454.813599,1026.280282,428.5333162,13.46233874,"Yugawara-Town"
"223","Kanagawa",14401,40599,976.4298752,875.7517379,100.6781372,20.3322076,"Aikawa-Town"
"224","Kanagawa",14402,3185,855.2727522,849.2678282,6.004924038,28.68605817,"Kiyokawa-Villege"
"225","Saitama",11100,1220946,961.5852919,718.0940831,243.4912089,22.3750809,"Saitama-City"
"226","Saitama",11201,339733,911.3312207,699.207071,212.1241498,24.28745367,"Kawagoe-City"
"227","Saitama",11202,201523,1127.208656,805.6816739,321.5269819,23.20182824,"Kumagaya-City"
"228","Saitama",11203,578978,938.1756476,695.9502619,242.2253858,25.48508384,"Kawaguchi-City"
"229","Saitama",11206,85451,960.893256,783.1158534,177.7774026,23.06359729,"Gyouda-City"
"230","Saitama",11207,67716,992.9770979,695.124317,297.8527808,28.01706623,"Chichibu-City"
"231","Saitama",11208,338775,896.9555611,722.758347,174.1972141,24.69743018,"Tokorozawa-City"
"232","Saitama",11209,81713,832.7493555,710.1023113,122.6470442,33.59647365,"Hannou-City"
"233","Saitama",11210,115651,1025.981078,888.295306,137.6857724,32.24189544,"Kazo-City"
"234","Saitama",11211,78706,1092.535144,758.6856752,333.8494687,15.57155142,"Honjyou-City"
"235","Saitama",11212,88151,978.1402788,746.8555725,231.2847063,20.85448798,"HigashiMatsuyama-Cit"
"236","Saitama",11214,238005,993.3092511,750.0646024,243.2446487,17.51350976,"Kasukabe-City"
"237","Saitama",11215,154725,892.5053881,711.9099901,180.595398,34.97289863,"Sayama-City"
"238","Saitama",11216,55801,1008.168861,811.4314891,196.7373717,24.8153995,"Hanyuu-City"
"239","Saitama",11217,119010,832.9878143,685.734725,147.2530894,29.78723404,"Kounosu-City"
"240","Saitama",11218,144717,1115.423655,850.5010967,264.9225579,25.26192854,"Fukaya-City"
"241","Saitama",11219,225034,929.8898415,737.022811,192.8670305,17.17022845,"Ageo-City"
"242","Saitama",11221,239280,901.1437774,727.78673,173.3570475,20.27085234,"Souka-City"
"243","Saitama",11222,324601,921.5517266,710.2709012,211.2808254,19.82911127,"Koshigaya-City"
"244","Saitama",11223,69035,907.5146407,719.1647857,188.349855,23.55890817,"Warabi-City"
"245","Saitama",11224,120721,994.2765107,716.5960912,277.6804195,21.88499132,"Toda-City"
"246","Saitama",11225,149068,939.9751696,780.1478652,159.8273044,26.75256521,"Iruma-City"
"247","Saitama",11227,128604,836.7916558,702.7970643,133.9945914,35.58534542,"Asaka-City"
"248","Saitama",11228,70080,850.9400654,682.9041595,168.0359059,30.76495647,"Shiki-City"
"249","Saitama",11229,76713,830.2181454,701.108717,129.1094285,29.69297871,"Wakou-City"
"250","Saitama",11230,158651,844.7073211,684.614368,160.0929531,27.82931354,"Niiza-City"
"251","Saitama",11231,75308,795.0954637,646.3438597,148.751604,31.80926306,"Okegawa-City"
"252","Saitama",11232,154301,884.9710149,748.7848515,136.1861634,30.92094735,"Kuki-City"
"253","Saitama",11233,69510,829.184463,673.8425811,155.3418819,29.82951628,"Kitamoto-City"
"254","Saitama",11234,80858,1044.366113,747.1777752,297.1883381,11.03416004,"Yashio-City"
"255","Saitama",11235,105945,771.2270544,670.8295649,100.3974895,27.28640696,"Fujimi-City"
"256","Saitama",11237,130646,996.6238387,787.3652482,209.2585905,17.6529782,"Misato-City"
"257","Saitama",11238,63254,820.4409976,697.9838939,122.4571037,29.39349268,"Hasuda-City"
"258","Saitama",11239,99508,842.2586667,706.9206727,135.3379941,30.37834673,"Sakado-City"
"259","Saitama",11240,53581,855.0967673,741.2810368,113.8157305,25.85837567,"Satte-City"
"260","Saitama",11241,69126,846.7550109,686.9928976,159.7621133,16.55774437,"Tsurugashima-City"
"261","Saitama",11242,57231,912.560954,714.4375975,198.1233565,100,"Hidaka-City"
"262","Saitama",11243,66123,894.5078261,720.7961252,173.7117009,20.17156554,"Yoshikawa-City"
"263","Saitama",11245,106096,865.7228055,676.9310071,188.7917984,31.92134932,"Fujimino-City"
"264","Saitama",11301,42786,935.5238257,710.9342492,224.5895764,18.01488156,"Ina-Town"
"265","Saitama",11324,38118,983.0704023,664.8179352,318.2524671,25.16290727,"Miyoshi-Town"
"266","Saitama",11326,35853,935.2091776,731.6609611,203.5482165,18.29516747,"Moroyama-Town"
"267","Saitama",11327,12702,827.0716801,718.6596836,108.4119966,22.25110476,"Ogose-Town"
"268","Saitama",11341,16911,783.917604,726.0770223,57.84058166,19.83319772,"Namekawa-Town"
"269","Saitama",11342,18398,852.8784015,660.5612276,192.3171739,26.99220075,"Ranzan-Town"
"270","Saitama",11343,33561,800.8417264,695.5770774,105.264649,33.43499034,"Ogawa-Town"
"271","Saitama",11346,21920,1094.391927,784.6466036,309.7453233,30.0763011,"Kawajima-Town"
"272","Saitama",11347,21216,692.7187647,586.9886837,105.730081,31.35412974,"Yoshimi-Town"
"273","Saitama",11348,15177,831.535783,754.4850545,77.05072854,22.45074691,"Hatoyama-Town"
"274","Saitama",11349,12592,756.1831261,614.4937197,141.6894064,32.99856528,"Tokigawa-Town"
"275","Saitama",11361,9074,797.3300284,675.0807869,122.2492415,30.55135952,"Yokoze-Town"
"276","Saitama",11362,10991,897.6544644,627.4383462,270.2161182,28.19163667,"Minano-Town"
"277","Saitama",11363,7908,778.0735286,640.2176947,137.8558339,27.6642984,"Nagatoro-Town"
"278","Saitama",11365,13524,747.305337,576.1867589,171.1185781,26.8721276,"Ogano-Town"
"279","Saitama",11369,3369,626.0877464,617.166807,8.920939391,36.18677043,"HigashiChichibu-Vill"
"280","Saitama",11381,11688,887.8378833,667.1641177,220.6737656,15.48216645,"Misato-Town"
"281","Saitama",11383,14284,833.0234601,660.1065352,172.9169249,15.41829915,"Kamikawa-Town"
"282","Saitama",11385,30677,909.2623993,755.1803197,154.0820796,22.39583333,"Kamisato-Town"
"283","Saitama",11408,36066,914.9891865,746.5820858,168.4071006,25.58370591,"Yorii-Town"
"284","Saitama",11442,32941,882.1866151,744.7493059,137.4373093,38.14645095,"Miyashiro-Town"
"285","Saitama",11445,50501,784.759659,656.5903635,128.1692956,25.14305412,"Shiraoka-Town"
