"","row","col","yield"
"255",3,8,4.6
"256",4,8,4.6
"257",5,8,3.5
"258",6,8,4.5
"259",7,8,4.3
"260",8,8,3.7
"261",9,8,4.1
"262",10,8,4.6
"263",11,8,3.8
"264",12,8,3.5
"265",13,8,3.3
"266",14,8,3.5
"267",15,8,3.9
"268",16,8,3.4
"269",17,8,5.2
"270",18,8,4.5
"271",19,8,5.2
"272",20,8,5.7
"273",21,8,4.8
"274",22,8,5
"275",23,8,4.6
"276",24,8,5.5
"277",25,8,4.1
"278",26,8,3.5
"279",27,8,3.3
"280",28,8,2
"281",29,8,2.7
"282",30,8,3.3
"283",31,8,3.7
"284",32,8,3.2
"285",33,8,3.8
"286",34,8,4.5
"287",35,8,3.3
"288",36,8,5
"289",1,9,4.2
"290",2,9,4.7
"291",3,9,4.5
"292",4,9,4.4
"293",5,9,5.2
"294",6,9,5
"295",7,9,4.9
"296",8,9,4
"297",9,9,4.4
"298",10,9,4.3
"299",11,9,4.5
"300",12,9,3.8
"301",13,9,4.6
"302",14,9,4.7
"303",15,9,4.3
"304",16,9,3.5
"305",17,9,4.7
"306",18,9,4.6
"307",19,9,4.8
"308",20,9,5.6
"309",21,9,4
"310",22,9,5.1
"311",23,9,5.5
"312",24,9,4.9
"313",25,9,3.9
"314",26,9,3.4
"315",27,9,1.4
"316",28,9,3.5
"317",29,9,3.9
"318",30,9,4.2
"319",31,9,3.8
"320",32,9,3.7
"321",33,9,4.8
"322",34,9,4.5
"323",35,9,3.3
"324",36,9,4.6
"325",1,10,3.9
"326",2,10,4.3
"327",3,10,4.6
"328",4,10,3.2
"329",5,10,4.8
"330",6,10,2.9
"331",7,10,3.9
"332",8,10,3.4
"333",9,10,4.1
"334",10,10,4.9
"335",11,10,4.4
"336",12,10,3
"337",13,10,4.2
"338",14,10,2.9
"339",15,10,4.4
"340",16,10,4.3
"341",17,10,4.6
"342",18,10,4.4
"343",19,10,3.2
"344",20,10,4.5
"345",21,10,4.7
"346",22,10,5.6
"347",23,10,3.1
"348",24,10,2.7
"349",25,10,3.3
"350",26,10,4
"351",27,10,3.6
"352",28,10,4.2
"353",29,10,3.8
"354",30,10,4.4
"355",31,10,4.2
"356",32,10,4.4
"357",33,10,4.1
"358",34,10,4
"359",35,10,4.5
"360",36,10,5.2
"361",1,11,3.8
"362",2,11,5.2
"363",3,11,5.7
"364",4,11,4.6
"365",5,11,5
"366",6,11,4.1
"367",7,11,4.3
"368",8,11,4.3
"369",9,11,4.1
"370",10,11,4.6
"371",11,11,3.4
"372",12,11,4.8
"373",13,11,4
"374",14,11,5.2
"375",15,11,4.8
"376",16,11,2.7
"377",17,11,5.1
"378",18,11,4.9
"379",19,11,5.1
"380",20,11,5.1
"381",21,11,5.6
"382",22,11,4.6
"383",23,11,4.9
"384",24,11,5.2
"385",25,11,5.5
"386",26,11,5.3
"387",27,11,3.7
"388",28,11,4
"389",29,11,5.7
"390",30,11,4.4
"391",31,11,3.5
"392",32,11,4.2
"393",33,11,4.7
"394",34,11,5.4
"395",35,11,5.3
"396",36,11,4
"397",1,12,5.7
"398",2,12,3.6
"399",3,12,4.7
"400",4,12,5.8
"401",5,12,5.3
"402",6,12,4.6
"403",7,12,4.8
"404",8,12,3.2
"405",9,12,3.9
"406",10,12,3.9
"407",11,12,4.1
"408",12,12,4.8
"409",13,12,5.9
"410",14,12,3.9
"411",15,12,4
"412",16,12,4.2
"413",17,12,4.2
"414",18,12,4.1
"415",19,12,4.3
"416",20,12,4.3
"417",21,12,5.1
"418",22,12,5.1
"419",23,12,3.7
"420",24,12,5.2
"421",25,12,5.1
"422",26,12,5.8
"423",27,12,3.9
"424",28,12,5.4
"425",29,12,4.5
"426",30,12,5
"427",31,12,4.9
"428",32,12,4.9
"429",33,12,5.2
"430",34,12,3.5
"431",35,12,3.5
"432",36,12,4.6
"433",1,13,4.8
"434",2,13,3.5
"435",3,13,5.1
"436",4,13,5.2
"437",5,13,4.6
"438",6,13,3.7
"439",7,13,3
"440",8,13,3.3
"441",9,13,3.4
"442",10,13,3.7
"443",11,13,4.4
"444",12,13,4.9
"445",13,13,5.6
"446",14,13,5.1
"447",15,13,5.8
"448",16,13,3.7
"449",17,13,4.1
"450",18,13,4.1
"451",19,13,4.3
"452",20,13,4.7
"453",21,13,3.6
"454",22,13,4.7
"455",23,13,4.2
"456",24,13,4.4
"457",25,13,4.5
"458",26,13,4.6
"459",27,13,4.2
"460",28,13,6.2
"461",29,13,5.3
"462",30,13,5.1
"463",31,13,4.3
"464",32,13,5
"465",33,13,4.7
"466",34,13,4.6
"467",35,13,4.8
"468",36,13,4
"469",1,14,3.4
"470",2,14,4.8
"471",3,14,3.7
"472",4,14,5.2
"473",5,14,3.4
"474",6,14,2.6
"475",7,14,2.2
"476",8,14,5
"477",9,14,3
"478",10,14,4.6
"479",11,14,4
"480",12,14,3
"481",13,14,4.3
"482",14,14,5.4
"483",15,14,3.6
"484",16,14,2.5
"485",17,14,4.3
"486",18,14,4.1
"487",19,14,4.6
"488",20,14,4.4
"489",21,14,5.2
"490",22,14,3.1
"491",23,14,4.1
"492",24,14,4.2
"493",25,14,4.4
"494",26,14,3.5
"495",27,14,3.2
"496",28,14,5.1
"497",29,14,3.1
"498",30,14,3.4
"499",31,14,3.6
"500",32,14,3.9
"501",33,14,4.9
"502",34,14,5.6
"503",35,14,5
"504",36,14,4.4
"505",1,15,4.4
"506",2,15,3.8
"507",3,15,4.7
"508",4,15,4.9
"509",5,15,5.4
"510",6,15,5
"511",7,15,3.5
"512",8,15,5
"513",9,15,4.1
"514",10,15,3.9
"515",11,15,2.7
"516",12,15,3.8
"517",13,15,4.2
"518",14,15,2.8
"519",15,15,4
"520",16,15,3.8
"521",17,15,4.3
"522",18,15,3.2
"523",19,15,2.8
"524",20,15,2.6
"525",21,15,4.8
"526",22,15,4.2
"527",23,15,3.8
"528",24,15,4.6
"529",25,15,4.6
"530",26,15,4.6
"531",27,15,3.6
"532",28,15,3.9
"533",29,15,4.6
"534",30,15,3.5
"535",31,15,3.5
"536",32,15,4.6
"537",33,15,5.4
"538",34,15,4.5
"539",35,15,4.2
"540",36,15,4.8
"541",1,16,4
"542",2,16,4.1
"543",3,16,4
"544",4,16,4.4
"545",5,16,4.1
"546",6,16,3.2
"547",7,16,3.3
"548",8,16,4.1
"549",9,16,4.9
"550",10,16,4.7
"551",11,16,4
"552",12,16,4.1
"553",13,16,4
"554",14,16,3.7
"555",15,16,4.3
"556",16,16,4.3
"557",17,16,3.4
"558",18,16,4
"559",19,16,3.3
"560",20,16,4.2
"561",21,16,4.7
"562",22,16,3.5
"563",23,16,4.7
"564",24,16,4.5
"565",25,16,5.7
"566",26,16,4.7
"567",27,16,4.6
"568",28,16,3.6
"569",29,16,3.9
"570",30,16,3.5
"571",31,16,3.4
"572",32,16,4.1
"573",33,16,4.7
"574",34,16,3.9
"575",35,16,3.8
"576",36,16,5.1
"577",1,17,5.3
"578",2,17,5.3
"579",3,17,4.4
"580",4,17,4.3
"581",5,17,5.4
"582",6,17,3.7
"583",7,17,3.3
"584",8,17,4
"585",9,17,5.5
"586",10,17,3.9
"587",11,17,2.6
"588",12,17,3.8
"589",13,17,4.3
"590",14,17,3.5
"591",15,17,4.2
"592",16,17,2.7
"593",17,17,5.4
"594",18,17,2
"595",19,17,4
"596",20,17,3.2
"597",21,17,4.9
"598",22,17,4.1
"599",23,17,4.3
"600",24,17,5
"601",25,17,4.5
"602",26,17,5
"603",27,17,3.8
"604",28,17,4.8
"605",29,17,4.7
"606",30,17,5
"607",31,17,5.3
"608",32,17,4.5
"609",33,17,6.5
"610",34,17,5.7
"611",35,17,4.5
"612",36,17,4.7
"613",1,18,4.2
"614",2,18,4.1
"615",3,18,5.1
"616",4,18,5.1
"617",5,18,4.7
"618",6,18,4.9
"619",7,18,5.8
"620",8,18,4.1
"621",9,18,3.2
"622",10,18,3.7
"623",11,18,2.8
"624",12,18,4.1
"625",13,18,3.8
"626",14,18,2.6
"627",15,18,1.3
"628",16,18,1.7
"629",17,18,4.4
"630",18,18,3.2
"631",19,18,2.7
"632",20,18,3.1
"633",21,18,2.8
"634",22,18,3.7
"635",23,18,4.7
"636",24,18,3.8
"637",25,18,3.7
"638",26,18,4.3
"639",27,18,3.7
"640",28,18,4.2
"641",29,18,4.8
"642",30,18,6.2
"643",31,18,4.1
"644",32,18,5.1
"645",33,18,5.9
"646",34,18,6.1
"647",35,18,5
"648",36,18,5.4
"649",1,19,2.9
"650",2,19,2.9
"651",3,19,2.8
"652",4,19,4
"653",5,19,2.6
"654",6,19,4
"655",7,19,2.5
"656",8,19,3.5
"657",9,19,3
"658",10,19,2.2
"659",11,19,2.5
"660",12,19,3.5
"661",13,19,3.4
"662",14,19,3.1
"663",15,19,2
"664",16,19,2.6
"665",17,19,2.8
"666",18,19,1.8
"667",19,19,2.2
"668",20,19,3.2
"669",21,19,3.2
"670",22,19,2.9
"671",23,19,2
"672",24,19,2.5
"673",25,19,3.4
"674",26,19,4
"675",27,19,3.5
"676",28,19,4.3
"677",29,19,3.2
"678",30,19,3.1
"679",31,19,1.9
"680",32,19,6.5
"681",33,19,5.2
"682",34,19,4.5
"683",35,19,4.3
"684",36,19,5.9
"685",1,20,4.3
"686",2,20,3.7
"687",3,20,3.3
"688",4,20,3.4
"689",5,20,4.5
"690",6,20,4
"691",7,20,3.3
"692",8,20,4.5
"693",9,20,3.5
"694",10,20,2
"695",11,20,3
"696",12,20,3.3
"697",13,20,2.5
"698",14,20,1.8
"699",15,20,1.1
"700",16,20,1.4
"701",17,20,2.1
"702",18,20,2
"703",19,20,1.6
"704",20,20,1.6
"705",21,20,1.1
"706",22,20,3.2
"707",23,20,2.7
"708",24,20,2.6
"709",25,20,2.4
"710",26,20,2
"711",27,20,2.3
"712",28,20,4.2
"713",29,20,3.8
"714",30,20,3.7
"715",31,20,4.2
"716",32,20,4
"717",33,20,3.6
"718",34,20,4.3
"719",35,20,3
"720",36,20,2.8
"721",1,21,5.1
"722",2,21,3.2
"723",3,21,4.4
"724",4,21,4.7
"725",5,21,3.9
"726",6,21,4.1
"727",7,21,4.7
"728",8,21,3.1
"729",9,21,2.8
"730",10,21,1.7
"731",11,21,1.7
"732",12,21,1.8
"733",13,21,2.7
"734",14,21,3
"735",15,21,2.3
"736",16,21,2.8
"737",17,21,3.6
"738",18,21,1.9
"739",19,21,3
"740",20,21,1.7
"741",21,21,3.4
"742",22,21,3.8
"743",23,21,3.2
"744",24,21,1.8
"745",25,21,3.7
"746",26,21,3.4
"747",27,21,2.9
"748",28,21,4.2
"749",29,21,4.2
"750",30,21,3.3
"751",31,21,5
"752",32,21,4.7
"753",33,21,5.1
"754",34,21,4.8
"755",35,21,4.5
"756",36,21,4
"757",1,22,5.1
"758",2,22,3.4
"759",3,22,2.4
"760",4,22,5.7
"761",5,22,4
"762",6,22,3.2
"763",7,22,2.9
"764",8,22,2.8
"765",9,22,5.1
"766",10,22,2.7
"767",11,22,3.7
"768",12,22,2.7
"769",13,22,2.2
"770",14,22,3
"771",15,22,3
"772",16,22,1.8
"773",17,22,2.6
"774",18,22,3.7
"775",19,22,3.1
"776",20,22,2.8
"777",21,22,3.8
"778",22,22,3.7
"779",23,22,4.3
"780",24,22,3.6
"781",25,22,3.4
"782",26,22,3.1
"783",27,22,4.3
"784",28,22,4.5
"785",29,22,3.2
"786",30,22,3.4
"787",31,22,4.7
"788",32,22,3.7
"789",33,22,4.1
"790",34,22,4.1
"791",35,22,4.3
"792",36,22,5
"793",1,23,3.6
"794",2,23,4.2
"795",3,23,4.2
"796",4,23,5.4
"797",5,23,3.8
"798",6,23,3.6
"799",7,23,3.6
"800",8,23,3.8
"801",9,23,4.2
"802",10,23,3
"803",11,23,2.3
"804",12,23,2.8
"805",13,23,2.5
"806",14,23,1.8
"807",15,23,2.4
"808",16,23,2.1
"809",17,23,3.3
"810",18,23,2.7
"811",19,23,1.8
"812",20,23,2.2
"813",21,23,3.5
"814",22,23,4.1
"815",23,23,5.3
"816",24,23,4.7
"817",25,23,3.8
"818",26,23,4.1
"819",27,23,3.9
"820",28,23,4
"821",29,23,2
"822",30,23,3
"823",31,23,3.6
"824",32,23,2.7
"825",33,23,3.5
"826",34,23,3.2
"827",35,23,2.8
"828",36,23,4.9
"829",1,24,3.3
"830",2,24,3.4
"831",3,24,5.6
"832",4,24,4.8
"833",5,24,4
"834",6,24,4.2
"835",7,24,4.4
"836",8,24,4.5
"837",9,24,4.7
"838",10,24,3.1
"839",11,24,2.5
"840",12,24,3.2
"841",13,24,3.9
"842",14,24,2.8
"843",15,24,2.2
"844",16,24,2.7
"845",17,24,3.5
"846",18,24,3.5
"847",19,24,2
"848",20,24,2.4
"849",21,24,4
"850",22,24,4.7
"851",23,24,4.6
"852",24,24,5.1
"853",25,24,5.6
"854",26,24,4.1
"855",27,24,3.9
"856",28,24,3
"857",29,24,4
"858",30,24,2.8
"859",31,24,3.5
"860",32,24,3.2
"861",33,24,3.5
"862",34,24,3.1
"863",35,24,3.4
"864",36,24,3.2
"865",1,25,4.2
"866",2,25,4.4
"867",3,25,4.3
"868",4,25,5.2
"869",5,25,2.5
"870",6,25,5.8
"871",7,25,4.5
"872",8,25,3.6
"873",9,25,5.1
"874",10,25,4.6
"875",11,25,4.4
"876",12,25,4
"877",13,25,3.8
"878",14,25,4
"879",15,25,4.2
"880",16,25,2
"881",17,25,3.7
"882",18,25,3.3
"883",19,25,3.3
"884",20,25,4
"885",21,25,3.4
"886",22,25,4.8
"887",23,25,4.3
"888",24,25,4.7
"889",25,25,4.2
"890",26,25,5.3
"891",27,25,4.7
"892",28,25,4.8
"893",29,25,4.1
"894",30,25,5.2
"895",31,25,4
"896",32,25,5
"897",33,25,5.3
"898",34,25,2.8
"899",35,25,2.5
"900",36,25,2.6
"901",1,26,4.2
"902",2,26,4.7
"903",3,26,4
"904",4,26,4.3
"905",5,26,3.8
"906",6,26,4.1
"907",7,26,4.3
"908",8,26,2.6
"909",9,26,3
"910",10,26,4.1
"911",11,26,4.5
"912",12,26,1.7
"913",13,26,3.5
"914",14,26,2.8
"915",15,26,2.8
"916",16,26,2.5
"917",17,26,2.3
"918",18,26,4.4
"919",19,26,3.9
"920",20,26,4.6
"921",21,26,3.1
"922",22,26,4
"923",23,26,3.5
"924",24,26,3
"925",25,26,4.8
"926",26,26,4.6
"927",27,26,4.1
"928",28,26,5.9
"929",29,26,4.6
"930",30,26,4.3
"931",31,26,5.5
"932",32,26,5.3
"933",33,26,5.1
"934",34,26,3.3
"935",35,26,3.3
"936",36,26,3.6
"937",1,27,3.8
"938",2,27,4
"939",3,27,4.9
"940",4,27,5.4
"941",5,27,3.7
"942",6,27,4.2
"943",7,27,3.6
"944",8,27,4
"945",9,27,2.9
"946",10,27,4.2
"947",11,27,2.5
"948",12,27,0.8
"949",13,27,3
"950",14,27,3
"951",15,27,3.8
"952",16,27,3.1
"953",17,27,3.7
"954",18,27,3.3
"955",19,27,4
"956",20,27,3.9
"957",21,27,2.8
"958",22,27,4
"959",23,27,3.7
"960",24,27,3
"961",25,27,4.3
"962",26,27,4.6
"963",27,27,4.5
"964",28,27,5.2
"965",29,27,5.4
"966",30,27,4.2
"967",31,27,5.3
"968",32,27,5
"969",33,27,3.8
"970",34,27,5
"971",35,27,3.3
"972",36,27,5
"973",1,28,5.4
"974",2,28,3.6
"975",3,28,3.5
"976",4,28,4.4
"977",5,28,3.4
"978",6,28,4.4
"979",7,28,4.4
"980",8,28,3.9
"981",9,28,3.1
"982",10,28,1.1
"983",11,28,1.7
"984",12,28,1.2
"985",13,28,2.4
"986",14,28,3.9
"987",15,28,4
"988",16,28,2.6
"989",17,28,3.2
"990",18,28,3.2
"991",19,28,4
"992",20,28,5.9
"993",21,28,4
"994",22,28,4.1
"995",23,28,3.3
"996",24,28,5
"997",25,28,4.4
"998",26,28,4.8
"999",27,28,3.9
"1000",28,28,4.6
"1001",29,28,4.7
"1002",30,28,4.6
"1003",31,28,4.4
"1004",32,28,4
"1005",33,28,3.9
"1006",34,28,3.6
"1007",35,28,4
"1008",36,28,4.3
"1009",1,29,5.6
"1010",2,29,4
"1011",3,29,2.5
"1012",4,29,3.6
"1013",5,29,3.6
"1014",6,29,5
"1015",7,29,3.2
"1016",8,29,4.7
"1017",9,29,4.3
"1018",10,29,1.3
"1019",11,29,0.7
"1020",12,29,0.9
"1021",13,29,3.2
"1022",14,29,3.3
"1023",15,29,3.1
"1024",16,29,2
"1025",17,29,2.8
"1026",18,29,4.3
"1027",19,29,3.9
"1028",20,29,4.4
"1029",21,29,4.4
"1030",22,29,4.6
"1031",23,29,4.9
"1032",24,29,3.5
"1033",25,29,3.9
"1034",26,29,3.2
"1035",27,29,5.1
"1036",28,29,4.4
"1037",29,29,4.9
"1038",30,29,5.1
"1039",31,29,3.4
"1040",32,29,3.7
"1041",33,29,3
"1042",34,29,2.9
"1043",35,29,4.3
"1044",36,29,4.4
"1045",1,30,6
"1046",2,30,4.4
"1047",3,30,3.5
"1048",4,30,3.6
"1049",5,30,4.5
"1050",6,30,4.2
"1051",7,30,3.6
"1052",8,30,4.9
"1053",9,30,5.3
"1054",10,30,4.5
"1055",11,30,3
"1056",12,30,2.4
"1057",13,30,3
"1058",14,30,3.4
"1059",15,30,4.6
"1060",16,30,4
"1061",17,30,5.8
"1062",18,30,4.6
"1063",19,30,4.1
"1064",20,30,2.9
"1065",21,30,3.2
"1066",22,30,4
"1067",23,30,3.3
"1068",24,30,4.1
"1069",25,30,4.7
"1070",26,30,3.9
"1071",27,30,4.7
"1072",28,30,3.8
"1073",29,30,5.3
"1074",30,30,3.8
"1075",31,30,5.4
"1076",32,30,4.3
"1077",33,30,4.7
"1078",34,30,3.9
"1079",35,30,4.5
"1080",36,30,5
"1081",1,31,4.3
"1082",2,31,4.7
"1083",3,31,4.7
"1084",4,31,4.4
"1085",5,31,3.5
"1086",6,31,3.6
"1087",7,31,4.3
"1088",8,31,2.4
"1089",9,31,3.1
"1090",10,31,2.3
"1091",11,31,3.7
"1092",12,31,3.6
"1093",13,31,3
"1094",14,31,3.4
"1095",15,31,4.3
"1096",16,31,1.5
"1097",17,31,5.3
"1098",18,31,3.4
"1099",19,31,4.7
"1100",20,31,3.6
"1101",21,31,4.2
"1102",22,31,4.9
"1103",23,31,5.2
"1104",24,31,3.6
"1105",25,31,5.2
"1106",26,31,4.3
"1107",27,31,4
"1108",28,31,4.2
"1109",29,31,4.5
"1110",30,31,4.2
"1111",31,31,4.2
"1112",32,31,3.6
"1113",33,31,4.2
"1114",34,31,4.8
"1115",35,31,5
"1116",36,31,5
"1117",1,32,3.8
"1118",2,32,2.1
"1119",3,32,3.6
"1120",4,32,3.7
"1121",5,32,4.1
"1122",6,32,4.7
"1123",7,32,3.2
"1124",8,32,2.5
"1125",9,32,5.4
"1126",10,32,3.6
"1127",11,32,3.1
"1128",12,32,2.7
"1129",13,32,3.3
"1130",14,32,4
"1131",15,32,4
"1132",16,32,3.6
"1133",17,32,4.7
"1134",18,32,4.2
"1135",19,32,3.8
"1136",20,32,4
"1137",21,32,3.6
"1138",22,32,3.7
"1139",23,32,3.7
"1140",24,32,3.9
"1141",25,32,4.3
"1142",26,32,3.8
"1143",27,32,4
"1144",28,32,4.9
"1145",29,32,4.1
"1146",30,32,4
"1147",31,32,4.7
"1148",32,32,4.5
"1149",33,32,4
"1150",34,32,5.7
"1151",35,32,5
"1152",36,32,4.1
"1153",1,33,5
"1154",2,33,4.1
"1155",3,33,4.2
"1156",4,33,3.9
"1157",5,33,4.1
"1158",6,33,4.3
"1159",7,33,4.7
"1160",8,33,5.2
"1161",9,33,4
"1162",10,33,4.5
"1163",11,33,5.2
"1164",12,33,4.5
"1165",13,33,3.4
"1166",14,33,3.2
"1167",15,33,3.6
"1168",16,33,3.4
"1169",17,33,4.7
"1170",18,33,4.7
"1171",19,33,4.1
"1172",20,33,3.7
"1173",21,33,4.6
"1174",22,33,2.2
"1175",23,33,3.9
"1176",24,33,5.1
"1177",25,33,4.6
"1178",26,33,4.6
"1179",27,33,4.5
"1180",28,33,3.7
"1181",29,33,5.7
"1182",30,33,4
"1183",31,33,3.2
"1184",32,33,4
"1185",33,33,4.7
"1186",34,33,5.2
"1187",35,33,5.3
"1188",36,33,3.4
"1189",1,34,4.8
"1190",2,34,5.2
"1191",3,34,5.2
"1192",4,34,4.6
"1193",5,34,4.9
"1194",6,34,4.6
"1195",7,34,5.8
"1196",8,34,4.9
"1197",9,34,3.3
"1198",10,34,4.7
"1199",11,34,4.5
"1200",12,34,3.4
"1201",13,34,4
"1202",14,34,3.7
"1203",15,34,3.5
"1204",16,34,3.4
"1205",17,34,3.3
"1206",18,34,4.3
"1207",19,34,4.5
"1208",20,34,3.2
"1209",21,34,3.6
"1210",22,34,4.2
"1211",23,34,3.5
"1212",24,34,3.4
"1213",25,34,4.3
"1214",26,34,5
"1215",27,34,4.7
"1216",28,34,4.7
"1217",29,34,4
"1218",30,34,5.1
"1219",31,34,4.2
"1220",32,34,4.2
"1221",33,34,3.8
"1222",34,34,3.7
"1223",35,34,7.8
"1224",36,34,3.6
"1225",1,35,4
"1226",2,35,4.7
"1227",3,35,5
"1228",4,35,4.7
"1229",5,35,4.1
"1230",6,35,5.3
"1231",7,35,5.2
"1232",8,35,4.6
"1233",9,35,5.2
"1234",10,35,4.8
"1235",11,35,4.1
"1236",12,35,5
"1237",13,35,6
"1238",14,35,4
"1239",15,35,4.5
"1240",16,35,4.3
"1241",17,35,5.3
"1242",18,35,4.5
"1243",19,35,4.7
"1244",20,35,3.7
"1245",21,35,4.4
"1246",22,35,4.4
"1247",23,35,4.8
"1248",24,35,4.9
"1249",25,35,5
"1250",26,35,5.5
"1251",27,35,5
"1252",28,35,3.9
"1253",29,35,3.5
"1254",30,35,5.1
"1255",31,35,4.4
"1256",32,35,4.4
"1257",33,35,4.9
"1258",34,35,4.5
"1259",35,35,5
"1260",36,35,4
"1261",1,36,5.9
"1262",2,36,5
"1263",3,36,4
"1264",4,36,4.7
"1265",5,36,5
"1266",6,36,3.7
"1267",7,36,4.5
"1268",8,36,4.2
"1269",9,36,5
"1270",10,36,4.7
"1271",11,36,4
"1272",12,36,3.9
"1273",13,36,3.4
"1274",14,36,4.4
