"","row","col","yield"
"222",6,7,3.8
"223",7,7,6.4
"224",8,7,6.6
"225",9,7,5.1
"226",10,7,6.6
"227",11,7,5.9
"228",12,7,2.9
"229",13,7,5.5
"230",14,7,4.8
"231",15,7,3.8
"232",16,7,6.8
"233",17,7,5.4
"234",18,7,6
"235",19,7,5.4
"236",20,7,3.8
"237",21,7,5.2
"238",22,7,5
"239",23,7,5.9
"240",24,7,4.5
"241",25,7,5.4
"242",26,7,4.7
"243",27,7,4
"244",28,7,4.3
"245",29,7,5.8
"246",30,7,4.6
"247",31,7,6.1
"248",32,7,6
"249",33,7,5.7
"250",34,7,5.7
"251",35,7,4.9
"252",36,7,4.5
"253",1,8,4.3
"254",2,8,5.3
"255",3,8,4.2
"256",4,8,4.7
"257",5,8,5.1
"258",6,8,5.4
"259",7,8,5.7
"260",8,8,5.8
"261",9,8,4.3
"262",10,8,4.9
"263",11,8,3.7
"264",12,8,3.2
"265",13,8,5
"266",14,8,4.7
"267",15,8,4.1
"268",16,8,6.1
"269",17,8,5.2
"270",18,8,4
"271",19,8,5.3
"272",20,8,4.3
"273",21,8,5
"274",22,8,4.4
"275",23,8,4.8
"276",24,8,4.9
"277",25,8,5.1
"278",26,8,5
"279",27,8,5.6
"280",28,8,5.5
"281",29,8,5.3
"282",30,8,4.1
"283",31,8,4.2
"284",32,8,5.2
"285",33,8,5.4
"286",34,8,4.9
"287",35,8,5.7
"288",36,8,3.4
"289",1,9,3.5
"290",2,9,5.1
"291",3,9,4.7
"292",4,9,3.8
"293",5,9,5.4
"294",6,9,4.9
"295",7,9,5.2
"296",8,9,5.2
"297",9,9,5.8
"298",10,9,4.6
"299",11,9,5
"300",12,9,4
"301",13,9,5.5
"302",14,9,5.6
"303",15,9,4.6
"304",16,9,5.1
"305",17,9,5.4
"306",18,9,4.3
"307",19,9,5.2
"308",20,9,4.6
"309",21,9,4.5
"310",22,9,4.5
"311",23,9,4.9
"312",24,9,5.6
"313",25,9,6.1
"314",26,9,4.8
"315",27,9,6
"316",28,9,4.3
"317",29,9,5.5
"318",30,9,4.9
"319",31,9,5.4
"320",32,9,5.2
"321",33,9,5.7
"322",34,9,4.6
"323",35,9,5.8
"324",36,9,2.6
"325",1,10,4.9
"326",2,10,5
"327",3,10,5
"328",4,10,3.5
"329",5,10,5.7
"330",6,10,5.2
"331",7,10,4.9
"332",8,10,5.5
"333",9,10,4.9
"334",10,10,5.7
"335",11,10,5
"336",12,10,3.5
"337",13,10,5.7
"338",14,10,4.7
"339",15,10,4.9
"340",16,10,5.6
"341",17,10,5.5
"342",18,10,4.6
"343",19,10,4.9
"344",20,10,4.8
"345",21,10,5.4
"346",22,10,5.5
"347",23,10,4.5
"348",24,10,4.6
"349",25,10,5.2
"350",26,10,5.2
"351",27,10,4.6
"352",28,10,5.6
"353",29,10,4.6
"354",30,10,5.5
"355",31,10,6.2
"356",32,10,5.8
"357",33,10,5.4
"358",34,10,4.7
"359",35,10,5.5
"360",36,10,4.8
"361",1,11,4.6
"362",2,11,5.4
"363",3,11,4.4
"364",4,11,4.7
"365",5,11,5.5
"366",6,11,5.4
"367",7,11,5.6
"368",8,11,5.8
"369",9,11,4.3
"370",10,11,6
"371",11,11,5.5
"372",12,11,4.2
"373",13,11,5.2
"374",14,11,4.8
"375",15,11,4.7
"376",16,11,5.5
"377",17,11,5
"378",18,11,5.5
"379",19,11,5.7
"380",20,11,4
"381",21,11,5.8
"382",22,11,5.6
"383",23,11,6.1
"384",24,11,4.6
"385",25,11,5.6
"386",26,11,4.8
"387",27,11,5
"388",28,11,5.3
"389",29,11,5.6
"390",30,11,5.5
"391",31,11,5
"392",32,11,4.5
"393",33,11,5.8
"394",34,11,6.8
"395",35,11,5.5
"396",36,11,5.1
"397",1,12,3.7
"398",2,12,4.9
"399",3,12,4.1
"400",4,12,5.4
"401",5,12,4.7
"402",6,12,4.3
"403",7,12,5.5
"404",8,12,5.3
"405",9,12,5.2
"406",10,12,5
"407",11,12,5.9
"408",12,12,3.2
"409",13,12,5.7
"410",14,12,4.8
"411",15,12,5
"412",16,12,5
"413",17,12,4.7
"414",18,12,4.3
"415",19,12,5.3
"416",20,12,4.1
"417",21,12,4.9
"418",22,12,5.4
"419",23,12,5.1
"420",24,12,4.6
"421",25,12,5.4
"422",26,12,5.3
"423",27,12,5
"424",28,12,4.6
"425",29,12,5
"426",30,12,5.3
"427",31,12,5.6
"428",32,12,4.5
"429",33,12,4.9
"430",34,12,6.8
"431",35,12,5.8
"432",36,12,4.1
"433",1,13,3.8
"434",2,13,4.9
"435",3,13,5.1
"436",4,13,5.3
"437",5,13,5.5
"438",6,13,5.6
"439",7,13,5.8
"440",8,13,5.7
"441",9,13,5.3
"442",10,13,5.7
"443",11,13,5.4
"444",12,13,3.9
"445",13,13,5.5
"446",14,13,5
"447",15,13,5.1
"448",16,13,4.4
"449",17,13,5.2
"450",18,13,4.7
"451",19,13,5.5
"452",20,13,4.8
"453",21,13,5
"454",22,13,5.7
"455",23,13,4.5
"456",24,13,5.1
"457",25,13,4.9
"458",26,13,5.7
"459",27,13,4.2
"460",28,13,6.1
"461",29,13,5.1
"462",30,13,4
"463",31,13,4.9
"464",32,13,5.2
"465",33,13,7.1
"466",34,13,5.1
"467",35,13,7.3
"468",36,13,5.5
"469",1,14,3.7
"470",2,14,4.1
"471",3,14,4.7
"472",4,14,5.1
"473",5,14,4
"474",6,14,6.3
"475",7,14,5.7
"476",8,14,6.5
"477",9,14,5.2
"478",10,14,4.9
"479",11,14,4.8
"480",12,14,4.8
"481",13,14,4.9
"482",14,14,4.8
"483",15,14,5.2
"484",16,14,4.8
"485",17,14,4.8
"486",18,14,5.5
"487",19,14,4.3
"488",20,14,4.8
"489",21,14,4.5
"490",22,14,5.1
"491",23,14,5.3
"492",24,14,4.5
"493",25,14,5.1
"494",26,14,5.3
"495",27,14,5.4
"496",28,14,5.1
"497",29,14,6.3
"498",30,14,4.8
"499",31,14,4.9
"500",32,14,5.7
"501",33,14,5.1
"502",34,14,4.4
"503",35,14,5.5
"504",36,14,5.8
"505",1,15,4
"506",2,15,4.8
"507",3,15,5.5
"508",4,15,4.4
"509",5,15,5.4
"510",6,15,6.7
"511",7,15,5.7
"512",8,15,5.5
"513",9,15,5.1
"514",10,15,5.1
"515",11,15,5.3
"516",12,15,4.8
"517",13,15,5.4
"518",14,15,4.7
"519",15,15,5
"520",16,15,4.4
"521",17,15,4.9
"522",18,15,5.3
"523",19,15,4.8
"524",20,15,5.4
"525",21,15,5.4
"526",22,15,5.3
"527",23,15,4.1
"528",24,15,6.1
"529",25,15,5.8
"530",26,15,5.3
"531",27,15,5.1
"532",28,15,4.9
"533",29,15,5.2
"534",30,15,5.7
"535",31,15,5.3
"536",32,15,5.6
"537",33,15,5.4
"538",34,15,5.1
"539",35,15,6.5
"540",36,15,5.8
"541",1,16,4.3
"542",2,16,4.8
"543",3,16,4.4
"544",4,16,4.8
"545",5,16,4.6
"546",6,16,5.3
"547",7,16,5.7
"548",8,16,6.1
"549",9,16,4.7
"550",10,16,4.9
"551",11,16,4.7
"552",12,16,5.3
"553",13,16,5.3
"554",14,16,4.8
"555",15,16,5.3
"556",16,16,5.6
"557",17,16,4.9
"558",18,16,5.1
"559",19,16,4.9
"560",20,16,5.2
"561",21,16,5.4
"562",22,16,4.5
"563",23,16,5.2
"564",24,16,5.4
"565",25,16,4.6
"566",26,16,4.9
"567",27,16,5.5
"568",28,16,5
"569",29,16,5.1
"570",30,16,5.1
"571",31,16,4.9
"572",32,16,5.3
"573",33,16,5.7
"574",34,16,5.7
"575",35,16,5
"576",36,16,4.5
"577",1,17,4.1
"578",2,17,5
"579",3,17,4.9
"580",4,17,5.1
"581",5,17,4.2
"582",6,17,5.8
"583",7,17,5.3
"584",8,17,5.4
"585",9,17,5.3
"586",10,17,4.7
"587",11,17,5.1
"588",12,17,4.7
"589",13,17,6
"590",14,17,3.7
"591",15,17,4.9
"592",16,17,4.2
"593",17,17,4.9
"594",18,17,4.9
"595",19,17,4.9
"596",20,17,4.3
"597",21,17,4.5
"598",22,17,4.7
"599",23,17,5.4
"600",24,17,5
"601",25,17,5
"602",26,17,5.2
"603",27,17,4.8
"604",28,17,4.8
"605",29,17,6
"606",30,17,5
"607",31,17,5.7
"608",32,17,5.2
"609",33,17,5.5
"610",34,17,5.2
"611",35,17,4.8
"612",36,17,5.3
"613",1,18,4.6
"614",2,18,5
"615",3,18,4.9
"616",4,18,5.2
"617",5,18,4.8
"618",6,18,5.9
"619",7,18,4.9
"620",8,18,5.2
"621",9,18,5.5
"622",10,18,5.2
"623",11,18,4.8
"624",12,18,4.2
"625",13,18,4.8
"626",14,18,5.4
"627",15,18,4.6
"628",16,18,5.3
"629",17,18,5
"630",18,18,4.9
"631",19,18,5.4
"632",20,18,4
"633",21,18,5.2
"634",22,18,4.6
"635",23,18,5.1
"636",24,18,4.8
"637",25,18,5
"638",26,18,4.4
"639",27,18,4.7
"640",28,18,5.5
"641",29,18,4.6
"642",30,18,4.8
"643",31,18,5.2
"644",32,18,5
"645",33,18,5.8
"646",34,18,5.5
"647",35,18,4.6
"648",36,18,4.5
"649",1,19,4.5
"650",2,19,5.6
"651",3,19,6.1
"652",4,19,5.1
"653",5,19,6.5
"654",6,19,5.5
"655",7,19,5.1
"656",8,19,6.1
"657",9,19,5.5
"658",10,19,5.1
"659",11,19,5.4
"660",12,19,5.3
"661",13,19,5
"662",14,19,6.5
"663",15,19,5.4
"664",16,19,4.7
"665",17,19,4.7
"666",18,19,5.5
"667",19,19,4.5
"668",20,19,5.1
"669",21,19,5.1
"670",22,19,6.3
"671",23,19,5.1
"672",24,19,5.8
"673",25,19,5.1
"674",26,19,6.6
"675",27,19,4.8
"676",28,19,4.5
"677",29,19,5.2
"678",30,19,5.6
"679",31,19,5.5
"680",32,19,6.1
"681",33,19,5.5
"682",34,19,5.4
"683",35,19,5.4
"684",36,19,4.7
"685",1,20,4.3
"686",2,20,5.7
"687",3,20,5.7
"688",4,20,4.6
"689",5,20,5.8
"690",6,20,6.4
"691",7,20,6.1
"692",8,20,5.9
"693",9,20,5.8
"694",10,20,5.4
"695",11,20,6
"696",12,20,4.1
"697",13,20,4.8
"698",14,20,5.4
"699",15,20,5.1
"700",16,20,5.6
"701",17,20,5.5
"702",18,20,5
"703",19,20,6.5
"704",20,20,4.5
"705",21,20,4.9
"706",22,20,5
"707",23,20,5.7
"708",24,20,4.9
"709",25,20,5.7
"710",26,20,5.2
"711",27,20,5.2
"712",28,20,5.2
"713",29,20,5.3
"714",30,20,5.2
"715",31,20,5.3
"716",32,20,5.5
"717",33,20,5.6
"718",34,20,5.6
"719",35,20,5.3
"720",36,20,4.4
"721",1,21,3.7
"722",2,21,5.2
"723",3,21,5.1
"724",4,21,5.9
"725",5,21,6.1
"726",6,21,5
"727",7,21,4.8
"728",8,21,6.6
"729",9,21,4.9
"730",10,21,5.9
"731",11,21,5.4
"732",12,21,5
"733",13,21,5.5
"734",14,21,5.2
"735",15,21,5.8
"736",16,21,4.5
"737",17,21,5.2
"738",18,21,4.7
"739",19,21,5.1
"740",20,21,4
"741",21,21,5.3
"742",22,21,4.6
"743",23,21,5.5
"744",24,21,5.9
"745",25,21,5.2
"746",26,21,5.4
"747",27,21,4.9
"748",28,21,4.7
"749",29,21,6
"750",30,21,5.3
"751",31,21,4.7
"752",32,21,5.6
"753",33,21,5.4
"754",34,21,5.6
"755",35,21,5.9
"756",36,21,4.9
"757",1,22,4.4
"758",2,22,5.8
"759",3,22,5.8
"760",4,22,5.4
"761",5,22,5.6
"762",6,22,5.2
"763",7,22,5
"764",8,22,6.1
"765",9,22,5.1
"766",10,22,5.6
"767",11,22,5.4
"768",12,22,4.6
"769",13,22,5.5
"770",14,22,5.6
"771",15,22,5
"772",16,22,5
"773",17,22,5.1
"774",18,22,6.1
"775",19,22,4.5
"776",20,22,5
"777",21,22,5.1
"778",22,22,5
"779",23,22,5.6
"780",24,22,5.1
"781",25,22,4.8
"782",26,22,6
"783",27,22,5
"784",28,22,4.9
"785",29,22,5.9
"786",30,22,4.5
"787",31,22,5.4
"788",32,22,5.8
"789",33,22,4
"790",34,22,4.9
"791",35,22,4.9
"792",36,22,4.6
"793",1,23,3.5
"794",2,23,4.8
"795",3,23,4.9
"796",4,23,5.6
"797",5,23,6.1
"798",6,23,5
"799",7,23,5.5
"800",8,23,5.9
"801",9,23,5.5
"802",10,23,5
"803",11,23,6
"804",12,23,5.3
"805",13,23,5.6
"806",14,23,5.3
"807",15,23,4.8
"808",16,23,5.5
"809",17,23,5.7
"810",18,23,5.1
"811",19,23,5.4
"812",20,23,4.4
"813",21,23,5.6
"814",22,23,5.3
"815",23,23,4.7
"816",24,23,5.5
"817",25,23,5.2
"818",26,23,6
"819",27,23,5.6
"820",28,23,5
"821",29,23,5.6
"822",30,23,6.1
"823",31,23,5.1
"824",32,23,5.7
"825",33,23,5.3
"826",34,23,5.9
"827",35,23,5.7
"828",36,23,4.3
"829",1,24,5.4
"830",2,24,5.1
"831",3,24,6
"832",4,24,5.4
"833",5,24,5.7
"834",6,24,5.7
"835",7,24,6.4
"836",8,24,6.1
"837",9,24,5.3
"838",10,24,5.2
"839",11,24,6.8
"840",12,24,4.6
"841",13,24,5
"842",14,24,5.9
"843",15,24,5.6
"844",16,24,6.5
"845",17,24,5.7
"846",18,24,5.7
"847",19,24,4.8
"848",20,24,5
"849",21,24,6.4
"850",22,24,6
"851",23,24,5.1
"852",24,24,5.3
"853",25,24,6
"854",26,24,6.2
"855",27,24,6.1
"856",28,24,4.7
"857",29,24,6.3
"858",30,24,5.2
"859",31,24,6
"860",32,24,5
"861",33,24,5.5
"862",34,24,4.8
"863",35,24,5.3
"864",36,24,4.7
"865",1,25,4.6
"866",2,25,5.7
"867",3,25,5.5
"868",4,25,6.1
"869",5,25,6.2
"870",6,25,6.5
"871",7,25,6.8
"872",8,25,6.1
"873",9,25,4
"874",10,25,5.5
"875",11,25,5.6
"876",12,25,4.3
"877",13,25,6.5
"878",14,25,5.7
"879",15,25,5.3
"880",16,25,5.5
"881",17,25,6.2
"882",18,25,4.9
"883",19,25,5.7
"884",20,25,4.6
"885",21,25,5.5
"886",22,25,5.7
"887",23,25,4.7
"888",24,25,6.4
"889",25,25,5.4
"890",26,25,5.6
"891",27,25,5.3
"892",28,25,5.1
"893",29,25,5.5
"894",30,25,5.4
"895",31,25,6.2
"896",32,25,4.9
"897",33,25,5.5
"898",34,25,6.1
"899",35,25,5.3
"900",36,25,4.4
"901",1,26,3.7
"902",2,26,6.1
"903",3,26,6.1
"904",4,26,5.2
"905",5,26,7.2
"906",6,26,5.7
"907",7,26,6.1
"908",8,26,5.1
"909",9,26,5.2
"910",10,26,5.2
"911",11,26,5
"912",12,26,4.9
"913",13,26,5.7
"914",14,26,6
"915",15,26,6.1
"916",16,26,5.5
"917",17,26,5.6
"918",18,26,5.7
"919",19,26,5
"920",20,26,4.5
"921",21,26,6.1
"922",22,26,4.1
"923",23,26,5.8
"924",24,26,6
"925",25,26,5.7
"926",26,26,5.3
"927",27,26,5.5
"928",28,26,4.4
"929",29,26,6.3
"930",30,26,5.7
"931",31,26,4.8
"932",32,26,5
"933",33,26,5.7
"934",34,26,4.8
"935",35,26,5.3
"936",36,26,4.5
"937",1,27,2.8
"938",2,27,5.5
"939",3,27,6.2
"940",4,27,6
"941",5,27,5.6
"942",6,27,6.5
"943",7,27,5.7
"944",8,27,7
"945",9,27,5
"946",10,27,4.8
"947",11,27,5.8
"948",12,27,4.8
"949",13,27,5.7
"950",14,27,5.9
"951",15,27,5
"952",16,27,5.7
"953",17,27,4.9
"954",18,27,4.8
"955",19,27,4.8
"956",20,27,4.4
"957",21,27,5.3
"958",22,27,5.3
"959",23,27,4.9
"960",24,27,5.6
"961",25,27,5.5
"962",26,27,6.1
"963",27,27,5.1
"964",28,27,5.3
"965",29,27,5.4
"966",30,27,5.1
"967",31,27,5.5
"968",32,27,5.8
"969",33,27,5.6
"970",34,27,5.5
"971",35,27,4.8
"972",36,27,4.5
"973",1,28,4.3
"974",2,28,5
"975",3,28,4.9
"976",4,28,4.8
"977",5,28,5.7
"978",6,28,5.5
"979",7,28,6.3
"980",8,28,5.2
"981",9,28,5
"982",10,28,4.4
"983",11,28,4.7
"984",12,28,4.1
"985",13,28,5.1
"986",14,28,5.2
"987",15,28,5
"988",16,28,5.5
"989",17,28,5
"990",18,28,4.9
"991",19,28,4.4
"992",20,28,3.9
"993",21,28,4.9
"994",22,28,5.7
"995",23,28,5.2
"996",24,28,5.5
"997",25,28,4.8
"998",26,28,5.5
"999",27,28,5.3
"1000",28,28,4.9
"1001",29,28,4.4
"1002",30,28,5.5
"1003",31,28,4.4
"1004",32,28,5.5
"1005",33,28,4.3
"1006",34,28,4.5
"1007",35,28,4.7
"1008",36,28,3.1
"1009",1,29,4.6
"1010",2,29,5.7
"1011",3,29,4.7
"1012",4,29,5.3
"1013",5,29,5.8
"1014",6,29,5.7
"1015",7,29,5.2
"1016",8,29,6.2
"1017",9,29,5.2
"1018",10,29,4
"1019",11,29,4.5
"1020",12,29,4.9
"1021",13,29,4.6
"1022",14,29,5.4
"1023",15,29,5.2
"1024",16,29,5.7
"1025",17,29,4.9
"1026",18,29,4.6
"1027",19,29,5.1
"1028",20,29,4.5
"1029",21,29,5.3
"1030",22,29,5.4
"1031",23,29,5.5
"1032",24,29,5.2
"1033",25,29,5.2
"1034",26,29,5.3
"1035",27,29,5.6
"1036",28,29,4.4
"1037",29,29,5.1
"1038",30,29,5.6
"1039",31,29,5.5
"1040",32,29,5.8
"1041",33,29,4
"1042",34,29,5.9
"1043",35,29,4.3
"1044",36,29,4.6
"1045",1,30,4.4
"1046",2,30,5.5
"1047",3,30,5.1
"1048",4,30,5.8
"1049",5,30,5.4
"1050",6,30,6.2
"1051",7,30,6.2
"1052",8,30,5.7
"1053",9,30,5
"1054",10,30,5
"1055",11,30,5
"1056",12,30,4.4
"1057",13,30,4.9
"1058",14,30,5.3
"1059",15,30,5.6
"1060",16,30,5.6
"1061",17,30,5.2
"1062",18,30,4.9
"1063",19,30,4.7
"1064",20,30,4.5
"1065",21,30,5.1
"1066",22,30,5
"1067",23,30,5.2
"1068",24,30,5.7
"1069",25,30,4.6
"1070",26,30,4.9
"1071",27,30,5
"1072",28,30,5
"1073",29,30,5.7
"1074",30,30,6
"1075",31,30,5.3
"1076",32,30,5.3
"1077",33,30,5.4
"1078",34,30,5.3
"1079",35,30,4.5
"1080",36,30,6.1
"1081",1,31,4.1
"1082",2,31,5.3
"1083",3,31,5.2
"1084",4,31,4.9
"1085",5,31,6.7
"1086",6,31,5.8
"1087",7,31,5.5
"1088",8,31,5.3
"1089",9,31,5.4
"1090",10,31,5.6
"1091",11,31,5.2
"1092",12,31,4.8
"1093",13,31,5.9
"1094",14,31,5.3
"1095",15,31,5.1
"1096",16,31,5.8
"1097",17,31,4.8
"1098",18,31,4.9
"1099",19,31,4.7
"1100",20,31,4.1
"1101",21,31,4.9
"1102",22,31,5.1
"1103",23,31,4.8
"1104",24,31,5.6
"1105",25,31,4.9
"1106",26,31,4.3
"1107",27,31,4.9
"1108",28,31,5.9
"1109",29,31,4.8
"1110",30,31,5.6
"1111",31,31,4.6
"1112",32,31,7.4
"1113",33,31,5.9
"1114",34,31,5.3
"1115",35,31,5.8
"1116",36,31,5.2
"1117",1,32,4.5
"1118",2,32,5.6
"1119",3,32,5.4
"1120",4,32,4.8
"1121",5,32,5
"1122",6,32,6.5
"1123",7,32,5.7
"1124",8,32,6.2
"1125",9,32,4.4
"1126",10,32,4.9
"1127",11,32,5.1
"1128",12,32,4.6
"1129",13,32,5
"1130",14,32,5
"1131",15,32,5.5
"1132",16,32,5.9
"1133",17,32,5
"1134",18,32,6.3
"1135",19,32,3.9
"1136",20,32,4.5
"1137",21,32,5.1
"1138",22,32,4.8
"1139",23,32,4.7
"1140",24,32,5.4
"1141",25,32,4.3
"1142",26,32,5.3
"1143",27,32,4.8
"1144",28,32,5.3
"1145",29,32,5.9
"1146",30,32,5.2
"1147",31,32,5
"1148",32,32,5.6
"1149",33,32,3.7
"1150",34,32,5.3
"1151",35,32,5.9
"1152",36,32,4.1
"1153",1,33,3.4
"1154",2,33,6.3
"1155",3,33,5.2
"1156",4,33,4.7
"1157",5,33,6
"1158",6,33,5.7
"1159",7,33,5.9
"1160",8,33,5.1
"1161",9,33,4.9
"1162",10,33,5.5
"1163",11,33,5.1
"1164",12,33,4.1
"1165",13,33,5.8
"1166",14,33,4.9
"1167",15,33,5.9
"1168",16,33,5.5
"1169",17,33,5.7
"1170",18,33,5.1
"1171",19,33,5.2
"1172",20,33,3.7
"1173",21,33,5.4
"1174",22,33,4.8
"1175",23,33,4.9
"1176",24,33,4.9
"1177",25,33,5.5
"1178",26,33,4.5
"1179",27,33,5.4
"1180",28,33,4.2
"1181",29,33,5.7
"1182",30,33,5.3
"1183",31,33,4.9
"1184",32,33,3.9
"1185",33,33,5.5
"1186",34,33,5.7
"1187",35,33,5.3
"1188",36,33,3
"1189",1,34,5.6
"1190",2,34,4.7
"1191",3,34,6.6
"1192",4,34,4.5
"1193",5,34,6.1
"1194",6,34,5.7
"1195",7,34,6
"1196",8,34,4.6
"1197",9,34,5
"1198",10,34,4.7
"1199",11,34,5
"1200",12,34,4.6
"1201",13,34,5.3
"1202",14,34,4.5
"1203",15,34,5.5
"1204",16,34,5.5
"1205",17,34,4.7
"1206",18,34,5.1
"1207",19,34,4.7
"1208",20,34,4.1
"1209",21,34,5.5
"1210",22,34,4.8
"1211",23,34,5.5
"1212",24,34,5.2
"1213",25,34,4.6
"1214",26,34,4.7
"1215",27,34,5.1
"1216",28,34,5
"1217",29,34,5.3
"1218",30,34,4.9
"1219",31,34,4.8
"1220",32,34,4.6
"1221",33,34,4.4
"1222",34,34,5
"1223",35,34,5.2
"1224",36,34,3.6
"1225",1,35,5.4
"1226",2,35,5
"1227",3,35,5.4
"1228",4,35,4.1
"1229",5,35,5.7
"1230",6,35,5.7
"1231",7,35,5.5
"1232",8,35,4.6
"1233",9,35,4.7
"1234",10,35,4.6
"1235",11,35,4.4
"1236",12,35,4
"1237",13,35,4.8
"1238",14,35,5.5
"1239",15,35,4.3
"1240",16,35,5.2
"1241",17,35,5.4
"1242",18,35,5
"1243",19,35,4.6
"1244",20,35,4.1
"1245",21,35,4.8
"1246",22,35,4.2
"1247",23,35,5.7
"1248",24,35,4.5
"1249",25,35,4.5
"1250",26,35,4.5
"1251",27,35,4.3
"1252",28,35,3.8
"1253",29,35,4.4
"1254",30,35,4.3
"1255",31,35,4.3
"1256",32,35,4.9
"1257",33,35,4.6
"1258",34,35,4.7
"1259",35,35,3.9
"1260",36,35,4.5
"1261",1,36,5.2
"1262",2,36,6
"1263",3,36,4.9
"1264",4,36,5.3
"1265",5,36,5.1
"1266",6,36,5.3
"1267",7,36,5.8
"1268",8,36,5.8
"1269",9,36,4.9
"1270",10,36,5.3
"1271",11,36,4.7
"1272",12,36,4.4
