"","row","col","yield"
"308",20,9,2.55
"309",21,9,1.79
"310",22,9,1.53
"311",23,9,1.96
"312",24,9,1.85
"313",25,9,1.33
"314",26,9,1.15
"315",27,9,1.6
"316",28,9,1.71
"317",29,9,1.49
"318",30,9,2.06
"319",31,9,1.96
"320",32,9,1.42
"321",33,9,2.53
"322",34,9,1.9
"323",35,9,2.18
"324",36,9,1.79
"325",1,10,1.27
"326",2,10,2.55
"327",3,10,2.84
"328",4,10,2.4
"329",5,10,2.58
"330",6,10,1.55
"331",7,10,1.47
"332",8,10,1.75
"333",9,10,1.38
"334",10,10,1.99
"335",11,10,1.84
"336",12,10,1.83
"337",13,10,2.05
"338",14,10,2.1
"339",15,10,2.02
"340",16,10,2.42
"341",17,10,2.15
"342",18,10,1.6
"343",19,10,1.09
"344",20,10,1.37
"345",21,10,1.1
"346",22,10,1.2
"347",23,10,1.61
"348",24,10,1.49
"349",25,10,0.85
"350",26,10,1.11
"351",27,10,1.81
"352",28,10,1.72
"353",29,10,1.07
"354",30,10,1.7
"355",31,10,1.93
"356",32,10,1.34
"357",33,10,1.94
"358",34,10,2.25
"359",35,10,2.83
"360",36,10,2.49
"361",1,11,1.57
"362",2,11,2.03
"363",3,11,2.85
"364",4,11,1.65
"365",5,11,1.98
"366",6,11,2.39
"367",7,11,2.62
"368",8,11,1.66
"369",9,11,1.85
"370",10,11,1.87
"371",11,11,1.87
"372",12,11,2.11
"373",13,11,2.49
"374",14,11,1.51
"375",15,11,1.13
"376",16,11,2.23
"377",17,11,2.56
"378",18,11,1.7
"379",19,11,1.73
"380",20,11,1.41
"381",21,11,2
"382",22,11,1.59
"383",23,11,1.37
"384",24,11,1.2
"385",25,11,1.72
"386",26,11,1.62
"387",27,11,2.06
"388",28,11,1.92
"389",29,11,1.49
"390",30,11,2.24
"391",31,11,2.02
"392",32,11,1.89
"393",33,11,1.67
"394",34,11,1.84
"395",35,11,1.77
"396",36,11,2.1
"397",1,12,1
"398",2,12,2.31
"399",3,12,2.34
"400",4,12,2.35
"401",5,12,2.1
"402",6,12,1.74
"403",7,12,1.73
"404",8,12,1.62
"405",9,12,1.7
"406",10,12,1.6
"407",11,12,1.5
"408",12,12,1.75
"409",13,12,2.15
"410",14,12,1.85
"411",15,12,1.31
"412",16,12,2.46
"413",17,12,2.47
"414",18,12,2.27
"415",19,12,2.11
"416",20,12,1.56
"417",21,12,1.58
"418",22,12,1.58
"419",23,12,1.67
"420",24,12,1.65
"421",25,12,0.85
"422",26,12,1.15
"423",27,12,1.86
"424",28,12,1.99
"425",29,12,1.62
"426",30,12,1.55
"427",31,12,1.8
"428",32,12,1.4
"429",33,12,2.21
"430",34,12,1.81
"431",35,12,2.71
"432",36,12,1.03
"433",1,13,1.7
"434",2,13,1.57
"435",3,13,1.65
"436",4,13,1.3
"437",5,13,2.15
"438",6,13,2.17
"439",7,13,2.16
"440",8,13,2.22
"441",9,13,2.15
"442",10,13,2.45
"443",11,13,1.47
"444",12,13,1.75
"445",13,13,1.72
"446",14,13,1.65
"447",15,13,1.47
"448",16,13,2.33
"449",17,13,2.09
"450",18,13,2.23
"451",19,13,1.57
"452",20,13,2.39
"453",21,13,1.8
"454",22,13,1.43
"455",23,13,1.38
"456",24,13,1.07
"457",25,13,1.51
"458",26,13,1.25
"459",27,13,1.51
"460",28,13,1.6
"461",29,13,1.17
"462",30,13,2.26
"463",31,13,1.81
"464",32,13,1.9
"465",33,13,1.76
"466",34,13,1.91
"467",35,13,2.41
"468",36,13,1.69
"469",1,14,1.7
"470",2,14,2.21
"471",3,14,2.17
"472",4,14,1.38
"473",5,14,2.07
"474",6,14,1.95
"475",7,14,3.15
"476",8,14,2.37
"477",9,14,1.99
"478",10,14,2.09
"479",11,14,2.03
"480",12,14,1.7
"481",13,14,1.7
"482",14,14,1.97
"483",15,14,2.05
"484",16,14,2.63
"485",17,14,2.58
"486",18,14,2.39
"487",19,14,1.84
"488",20,14,2.68
"489",21,14,1.45
"490",22,14,1.51
"491",23,14,1.49
"492",24,14,1.59
"493",25,14,1.42
"494",26,14,1.8
"495",27,14,1.93
"496",28,14,1.53
"497",29,14,1.02
"498",30,14,1.6
"499",31,14,1.65
"500",32,14,1.76
"501",33,14,2
"502",34,14,1.77
"503",35,14,2.05
"504",36,14,1.86
"505",1,15,1
"506",2,15,1.8
"507",3,15,2.25
"508",4,15,1.51
"509",5,15,1.85
"510",6,15,2.34
"511",7,15,2.05
"512",8,15,1.7
"513",9,15,2.25
"514",10,15,2.4
"515",11,15,1.27
"516",12,15,2.36
"517",13,15,1.85
"518",14,15,1.93
"519",15,15,1.65
"520",16,15,1.56
"521",17,15,1.7
"522",18,15,1.41
"523",19,15,1.81
"524",20,15,1.51
"525",21,15,1.52
"526",22,15,1.65
"527",23,15,1.6
"528",24,15,1.65
"529",25,15,1.6
"530",26,15,1.38
"531",27,15,1.85
"532",28,15,1.94
"533",29,15,1.2
"534",30,15,1.23
"535",31,15,1.97
"536",32,15,1.98
"537",33,15,1.92
"538",34,15,2.21
"539",35,15,2.64
"540",36,15,2.01
"541",1,16,1.39
"542",2,16,1.75
"543",3,16,2.95
"544",4,16,1.6
"545",5,16,2.42
"546",6,16,2.77
"547",7,16,2.16
"548",8,16,1.82
"549",9,16,2.13
"550",10,16,2.1
"551",11,16,2.15
"552",12,16,1.92
"553",13,16,2.18
"554",14,16,1.73
"555",15,16,2.14
"556",16,16,2.14
"557",17,16,1.96
"558",18,16,1.8
"559",19,16,2.62
"560",20,16,2.26
"561",21,16,1.22
"562",22,16,0.88
"563",23,16,1.95
"564",24,16,2.1
"565",25,16,1.37
"566",26,16,1.78
"567",27,16,1.56
"568",28,16,1.08
"569",29,16,1.28
"570",30,16,1.7
"571",31,16,1.74
"572",32,16,1.47
"573",33,16,1.98
"574",34,16,1.84
"575",35,16,2.22
"576",36,16,1.91
"577",1,17,1.71
"578",2,17,1.93
"579",3,17,2.58
"580",4,17,1.32
"581",5,17,2.58
"582",6,17,2.12
"583",7,17,1.92
"584",8,17,2.22
"585",9,17,2.12
"586",10,17,1.82
"587",11,17,1.85
"588",12,17,1.94
"589",13,17,2.1
"590",14,17,1.5
"591",15,17,2.26
"592",16,17,2.32
"593",17,17,1.92
"594",18,17,2.08
"595",19,17,1.96
"596",20,17,2.14
"597",21,17,2.76
"598",22,17,1.39
"599",23,17,1.86
"600",24,17,1.55
"601",25,17,1.35
"602",26,17,1.65
"603",27,17,2
"604",28,17,1.58
"605",29,17,0.91
"606",30,17,1.82
"607",31,17,1.61
"608",32,17,2.22
"609",33,17,2.33
"610",34,17,2.09
"611",35,17,1.96
"612",36,17,2.09
"613",1,18,1.9
"614",2,18,1.78
"615",3,18,2.14
"616",4,18,2.25
"617",5,18,2.82
"618",6,18,2.68
"619",7,18,2.52
"620",8,18,1.86
"621",9,18,2.1
"622",10,18,2.07
"623",11,18,1.9
"624",12,18,2.1
"625",13,18,1.95
"626",14,18,1.82
"627",15,18,1.7
"628",16,18,2.46
"629",17,18,2.11
"630",18,18,1.9
"631",19,18,2.11
"632",20,18,1.72
"633",21,18,1.48
"634",22,18,1.5
"635",23,18,2.23
"636",24,18,1.51
"637",25,18,1.16
"638",26,18,1.87
"639",27,18,1.76
"640",28,18,1.69
"641",29,18,1.54
"642",30,18,1.94
"643",31,18,2.28
"644",32,18,2.35
"645",33,18,2.3
"646",34,18,1.96
"647",35,18,2.11
"648",36,18,1.9
"649",1,19,2
"650",2,19,1.94
"651",3,19,2.43
"652",4,19,2.23
"653",5,19,2.32
"654",6,19,2.98
"655",7,19,1.82
"656",8,19,2.58
"657",9,19,2.3
"658",10,19,1.92
"659",11,19,2.03
"660",12,19,2.09
"661",13,19,2.07
"662",14,19,1.44
"663",15,19,2.01
"664",16,19,1.38
"665",17,19,1.79
"666",18,19,1.77
"667",19,19,1.65
"668",20,19,1.4
"669",21,19,1.94
"670",22,19,1.6
"671",23,19,1.88
"672",24,19,1.54
"673",25,19,1.25
"674",26,19,1.65
"675",27,19,1.98
"676",28,19,1.88
"677",29,19,1.39
"678",30,19,1.55
"679",31,19,2.08
"680",32,19,2.09
"681",33,19,2.34
"682",34,19,2.05
"683",35,19,2.26
"684",36,19,1.63
"685",1,20,2.56
"686",2,20,2.12
"687",3,20,2.07
"688",4,20,1.7
"689",5,20,3.29
"690",6,20,2.75
"691",7,20,2.15
"692",8,20,1.64
"693",9,20,1.82
"694",10,20,1.75
"695",11,20,2.22
"696",12,20,1.94
"697",13,20,2.05
"698",14,20,2.41
"699",15,20,1.92
"700",16,20,2.38
"701",17,20,1.77
"702",18,20,1.63
"703",19,20,1.52
"704",20,20,1.32
"705",21,20,1.2
"706",22,20,1.38
"707",23,20,1.91
"708",24,20,1.7
"709",25,20,1.51
"710",26,20,2.01
"711",27,20,1.58
"712",28,20,1.49
"713",29,20,1.86
"714",30,20,2.08
"715",31,20,2.33
"716",32,20,1.6
"717",33,20,2.89
"718",34,20,2.49
"719",35,20,2.24
"720",36,20,2.13
"721",1,21,2.41
"722",2,21,2.95
"723",3,21,2.33
"724",4,21,1.88
"725",5,21,2.56
"726",6,21,2.61
"727",7,21,1.4
"728",8,21,1.5
"729",9,21,1.9
"730",10,21,1.77
"731",11,21,1.6
"732",12,21,2.1
"733",13,21,1.7
"734",14,21,1.64
"735",15,21,1.89
"736",16,21,2.1
"737",17,21,2.06
"738",18,21,1.48
"739",19,21,1.5
"740",20,21,1.44
"741",21,21,1.4
"742",22,21,1.58
"743",23,21,1.76
"744",24,21,1.42
"745",25,21,1.48
"746",26,21,1.4
"747",27,21,1.5
"748",28,21,1.99
"749",29,21,1.5
"750",30,21,2
"751",31,21,1.89
"752",32,21,2.05
"753",33,21,1.73
"754",34,21,2.18
"755",35,21,1.66
"756",36,21,1.29
"757",1,22,2.96
"758",2,22,2.38
"759",3,22,2.85
"760",4,22,2.26
"761",5,22,2.22
"762",6,22,2.62
"763",7,22,1.85
"764",8,22,1.9
"765",9,22,1.84
"766",10,22,1.75
"767",11,22,1.93
"768",12,22,1.98
"769",13,22,2.01
"770",14,22,2.16
"771",15,22,1.72
"772",16,22,2.08
"773",17,22,2.07
"774",18,22,1.29
"775",19,22,1.4
"776",20,22,1.79
"777",21,22,1.47
"778",22,22,1.53
"779",23,22,1.81
"780",24,22,1.71
"781",25,22,1.24
"782",26,22,1.88
"783",27,22,1.86
"784",28,22,2.03
"785",29,22,1.32
"786",30,22,1.76
"787",31,22,1.86
"788",32,22,1.67
"789",33,22,1.63
"790",34,22,1.12
"791",35,22,1.76
"792",36,22,1.2
"793",1,23,2.42
"794",2,23,3.06
"795",3,23,2.99
"796",4,23,2.08
"797",5,23,1.51
"798",6,23,2.61
"799",7,23,1.85
"800",8,23,1.76
"801",9,23,1.94
"802",10,23,1.84
"803",11,23,1.58
"804",12,23,1.54
"805",13,23,2.25
"806",14,23,1.94
"807",15,23,2.09
"808",16,23,2.01
"809",17,23,1.68
"810",18,23,1.05
"811",19,23,1.49
"812",20,23,1.78
"813",21,23,1.35
"814",22,23,1.6
"815",23,23,1.77
"816",24,23,1.65
"817",25,23,1.08
"818",26,23,1.58
"819",27,23,1.33
"820",28,23,1.25
"821",29,23,1.46
"822",30,23,1.7
"823",31,23,2.1
"824",32,23,1.5
"825",33,23,1.81
"826",34,23,1.7
"827",35,23,1.98
"828",36,23,1.23
"829",1,24,2.43
"830",2,24,2.82
"831",3,24,3.18
"832",4,24,2.22
"833",5,24,2.29
"834",6,24,2.33
"835",7,24,1.47
"836",8,24,1.85
"837",9,24,1.93
"838",10,24,1.76
"839",11,24,1.72
"840",12,24,1.78
"841",13,24,2.08
"842",14,24,1.84
"843",15,24,1.92
"844",16,24,1.74
"845",17,24,1.83
"846",18,24,1.76
"847",19,24,2.01
"848",20,24,1.88
"849",21,24,1.43
"850",22,24,1.25
"851",23,24,1.74
"852",24,24,1.8
"853",25,24,1.04
"854",26,24,1.31
"855",27,24,1.74
"856",28,24,1.76
"857",29,24,1.34
"858",30,24,1.65
"859",31,24,2.06
"860",32,24,2.14
"861",33,24,1.5
"862",34,24,2.32
"863",35,24,2.02
"864",36,24,0.81
"865",1,25,2.47
"866",2,25,2.62
"867",3,25,2.57
"868",4,25,2.05
"869",5,25,2.05
"870",6,25,2.49
"871",7,25,1.5
"872",8,25,1.51
"873",9,25,1.8
"874",10,25,1.67
"875",11,25,1.66
"876",12,25,1.59
"877",13,25,2.11
"878",14,25,2.19
"879",15,25,2.35
"880",16,25,1.82
"881",17,25,1.99
"882",18,25,1.53
"883",19,25,1.21
"884",20,25,2.18
"885",21,25,1.58
"886",22,25,1.19
"887",23,25,1.5
"888",24,25,1.3
"889",25,25,1.3
"890",26,25,1.4
"891",27,25,1.45
"892",28,25,1.55
"893",29,25,1.35
"894",30,25,1.63
"895",31,25,1.58
"896",32,25,1.96
"897",33,25,1.69
"898",34,25,1.76
"899",35,25,1.45
"900",36,25,0.75
"901",1,26,2.32
"902",2,26,2.54
"903",3,26,3
"904",4,26,1.62
"905",5,26,2.21
"906",6,26,2.45
"907",7,26,1.7
"908",8,26,1.32
"909",9,26,1.89
"910",10,26,2.25
"911",11,26,1.65
"912",12,26,1.79
"913",13,26,1.77
"914",14,26,1.98
"915",15,26,1.61
"916",16,26,2.54
"917",17,26,2.48
"918",18,26,1.76
"919",19,26,1.54
"920",20,26,1.56
"921",21,26,1.08
"922",22,26,1.13
"923",23,26,1.4
"924",24,26,1.14
"925",25,26,1.06
"926",26,26,1.4
"927",27,26,1.74
"928",28,26,1.7
"929",29,26,1.29
"930",30,26,1.94
"931",31,26,2.06
"932",32,26,2.46
"933",33,26,1.49
"934",34,26,1.74
"935",35,26,1.68
"936",36,26,1.5
"937",1,27,2.76
"938",2,27,2.9
"939",3,27,2.86
"940",4,27,2.24
"941",5,27,2.08
"942",6,27,2.68
"943",7,27,1.49
"944",8,27,1.86
"945",9,27,2.2
"946",10,27,1.92
"947",11,27,2.26
"948",12,27,2.02
"949",13,27,2.48
"950",14,27,2.14
"951",15,27,1.54
"952",16,27,1.75
"953",17,27,2.06
"954",18,27,1.64
"955",19,27,1.33
"956",20,27,1.83
"957",21,27,2.16
"958",22,27,1.18
"959",23,27,1.62
"960",24,27,1.45
"961",25,27,1.46
"962",26,27,1.33
"963",27,27,1.73
"964",28,27,1.47
"965",29,27,1.38
"966",30,27,1.63
"967",31,27,1.98
"968",32,27,2.25
"969",33,27,1.79
"970",34,27,1.43
"971",35,27,1.25
"972",36,27,1.26
"973",1,28,2.82
"974",2,28,3.05
"975",3,28,2.86
"976",4,28,2.1
"977",5,28,1.84
"978",6,28,2.74
"979",7,28,1.94
"980",8,28,2.12
"981",9,28,1.96
"982",10,28,2.74
"983",11,28,1.92
"984",12,28,2.1
"985",13,28,2.39
"986",14,28,2.21
"987",15,28,1.48
"988",16,28,2.06
"989",17,28,1.85
"990",18,28,1.45
"991",19,28,1.85
"992",20,28,1.87
"993",21,28,1.14
"994",22,28,1.38
"995",23,28,1.7
"996",24,28,1.4
"997",25,28,1.4
"998",26,28,1.18
"999",27,28,1.85
"1000",28,28,1.9
"1001",29,28,1.37
"1002",30,28,2.06
"1003",31,28,1.95
"1004",32,28,2.02
"1005",33,28,1.85
"1006",34,28,1.78
"1007",35,28,1.42
"1008",36,28,1.18
"1009",1,29,2.54
"1010",2,29,2.68
"1011",3,29,2.58
"1012",4,29,2.09
"1013",5,29,2.48
"1014",6,29,2.25
"1015",7,29,2.63
"1016",8,29,2.54
"1017",9,29,2.4
"1018",10,29,1.62
"1019",11,29,2.1
"1020",12,29,1.71
"1021",13,29,1.97
"1022",14,29,1.87
"1023",15,29,1.52
"1024",16,29,1.74
"1025",17,29,1.62
"1026",18,29,1.03
"1027",19,29,1.41
"1028",20,29,1.51
"1029",21,29,1.41
"1030",22,29,1.14
"1031",23,29,1.44
"1032",24,29,1.5
"1033",25,29,1.24
"1034",26,29,1.18
"1035",27,29,1.63
"1036",28,29,1.95
"1037",29,29,0.88
"1038",30,29,1.3
"1039",31,29,1.84
"1040",32,29,1.86
"1041",33,29,1.63
"1042",34,29,1.71
"1043",35,29,1.3
"1044",36,29,0.74
"1045",1,30,2.77
"1046",2,30,2.79
"1047",3,30,2.75
"1048",4,30,2.07
"1049",5,30,2.41
"1050",6,30,2.52
"1051",7,30,1.8
"1052",8,30,1.6
"1053",9,30,1.88
"1054",10,30,1.9
"1055",11,30,2.15
"1056",12,30,2.08
"1057",13,30,1.7
"1058",14,30,1.81
"1059",15,30,2.13
"1060",16,30,2.15
"1061",17,30,1.61
"1062",18,30,1.62
"1063",19,30,0.75
"1064",20,30,1.9
"1065",21,30,1.34
"1066",22,30,1
"1067",23,30,1.32
"1068",24,30,1.34
"1069",25,30,1.1
"1070",26,30,1.38
"1071",27,30,1.12
"1072",28,30,1.35
"1073",29,30,0.82
"1074",30,30,0.9
"1075",31,30,0.96
"1076",32,30,1.9
"1077",33,30,2
"1078",34,30,1.37
"1079",35,30,1.45
"1080",36,30,1.14
"1081",1,31,2.3
"1082",2,31,2.63
"1083",3,31,2.73
"1084",4,31,2.91
"1085",5,31,2.21
"1086",6,31,2.5
"1087",7,31,2.46
"1088",8,31,2.82
"1089",9,31,2.34
"1090",10,31,1.7
"1091",11,31,2.4
"1092",12,31,1.37
"1093",13,31,2.32
"1094",14,31,2.09
"1095",15,31,2.52
"1096",16,31,2.12
"1097",17,31,1.61
"1098",18,31,2.76
"1099",19,31,1.3
"1100",20,31,1.3
"1101",21,31,1.4
"1102",22,31,1.12
"1103",23,31,1.34
"1104",24,31,1.68
"1105",25,31,1.34
"1106",26,31,1.54
"1107",27,31,1.62
"1108",28,31,1.58
"1109",29,31,1.24
"1110",30,31,1.19
"1111",31,31,1.54
"1112",32,31,1.59
"1113",33,31,1.96
"1114",34,31,1.42
"1115",35,31,1.86
"1116",36,31,0.6
"1117",1,32,2.26
"1118",2,32,2.84
"1119",3,32,2.46
"1120",4,32,2.74
"1121",5,32,2.1
"1122",6,32,1.94
"1123",7,32,1.9
"1124",8,32,1.82
"1125",9,32,2
"1126",10,32,2.19
"1127",11,32,1.34
"1128",12,32,1.85
"1129",13,32,2.12
"1130",14,32,2.21
"1131",15,32,1.78
"1132",16,32,2.25
"1133",17,32,1.92
"1134",18,32,2.32
"1135",19,32,0.92
"1136",20,32,1.34
"1137",21,32,0.98
"1138",22,32,1.21
"1139",23,32,1.38
"1140",24,32,1.7
"1141",25,32,1.35
"1142",26,32,1
"1143",27,32,1.42
"1144",28,32,1.44
"1145",29,32,1.05
"1146",30,32,1.51
"1147",31,32,1.39
"1148",32,32,1.47
"1149",33,32,1.32
"1150",34,32,1.4
"1151",35,32,1.48
"1152",36,32,1.26
"1153",1,33,3.37
"1154",2,33,2.8
"1155",3,33,3.04
"1156",4,33,1.58
"1157",5,33,2.86
"1158",6,33,3.06
"1159",7,33,2.22
"1160",8,33,2.04
"1161",9,33,2.74
"1162",10,33,1.9
"1163",11,33,1.7
"1164",12,33,1.54
"1165",13,33,2.04
"1166",14,33,2.2
"1167",15,33,1.32
"1168",16,33,1.7
"1169",17,33,1.86
"1170",18,33,1.66
"1171",19,33,1.1
"1172",20,33,1.6
"1173",21,33,1.6
"1174",22,33,1.32
"1175",23,33,1.64
"1176",24,33,1.36
"1177",25,33,0.96
"1178",26,33,1.35
"1179",27,33,1.59
"1180",28,33,1.53
"1181",29,33,1.14
"1182",30,33,1.06
"1183",31,33,1.2
"1184",32,33,1.69
"1185",33,33,1.6
"1186",34,33,1.7
"1187",35,33,1.65
"1188",36,33,0.76
"1189",1,34,2.58
"1190",2,34,3.2
"1191",3,34,3.43
"1192",4,34,2.55
"1193",5,34,2.67
"1194",6,34,2.43
"1195",7,34,1.47
"1196",8,34,2.08
"1197",9,34,1.94
"1198",10,34,1.66
"1199",11,34,1.7
"1200",12,34,1.76
"1201",13,34,2.36
"1202",14,34,2
"1203",15,34,2.32
"1204",16,34,2.22
"1205",17,34,1.7
"1206",18,34,1.51
"1207",19,34,1.54
"1208",20,34,2.01
"1209",21,34,0.72
"1210",22,34,0.72
"1211",23,34,1.08
"1212",24,34,1.31
"1213",25,34,1.18
"1214",26,34,1.15
"1215",27,34,1.18
"1216",28,34,1.32
"1217",29,34,1.08
"1218",30,34,1.18
"1219",31,34,1.75
"1220",32,34,1.93
"1221",33,34,1.32
"1222",34,34,1.35
"1223",35,34,1.64
"1224",36,34,1.1
"1225",1,35,2.2
"1226",2,35,2.89
"1227",3,35,2.44
"1228",4,35,1.9
"1229",5,35,2.82
"1230",6,35,1.86
"1231",7,35,1.31
"1232",8,35,1.68
"1233",9,35,2.26
"1234",10,35,2.02
"1235",11,35,1.61
"1236",12,35,1.73
"1237",13,35,2.37
"1238",14,35,2.27
"1239",15,35,2.3
"1240",16,35,2.34
"1241",17,35,2.22
"1242",18,35,1.58
"1243",19,35,0.91
"1244",20,35,1.46
"1245",21,35,1.58
"1246",22,35,1.04
"1247",23,35,1.67
"1248",24,35,1.26
"1249",25,35,1.46
"1250",26,35,1.26
"1251",27,35,1.38
