"","time","lait"
"91",1986.5,2251.675
"92",1986.58333333333,1931.668
"93",1986.66666666667,1787.401
"94",1986.75,1908.405
"95",1986.83333333333,1808.304
"96",1986.91666666667,1912.377
"97",1987,1903.558
"98",1987.08333333333,1811.707
"99",1987.16666666667,2125.518
"100",1987.25,2304.481
"101",1987.33333333333,2622.915
"102",1987.41666666667,2400.725
"103",1987.5,2156.214
"104",1987.58333333333,1941.669
"105",1987.66666666667,1729.515
"106",1987.75,1754.298
"107",1987.83333333333,1660.221
"108",1987.91666666667,1770.217
"109",1988,1843.901
"110",1988.08333333333,1806.819
"111",1988.16666666667,2012.231
"112",1988.25,2249.429
"113",1988.33333333333,2430.809
"114",1988.41666666667,2196.253
"115",1988.5,2055.391
"116",1988.58333333333,1836.642
"117",1988.66666666667,1665.642
"118",1988.75,1742.481
"119",1988.83333333333,1727.973
"120",1988.91666666667,1832.465
"121",1989,1887.547
"122",1989.08333333333,1763.495
"123",1989.16666666667,1985.542
"124",1989.25,2245.745
"125",1989.33333333333,2443.081
"126",1989.41666666667,2167.246
"127",1989.5,1912.171
"128",1989.58333333333,1667.868
"129",1989.66666666667,1553.97
"130",1989.75,1726.942
"131",1989.83333333333,1748.817
"132",1989.91666666667,1882.398
"133",1990,1979.717
"134",1990.08333333333,1878.541
"135",1990.16666666667,2220.677
"136",1990.25,2339.709
"137",1990.33333333333,2449.985
"138",1990.41666666667,2147.357
"139",1990.5,1936.948
"140",1990.58333333333,1656.629
"141",1990.66666666667,1550.963
"142",1990.75,1725.257
"143",1990.83333333333,1724.45
"144",1990.91666666667,1832.662
"145",1991,1915.637
"146",1991.08333333333,1757.782
"147",1991.16666666667,2056.05
"148",1991.25,2237.651
"149",1991.33333333333,2347.258
"150",1991.41666666667,2121.846
"151",1991.5,1879.814
"152",1991.58333333333,1648.907
"153",1991.66666666667,1523.197
"154",1991.75,1677.091
"155",1991.83333333333,1695.341
"156",1991.91666666667,1837.822
"157",1992,1933.696
"158",1992.08333333333,1873.672
"159",1992.16666666667,2043.701
"160",1992.25,2182.068
"161",1992.33333333333,2283.809
"162",1992.41666666667,1980.682
"163",1992.5,1770.12
"164",1992.58333333333,1584.592
"165",1992.66666666667,1560.618
"166",1992.75,1695.523
"167",1992.83333333333,1660.001
"168",1992.91666666667,1806.209
"169",1993,1869.74
"170",1993.08333333333,1772.867
"171",1993.16666666667,2076.092
"172",1993.25,2150.146
"173",1993.33333333333,2219.778
"174",1993.41666666667,1916.115
"175",1993.5,1777.59
"176",1993.58333333333,1619.868
"177",1993.66666666667,1542.676
"178",1993.75,1680.837
"179",1993.83333333333,1694.286
"180",1993.91666666667,1827.716
"181",1994,1920.957
"182",1994.08333333333,1808.948
"183",1994.16666666667,2107.805
"184",1994.25,2109.405
"185",1994.33333333333,2222.725
"186",1994.41666666667,1930.48
"187",1994.5,1746.545
"188",1994.58333333333,1608.326
"189",1994.66666666667,1586.774
"190",1994.75,1790.605
"191",1994.83333333333,1784.364
"192",1994.91666666667,1930.14
"193",1995,1962.361
"194",1995.08333333333,1805.284
"195",1995.16666666667,2052.377
"196",1995.25,2145.674
"197",1995.33333333333,2240.509
"198",1995.41666666667,1988.909
"199",1995.5,1772.21
"200",1995.58333333333,1618.043
"201",1995.66666666667,1596.338
"202",1995.75,1827.263
"203",1995.83333333333,1824.322
"204",1995.91666666667,1907.847
"205",1996,1982.602
"206",1996.08333333333,1859.403
"207",1996.16666666667,1985.373
"208",1996.25,2165.683
"209",1996.33333333333,2241.001
"210",1996.41666666667,1965.321
"211",1996.5,1782.735
"212",1996.58333333333,1596.377
"213",1996.66666666667,1576.645
"214",1996.75,1738.002
"215",1996.83333333333,1759.297
"216",1996.91666666667,1868.631
"217",1997,1912.193
"218",1997.08333333333,1782.936
"219",1997.16666666667,2028.568
"220",1997.25,2191.25
"221",1997.33333333333,2233.338
"222",1997.41666666667,1957.834
"223",1997.5,1776.062
"224",1997.58333333333,1587.744
"225",1997.66666666667,1588.155
"226",1997.75,1722.209
"227",1997.83333333333,1715.991
"228",1997.91666666667,1878.744
"229",1998,1964.237
"230",1998.08333333333,1816.02
"231",1998.16666666667,2066.403
"232",1998.25,2104.495
"233",1998.33333333333,2159.686
"234",1998.41666666667,1901.331
"235",1998.5,1729.174
"236",1998.58333333333,1574.645
"237",1998.66666666667,1577.974
"238",1998.75,1783.057
"239",1998.83333333333,1769.859
"240",1998.91666666667,1920.39
"241",1999,2006.311
"242",1999.08333333333,1836.826
"243",1999.16666666667,2050.172
"244",1999.25,2141.161
"245",1999.33333333333,2149.914
"246",1999.41666666667,1875.641
"247",1999.5,1729.273
"248",1999.58333333333,1597.264
"249",1999.66666666667,1586.698
"250",1999.75,1763.869
"251",1999.83333333333,1792.443
"252",1999.91666666667,1912.522
"253",2000,2007.061
"254",2000.08333333333,1942.68
"255",2000.16666666667,2113.318
"256",2000.25,2116.359
"257",2000.33333333333,2150.061
"258",2000.41666666667,1853.361
"259",2000.5,1721.477
"260",2000.58333333333,1631.236
"261",2000.66666666667,1615.147
"262",2000.75,1768.222
"263",2000.83333333333,1757.357
"264",2000.91666666667,1941.624
"265",2001,2005.367
"266",2001.08333333333,1861.115
"267",2001.16666666667,2070.459
"268",2001.25,2056.868
"269",2001.33333333333,2111.166
"270",2001.41666666667,1884.505
"271",2001.5,1725.879
"272",2001.58333333333,1650.673
"273",2001.66666666667,1615.499
"274",2001.75,1802.513
"275",2001.83333333333,1823.104
"276",2001.91666666667,1948.465
"277",2002,2030.742
"278",2002.08333333333,1870.195
"279",2002.16666666667,2042.031
"280",2002.25,2177.801
"281",2002.33333333333,2199.73
"282",2002.41666666667,1919.762
"283",2002.5,1785.877
"284",2002.58333333333,1673.487
"285",2002.66666666667,1655.932
"286",2002.75,1816.449
"287",2002.83333333333,1826.312
"288",2002.91666666667,1952.69
"289",2003,1971.972
"290",2003.08333333333,1780.994
"291",2003.16666666667,1950.846
"292",2003.25,2140.528
"293",2003.33333333333,2201.671
"294",2003.41666666667,1885.829
"295",2003.5,1728.859
"296",2003.58333333333,1605.69
"297",2003.66666666667,1627.54
"298",2003.75,1802.537
"299",2003.83333333333,1791.366
"300",2003.91666666667,1936.046
"301",2004,1970.74
"302",2004.08333333333,1848.464
"303",2004.16666666667,1894.987
"304",2004.25,2080.321
"305",2004.33333333333,2093.283
"306",2004.41666666667,1804.501
"307",2004.5,1671.972
"308",2004.58333333333,1607.529
"309",2004.66666666667,1653.52
"310",2004.75,1799.29
"311",2004.83333333333,1836.948
"312",2004.91666666667,1979.36
"313",2005,2051.189
"314",2005.08333333333,1870.874
"315",2005.16666666667,2021.493
"316",2005.25,2129.3
"317",2005.33333333333,2119.26
"318",2005.41666666667,1860.717
"319",2005.5,1735.266
"320",2005.58333333333,1664.193
"321",2005.66666666667,1642.378
"322",2005.75,1803.671
"323",2005.83333333333,1820.297
"324",2005.91666666667,1926.758
"325",2006,1981.4
"326",2006.08333333333,1794.439
"327",2006.16666666667,1915.629
"328",2006.25,2044.609
"329",2006.33333333333,2089.602
"330",2006.41666666667,1845.876
"331",2006.5,1700.775
"332",2006.58333333333,1634.784
"333",2006.66666666667,1645.73
"334",2006.75,1814.709
"335",2006.83333333333,1823.486
"336",2006.91666666667,1943.973
"337",2007,1999.456
"338",2007.08333333333,1825.321
"339",2007.16666666667,2012.108
"340",2007.25,2055.566
"341",2007.33333333333,2011.7
"342",2007.41666666667,1766.84
"343",2007.5,1704.437
"344",2007.58333333333,1641.834
"345",2007.66666666667,1629.34
"346",2007.75,1804.417
"347",2007.83333333333,1842.784
"348",2007.91666666667,2018.52
"349",2008,2137.38
"350",2008.08333333333,2069.457
"351",2008.16666666667,2200.041
"352",2008.25,2105.256
"353",2008.33333333333,2136.227
"354",2008.41666666667,1858.879
"355",2008.5,1764.758
"356",2008.58333333333,1670.064
"357",2008.66666666667,1660.349
"358",2008.75,1793.28
"359",2008.83333333333,1782.838
"360",2008.91666666667,1943.214
"361",2009,2006.24
"362",2009.08333333333,1830.34
"363",2009.16666666667,2020.797
"364",2009.25,2080.444
"365",2009.33333333333,2052.856
"366",2009.41666666667,1847.19
"367",2009.5,1747.109
"368",2009.58333333333,1655.617
"369",2009.66666666667,1555.425
"370",2009.75,1740.846
"371",2009.83333333333,1745.837
"372",2009.91666666667,1894.045
"373",2010,1954.078
