"","time","m30"
"155",1986.33333333333,930.03
"156",1986.41666666667,1052.965
"157",1986.5,1128.864
"158",1986.58333333333,1218.66
"159",1986.66666666667,1002.722
"160",1986.75,1193.004
"161",1986.83333333333,1028.378
"162",1986.91666666667,1081.828
"163",1987,699.126
"164",1987.08333333333,628.572
"165",1987.16666666667,778.232
"166",1987.25,762.197
"167",1987.33333333333,813.509
"168",1987.41666666667,905.443
"169",1987.5,1014.481
"170",1987.58333333333,1002.722
"171",1987.66666666667,964.238
"172",1987.75,946.065
"173",1987.83333333333,1009.136
"174",1987.91666666667,1011.274
"175",1988,912.926
"176",1988.08333333333,798.543
"177",1988.16666666667,822.061
"178",1988.25,863.752
"179",1988.33333333333,973.859
"180",1988.41666666667,972.79
"181",1988.5,1163.072
"182",1988.58333333333,970.652
"183",1988.66666666667,916.133
"184",1988.75,1009.136
"185",1988.83333333333,901.167
"186",1988.91666666667,971.721
"187",1989,862.683
"188",1989.08333333333,727.989
"189",1989.16666666667,841.303
"190",1989.25,825.268
"191",1989.33333333333,855.2
"192",1989.41666666667,918.271
"193",1989.5,1116.036
"194",1989.58333333333,977.066
"195",1989.66666666667,1004.86
"196",1989.75,1032.654
"197",1989.83333333333,1049.758
"198",1989.91666666667,1043.344
"199",1990,941.789
"200",1990.08333333333,779.301
"201",1990.16666666667,814.578
"202",1990.25,880.856
"203",1990.33333333333,843.441
"204",1990.41666666667,974.928
"205",1990.5,1065.793
"206",1990.58333333333,1006.998
"207",1990.66666666667,941.789
"208",1990.75,1009.136
"209",1990.83333333333,950.341
"210",1990.91666666667,789.991
"211",1991,787.853
"212",1991.08333333333,611.468
"213",1991.16666666667,730.127
"214",1991.25,724.782
"215",1991.33333333333,814.578
"216",1991.41666666667,892.615
"217",1991.5,1032.654
"218",1991.58333333333,1075.414
"219",1991.66666666667,956.755
"220",1991.75,885.132
"221",1991.83333333333,896.891
"222",1991.91666666667,872.304
"223",1992,782.508
"224",1992.08333333333,694.85
"225",1992.16666666667,717.299
"226",1992.25,779.301
"227",1992.33333333333,814.578
"228",1992.41666666667,829.544
"229",1992.5,936.444
"230",1992.58333333333,844.51
"231",1992.66666666667,817.785
"232",1992.75,842.372
"233",1992.83333333333,845.579
"234",1992.91666666667,804.957
"235",1993,775.025
"236",1993.08333333333,583.674
"237",1993.16666666667,714.092
"238",1993.25,701.264
"239",1993.33333333333,820.992
"240",1993.41666666667,872.304
"241",1993.5,1047.62
"242",1993.58333333333,941.789
"243",1993.66666666667,837.027
"244",1993.75,807.095
"245",1993.83333333333,755.783
"246",1993.91666666667,819.923
"247",1994,729.058
"248",1994.08333333333,612.537
"249",1994.16666666667,593.295
"250",1994.25,664.918
"251",1994.33333333333,758.99
"252",1994.41666666667,755.783
"253",1994.5,866.959
"254",1994.58333333333,820.992
"255",1994.66666666667,791.06
"256",1994.75,838.096
"257",1994.83333333333,804.957
"258",1994.91666666667,885.132
"259",1995,733.334
"260",1995.08333333333,610.399
"261",1995.16666666667,696.988
"262",1995.25,702.333
"263",1995.33333333333,707.678
"264",1995.41666666667,796.405
"265",1995.5,901.167
"266",1995.58333333333,800.681
"267",1995.66666666667,708.747
"268",1995.75,803.888
"269",1995.83333333333,750.438
"270",1995.91666666667,780.37
"271",1996,669.194
"272",1996.08333333333,571.915
"273",1996.16666666667,657.435
"274",1996.25,600.778
"275",1996.33333333333,665.987
"276",1996.41666666667,782.508
"277",1996.5,793.198
"278",1996.58333333333,812.44
"279",1996.66666666667,750.438
"280",1996.75,788.922
"281",1996.83333333333,807.095
"282",1996.91666666667,737.61
"283",1997,515.258
"284",1997.08333333333,516.327
"285",1997.16666666667,677.746
"286",1997.25,652.09
"287",1997.33333333333,726.92
"288",1997.41666666667,751.507
"289",1997.5,775.025
"290",1997.58333333333,839.165
"291",1997.66666666667,762.197
"292",1997.75,817.785
"293",1997.83333333333,785.715
"294",1997.91666666667,720.506
"295",1998,704.471
"296",1998.08333333333,593.295
"297",1998.16666666667,653.159
"298",1998.25,685.229
"299",1998.33333333333,735.472
"300",1998.41666666667,731.196
"301",1998.5,901.167
"302",1998.58333333333,817.785
"303",1998.66666666667,746.162
"304",1998.75,849.855
"305",1998.83333333333,800.681
"306",1998.91666666667,800.681
"307",1999,714.092
"308",1999.08333333333,559.087
"309",1999.16666666667,594.364
"310",1999.25,642.469
"311",1999.33333333333,711.954
"312",1999.41666666667,714.092
"313",1999.5,814.578
"314",1999.58333333333,801.75
"315",1999.66666666667,775.025
"316",1999.75,738.679
"317",1999.83333333333,710.885
"318",1999.91666666667,806.026
"319",2000,633.917
"320",2000.08333333333,630.71
"321",2000.16666666667,601.847
"322",2000.25,708.747
"323",2000.33333333333,636.055
"324",2000.41666666667,689.505
"325",2000.5,766.473
"326",2000.58333333333,658.504
"327",2000.66666666667,680.953
"328",2000.75,747.231
"329",2000.83333333333,645.676
"330",2000.91666666667,770.749
"331",2001,637.124
"332",2001.08333333333,553.742
"333",2001.16666666667,637.124
"334",2001.25,620.02
"335",2001.33333333333,591.157
"336",2001.41666666667,752.576
"337",2001.5,804.957
"338",2001.58333333333,688.436
"339",2001.66666666667,723.713
"340",2001.75,746.162
"341",2001.83333333333,689.505
"342",2001.91666666667,808.164
"343",2002,632.848
"344",2002.08333333333,607.192
"345",2002.16666666667,644.607
"346",2002.25,615.744
"347",2002.33333333333,654.228
"348",2002.41666666667,674.539
"349",2002.5,706.609
"350",2002.58333333333,677.746
"351",2002.66666666667,642.469
"352",2002.75,711.954
"353",2002.83333333333,611.468
"354",2002.91666666667,562.294
"355",2003,420.117
"356",2003.08333333333,388.047
"357",2003.16666666667,479.981
"358",2003.25,441.497
"359",2003.33333333333,554.811
"360",2003.41666666667,589.019
"361",2003.5,609.33
"362",2003.58333333333,598.64
"363",2003.66666666667,552.673
"364",2003.75,545.19
"365",2003.83333333333,447.911
"366",2003.91666666667,499.223
"367",2004,431.876
"368",2004.08333333333,353.839
"369",2004.16666666667,373.081
"370",2004.25,393.392
"371",2004.33333333333,500.292
"372",2004.41666666667,470.36
"373",2004.5,565.501
"374",2004.58333333333,538.776
"375",2004.66666666667,527.017
"376",2004.75,539.845
"377",2004.83333333333,428.669
"378",2004.91666666667,469.291
"379",2005,405
"380",2005.08333333333,345
"381",2005.16666666667,396
"382",2005.25,370
"383",2005.33333333333,450
"384",2005.41666666667,480
"385",2005.5,608
"386",2005.58333333333,478
"387",2005.66666666667,441
"388",2005.75,472
"389",2005.83333333333,413
"390",2005.91666666667,460
"391",2006,346
"392",2006.08333333333,265
"393",2006.16666666667,315
"394",2006.25,368
"395",2006.33333333333,381
"396",2006.41666666667,398
"397",2006.5,473
"398",2006.58333333333,421
"399",2006.66666666667,429
"400",2006.75,440
"401",2006.83333333333,386
"402",2006.91666666667,481
"403",2007,395
"404",2007.08333333333,285
"405",2007.16666666667,318
"406",2007.25,411
"407",2007.33333333333,346
"408",2007.41666666667,384
"409",2007.5,480
"410",2007.58333333333,403
"411",2007.66666666667,428
"412",2007.75,367
"413",2007.83333333333,397
"414",2007.91666666667,401
"415",2008,338
