"","X1","X2","Z","Ztrue"
"70",1.6,-1.2,0.0288652010140375,0.0293050222219747
"71",2,-1.2,0.00981699625214255,0.0086789665414778
"72",2.4,-1.2,0.00247447850993501,0.00179180594010403
"73",2.8,-1.2,-0.000571254143998903,0.000261159145701855
"74",3.2,-1.2,0.000380883096268918,2.70763693495816e-05
"75",3.6,-1.2,0.00146038956281978,2.00660532937005e-06
"76",4,-1.2,-0.000956064724313879,1.0665082687654e-07
"77",4.4,-1.2,6.56330532821833e-05,4.0749984970498e-09
"78",4.8,-1.2,-0.000326145323958854,1.1212754677601e-10
"79",5.2,-1.2,0.00223733625624707,2.22482829424814e-12
"80",5.6,-1.2,0.00135154311763724,3.18661077704674e-14
"81",6,-1.2,-5.28604140349037e-05,3.29735607228973e-16
"82",-2,-0.8,-0.0190279575442707,-0.0193153952550756
"83",-1.6,-0.8,-0.0650147120364736,-0.065219526365386
"84",-1.2,-0.8,-0.14956302962232,-0.149916254638299
"85",-0.8,-0.8,-0.222012672440885,-0.222429840362555
"86",-0.4,-0.8,-0.178366173605741,-0.179731585646889
"87",0,-0.8,-0.000128078404872471,0
"88",0.4,-0.8,0.179502090276761,0.179731585646889
"89",0.8,-0.8,0.223669601054272,0.222429840362555
"90",1.2,-0.8,0.15049159674078,0.149916254638299
"91",1.6,-0.8,0.0664147180283011,0.065219526365386
"92",2.4,-0.8,0.00442701806172008,0.00398773745561744
"93",2.8,-0.8,0.000489448702650287,0.000581220367609607
"94",3.2,-0.8,0.00126211905820324,6.02595681824726e-05
"95",3.6,-0.8,-0.00106333098096737,4.46578228784414e-06
"96",4,-0.8,-0.00224272103378669,2.37355780271304e-07
"97",4.4,-0.8,0.000997705643719046,9.06907593872962e-09
"98",4.8,-0.8,0.000255106619643279,2.49544444561463e-10
"99",5.2,-0.8,0.000316707337924667,4.95144642771731e-12
"100",5.6,-0.8,0.000591220515050591,7.09193270749269e-14
"101",6,-0.8,-0.000261719316920374,7.33840089469394e-16
"102",-2,-0.4,-0.0327961335337115,-0.0312151158399657
"103",-1.6,-0.4,-0.104589242167758,-0.105399607082245
"104",-1.2,-0.4,-0.243519551405928,-0.242275821593587
"105",-0.4,-0.4,-0.291147219686839,-0.290459614829476
"106",0,-0.4,0.000279248570356965,0
"107",0.4,-0.4,0.291186804551661,0.290459614829477
"108",0.8,-0.4,0.360334900036895,0.359463171293777
"109",1.2,-0.4,0.24199152835824,0.242275821593586
"110",1.6,-0.4,0.104319849221131,0.105399607082245
"111",2,-0.4,0.0318871185214552,0.0312151158399657
"112",2.4,-0.4,0.00614355533726464,0.00644448042468916
"113",2.8,-0.4,0.000463764381774266,0.00093929535812703
"114",3.2,-0.4,-0.000659196088971741,9.73839456268914e-05
"115",3.6,-0.4,0.00128530658058369,7.21703644115134e-06
"116",4,-0.4,1.2493743597049e-05,3.83584600708976e-07
"117",4.4,-0.4,-0.000501011581287956,1.46563014761244e-08
"118",4.8,-0.4,-0.000388925834224373,4.03282389065224e-10
"119",5.2,-0.4,0.00184001387632147,8.0019058256634e-12
"120",5.6,-0.4,-0.000146539204001535,1.14610909106535e-13
"121",6,-0.4,-0.000641219693334537,1.18594018389444e-15
"122",-2,0,-0.0366673252260158,-0.0366312777774684
"123",-1.6,0,-0.123026091212948,-0.12368758470928
"124",-1.2,0,-0.282624222303959,-0.284313310418546
"125",-0.8,0,-0.423698075827451,-0.421833939234439
"126",-0.4,0,-0.340037536505958,-0.340857515586485
"127",0,0,0.00011517846625043,0
"128",0.4,0,0.339875941451933,0.340857515586485
"129",0.8,0,0.422807955773211,0.421833939234439
"130",1.2,0,0.28392969678119,0.284313310418546
"131",1.6,0,0.123428998225532,0.12368758470928
"132",2,0,0.0352461291678375,0.0366312777774684
"133",2.4,0,0.00854579672744801,0.00756266783626665
"134",2.8,0,0.00113380538347727,0.00110227331383421
"135",3.6,0,0.000862594789523086,8.46927072003515e-06
"136",4,0,0.000507703023799576,4.50140698877036e-07
"137",4.4,0,-0.000879203547271107,1.71993291107653e-08
"138",4.8,0,-0.000708940763627583,4.73256267647589e-10
"139",5.2,0,0.000770660339522704,9.3903234750687e-12
"140",5.6,0,-1.24495573716752e-06,1.34497147770773e-13
"141",6,0,-0.000641799203454278,1.39171369814614e-15
"142",-1.6,0.4,-0.104345546539649,-0.105399607082245
"143",-1.2,0.4,-0.243153506364185,-0.242275821593586
"144",-0.8,0.4,-0.358650151610844,-0.359463171293777
"145",-0.4,0.4,-0.290296341302486,-0.290459614829476
"146",0,0.4,0.00079709536461945,0
"147",0.4,0.4,0.290954241497303,0.290459614829476
"148",0.8,0.4,0.359808697222815,0.359463171293777
"149",1.2,0.4,0.243632307194413,0.242275821593586
"150",1.6,0.4,0.105165995073001,0.105399607082245
"151",2,0.4,0.0318422554476257,0.0312151158399657
"152",2.4,0.4,0.00808246743842097,0.00644448042468916
"153",2.8,0.4,0.00129174587101075,0.000939295358127028
"154",3.2,0.4,0.000491951468396143,9.73839456268914e-05
"155",3.6,0.4,-0.00105399276500018,7.21703644115134e-06
"156",4,0.4,-0.000283994250631639,3.83584600708976e-07
"157",4.4,0.4,0.000515044045684313,1.46563014761244e-08
"158",4.8,0.4,0.00153916733096179,4.03282389065224e-10
"159",5.2,0.4,4.41250303241849e-05,8.0019058256634e-12
"160",5.6,0.4,0.000482421736997119,1.14610909106535e-13
"161",6,0.4,5.47514421142148e-05,1.18594018389443e-15
"162",-2,0.8,-0.0191554588725941,-0.0193153952550755
"163",-1.6,0.8,-0.0647736534875294,-0.0652195263653859
"164",-1.2,0.8,-0.150732175181715,-0.149916254638299
"165",-0.8,0.8,-0.223173317721195,-0.222429840362555
"166",-0.4,0.8,-0.179640055155658,-0.179731585646889
"167",0,0.8,0.000651112116567285,0
"168",0.4,0.8,0.181140324512721,0.179731585646889
"169",0.8,0.8,0.223640349035386,0.222429840362555
"170",1.2,0.8,0.149834957383002,0.149916254638299
"171",1.6,0.8,0.0637013672087597,0.0652195263653859
"172",2,0.8,0.0186819725768008,0.0193153952550755
"173",2.4,0.8,0.00495162244773734,0.00398773745561743
"174",3.2,0.8,-0.000536214576871109,6.02595681824726e-05
"175",3.6,0.8,0.00149520859862018,4.46578228784414e-06
"176",4,0.8,1.91213091411775e-05,2.37355780271304e-07
"177",4.4,0.8,-0.000128967592657418,9.06907593872962e-09
"178",4.8,0.8,0.000411721426365713,2.49544444561463e-10
"179",5.2,0.8,-0.000524851081885837,4.95144642771731e-12
"180",5.6,0.8,0.00118097491785127,7.09193270749269e-14
"181",6,0.8,0.000789809784865987,7.33840089469394e-16
"182",-2,1.2,-0.00886691457384618,-0.0086789665414778
"183",-1.6,1.2,-0.0279963771311386,-0.0293050222219747
"184",-1.2,1.2,-0.0672812229940372,-0.0673617154009604
"185",-0.8,1.2,-0.100641619255992,-0.099944169758866
"186",-0.4,1.2,-0.0802465810429756,-0.0807586071978621
"187",0,1.2,-2.20319403363501e-05,0
"188",0.4,1.2,0.080562622185967,0.0807586071978622
"189",0.8,1.2,0.099910517404786,0.0999441697588659
"190",1.2,1.2,0.0700283432004092,0.0673617154009604
"191",1.6,1.2,0.0297729068874136,0.0293050222219747
"192",2,1.2,0.00730879543872098,0.0086789665414778
"193",2.4,1.2,0.0035581087277236,0.00179180594010403
"194",2.8,1.2,-0.00148123167678033,0.000261159145701855
"195",3.2,1.2,-0.00135541567471005,2.70763693495815e-05
"196",3.6,1.2,0.00226306615391212,2.00660532937004e-06
"197",4,1.2,0.000702948083457858,1.0665082687654e-07
"198",4.4,1.2,-0.000539418536074865,4.0749984970498e-09
"199",5.2,1.2,-0.000729656092424602,2.22482829424814e-12
"200",5.6,1.2,-0.000564161912629172,3.18661077704674e-14
"201",6,1.2,-0.000320475941891515,3.29735607228973e-16
"202",-2,1.6,-0.000781143840100222,-0.0028317714206936
"203",-1.6,1.6,-0.00917009245177674,-0.0095616366320095
"204",-1.2,1.6,-0.0239174303563551,-0.021978766666481
"205",-0.8,1.6,-0.0324647481520472,-0.032609763182693
"206",-0.4,1.6,-0.0278186636399844,-0.0263499017705612
"207",0.4,1.6,0.0254403943853617,0.0263499017705612
"208",0.8,1.6,0.0320188869164996,0.0326097631826929
"209",1.2,1.6,0.0218122342950663,0.021978766666481
"210",1.6,1.6,0.00847545385945317,0.0095616366320095
"211",2,1.6,0.00351932269194809,0.0028317714206936
"212",2.4,1.6,-8.94044435899587e-05,0.000584630074141484
"213",2.8,1.6,-0.000829335433867781,8.52109524235297e-05
"214",3.2,1.6,0.00048905704257461,8.83447223051902e-06
"215",3.6,1.6,0.000689651982697105,6.54714774756355e-07
"216",4,1.6,-0.000425347521984405,3.47980098896548e-08
"217",4.4,1.6,-0.00118539716398954,1.32958967270661e-09
"218",4.8,1.6,0.000403326757689719,3.65849529336616e-11
"219",5.2,1.6,-0.00086003372572751,7.25916518918811e-13
"220",5.6,1.6,-0.00187002553632639,1.03972670987837e-14
"221",6,1.6,-0.00162984695120595,1.07586066206572e-16
"222",-2,2,-0.000192164515545469,-0.000670925255805024
"223",-1.6,2,-0.00191656952157744,-0.00226541713655488
"224",-1.2,2,-0.00486627000251518,-0.00520737992488668
"225",-0.8,2,-0.00853121801355399,-0.00772615810203022
"226",-0.4,2,-0.00811306576845494,-0.00624302316799313
"227",0,2,-0.00150894078963558,0
"228",0.8,2,0.00652213189910957,0.00772615810203022
"229",1.2,2,0.0054707509077637,0.00520737992488667
"230",1.6,2,0.00232689007955736,0.00226541713655488
"231",2,2,0.000860720305739988,0.000670925255805024
"232",2.4,2,-0.00148799433511895,0.000138515093124505
"233",2.8,2,0.000356880129767524,2.01888399728759e-05
"234",3.2,2,0.000734207356378176,2.09313170471632e-06
"235",3.6,2,0.000308496831189664,1.55120104159093e-07
"236",4,2,0.000290161336681956,8.24461448975423e-09
"237",4.4,2,0.000185562314860965,3.15016701121272e-10
"238",4.8,2,0.000374852996920847,8.66799090006338e-12
"239",5.2,2,-0.000442609268345485,1.71989773817762e-13
"240",5.6,2,0.00155261830453912,2.4634011901342e-15
"241",6,2,-0.000279408742176645,2.54901255317495e-17
"242",-2,2.4,-0.000853431930043808,-0.00011542924427042
"243",-1.6,2.4,0.000895500614300895,-0.000389753382760989
"244",-1.2,2.4,-0.00149791021159039,-0.000895902970052014
"245",-0.8,2.4,-0.000848688566283422,-0.00132924581853915
"246",-0.4,2.4,-0.00256305503047782,-0.00107408007078153
"247",0,2.4,-0.00125842826060345,0
"248",0.4,2.4,0.001842226934554,0.00107408007078153
"249",1.2,2.4,0.00103519450607359,0.000895902970052014
"250",1.6,2.4,3.10631540452762e-05,0.000389753382760989
"251",2,2.4,-0.000372124890691937,0.00011542924427042
"252",2.4,2.4,0.000325346095683478,2.38308103340425e-05
"253",2.8,2.4,0.00113329858440837,3.47338622387878e-06
"254",3.2,2.4,0.000682602600170121,3.60112559101628e-07
"255",3.6,2.4,0.0015461324029403,2.66876171962686e-08
"256",4,2.4,0.00124450655717653,1.41844357716331e-09
"257",4.4,2.4,-0.00143742870593486,5.41970054463957e-11
"258",4.8,2.4,0.000690232577184059,1.49128331402084e-12
"259",5.2,2.4,0.000631531858558096,2.9589957215434e-14
"260",5.6,2.4,0.000113199011066151,4.23815522298179e-16
"261",6,2.4,-0.00059819927617486,4.38544517594229e-18
"262",-2,2.8,6.79097447502321e-05,-1.44205999806256e-05
"263",-1.6,2.8,-0.000304533685742615,-4.86919728134455e-05
"264",-1.2,2.8,0.000210753972951539,-0.000111925348157938
"265",-0.8,2.8,-9.29137526908056e-05,-0.000166062962174173
"266",-0.4,2.8,0.00107739457380557,-0.000134185051161004
"267",0,2.8,0.000184071553630356,0
"268",0.4,2.8,-1.99585750889288e-05,0.000134185051161004
"269",0.8,2.8,-0.00110425355252186,0.000166062962174173
"270",1.2,2.8,0.000636925253517778,0.000111925348157938
"271",1.6,2.8,-0.00198919995536636,4.86919728134455e-05
"272",2,2.8,2.32517905037109e-05,1.44205999806256e-05
"273",2.4,2.8,-0.00131699508555423,2.9771881918961e-06
"274",2.8,2.8,-0.00151199391556736,4.33930877996807e-07
"275",3.2,2.8,-0.00111185859916799,4.49889384239408e-08
"276",4,2.8,9.65012391332957e-05,1.77206457086729e-10
"277",4.4,2.8,0.00121581759413986,6.77084339094593e-12
"278",4.8,2.8,0.00067224005412582,1.86306340868829e-13
"279",5.2,2.8,-8.05052594327519e-06,3.69667963387113e-15
"280",5.6,2.8,-0.000324535981598248,5.29473631337643e-17
"281",6,2.8,0.000960123628252925,5.47874596415721e-19
"282",-2,3.2,-0.000270895281055208,-1.3082073154477e-06
"283",-1.6,3.2,-0.000230502564838702,-4.41723611525951e-06
"284",-1.2,3.2,0.00125291289712483,-1.01536385060931e-05
"285",-0.8,3.2,0.000724290371069247,-1.50648920456182e-05
"286",0,3.2,0.00115297197943414,0
"287",0.4,3.2,0.00121063924114308,1.21729932033614e-05
"288",0.8,3.2,3.97188870092626e-05,1.50648920456182e-05
"289",1.2,3.2,0.000598175295318136,1.01536385060931e-05
"290",1.6,3.2,2.95136431361876e-05,4.41723611525951e-06
"291",2,3.2,0.000173015027765186,1.3082073154477e-06
"292",2.4,3.2,0.00101322875243811,2.70084419326221e-07
"293",2.8,3.2,0.000562777272282079,3.93653211209482e-08
"294",3.2,3.2,-0.000382242500433707,4.08130441448333e-09
"295",3.6,3.2,-0.000175526120089372,3.02461791798918e-10
"296",4,3.2,0.000162859092126166,1.60758070965762e-11
"297",4.4,3.2,2.94943474088115e-05,6.14237054469761e-13
"298",4.8,3.2,0.000755599336500583,1.69013299284598e-14
"299",5.2,3.2,0.00101210720040231,3.35355210351446e-16
"300",5.6,3.2,-0.000442009510451443,4.8032764155664e-18
"301",6,3.2,0.00162117210755744,4.97020620460972e-20
"302",-2,3.6,0.000103462932535545,-8.61778356439408e-08
"303",-1.6,3.6,0.000474559854858305,-2.90984344336158e-07
"304",-1.2,3.6,0.00123268691218341,-6.68868443123349e-07
"305",-0.8,3.6,0.000424838240406677,-9.92396063965365e-07
"306",-0.4,3.6,-0.000723049883314101,-8.01892937905704e-07
"307",0,3.6,-0.00199036326865522,0
"308",0.4,3.6,0.000708440948702762,8.01892937905705e-07
"309",0.8,3.6,-0.00113622621478025,9.92396063965366e-07
"310",1.2,3.6,0.00132573756763423,6.68868443123348e-07
"311",2,3.6,-0.000557144018840509,8.61778356439408e-08
"312",2.4,3.6,-0.000179053774596035,1.77917447975124e-08
"313",2.8,3.6,-0.00115375236471574,2.59318086175895e-09
"314",3.2,3.6,0.0012696901412686,2.68854926043483e-10
"315",3.6,3.6,0.000682530991068454,1.99245962581235e-11
"316",4,3.6,0.000147200853629485,1.05898984469318e-12
"317",4.4,3.6,-0.000182861690523986,4.04627151227925e-14
"318",4.8,3.6,-0.00100651761004176,1.1133709585169e-15
"319",5.2,3.6,-0.000489847570107486,2.20914421275161e-17
"320",5.6,3.6,-0.00053022839985682,3.1641465431757e-19
"321",6,3.6,0.000502348929059445,3.27411113177247e-21
"322",-2,4,-0.00147426267400565,-4.12230724487712e-09
"323",-1.6,4,-0.000395859292387284,-1.39192039558619e-08
"324",-1.2,4,-0.00100841599903869,-3.1995248062962e-08
"325",-0.8,4,0.000804295907894096,-4.74711560542609e-08
"326",-0.4,4,0.000110484443823713,-3.83584600708976e-08
"327",0,4,0.000298229755233534,0
"328",0.4,4,-0.00235818564160137,3.83584600708976e-08
"329",0.8,4,0.00214256267893775,4.74711560542609e-08
"330",1.2,4,0.00133965122683981,3.1995248062962e-08
"331",1.6,4,0.000852253858519001,1.39192039558619e-08
"332",2,4,0.00071666360798928,4.12230724487712e-09
"333",2.8,4,-0.000154094139171316,1.2404451996071e-10
"334",3.2,4,-0.00253522485286793,1.28606456772609e-11
"335",3.6,4,-0.0018792197314297,9.5309086022386e-13
"336",4,4,-0.000239610878062708,5.06566621963767e-14
"337",4.4,4,-0.000456188782923581,1.93552950653402e-15
"338",4.8,4,0.000715877488251334,5.3257976766706e-17
"339",5.2,4,7.07820805748816e-06,1.05674169293721e-18
"340",5.6,4,0.000296059746150335,1.51356600236259e-20
"341",6,4,-0.00158310716099658,1.56616744180062e-22
"342",-2,4.4,-0.000591747995973972,-1.43189409600578e-10
"343",-1.6,4.4,-0.00056016149970305,-4.83487153711493e-10
"344",-1.2,4.4,0.000991082896635392,-1.11136322646813e-09
"345",-0.8,4.4,-0.00128199289880538,-1.64892289795084e-09
"346",-0.4,4.4,0.0012132957519455,-1.33239104328404e-09
"347",0,4.4,0.00113281345464024,0
"348",0.4,4.4,-0.000763505277594796,1.33239104328404e-09
"349",0.8,4.4,-0.00156932938471477,1.64892289795084e-09
"350",1.2,4.4,0.00151100189919715,1.11136322646813e-09
"351",1.6,4.4,0.000163252804140795,4.83487153711493e-10
"352",2,4.4,0.000402635163640727,1.43189409600578e-10
"353",2.4,4.4,-0.00179805464922488,2.95620029707613e-11
"354",2.8,4.4,-0.00129801521845593,4.30871852151105e-12
"355",3.2,4.4,2.74500845341232e-05,4.4671785779619e-13
"356",3.6,4.4,6.74764789739712e-05,3.31058578277393e-14
"357",4,4.4,-0.000968202847322411,1.75957227866729e-15
"358",4.4,4.4,-0.00139287500222049,6.7231118604641e-17
"359",4.8,4.4,-0.000267327211878366,1.8499296138644e-18
"360",5.6,4.4,-0.000118937823724332,5.25741070220171e-22
"361",6,4.4,-0.00184236651021388,5.44012316417634e-24
"362",-2,4.8,-0.00115516116461269,-3.61166287502641e-12
"363",-1.6,4.8,-0.00110484821555442,-1.21949843112205e-11
"364",-1.2,4.8,0.00148522561452759,-2.80318866940024e-11
"365",-0.8,4.8,-0.0015741819318933,-4.15907407602438e-11
"366",-0.4,4.8,-0.000163885118172197,-3.36068657554353e-11
"367",0,4.8,0.00107075509966219,0
"368",0.4,4.8,0.000863581737040392,3.36068657554354e-11
"369",0.8,4.8,0.000817128304166031,4.15907407602439e-11
"370",1.2,4.8,-8.90766596147745e-05,2.80318866940024e-11
"371",1.6,4.8,0.000477829616418856,1.21949843112205e-11
"372",2,4.8,-0.00108825776583778,3.61166287502641e-12
"373",2.4,4.8,-0.00106980066267244,7.45641657010422e-13
"374",2.8,4.8,-0.000645702102846191,1.0867869884015e-13
"375",3.2,4.8,-0.00108891144937087,1.12675532856399e-14
"376",3.6,4.8,0.000637293390684211,8.35028218887673e-16
"377",4,4.8,0.000727455633544968,4.43816473055883e-17
"378",4.8,4.8,-9.64670944238452e-05,4.66607280974431e-20
"379",5.2,4.8,-0.000509070799528725,9.25839466628029e-22
"380",5.6,4.8,0.00116528566843711,1.32607537840088e-23
"381",6,4.8,0.000339549845319938,1.37216089670556e-25
"382",-2,5.2,0.00112226247881207,-6.61499130068314e-14
"383",-1.6,5.2,0.000934605496930254,-2.23358928898096e-13
"384",-1.2,5.2,0.000151213735610136,-5.13421914057262e-13
"385",-0.8,5.2,0.000222159351398454,-7.61760988879586e-13
"386",-0.4,5.2,-0.00132439794557044,-6.15531217358723e-13
"387",0,5.2,0.00135915346731379,0
"388",0.4,5.2,-0.000620671712386088,6.15531217358724e-13
"389",0.8,5.2,-0.00127426561957812,7.61760988879587e-13
"390",1.2,5.2,0.000317080855899405,5.13421914057262e-13
"391",1.6,5.2,-0.000550921499419013,2.23358928898096e-13
"392",2,5.2,0.000386438784921047,6.61499130068314e-14
"393",2.4,5.2,-0.000375997471308825,1.36569033302003e-14
"394",2.8,5.2,-0.00256490528584408,1.99051980285368e-15
"395",3.2,5.2,0.000382992175648987,2.06372437139352e-16
"396",3.6,5.2,-0.00075128071451631,1.52940753190496e-17
"397",4.4,5.2,-0.000389625487557207,3.10590892123562e-20
"398",4.8,5.2,-3.05871201855036e-05,8.5462104611818e-22
"399",5.2,5.2,0.000563573112958551,1.69573413396974e-23
"400",5.6,5.2,-0.000463226317148321,2.42879177700322e-25
"401",6,5.2,0.000405855653761609,2.51320034813006e-27
"402",-2,5.6,0.00125629575672291,-8.7978613933364e-16
"403",-1.6,5.6,0.00128799956898007,-2.97064774250963e-15
"404",-0.8,5.6,0.000556034760127,-1.01313324392753e-14
"405",-0.4,5.6,-0.00178048745319445,-8.18649350760963e-15
"406",0,5.6,0.000680488641389403,0
"407",0.4,5.6,0.00206794610259357,8.18649350760964e-15
"408",0.8,5.6,-0.00168052017421942,1.01313324392753e-14
"409",1.2,5.6,-0.00120170422960391,6.82845166510016e-15
"410",1.6,5.6,-0.000534541583679475,2.97064774250963e-15
"411",2,5.6,-0.000288863815854601,8.7978613933364e-16
"412",2.4,5.6,0.000197120144227199,1.81635223842077e-16
"413",2.8,5.6,4.82467310821227e-05,2.64736815668821e-17
"414",3.2,5.6,0.00151379829714107,2.74472938032365e-18
"415",3.6,5.6,-0.000773315129203268,2.03409420632723e-19
"416",4,5.6,0.000342635595411104,1.08111857311614e-20
"417",4.4,5.6,-0.00121195041900344,4.13082269458706e-22
"418",4.8,5.6,-0.00110317503558691,1.13663603862933e-23
"419",5.2,5.6,-0.000791481994096137,2.25530665007442e-25
"420",5.6,5.6,0.00136546250523329,3.23026477829877e-27
"421",6,5.6,-0.00116174193098096,3.34252719489588e-29
"422",-2,6,-0.00115344935061607,-8.49670851058318e-18
"423",-1.2,6,0.000275604108007309,-6.59471214457946e-17
"424",-0.8,6,-0.000688287346159298,-9.78453452625859e-17
"425",-0.4,6,-0.000889789283405484,-7.90626789262957e-17
"426",0,6,0.000793954243650615,0
"427",0.4,6,0.00163895880491466,7.90626789262952e-17
"428",0.8,6,-0.00130912041082476,9.7845345262586e-17
"429",1.2,6,-0.00115687894975718,6.59471214457946e-17
"430",1.6,6,0.00082648222153468,2.86896176550859e-17
"431",2,6,-0.000673310332302053,8.49670851058318e-18
"432",2.4,6,-0.00223398854095704,1.75417807037692e-18
"433",2.8,6,-0.00161119713213219,2.5567481166067e-19
"434",3.2,6,0.000639142721277127,2.65077664245851e-20
"435",3.6,6,0.000180983811904746,1.96446667906348e-21
"436",4,6,-0.00079136950486334,1.04411162786708e-22
"437",4.4,6,-0.000509750997767019,3.98942365372932e-24
"438",4.8,6,0.000202222580953128,1.09772871736444e-25
"439",5.2,6,-0.00057069863002047,2.17810696837939e-27
"440",5.6,6,-0.000230831582965963,3.11969204856948e-29
"441",6,6,-0.000463749322248934,3.22811169601268e-31
