"","x","y","elevation","forest","chaparral"
"90",232836.7,3772824.4,460,0,0.08
"91",233136.7,3772824.4,560,0,0.06
"92",233436.7,3772824.4,873,0,0.01
"93",233736.7,3772824.4,1129,0,0
"94",234036.7,3772824.4,1094,0,0.08
"95",234336.7,3772824.4,812,0,0.2
"96",234636.7,3772824.4,761,0,0.22
"97",234936.7,3772824.4,548,0,0.28
"98",235236.7,3772824.4,587,0,0.46
"99",235536.7,3772824.4,510,0,0.41
"100",235836.7,3772824.4,671,0.01,0.35
"101",236136.7,3772824.4,673,0,0.25
"102",236436.7,3772824.4,768,0,0.36
"103",236736.7,3772824.4,647,0,0.26
"104",237036.7,3772824.4,554,0,0.34
"105",237336.7,3772824.4,509,0,0.52
"106",237636.7,3772824.4,418,0.02,0.21
"107",237936.7,3772824.4,480,0.02,0.14
"108",238236.7,3772824.4,164,0,0.11
"109",229836.7,3772524.4,19,0,0
"110",230136.7,3772524.4,33,0,0
"111",230436.7,3772524.4,27,0,0
"112",230736.7,3772524.4,36,0,0.02
"113",231036.7,3772524.4,61,0,0
"114",231336.7,3772524.4,58,0,0
"115",231636.7,3772524.4,68,0,0
"116",231936.7,3772524.4,84,0,0
"117",232236.7,3772524.4,136,0,0.03
"118",232536.7,3772524.4,202,0,0.16
"119",232836.7,3772524.4,296,0,0.25
"120",233136.7,3772524.4,513,0,0.16
"121",233436.7,3772524.4,740,0,0.08
"122",233736.7,3772524.4,796,0,0.02
"123",234036.7,3772524.4,1258,0,0.02
"124",234336.7,3772524.4,981,0,0.13
"125",234636.7,3772524.4,773,0,0.13
"126",234936.7,3772524.4,617,0,0.23
"127",235236.7,3772524.4,738,0,0.3
"128",235536.7,3772524.4,700,0.02,0.23
"129",235836.7,3772524.4,1022,0.02,0.13
"130",236136.7,3772524.4,907,0,0.03
"131",236436.7,3772524.4,670,0,0.08
"132",236736.7,3772524.4,507,0,0.01
"133",237036.7,3772524.4,662,0,0.22
"134",237336.7,3772524.4,643,0,0.34
"135",237636.7,3772524.4,497,0.02,0.32
"136",237936.7,3772524.4,612,0.02,0.37
"137",238236.7,3772524.4,456,0,0.5
"138",238536.7,3772524.4,321,0,0.32
"139",231336.7,3772224.4,15,0,0.01
"140",231636.7,3772224.4,30,0,0.01
"141",231936.7,3772224.4,67,0,0
"142",232236.7,3772224.4,118,0,0.01
"143",232536.7,3772224.4,162,0,0.06
"144",232836.7,3772224.4,303,0,0.1
"145",233136.7,3772224.4,366,0,0.1
"146",233436.7,3772224.4,556,0,0.09
"147",233736.7,3772224.4,751,0,0.05
"148",234036.7,3772224.4,940,0,0.02
"149",234336.7,3772224.4,1345,0,0.02
"150",234636.7,3772224.4,1217,0,0.15
"151",234936.7,3772224.4,862,0.02,0.26
"152",235236.7,3772224.4,1039,0,0.2
"153",235536.7,3772224.4,937,0,0.12
"154",235836.7,3772224.4,1159,0.01,0.02
"155",236136.7,3772224.4,1002,0,0.02
"156",236436.7,3772224.4,585,0.01,0.05
"157",236736.7,3772224.4,932,0.01,0.05
"158",237036.7,3772224.4,870,0,0.01
"159",237336.7,3772224.4,863,0.03,0.16
"160",237636.7,3772224.4,672,0.03,0.21
"161",237936.7,3772224.4,646,0.03,0.32
"162",238236.7,3772224.4,620,0.04,0.45
"163",238536.7,3772224.4,502,0.04,0.36
"164",238836.7,3772224.4,112,0.04,0.23
"165",239136.7,3772224.4,225,0.02,0.21
"166",231936.7,3771924.4,43,0,0
"167",232236.7,3771924.4,65,0,0.04
"168",232536.7,3771924.4,126,0,0.13
"169",232836.7,3771924.4,227,0,0.07
"170",233136.7,3771924.4,271,0,0.02
"171",233436.7,3771924.4,394,0,0.06
"172",233736.7,3771924.4,543,0,0.09
"173",234036.7,3771924.4,678,0,0.07
"174",234336.7,3771924.4,1103,0,0.01
"175",234636.7,3771924.4,1256,0.02,0.04
"176",234936.7,3771924.4,1298,0.02,0.24
"177",235236.7,3771924.4,1044,0.01,0.26
"178",235536.7,3771924.4,1234,0.01,0.06
"179",235836.7,3771924.4,1577,0,0.02
"180",236136.7,3771924.4,1145,0,0.09
"181",236436.7,3771924.4,827,0.01,0.19
"182",236736.7,3771924.4,968,0.01,0.09
"183",237036.7,3771924.4,1312,0.01,0
"184",237336.7,3771924.4,1031,0.06,0
"185",237636.7,3771924.4,848,0.04,0.09
"186",237936.7,3771924.4,395,0.04,0.23
"187",238236.7,3771924.4,377,0.07,0.21
"188",238536.7,3771924.4,375,0.04,0.28
"189",238836.7,3771924.4,451,0.05,0.47
"190",239136.7,3771924.4,291,0.04,0.43
"191",239436.7,3771924.4,109,0,0.27
"192",242136.7,3771924.4,24,0,0.01
"193",242436.7,3771924.4,127,0.02,0.05
"194",242736.7,3771924.4,0,0.02,0.09
"195",243036.7,3771924.4,3,0,0.03
"196",245136.7,3771924.4,458,0.01,0.01
"197",245436.7,3771924.4,46,0.01,0.04
"198",232536.7,3771624.4,128,0,0.13
"199",232836.7,3771624.4,151,0,0.03
"200",233136.7,3771624.4,209,0,0.05
"201",233436.7,3771624.4,268,0,0
"202",233736.7,3771624.4,360,0,0.04
"203",234036.7,3771624.4,659,0,0.05
"204",234336.7,3771624.4,1143,0,0.01
"205",234636.7,3771624.4,891,0,0
"206",234936.7,3771624.4,1235,0,0.09
"207",235236.7,3771624.4,1446,0.01,0.15
"208",235536.7,3771624.4,1517,0.01,0.05
"209",235836.7,3771624.4,1442,0,0
"210",236136.7,3771624.4,964,0,0.05
"211",236436.7,3771624.4,1082,0,0.13
"212",236736.7,3771624.4,1189,0,0.04
"213",237036.7,3771624.4,1203,0.03,0.01
"214",237336.7,3771624.4,984,0.12,0.03
"215",237636.7,3771624.4,583,0.11,0.13
"216",237936.7,3771624.4,848,0.08,0.17
"217",238236.7,3771624.4,791,0.03,0.05
"218",238536.7,3771624.4,715,0.01,0.13
"219",238836.7,3771624.4,621,0.08,0.25
"220",239136.7,3771624.4,271,0.1,0.3
"221",239436.7,3771624.4,393,0.03,0.44
"222",239736.7,3771624.4,351,0.01,0.2
"223",241236.7,3771624.4,103,0.02,0.04
"224",241836.7,3771624.4,566,0,0.12
"225",242136.7,3771624.4,618,0.04,0.04
"226",242436.7,3771624.4,155,0.15,0.11
"227",242736.7,3771624.4,292,0.13,0.16
"228",243036.7,3771624.4,348,0.06,0.1
"229",243336.7,3771624.4,497,0.02,0.06
"230",243636.7,3771624.4,496,0,0.27
"231",243936.7,3771624.4,540,0,0.28
"232",244236.7,3771624.4,335,0,0.09
"233",244536.7,3771624.4,394,0.05,0.14
"234",244836.7,3771624.4,366,0.05,0.14
"235",245136.7,3771624.4,447,0,0.15
"236",245436.7,3771624.4,362,0.04,0.21
"237",232536.7,3771324.4,7,0,0.03
"238",232836.7,3771324.4,128,0,0.07
"239",233136.7,3771324.4,156,0,0.11
"240",233436.7,3771324.4,225,0,0.09
"241",233736.7,3771324.4,295,0,0.09
"242",234036.7,3771324.4,514,0,0.09
"243",234336.7,3771324.4,612,0,0.03
"244",234636.7,3771324.4,680,0,0
"245",234936.7,3771324.4,990,0,0.04
"246",235236.7,3771324.4,1472,0,0.04
"247",235536.7,3771324.4,1433,0,0.03
"248",235836.7,3771324.4,1204,0,0.04
"249",236136.7,3771324.4,1226,0,0.02
"250",236436.7,3771324.4,1388,0,0.01
"251",236736.7,3771324.4,1356,0,0
"252",237036.7,3771324.4,1105,0.15,0.02
"253",237336.7,3771324.4,777,0.26,0.04
"254",237636.7,3771324.4,983,0.32,0.04
"255",237936.7,3771324.4,1209,0.13,0.02
"256",238236.7,3771324.4,927,0.14,0.01
"257",238536.7,3771324.4,660,0.14,0.03
"258",238836.7,3771324.4,570,0.16,0.03
"259",239136.7,3771324.4,280,0.21,0.16
"260",239436.7,3771324.4,587,0.05,0.37
"261",239736.7,3771324.4,254,0.09,0.28
"262",240036.7,3771324.4,238,0.09,0.4
"263",240336.7,3771324.4,302,0.02,0.62
"264",240636.7,3771324.4,127,0,0.48
"265",240936.7,3771324.4,224,0.02,0.17
"266",241236.7,3771324.4,346,0.04,0.29
"267",241536.7,3771324.4,346,0.06,0.29
"268",241836.7,3771324.4,675,0.04,0.19
"269",242136.7,3771324.4,560,0.07,0.1
"270",242436.7,3771324.4,524,0.24,0.1
"271",242736.7,3771324.4,621,0.2,0.19
"272",243036.7,3771324.4,460,0.16,0.16
"273",243336.7,3771324.4,559,0.08,0.19
"274",243636.7,3771324.4,872,0.01,0.44
"275",243936.7,3771324.4,893,0.1,0.37
"276",244236.7,3771324.4,548,0.18,0.23
"277",244536.7,3771324.4,377,0.2,0.28
"278",244836.7,3771324.4,501,0.11,0.35
"279",245136.7,3771324.4,574,0.06,0.42
"280",245436.7,3771324.4,207,0.09,0.57
"281",245736.7,3771324.4,211,0.09,0.45
"282",246036.7,3771324.4,91,0.08,0.39
"283",246336.7,3771324.4,111,0.01,0.23
"284",233136.7,3771024.4,180,0,0.05
"285",233436.7,3771024.4,244,0,0.07
"286",233736.7,3771024.4,285,0,0.28
"287",234036.7,3771024.4,408,0,0.19
"288",234336.7,3771024.4,482,0,0.04
"289",234636.7,3771024.4,736,0,0
"290",234936.7,3771024.4,1022,0,0
"291",235236.7,3771024.4,934,0,0
"292",235536.7,3771024.4,1357,0,0.03
"293",235836.7,3771024.4,1640,0,0.03
"294",236136.7,3771024.4,1577,0.08,0.01
"295",236436.7,3771024.4,1322,0.08,0
"296",236736.7,3771024.4,1191,0.06,0
"297",237036.7,3771024.4,1200,0.2,0.01
"298",237336.7,3771024.4,1158,0.34,0.03
"299",237636.7,3771024.4,1311,0.38,0.02
"300",237936.7,3771024.4,1200,0.36,0
"301",238236.7,3771024.4,1139,0.25,0
"302",238536.7,3771024.4,953,0.17,0
"303",238836.7,3771024.4,829,0.19,0
"304",239136.7,3771024.4,724,0.13,0.06
"305",239436.7,3771024.4,815,0.1,0.16
"306",239736.7,3771024.4,200,0.16,0.18
"307",240036.7,3771024.4,685,0.21,0.32
"308",240336.7,3771024.4,449,0.13,0.44
"309",240636.7,3771024.4,340,0.01,0.64
"310",240936.7,3771024.4,323,0.07,0.41
"311",241236.7,3771024.4,574,0.04,0.54
"312",241536.7,3771024.4,690,0.13,0.4
"313",241836.7,3771024.4,772,0.08,0.18
"314",242136.7,3771024.4,792,0.1,0.11
"315",242436.7,3771024.4,673,0.2,0.11
"316",242736.7,3771024.4,766,0.14,0.23
"317",243036.7,3771024.4,759,0.14,0.24
"318",243336.7,3771024.4,861,0.05,0.13
"319",243636.7,3771024.4,787,0.15,0.19
"320",243936.7,3771024.4,523,0.27,0.22
"321",244236.7,3771024.4,618,0.32,0.38
"322",244536.7,3771024.4,355,0.26,0.43
"323",244836.7,3771024.4,635,0.22,0.43
"324",245136.7,3771024.4,208,0.22,0.44
"325",245436.7,3771024.4,377,0.17,0.55
"326",245736.7,3771024.4,701,0.18,0.63
"327",246036.7,3771024.4,553,0.23,0.63
"328",246336.7,3771024.4,542,0.07,0.42
"329",246636.7,3771024.4,525,0.03,0.2
"330",246936.7,3771024.4,168,0.09,0.1
"331",263136.7,3771024.4,16,0,0
"332",263436.7,3771024.4,291,0,0
"333",263736.7,3771024.4,55,0,0
"334",233436.7,3770724.4,205,0,0.12
"335",233736.7,3770724.4,269,0,0.35
"336",234036.7,3770724.4,300,0,0.18
"337",234336.7,3770724.4,519,0,0.1
"338",234636.7,3770724.4,542,0,0.13
"339",234936.7,3770724.4,612,0,0.03
"340",235236.7,3770724.4,744,0,0
"341",235536.7,3770724.4,1013,0,0
"342",235836.7,3770724.4,1163,0,0
"343",236136.7,3770724.4,1593,0.08,0
"344",236436.7,3770724.4,1807,0.1,0
"345",236736.7,3770724.4,1678,0.14,0
"346",237036.7,3770724.4,1382,0.33,0
"347",237336.7,3770724.4,1485,0.49,0.03
"348",237636.7,3770724.4,1473,0.47,0.02
"349",237936.7,3770724.4,1488,0.35,0.04
"350",238236.7,3770724.4,1220,0.29,0.08
"351",238536.7,3770724.4,846,0.3,0.01
"352",238836.7,3770724.4,904,0.23,0.03
"353",239136.7,3770724.4,596,0.13,0.14
"354",239436.7,3770724.4,412,0.13,0.24
"355",239736.7,3770724.4,504,0.18,0.31
"356",240036.7,3770724.4,875,0.16,0.24
"357",240336.7,3770724.4,610,0.11,0.24
"358",240636.7,3770724.4,535,0.02,0.5
"359",240936.7,3770724.4,529,0.15,0.37
"360",241236.7,3770724.4,673,0.13,0.32
"361",241536.7,3770724.4,893,0.14,0.19
"362",241836.7,3770724.4,947,0.14,0.15
"363",242136.7,3770724.4,989,0.09,0.17
"364",242436.7,3770724.4,890,0.19,0.13
"365",242736.7,3770724.4,1022,0.05,0.23
"366",243036.7,3770724.4,806,0.11,0.15
"367",243336.7,3770724.4,988,0.08,0.17
"368",243636.7,3770724.4,772,0.16,0.11
"369",243936.7,3770724.4,869,0.22,0.25
"370",244236.7,3770724.4,714,0.24,0.42
"371",244536.7,3770724.4,869,0.28,0.61
"372",244836.7,3770724.4,497,0.24,0.51
"373",245136.7,3770724.4,701,0.36,0.36
"374",245436.7,3770724.4,467,0.3,0.23
"375",245736.7,3770724.4,632,0.34,0.35
"376",246036.7,3770724.4,810,0.28,0.46
"377",246336.7,3770724.4,867,0.08,0.37
"378",246636.7,3770724.4,647,0.1,0.15
"379",246936.7,3770724.4,277,0.16,0.23
"380",247236.7,3770724.4,21,0.05,0.39
"381",248136.7,3770724.4,89,0.07,0.35
"382",248436.7,3770724.4,0,0.04,0.22
"383",261336.7,3770724.4,364,0,0.03
"384",261636.7,3770724.4,382,0,0
"385",261936.7,3770724.4,285,0,0
"386",262236.7,3770724.4,0,0,0
"387",262536.7,3770724.4,145,0,0
"388",262836.7,3770724.4,350,0,0
"389",263136.7,3770724.4,266,0.02,0
"390",263436.7,3770724.4,207,0.07,0
"391",263736.7,3770724.4,246,0.02,0
"392",233736.7,3770424.4,184,0,0.1
"393",234036.7,3770424.4,237,0,0.04
"394",234336.7,3770424.4,438,0,0.05
"395",234636.7,3770424.4,591,0,0.11
"396",234936.7,3770424.4,547,0,0.06
"397",235236.7,3770424.4,777,0,0.02
"398",235536.7,3770424.4,848,0,0
"399",235836.7,3770424.4,1043,0,0
"400",236136.7,3770424.4,1070,0,0
"401",236436.7,3770424.4,1551,0,0.02
"402",236736.7,3770424.4,1295,0.04,0.08
"403",237036.7,3770424.4,1673,0.24,0.02
"404",237336.7,3770424.4,1879,0.45,0.05
"405",237636.7,3770424.4,1837,0.45,0.13
"406",237936.7,3770424.4,1431,0.4,0.12
"407",238236.7,3770424.4,1432,0.3,0.22
"408",238536.7,3770424.4,1283,0.26,0.26
"409",238836.7,3770424.4,923,0.15,0.19
"410",239136.7,3770424.4,1018,0.07,0.2
"411",239436.7,3770424.4,806,0.21,0.31
"412",239736.7,3770424.4,446,0.17,0.3
"413",240036.7,3770424.4,867,0.21,0.22
"414",240336.7,3770424.4,951,0.16,0.31
"415",240636.7,3770424.4,928,0.01,0.78
"416",240936.7,3770424.4,941,0.21,0.52
"417",241236.7,3770424.4,656,0.2,0.25
"418",241536.7,3770424.4,900,0.11,0.16
"419",241836.7,3770424.4,875,0.1,0.03
"420",242136.7,3770424.4,1395,0.11,0.1
"421",242436.7,3770424.4,1092,0.18,0.14
"422",242736.7,3770424.4,1196,0.09,0.19
"423",243036.7,3770424.4,1165,0.07,0.11
"424",243336.7,3770424.4,1122,0.18,0.05
"425",243636.7,3770424.4,1039,0.26,0.12
"426",243936.7,3770424.4,1075,0.2,0.45
"427",244236.7,3770424.4,946,0.35,0.5
"428",244536.7,3770424.4,778,0.38,0.39
"429",244836.7,3770424.4,831,0.24,0.49
"430",245136.7,3770424.4,920,0.23,0.33
"431",245436.7,3770424.4,820,0.27,0.21
"432",245736.7,3770424.4,933,0.18,0.21
"433",246036.7,3770424.4,1016,0.13,0.22
"434",246336.7,3770424.4,615,0.15,0.29
"435",246636.7,3770424.4,264,0.23,0.2
"436",246936.7,3770424.4,344,0.16,0.42
"437",247236.7,3770424.4,471,0.02,0.66
"438",247536.7,3770424.4,349,0,0.54
"439",247836.7,3770424.4,312,0.06,0.36
"440",248136.7,3770424.4,116,0.1,0.44
"441",248436.7,3770424.4,182,0.11,0.48
"442",248736.7,3770424.4,53,0.12,0.47
"443",249036.7,3770424.4,1,0.04,0.29
"444",260436.7,3770424.4,44,0.02,0
"445",261036.7,3770424.4,240,0,0.03
"446",261336.7,3770424.4,372,0,0.03
"447",261636.7,3770424.4,359,0,0
"448",261936.7,3770424.4,220,0,0.06
"449",262236.7,3770424.4,226,0,0.07
"450",262536.7,3770424.4,167,0,0
"451",262836.7,3770424.4,126,0.04,0
"452",263136.7,3770424.4,106,0.07,0.01
"453",263436.7,3770424.4,75,0.1,0
"454",263736.7,3770424.4,24,0.05,0
"455",264036.7,3770424.4,61,0,0
"456",264336.7,3770424.4,0,0,0.01
"457",233736.7,3770124.4,235,0,0
"458",234036.7,3770124.4,223,0,0.03
"459",234336.7,3770124.4,244,0,0.06
"460",234636.7,3770124.4,284,0,0.04
"461",234936.7,3770124.4,466,0,0.06
"462",235236.7,3770124.4,573,0,0.07
"463",235536.7,3770124.4,599,0,0
"464",235836.7,3770124.4,858,0,0
"465",236136.7,3770124.4,820,0,0.01
"466",236436.7,3770124.4,986,0,0.11
"467",236736.7,3770124.4,1098,0,0.19
"468",237036.7,3770124.4,1613,0.02,0.03
"469",237336.7,3770124.4,1837,0.1,0.07
"470",237636.7,3770124.4,2017,0.13,0.23
"471",237936.7,3770124.4,1897,0.16,0.41
"472",238236.7,3770124.4,1842,0.08,0.54
"473",238536.7,3770124.4,1622,0.07,0.41
"474",238836.7,3770124.4,1240,0.08,0.35
"475",239136.7,3770124.4,1122,0.09,0.18
"476",239436.7,3770124.4,651,0.12,0.38
"477",239736.7,3770124.4,933,0.13,0.39
"478",240036.7,3770124.4,793,0.33,0.28
"479",240336.7,3770124.4,994,0.19,0.52
"480",240636.7,3770124.4,1310,0.03,0.72
"481",240936.7,3770124.4,1012,0.16,0.65
"482",241236.7,3770124.4,858,0.25,0.36
"483",241536.7,3770124.4,1185,0.21,0.15
"484",241836.7,3770124.4,1031,0.25,0
"485",242136.7,3770124.4,1413,0.2,0
"486",242436.7,3770124.4,1266,0.2,0.04
"487",242736.7,3770124.4,1629,0.23,0.08
"488",243036.7,3770124.4,1674,0.13,0.04
"489",243336.7,3770124.4,1245,0.18,0
"490",243636.7,3770124.4,1176,0.35,0.08
"491",243936.7,3770124.4,1379,0.31,0.35
"492",244236.7,3770124.4,1267,0.35,0.43
"493",244536.7,3770124.4,1036,0.39,0.27
"494",244836.7,3770124.4,1445,0.13,0.22
"495",245136.7,3770124.4,1462,0.14,0.11
"496",245436.7,3770124.4,1207,0.17,0.04
"497",245736.7,3770124.4,1118,0.07,0.06
"498",246036.7,3770124.4,711,0.08,0.14
"499",246336.7,3770124.4,724,0.17,0.25
"500",246636.7,3770124.4,500,0.24,0.21
"501",246936.7,3770124.4,801,0.11,0.27
"502",247236.7,3770124.4,563,0.01,0.39
"503",247536.7,3770124.4,516,0.1,0.38
"504",247836.7,3770124.4,242,0.07,0.29
"505",248136.7,3770124.4,272,0.04,0.36
"506",248436.7,3770124.4,300,0.18,0.5
"507",248736.7,3770124.4,234,0.29,0.56
"508",249036.7,3770124.4,55,0.2,0.44
"509",249336.7,3770124.4,189,0.42,0.14
"510",249636.7,3770124.4,206,0.51,0.08
"511",260436.7,3770124.4,369,0.02,0.01
"512",260736.7,3770124.4,446,0.02,0.03
"513",261036.7,3770124.4,469,0,0
"514",261336.7,3770124.4,438,0,0
"515",261636.7,3770124.4,321,0,0
"516",261936.7,3770124.4,354,0,0.05
"517",262236.7,3770124.4,312,0,0.06
"518",262536.7,3770124.4,282,0,0.07
"519",262836.7,3770124.4,63,0.03,0.07
"520",263136.7,3770124.4,182,0.04,0.01
"521",263436.7,3770124.4,358,0,0
"522",263736.7,3770124.4,442,0.01,0
"523",264036.7,3770124.4,298,0.01,0.01
"524",264336.7,3770124.4,228,0,0.01
"525",264636.7,3770124.4,109,0,0
"526",234036.7,3769824.4,53,0,0
"527",234336.7,3769824.4,327,0,0.05
"528",234636.7,3769824.4,417,0,0.01
"529",234936.7,3769824.4,576,0,0.02
"530",235236.7,3769824.4,511,0,0.07
"531",235536.7,3769824.4,573,0,0
"532",235836.7,3769824.4,549,0,0
"533",236136.7,3769824.4,849,0,0.03
"534",236436.7,3769824.4,678,0,0.1
"535",236736.7,3769824.4,1047,0,0.11
"536",237036.7,3769824.4,1189,0,0.05
"537",237336.7,3769824.4,1368,0,0
"538",237636.7,3769824.4,1417,0,0.04
"539",237936.7,3769824.4,1939,0,0.31
"540",238236.7,3769824.4,1886,0,0.44
"541",238536.7,3769824.4,1550,0,0.43
"542",238836.7,3769824.4,1478,0.04,0.25
"543",239136.7,3769824.4,1108,0.08,0.34
"544",239436.7,3769824.4,984,0.08,0.43
"545",239736.7,3769824.4,1278,0.07,0.44
"546",240036.7,3769824.4,997,0.24,0.5
"547",240336.7,3769824.4,1330,0.19,0.57
"548",240636.7,3769824.4,1526,0.12,0.55
"549",240936.7,3769824.4,1439,0.22,0.5
"550",241236.7,3769824.4,1097,0.37,0.45
"551",241536.7,3769824.4,1368,0.26,0.23
"552",241836.7,3769824.4,1457,0.28,0.04
"553",242136.7,3769824.4,1446,0.2,0
"554",242436.7,3769824.4,1548,0.15,0
"555",242736.7,3769824.4,1525,0.16,0
"556",243036.7,3769824.4,1649,0.1,0
"557",243336.7,3769824.4,1566,0.19,0
"558",243636.7,3769824.4,1452,0.41,0.01
"559",243936.7,3769824.4,1347,0.42,0.12
"560",244236.7,3769824.4,1419,0.38,0.27
"561",244536.7,3769824.4,1431,0.26,0.25
"562",244836.7,3769824.4,1661,0.09,0.06
"563",245136.7,3769824.4,1637,0.14,0
"564",245436.7,3769824.4,1364,0.23,0.02
"565",245736.7,3769824.4,973,0.12,0.1
"566",246036.7,3769824.4,872,0.16,0.25
"567",246336.7,3769824.4,742,0.09,0.22
"568",246636.7,3769824.4,1041,0.04,0.16
"569",246936.7,3769824.4,869,0.05,0.18
"570",247236.7,3769824.4,691,0.1,0.29
"571",247536.7,3769824.4,306,0.18,0.28
"572",247836.7,3769824.4,557,0.12,0.32
"573",248136.7,3769824.4,491,0.02,0.47
"574",248436.7,3769824.4,502,0.18,0.47
"575",248736.7,3769824.4,429,0.4,0.37
"576",249036.7,3769824.4,277,0.46,0.25
"577",249336.7,3769824.4,331,0.63,0.12
"578",249636.7,3769824.4,398,0.87,0.05
"579",249936.7,3769824.4,114,0.47,0.09
"580",259836.7,3769824.4,85,0,0.01
"581",260136.7,3769824.4,783,0,0.07
"582",260436.7,3769824.4,698,0,0.12
"583",260736.7,3769824.4,607,0,0.09
"584",261036.7,3769824.4,615,0,0.12
"585",261336.7,3769824.4,591,0.02,0.18
"586",261636.7,3769824.4,539,0,0.21
"587",261936.7,3769824.4,520,0,0.21
"588",262236.7,3769824.4,380,0,0.08
"589",262536.7,3769824.4,70,0,0.06
"590",262836.7,3769824.4,234,0,0.08
"591",263136.7,3769824.4,337,0,0
"592",263436.7,3769824.4,440,0,0
"593",263736.7,3769824.4,518,0.01,0
"594",264036.7,3769824.4,466,0.01,0
"595",264336.7,3769824.4,345,0,0
"596",264636.7,3769824.4,194,0,0
"597",264936.7,3769824.4,234,0,0
"598",265236.7,3769824.4,166,0,0
"599",265536.7,3769824.4,114,0,0
"600",265836.7,3769824.4,28,0,0
"601",234636.7,3769524.4,232,0,0
"602",234936.7,3769524.4,344,0,0.1
"603",235236.7,3769524.4,359,0,0.11
"604",235536.7,3769524.4,560,0,0.01
"605",235836.7,3769524.4,681,0,0
"606",236136.7,3769524.4,532,0,0
"607",236436.7,3769524.4,830,0,0.01
"608",236736.7,3769524.4,898,0,0
"609",237036.7,3769524.4,897,0,0
"610",237336.7,3769524.4,1154,0,0
"611",237636.7,3769524.4,1195,0,0.02
