"","issj[0-100]","issj(100-200]","issj(200-300]","x","y","elevation","forest","chaparral"
"190",2,1,0,256641.8703,3764527.13,392.746,0,0.279106401
"191",0,1,0,253641.8306,3764407.182,187.137,0,0.225261349
"192",0,0,0,254091.8391,3764167.174,134.544,0,0.101245883
"193",1,0,0,252111.8134,3764077.209,174.837,0,0.488042389
"194",1,0,0,252853.8303,3763396.195,142.611,0.002720894,0.288414721
"195",0,0,0,259221.9212,3767557.105,230.15,0.005584992,0.154088501
"196",0,0,0,260543.9355,3766888.075,307.328,0.015895747,0.431906058
"197",0,0,0,260181.9283,3766717.08,321.256,0.196047544,0.516396964
"198",0,0,0,260271.9264,3766387.076,369.87,0.023915223,0.521695546
"199",0,0,0,257511.884,3766297.123,247.481,0,0.211513676
"200",0,0,0,260762.9323,3766235.066,348.025,0.046828011,0.753257912
"201",0,0,0,258771.9006,3766027.099,290.459,0.114707146,0.13575827
"202",0,0,0,258464.8923,3765600.1,383.05,0.236001718,0.609766576
"203",0,0,0,257301.874,3765427.119,354.102,0.047257626,0.581555205
"204",0,0,0,260961.9255,3765277.053,211.584,0,0.270370901
"205",0,0,0,258717.8963,3764814.093,262.436,0,0.256909638
"206",0,0,1,257689.8841,3764579.111,290.727,0,0.763568667
"207",1,2,0,256971.8748,3764527.124,352.743,0,0.163540026
"208",0,1,0,259071.9052,3764317.087,151.744,0,0.168838608
"209",0,0,0,260091.9193,3764287.07,114.93,0.008019476,0.201346126
"210",0,0,0,260614.9274,3764168.061,120.341,0,0.009451525
"211",0,0,0,259881.9473,3769207.109,204.877,0,0.291422025
"212",0,0,0,260475.9522,3768681.093,358.93,0,0.087927825
"213",0,0,0,260052.9432,3768479.099,239.361,0,0.092510382
"214",0,0,0,259891.9337,3767753.095,155.321,0.054131462,0.060002864
"215",0,0,2,260698.9461,3767698.08,271.298,0.00930832,0.052413003
"216",0,0,0,261531.9608,3767827.067,454.504,0.074466562,0.210797651
"217",0,0,0,263600.9681,3765637.01,137.415,0.014893312,0.223113275
"218",0,0,0,262080.944,3765485.035,163.769,0,0.049692109
"219",0,0,0,262431.9478,3765367.028,144.842,0,0.076185021
"220",0,0,0,263571.9616,3765127.006,146.329,0,0.144493771
"221",0,0,0,263211.9585,3764797.013,68.7046,0,0.104539596
"222",0,0,0,265582.0473,3769417.008,82.5406,0,0
"223",0,0,0,265222.0392,3769267.014,108.048,0,0
"224",0,0,0,266482.0605,3769236.991,53.4977,0,0
"225",0,0,0,266834.0634,3769010.983,47.0911,0,0
"226",0,0,0,266332.0517,3768786.99,60.7914,0,0
"227",0,0,0,264682.022,3768637.018,139.405,0,0.067019905
"228",0,0,0,262892.9907,3768519.049,259.067,0.051124159,0.260060146
"229",0,1,0,263852.0036,3768264.029,208.329,0.021337534,0.15466132
"230",0,0,0,262581.9801,3768037.05,245.236,0.007446656,0.292854074
"231",0,0,0,263481.9937,3767947.033,172.702,0.057425175,0.566805098
"232",0,0,0,265236.0214,3767874.001,59.2239,0,0.041099814
"233",0,0,0,264612.0046,3767342.008,82.853,0,0.025490477
"234",0,0,0,264931.0058,3767042.999,64.8993,0,0.054847487
"235",0,0,0,263631.9844,3766957.021,216.745,0.013461263,0.250608621
"236",0,0,0,263219.9745,3766663.026,265.27,0.112702277,0.056565946
"237",0,0,0,263961.9831,3766432.011,118.553,0.070027209,0.168552198
"238",3,0,0,263526.9736,3766193.016,190.378,0.065301446,0.172848346
"239",0,0,0,264291.9832,3766027.001,104.446,0,0.064871832
"240",0,0,0,263632.0314,3770917.057,70.9269,0,0
"241",0,0,0,261471.9912,3770827.095,103.582,0,0
"242",0,0,0,263092.0175,3770557.063,70.1451,0.053558642,0.002004869
"243",0,0,0,262242.9973,3770105.075,80.3547,0,0.051553773
"244",0,0,0,261021.9737,3769897.095,180.581,0,0.084204497
"245",0,0,0,261381.98,3769897.088,163.078,0.005441787,0.138765574
"246",0,0,0,263182.0111,3769867.056,111.258,0,0
"247",0,0,0,264742.0358,3769657.026,102.792,0,0
"248",0,0,0,259934.9518,3769589.111,233.683,0,0.120721753
"249",0,0,0,261411.977,3769567.085,144.23,0.043534298,0.357296291
"250",0,0,0,264093.0228,3769514.036,158.779,0,0
"251",0,0,0,261801.9793,3769147.074,180.94,0.174853215,0.391951883
"252",0,0,0,261051.9626,3768757.084,300.513,0.084061292,0.29156523
"253",0,0,0,261774.9739,3768683.07,389.175,0.202062151,0.014750107
"254",0,0,0,246471.7328,3764497.307,351.994,0.016038952,0.511814406
"255",2,2,0,251722.7999,3766827.231,43.1286,0.36016039,0.180724617
"256",2,0,0,250611.7806,3766122.243,52.9003,0.23371044,0.634111413
"257",0,1,0,247881.7439,3765163.284,84.5578,0.147787484,0.547472433
"258",0,0,0,247325.7328,3765449.295,95.6706,0.070886438,0.691679794
"259",0,0,0,245744.7184,3765995.325,191.386,0.073750537,0.745668051
"260",6,0,0,243664.7878,3766798.34,278.62,0.051840183,0.794214521
"261",0,0,0,242821.8153,3767011.344,340.246,0.126020335,0.714306172
"262",0,0,0,240518.8832,3769907.376,433.335,0.111843047,0.61134183
"263",1,0,0,241482.8551,3769226.368,505.503,0.263353859,0.229987112
"264",0,0,0,252968.8202,3767099.212,126.975,0.199627667,0.380209079
"265",0,1,1,252654.8109,3766178.208,206.679,0.205785479,0.303164829
"266",0,0,0,249022.7656,3764635.263,138.64,0.157525419,0.537877703
"267",0,0,0,251171.7971,3764420.225,131.625,0.014750107,0.551052556
"268",1,0,0,252808.8231,3764043.197,96.3651,0.115423171,0.120005728
"269",0,1,0,251098.7967,3768476.259,81.5021,0.524273235,0.069884004
"270",0,1,0,250538.7885,3768736.271,76.4745,0.499069168,0.055849921
"271",0,0,0,250052.7811,3768913.282,131.653,0.809394243,0.131032508
"272",0,0,0,259055.9151,3767175.104,266.867,0.150508377,0.617929257
"273",0,0,0,259545.9223,3767120.095,325.893,0.367177431,0.277101532
"274",6,0,0,259552.9095,3764601.078,281.396,0.211943291,0.450952313
"275",0,0,3,240797.8804,3767509.355,266.19,0.381497924,0.341973364
"276",0,0,0,241222.8675,3767100.35,423.862,0.739510239,0.120435343
"277",0,0,0,250120.7838,3769428.286,64.9127,0.628812831,0.216096234
"278",0,0,0,238204.9853,3763422.341,100.691,0.002291279,0.085350136
"279",1,0,0,250068.772,3765912.251,73.3859,0.146641844,0.535156809
"280",0,0,0,247638.7379,3765381.289,81.0112,0.097236145,0.558928827
"281",0,0,0,245289.7343,3766567.332,235.849,0.016182157,0.530860662
"282",0,0,0,251294.7967,3767664.247,162.861,0.618072462,0.031505084
"283",0,0,0,249215.7603,3765322.261,71.9693,0.229843907,0.393813547
"284",0,1,0,250207.7801,3764777.243,91.7634,0.069311184,0.066160676
"285",0,1,0,251072.7896,3766721.241,39.6669,0.267650007,0.220965201
"286",0,0,0,235320.0536,3768224.376,41.3796,0.005012172,0.357725906
"287",3,0,1,238377.9657,3765859.349,186.593,0.348703995,0.335672347
"288",0,0,0,234218.0964,3767225.373,35.2961,0,0
"289",0,0,0,237404.9885,3767907.368,106.373,0,0.533008736
"290",0,0,0,244014.7763,3766683.338,251.857,0.072891307,0.585135329
"291",1,1,0,244029.8006,3763115.32,104.532,0.029500215,0.448088214
"292",0,0,0,243885.82,3761631.317,27.7849,0,0.311900329
"293",0,0,0,244962.78,3762235.315,46.1729,0,0.412286983
"294",0,0,0,244881.7667,3763722.319,134.5,0.01861664,0.55320063
"295",1,1,3,241043.8807,3765121.337,113.611,0.005728197,0.443076042
"296",0,1,0,241290.881,3764042.332,66.1243,0.020478304,0.376628956
"297",4,0,0,241362.8903,3762600.327,37.3967,0,0.354861807
"298",0,0,1,242967.8248,3764183.327,130.077,0.008878705,0.493627381
"299",0,0,0,264892.0125,3767615.005,33.4765,0.014034083,0
"300",0,0,0,261802.9696,3768239.065,367.124,0.026636116,0.496777889
"301",0,0,0,262421.9863,3768832.06,292.662,0.15609337,0.102105112
"302",0,0,0,261051.9689,3769379.089,196.71,0.112129457,0.13518545
"303",0,0,0,265897.0471,3768991.999,79.6573,0,0
"304",0,0,0,264899.0177,3768014.008,79.584,0,0
"305",0,0,0,263460.9993,3768449.038,218.88,0.11599599,0.057711585
"306",0,0,0,264497.9938,3766629.003,68.6514,0.03866533,0.089073464
"307",0,0,0,263915.9991,3767808.024,136.709,0.055563511,0.479593298
