"","time","kobe"
"511",511,5299
"512",512,5832
"513",513,3612
"514",514,261
"515",515,-194
"516",516,3080
"517",517,5704
"518",518,3950
"519",519,487
"520",520,776
"521",521,4750
"522",522,6997
"523",523,4913
"524",524,1661
"525",525,644
"526",526,1442
"527",527,2222
"528",528,1760
"529",529,503
"530",530,1144
"531",531,4368
"532",532,6387
"533",533,3696
"534",534,-822
"535",535,-263
"536",536,5224
"537",537,7065
"538",538,2171
"539",539,-2309
"540",540,-683
"541",541,4843
"542",542,8557
"543",543,6480
"544",544,519
"545",545,-2618
"546",546,108
"547",547,4519
"548",548,6045
"549",549,4812
"550",550,2200
"551",551,-1118
"552",552,-1834
"553",553,2494
"554",554,7146
"555",555,6758
"556",556,3524
"557",557,1927
"558",558,1775
"559",559,1640
"560",560,2655
"561",561,4304
"562",562,3303
"563",563,-505
"564",564,-1934
"565",565,3460
"566",566,11061
"567",567,10635
"568",568,1612
"569",569,-4845
"570",570,-1798
"571",571,5141
"572",572,6917
"573",573,2145
"574",574,-2211
"575",575,-298
"576",576,4421
"577",577,5248
"578",578,3024
"579",579,2008
"580",580,1754
"581",581,1217
"582",582,2595
"583",583,5892
"584",584,7066
"585",585,4113
"586",586,611
"587",587,887
"588",588,3506
"589",589,3291
"590",590,-697
"591",591,-3200
"592",592,70
"593",593,6225
"594",594,8939
"595",595,5820
"596",596,307
"597",597,-1083
"598",598,3963
"599",599,8313
"600",600,4520
"601",601,-2793
"602",602,-3475
"603",603,2678
"604",604,6673
"605",605,3813
"606",606,-787
"607",607,89
"608",608,5633
"609",609,8181
"610",610,4136
"611",611,-779
"612",612,938
"613",613,7670
"614",614,10150
"615",615,4386
"616",616,-3763
"617",617,-6609
"618",618,-1834
"619",619,5249
"620",620,6443
"621",621,1510
"622",622,-1702
"623",623,1005
"624",624,6061
"625",625,8518
"626",626,7238
"627",627,4255
"628",628,1533
"629",629,5
"630",630,-35
"631",631,1236
"632",632,4095
"633",633,7223
"634",634,6329
"635",635,948
"636",636,-1703
"637",637,2533
"638",638,6961
"639",639,4497
"640",640,-2398
"641",641,-6287
"642",642,-2551
"643",643,5733
"644",644,9697
"645",645,5977
"646",646,764
"647",647,-939
"648",648,35
"649",649,3261
"650",650,7864
"651",651,8169
"652",652,1227
"653",653,-4885
"654",654,-591
"655",655,9574
"656",656,11194
"657",657,855
"658",658,-7645
"659",659,-3255
"660",660,6580
"661",661,9274
"662",662,5529
"663",663,3299
"664",664,3613
"665",665,3294
"666",666,2189
"667",667,718
"668",668,-933
"669",669,-578
"670",670,2426
"671",671,4494
"672",672,3076
"673",673,1520
"674",674,3779
"675",675,6578
"676",676,4525
"677",677,-66
"678",678,-1594
"679",679,91
"680",680,2473
"681",681,4141
"682",682,3783
"683",683,1669
"684",684,-14
"685",685,1046
"686",686,5594
"687",687,9371
"688",688,6213
"689",689,-1063
"690",690,-1836
"691",691,5329
"692",692,8561
"693",693,2172
"694",694,-3146
"695",695,1071
"696",696,7231
"697",697,5723
"698",698,-579
"699",699,-2326
"700",700,2441
"701",701,5684
"702",702,2397
"703",703,-753
"704",704,2588
"705",705,7123
"706",706,5491
"707",707,-51
"708",708,-1973
"709",709,1752
"710",710,5520
"711",711,4723
"712",712,2458
"713",713,3577
"714",714,5715
"715",715,3549
"716",716,233
"717",717,3295
"718",718,9460
"719",719,8147
"720",720,271
"721",721,-2328
"722",722,3803
"723",723,9393
"724",724,7869
"725",725,3353
"726",726,1526
"727",727,2235
"728",728,3385
"729",729,3632
"730",730,599
"731",731,-5471
"732",732,-8116
"733",733,-2661
"734",734,5192
"735",735,6925
"736",736,2756
"737",737,-1052
"738",738,-1010
"739",739,1663
"740",740,4125
"741",741,4199
"742",742,1668
"743",743,-980
"744",744,-1333
"745",745,-570
"746",746,-417
"747",747,385
"748",748,2299
"749",749,3659
"750",750,4452
"751",751,4846
"752",752,3507
"753",753,2379
"754",754,5996
"755",755,12603
"756",756,14597
"757",757,9924
"758",758,4292
"759",759,2152
"760",760,2894
"761",761,5094
"762",762,7564
"763",763,7632
"764",764,4345
"765",765,956
"766",766,-686
"767",767,-2655
"768",768,-4497
"769",769,-3109
"770",770,-268
"771",771,-232
"772",772,-1325
"773",773,376
"774",774,3546
"775",775,5449
"776",776,6411
"777",777,6212
"778",778,3730
"779",779,1458
"780",780,2681
"781",781,5558
"782",782,6660
"783",783,6118
"784",784,5254
"785",785,4383
"786",786,4448
"787",787,5742
"788",788,5984
"789",789,4241
"790",790,2614
"791",791,1028
"792",792,-1869
"793",793,-3714
"794",794,-2907
"795",795,-1928
"796",796,-1434
"797",797,-323
"798",798,-28
"799",799,-421
"800",800,1815
"801",801,5343
"802",802,3447
"803",803,-4086
"804",804,-7733
"805",805,-2624
"806",806,4217
"807",807,5732
"808",808,3334
"809",809,1922
"810",810,4349
"811",811,9477
"812",812,11395
"813",813,6182
"814",814,535
"815",815,3159
"816",816,9674
"817",817,9945
"818",818,4570
"819",819,1028
"820",820,1306
"821",821,2520
"822",822,2127
"823",823,-495
"824",824,-2841
"825",825,-2494
"826",826,-1224
"827",827,-481
"828",828,1682
"829",829,5151
"830",830,6183
"831",831,3881
"832",832,1921
"833",833,2541
"834",834,4551
"835",835,6639
"836",836,7214
"837",837,4103
"838",838,-1286
"839",839,-3507
"840",840,336
"841",841,6268
"842",842,7861
"843",843,3668
"844",844,-1461
"845",845,-2120
"846",846,2003
"847",847,6514
"848",848,6922
"849",849,2985
"850",850,53
"851",851,2478
"852",852,6475
"853",853,6549
"854",854,3976
"855",855,1819
"856",856,390
"857",857,266
"858",858,1843
"859",859,3518
"860",860,3174
"861",861,-39
"862",862,-2461
"863",863,1229
"864",864,6850
"865",865,4872
"866",866,-2319
"867",867,-3501
"868",868,3854
"869",869,11259
"870",870,10305
"871",871,2377
"872",872,-3261
"873",873,-1353
"874",874,3784
"875",875,5191
"876",876,2499
"877",877,1778
"878",878,5295
"879",879,7323
"880",880,4171
"881",881,749
"882",882,2551
"883",883,7671
"884",884,9487
"885",885,4094
"886",886,-3692
"887",887,-4008
"888",888,3775
"889",889,7893
"890",890,1661
"891",891,-6102
"892",892,-4847
"893",893,3041
"894",894,7472
"895",895,4040
"896",896,-1532
"897",897,-964
"898",898,5241
"899",899,7961
"900",900,2795
"901",901,-2622
"902",902,-155
"903",903,5662
"904",904,5640
"905",905,1478
"906",906,1744
"907",907,7069
"908",908,9497
"909",909,5950
"910",910,2464
"911",911,2534
"912",912,2219
"913",913,656
"914",914,2027
"915",915,4126
"916",916,908
"917",917,-3587
"918",918,-487
"919",919,7522
"920",920,9774
"921",921,4518
"922",922,280
"923",923,1731
"924",924,4797
"925",925,5241
"926",926,3684
"927",927,2535
"928",928,2396
"929",929,1525
"930",930,-373
"931",931,-91
"932",932,3098
"933",933,4419
"934",934,2204
"935",935,1483
"936",936,4384
"937",937,6570
"938",938,5042
"939",939,1409
"940",940,-1148
"941",941,-600
"942",942,1506
"943",943,1098
"944",944,-2046
"945",945,-2326
"946",946,2446
"947",947,6134
"948",948,5844
"949",949,6532
"950",950,8344
"951",951,6203
"952",952,1950
"953",953,615
"954",954,1873
"955",955,4502
"956",956,7298
"957",957,5655
"958",958,-326
"959",959,-2698
"960",960,1390
"961",961,5859
"962",962,6195
"963",963,3541
"964",964,824
"965",965,68
"966",966,904
"967",967,1255
"968",968,1211
"969",969,2424
"970",970,3356
"971",971,2049
"972",972,832
"973",973,1700
"974",974,2805
"975",975,3000
"976",976,3100
"977",977,2476
"978",978,1377
"979",979,3264
"980",980,7509
"981",981,7892
"982",982,3711
"983",983,810
"984",984,729
"985",985,432
"986",986,-190
"987",987,270
"988",988,849
"989",989,705
"990",990,656
"991",991,1495
"992",992,3318
"993",993,4915
"994",994,4653
"995",995,3330
"996",996,2728
"997",997,2041
"998",998,560
"999",999,699
"1000",1000,3521
"1001",1001,5329
"1002",1002,3242
"1003",1003,1157
"1004",1004,4300
"1005",1005,9191
"1006",1006,8170
"1007",1007,2769
"1008",1008,842
"1009",1009,3548
"1010",1010,5554
"1011",1011,4096
"1012",1012,1845
"1013",1013,2115
"1014",1014,4177
"1015",1015,5347
"1016",1016,5154
"1017",1017,4552
"1018",1018,3945
"1019",1019,2808
"1020",1020,-161
"1021",1021,-4008
"1022",1022,-4691
"1023",1023,-875
"1024",1024,4020
"1025",1025,6313
"1026",1026,4273
"1027",1027,-173
"1028",1028,-810
"1029",1029,4846
"1030",1030,10151
"1031",1031,8393
"1032",1032,2266
"1033",1033,-208
"1034",1034,3071
"1035",1035,6150
"1036",1036,4875
"1037",1037,1125
"1038",1038,-3491
"1039",1039,-7673
"1040",1040,-7084
"1041",1041,-731
"1042",1042,4858
"1043",1043,3513
"1044",1044,-2012
"1045",1045,-3071
"1046",1046,2589
"1047",1047,8035
"1048",1048,8260
"1049",1049,5080
"1050",1050,2259
"1051",1051,2094
"1052",1052,3997
"1053",1053,5604
"1054",1054,6354
"1055",1055,6724
"1056",1056,5586
"1057",1057,1991
"1058",1058,-1172
"1059",1059,1113
"1060",1060,7126
"1061",1061,7661
"1062",1062,401
"1063",1063,-5217
"1064",1064,-2947
"1065",1065,1938
"1066",1066,2616
"1067",1067,-332
"1068",1068,-2255
"1069",1069,-938
"1070",1070,2359
"1071",1071,5040
"1072",1072,5536
"1073",1073,5216
"1074",1074,6564
"1075",1075,8820
"1076",1076,8214
"1077",1077,3717
"1078",1078,193
"1079",1079,2665
"1080",1080,8303
"1081",1081,9234
"1082",1082,3596
"1083",1083,-1969
"1084",1084,-2246
"1085",1085,462
"1086",1086,2066
"1087",1087,2129
"1088",1088,1621
"1089",1089,203
"1090",1090,-2041
"1091",1091,-2721
"1092",1092,166
"1093",1093,4231
"1094",1094,4834
"1095",1095,2286
"1096",1096,1986
"1097",1097,5441
"1098",1098,7909
"1099",1099,7047
"1100",1100,5685
"1101",1101,4764
"1102",1102,2658
"1103",1103,1158
"1104",1104,2993
"1105",1105,5365
"1106",1106,4235
"1107",1107,1352
"1108",1108,857
"1109",1109,3042
"1110",1110,5063
"1111",1111,4650
"1112",1112,1910
"1113",1113,-126
"1114",1114,1403
"1115",1115,4286
"1116",1116,3934
"1117",1117,963
"1118",1118,-409
"1119",1119,-168
"1120",1120,-1342
"1121",1121,-3263
"1122",1122,-2049
"1123",1123,3153
"1124",1124,8111
"1125",1125,8879
"1126",1126,6120
"1127",1127,3120
"1128",1128,2452
"1129",1129,3450
"1130",1130,2555
"1131",1131,-339
"1132",1132,-497
"1133",1133,1625
"1134",1134,961
"1135",1135,-91
"1136",1136,3646
"1137",1137,8262
"1138",1138,8000
"1139",1139,5385
"1140",1140,5300
"1141",1141,7257
"1142",1142,7110
"1143",1143,3353
"1144",1144,229
"1145",1145,1294
"1146",1146,3186
"1147",1147,1282
"1148",1148,-3508
"1149",1149,-6390
"1150",1150,-3203
"1151",1151,4630
"1152",1152,8816
"1153",1153,4175
"1154",1154,-2471
"1155",1155,-2608
"1156",1156,1809
"1157",1157,4885
"1158",1158,5173
"1159",1159,3697
"1160",1160,2334
"1161",1161,3413
"1162",1162,6328
"1163",1163,7197
"1164",1164,4687
"1165",1165,2390
"1166",1166,2661
"1167",1167,3133
"1168",1168,1685
"1169",1169,328
"1170",1170,1068
"1171",1171,1890
"1172",1172,1669
"1173",1173,3315
"1174",1174,6583
"1175",1175,6752
"1176",1176,4538
"1177",1177,5060
"1178",1178,6273
"1179",1179,3161
"1180",1180,-667
"1181",1181,-362
"1182",1182,423
"1183",1183,-1255
"1184",1184,-1347
"1185",1185,1319
"1186",1186,1609
"1187",1187,-1670
"1188",1188,-2121
"1189",1189,3514
"1190",1190,9094
"1191",1191,8600
"1192",1192,4932
"1193",1193,3921
"1194",1194,5309
"1195",1195,5578
"1196",1196,4708
"1197",1197,4474
"1198",1198,3824
"1199",1199,785
"1200",1200,-2953
"1201",1201,-3121
"1202",1202,1327
"1203",1203,5842
"1204",1204,5272
"1205",1205,172
"1206",1206,-3633
"1207",1207,-1643
"1208",1208,4252
"1209",1209,7985
"1210",1210,5926
"1211",1211,1130
"1212",1212,-66
"1213",1213,2838
"1214",1214,4017
"1215",1215,2164
"1216",1216,2058
"1217",1217,3781
"1218",1218,3217
"1219",1219,1984
"1220",1220,4249
"1221",1221,7501
"1222",1222,6496
"1223",1223,2562
"1224",1224,1101
"1225",1225,2540
"1226",1226,3130
"1227",1227,1765
"1228",1228,50
"1229",1229,-933
"1230",1230,-344
"1231",1231,1033
"1232",1232,-391
"1233",1233,-4483
"1234",1234,-4465
"1235",1235,2147
"1236",1236,7766
"1237",1237,6669
"1238",1238,2691
"1239",1239,713
"1240",1240,1585
"1241",1241,4849
"1242",1242,7481
"1243",1243,5210
"1244",1244,343
"1245",1245,-414
"1246",1246,3499
"1247",1247,7097
"1248",1248,7352
"1249",1249,5379
"1250",1250,4125
"1251",1251,4315
"1252",1252,5217
"1253",1253,7802
"1254",1254,10197
"1255",1255,7173
"1256",1256,423
"1257",1257,-1844
"1258",1258,2115
"1259",1259,5661
"1260",1260,3441
"1261",1261,-1648
"1262",1262,-2120
"1263",1263,2054
"1264",1264,2837
"1265",1265,-1405
"1266",1266,-4043
"1267",1267,-2200
"1268",1268,988
"1269",1269,2052
"1270",1270,-38
"1271",1271,-1949
"1272",1272,908
"1273",1273,6074
"1274",1274,6753
"1275",1275,3662
"1276",1276,3761
"1277",1277,7882
"1278",1278,9883
"1279",1279,6646
"1280",1280,2378
"1281",1281,3259
"1282",1282,8218
"1283",1283,8413
"1284",1284,827
"1285",1285,-5276
"1286",1286,-2398
"1287",1287,4202
"1288",1288,5520
"1289",1289,1172
"1290",1290,-2667
"1291",1291,-3058
"1292",1292,-1176
"1293",1293,2260
"1294",1294,5165
"1295",1295,3853
"1296",1296,-218
"1297",1297,-1223
"1298",1298,1664
"1299",1299,4490
"1300",1300,5949
"1301",1301,6017
"1302",1302,3651
"1303",1303,1666
"1304",1304,4600
"1305",1305,10155
"1306",1306,11496
"1307",1307,6869
"1308",1308,2096
"1309",1309,3400
"1310",1310,8737
"1311",1311,9402
"1312",1312,1618
"1313",1313,-7494
"1314",1314,-9137
"1315",1315,-4111
"1316",1316,491
"1317",1317,906
"1318",1318,-1937
"1319",1319,-4722
"1320",1320,-2935
"1321",1321,3764
"1322",1322,9743
"1323",1323,11146
"1324",1324,8353
"1325",1325,2697
"1326",1326,-599
"1327",1327,3674
"1328",1328,9846
"1329",1329,8174
"1330",1330,-313
"1331",1331,-6258
"1332",1332,-3054
"1333",1333,7024
"1334",1334,13107
"1335",1335,7242
"1336",1336,-3691
"1337",1337,-6084
"1338",1338,2468
"1339",1339,10673
"1340",1340,8300
"1341",1341,-528
"1342",1342,-3398
"1343",1343,1788
"1344",1344,5432
"1345",1345,3899
"1346",1346,1943
"1347",1347,-237
"1348",1348,-3962
"1349",1349,-3572
"1350",1350,3158
"1351",1351,7702
"1352",1352,4101
"1353",1353,-1599
"1354",1354,-993
"1355",1355,4736
"1356",1356,8283
"1357",1357,7534
"1358",1358,6313
"1359",1359,6995
"1360",1360,7461
"1361",1361,5082
"1362",1362,2645
"1363",1363,4684
"1364",1364,6329
"1365",1365,-580
"1366",1366,-10095
"1367",1367,-10258
"1368",1368,-3541
"1369",1369,80
"1370",1370,-119
"1371",1371,-775
"1372",1372,-2826
"1373",1373,-4616
"1374",1374,-644
"1375",1375,7332
"1376",1376,10641
"1377",1377,6715
"1378",1378,2301
"1379",1379,3616
"1380",1380,9128
"1381",1381,12653
"1382",1382,11447
"1383",1383,8513
"1384",1384,6354
"1385",1385,4784
"1386",1386,5361
"1387",1387,8093
"1388",1388,7121
"1389",1389,357
"1390",1390,-4526
"1391",1391,-2558
"1392",1392,472
"1393",1393,-1349
"1394",1394,-5101
"1395",1395,-4736
"1396",1396,-631
"1397",1397,897
"1398",1398,-1392
"1399",1399,-1015
"1400",1400,4136
"1401",1401,8036
"1402",1402,7074
"1403",1403,4952
"1404",1404,5876
"1405",1405,8302
"1406",1406,8936
"1407",1407,8472
"1408",1408,8070
"1409",1409,6232
"1410",1410,3554
"1411",1411,2522
"1412",1412,1102
"1413",1413,-3582
"1414",1414,-6497
"1415",1415,-1843
"1416",1416,4333
"1417",1417,2694
"1418",1418,-3429
"1419",1419,-3787
"1420",1420,2456
"1421",1421,6267
"1422",1422,2581
"1423",1423,-2169
"1424",1424,45
"1425",1425,6415
"1426",1426,8258
"1427",1427,4785
"1428",1428,2650
"1429",1429,3441
"1430",1430,3022
"1431",1431,2269
"1432",1432,4479
"1433",1433,5585
"1434",1434,1439
"1435",1435,-2921
"1436",1436,-1746
"1437",1437,3273
"1438",1438,7054
"1439",1439,5963
"1440",1440,1083
"1441",1441,-798
"1442",1442,3769
"1443",1443,7867
"1444",1444,5187
"1445",1445,717
"1446",1446,728
"1447",1447,2524
"1448",1448,2255
"1449",1449,956
"1450",1450,-478
"1451",1451,-1250
"1452",1452,16
"1453",1453,566
"1454",1454,-1764
"1455",1455,-2205
"1456",1456,1319
"1457",1457,2223
"1458",1458,-2255
"1459",1459,-4980
"1460",1460,-782
"1461",1461,5993
"1462",1462,8950
"1463",1463,7133
"1464",1464,4434
"1465",1465,5314
"1466",1466,8830
"1467",1467,8735
"1468",1468,4786
"1469",1469,4842
"1470",1470,9491
"1471",1471,9624
"1472",1472,3968
"1473",1473,2177
"1474",1474,8163
"1475",1475,13567
"1476",1476,9988
"1477",1477,763
"1478",1478,-3249
"1479",1479,1606
"1480",1480,6665
"1481",1481,3221
"1482",1482,-4289
"1483",1483,-4561
"1484",1484,1776
"1485",1485,3839
"1486",1486,319
"1487",1487,-1283
"1488",1488,-86
"1489",1489,368
"1490",1490,344
"1491",1491,457
"1492",1492,-498
"1493",1493,-1407
"1494",1494,818
"1495",1495,6247
"1496",1496,11331
"1497",1497,12910
"1498",1498,10777
"1499",1499,7823
"1500",1500,7448
"1501",1501,8994
"1502",1502,7781
"1503",1503,1829
"1504",1504,-4656
"1505",1505,-7457
"1506",1506,-6739
"1507",1507,-4556
"1508",1508,-3651
"1509",1509,-5081
"1510",1510,-5305
"1511",1511,-1878
"1512",1512,2173
"1513",1513,3495
"1514",1514,2724
"1515",1515,2878
"1516",1516,4407
"1517",1517,3654
"1518",1518,659
"1519",1519,1132
"1520",1520,4239
"1521",1521,1918
"1522",1522,-4456
"1523",1523,-4322
"1524",1524,2785
"1525",1525,7297
"1526",1526,6464
"1527",1527,4574
"1528",1528,3631
"1529",1529,3977
"1530",1530,5807
"1531",1531,7354
"1532",1532,6510
"1533",1533,3620
"1534",1534,1122
"1535",1535,1080
"1536",1536,2794
"1537",1537,4192
"1538",1538,4893
"1539",1539,4551
"1540",1540,1726
"1541",1541,-870
"1542",1542,2261
"1543",1543,7962
"1544",1544,6743
"1545",1545,-1086
"1546",1546,-5331
"1547",1547,-760
"1548",1548,7125
"1549",1549,8765
"1550",1550,1919
"1551",1551,-4042
"1552",1552,-461
"1553",1553,8224
"1554",1554,11664
"1555",1555,7874
"1556",1556,4340
"1557",1557,6518
"1558",1558,10236
"1559",1559,9260
"1560",1560,4967
"1561",1561,2442
"1562",1562,2356
"1563",1563,1643
"1564",1564,-1538
"1565",1565,-5969
"1566",1566,-8234
"1567",1567,-5438
"1568",1568,621
"1569",1569,3595
"1570",1570,441
"1571",1571,-4285
"1572",1572,-4697
"1573",1573,-681
"1574",1574,2980
"1575",1575,2146
"1576",1576,-2484
"1577",1577,-5787
"1578",1578,-4636
"1579",1579,-2451
"1580",1580,-2966
"1581",1581,-4359
"1582",1582,-3502
"1583",1583,-536
"1584",1584,2616
"1585",1585,5676
"1586",1586,10000
