"","time","unemploy"
"265",1970,4.2
"266",1970.08333333333,4.7
"267",1970.16666666667,4.6
"268",1970.25,4.3
"269",1970.33333333333,4.1
"270",1970.41666666667,5.6
"271",1970.5,5.3
"272",1970.58333333333,5
"273",1970.66666666667,5.2
"274",1970.75,5.1
"275",1970.83333333333,5.5
"276",1970.91666666667,5.6
"277",1971,6.6
"278",1971.08333333333,6.6
"279",1971.16666666667,6.3
"280",1971.25,5.7
"281",1971.33333333333,5.3
"282",1971.41666666667,6.5
"283",1971.5,6.2
"284",1971.58333333333,5.9
"285",1971.66666666667,5.8
"286",1971.75,5.4
"287",1971.83333333333,5.7
"288",1971.91666666667,5.5
"289",1972,6.5
"290",1972.08333333333,6.4
"291",1972.16666666667,6.1
"292",1972.25,5.5
"293",1972.33333333333,5.1
"294",1972.41666666667,6.2
"295",1972.5,5.9
"296",1972.58333333333,5.5
"297",1972.66666666667,5.4
"298",1972.75,5.1
"299",1972.83333333333,4.9
"300",1972.91666666667,4.8
"301",1973,5.5
"302",1973.08333333333,5.6
"303",1973.16666666667,5.2
"304",1973.25,4.8
"305",1973.33333333333,4.4
"306",1973.41666666667,5.4
"307",1973.5,5
"308",1973.58333333333,4.7
"309",1973.66666666667,4.7
"310",1973.75,4.2
"311",1973.83333333333,4.6
"312",1973.91666666667,4.6
"313",1974,5.7
"314",1974.08333333333,5.8
"315",1974.16666666667,5.3
"316",1974.25,4.8
"317",1974.33333333333,4.6
"318",1974.41666666667,5.8
"319",1974.5,5.7
"320",1974.58333333333,5.3
"321",1974.66666666667,5.7
"322",1974.75,5.5
"323",1974.83333333333,6.2
"324",1974.91666666667,6.7
"325",1975,9
"326",1975.08333333333,9.1
"327",1975.16666666667,9.1
"328",1975.25,8.6
"329",1975.33333333333,8.3
"330",1975.41666666667,9.1
"331",1975.5,8.7
"332",1975.58333333333,8.2
"333",1975.66666666667,8.1
"334",1975.75,7.8
"335",1975.83333333333,7.8
"336",1975.91666666667,7.8
"337",1976,8.8
"338",1976.08333333333,8.7
"339",1976.16666666667,8.1
"340",1976.25,7.4
"341",1976.33333333333,6.8
"342",1976.41666666667,8
"343",1976.5,7.8
"344",1976.58333333333,7.6
"345",1976.66666666667,7.4
"346",1976.75,7.2
"347",1976.83333333333,7.4
"348",1976.91666666667,7.4
"349",1977,8.3
"350",1977.08333333333,8.5
"351",1977.16666666667,7.9
"352",1977.25,6.9
"353",1977.33333333333,6.4
"354",1977.41666666667,7.5
"355",1977.5,7
"356",1977.58333333333,6.8
"357",1977.66666666667,6.6
"358",1977.75,6.4
"359",1977.83333333333,6.5
"360",1977.91666666667,6
"361",1978,7.1
"362",1978.08333333333,6.9
"363",1978.16666666667,6.6
"364",1978.25,5.8
"365",1978.33333333333,5.5
"366",1978.41666666667,6.2
"367",1978.5,6.3
"368",1978.58333333333,5.9
"369",1978.66666666667,5.8
"370",1978.75,5.4
"371",1978.83333333333,5.6
"372",1978.91666666667,5.7
"373",1979,6.4
"374",1979.08333333333,6.4
"375",1979.16666666667,6.1
"376",1979.25,5.5
"377",1979.33333333333,5.2
"378",1979.41666666667,6
"379",1979.5,5.9
"380",1979.58333333333,5.9
"381",1979.66666666667,5.7
"382",1979.75,5.6
"383",1979.83333333333,5.6
"384",1979.91666666667,5.7
"385",1980,6.9
"386",1980.08333333333,6.8
"387",1980.16666666667,6.6
"388",1980.25,6.7
"389",1980.33333333333,7.1
"390",1980.41666666667,7.8
"391",1980.5,7.9
"392",1980.58333333333,7.6
"393",1980.66666666667,7.2
"394",1980.75,7.1
"395",1980.83333333333,7.1
"396",1980.91666666667,6.9
"397",1981,8.2
"398",1981.08333333333,8
"399",1981.16666666667,7.7
"400",1981.25,7
"401",1981.33333333333,7.1
"402",1981.41666666667,7.7
"403",1981.5,7.3
"404",1981.58333333333,7.2
"405",1981.66666666667,7.3
"406",1981.75,7.5
"407",1981.83333333333,7.9
"408",1981.91666666667,8.3
"409",1982,9.4
"410",1982.08333333333,9.6
"411",1982.16666666667,9.5
"412",1982.25,9.2
"413",1982.33333333333,9.1
"414",1982.41666666667,9.8
"415",1982.5,9.8
"416",1982.58333333333,9.6
"417",1982.66666666667,9.7
"418",1982.75,9.9
"419",1982.83333333333,10.4
"420",1982.91666666667,10.5
"421",1983,11.4
"422",1983.08333333333,11.3
"423",1983.16666666667,10.8
"424",1983.25,10
"425",1983.33333333333,9.8
"426",1983.41666666667,10.2
"427",1983.5,9.4
"428",1983.58333333333,9.2
"429",1983.66666666667,8.8
"430",1983.75,8.4
"431",1983.83333333333,8.1
"432",1983.91666666667,8
"433",1984,8.8
"434",1984.08333333333,8.4
"435",1984.16666666667,8.1
"436",1984.25,7.6
"437",1984.33333333333,7.2
"438",1984.41666666667,7.4
"439",1984.5,7.5
"440",1984.58333333333,7.3
"441",1984.66666666667,7.1
"442",1984.75,7
"443",1984.83333333333,6.9
"444",1984.91666666667,7
"445",1985,8
"446",1985.08333333333,7.8
"447",1985.16666666667,7.5
"448",1985.25,7.1
"449",1985.33333333333,7
"450",1985.41666666667,7.5
"451",1985.5,7.4
"452",1985.58333333333,6.9
"453",1985.66666666667,6.9
"454",1985.75,6.8
"455",1985.83333333333,6.7
"456",1985.91666666667,6.7
"457",1986,7.3
"458",1986.08333333333,7.8
"459",1986.16666666667,7.5
"460",1986.25,7
"461",1986.33333333333,7
"462",1986.41666666667,7.3
"463",1986.5,7
"464",1986.58333333333,6.7
"465",1986.66666666667,6.8
"466",1986.75,6.6
"467",1986.83333333333,6.6
"468",1986.91666666667,6.3
"469",1987,7.3
"470",1987.08333333333,7.2
"471",1987.16666666667,6.9
"472",1987.25,6.2
"473",1987.33333333333,6.1
"474",1987.41666666667,6.3
"475",1987.5,6.1
"476",1987.58333333333,5.8
"477",1987.66666666667,5.7
"478",1987.75,5.7
"479",1987.83333333333,5.6
"480",1987.91666666667,5.4
"481",1988,6.3
"482",1988.08333333333,6.2
"483",1988.16666666667,5.9
"484",1988.25,5.3
"485",1988.33333333333,5.4
"486",1988.41666666667,5.5
"487",1988.5,5.5
"488",1988.58333333333,5.4
"489",1988.66666666667,5.2
"490",1988.75,5
"491",1988.83333333333,5.2
"492",1988.91666666667,5
"493",1989,6
"494",1989.08333333333,5.6
"495",1989.16666666667,5.2
"496",1989.25,5.1
"497",1989.33333333333,5
"498",1989.41666666667,5.5
"499",1989.5,5.3
"500",1989.58333333333,5.1
"501",1989.66666666667,5.1
"502",1989.75,5
"503",1989.83333333333,5.2
"504",1989.91666666667,5.1
"505",1990,6
"506",1990.08333333333,5.9
"507",1990.16666666667,5.5
"508",1990.25,5.3
"509",1990.33333333333,5.2
"510",1990.41666666667,5.4
"511",1990.5,5.6
"512",1990.58333333333,5.5
"513",1990.66666666667,5.6
"514",1990.75,5.5
"515",1990.83333333333,5.9
"516",1990.91666666667,6
"517",1991,7.1
"518",1991.08333333333,7.3
"519",1991.16666666667,7.2
"520",1991.25,6.5
"521",1991.33333333333,6.7
"522",1991.41666666667,7
"523",1991.5,6.8
"524",1991.58333333333,6.6
"525",1991.66666666667,6.5
"526",1991.75,6.5
"527",1991.83333333333,6.7
"528",1991.91666666667,6.9
"529",1992,8.1
"530",1992.08333333333,8.2
"531",1992.16666666667,7.8
"532",1992.25,7.2
"533",1992.33333333333,7.3
"534",1992.41666666667,8
"535",1992.5,7.7
"536",1992.58333333333,7.4
"537",1992.66666666667,7.3
"538",1992.75,6.9
"539",1992.83333333333,7.1
"540",1992.91666666667,7.1
"541",1993,8
"542",1993.08333333333,7.8
"543",1993.16666666667,7.4
"544",1993.25,6.9
"545",1993.33333333333,6.8
"546",1993.41666666667,7.2
"547",1993.5,7
"548",1993.58333333333,6.6
"549",1993.66666666667,6.4
"550",1993.75,6.4
"551",1993.83333333333,6.2
"552",1993.91666666667,6.1
"553",1994,7.3
"554",1994.08333333333,7.1
"555",1994.16666666667,6.8
"556",1994.25,6.2
"557",1994.33333333333,5.9
"558",1994.41666666667,6.2
"559",1994.5,6.2
"560",1994.58333333333,5.9
"561",1994.66666666667,5.6
"562",1994.75,5.4
"563",1994.83333333333,5.3
"564",1994.91666666667,5.1
"565",1995,6.2
"566",1995.08333333333,5.9
"567",1995.16666666667,5.7
"568",1995.25,5.6
"569",1995.33333333333,5.5
"570",1995.41666666667,5.8
"571",1995.5,5.9
"572",1995.58333333333,5.6
"573",1995.66666666667,5.4
"574",1995.75,5.2
"575",1995.83333333333,5.3
"576",1995.91666666667,5.2
"577",1996,6.3
"578",1996.08333333333,6
"579",1996.16666666667,5.8
"580",1996.25,5.4
"581",1996.33333333333,5.4
"582",1996.41666666667,5.5
"583",1996.5,5.6
"584",1996.58333333333,5.1
"585",1996.66666666667,5
"586",1996.75,4.9
"587",1996.83333333333,5
"588",1996.91666666667,5
"589",1997,5.9
"590",1997.08333333333,5.7
"591",1997.16666666667,5.5
"592",1997.25,4.8
"593",1997.33333333333,4.7
"594",1997.41666666667,5.2
"595",1997.5,5
"596",1997.58333333333,4.8
"597",1997.66666666667,4.7
"598",1997.75,4.4
"599",1997.83333333333,4.3
"600",1997.91666666667,4.4
"601",1998,5.2
"602",1998.08333333333,5
"603",1998.16666666667,5
"604",1998.25,4.1
"605",1998.33333333333,4.2
"606",1998.41666666667,4.7
"607",1998.5,4.7
"608",1998.58333333333,4.5
"609",1998.66666666667,4.4
"610",1998.75,4.2
"611",1998.83333333333,4.1
"612",1998.91666666667,4
"613",1999,4.8
"614",1999.08333333333,4.7
"615",1999.16666666667,4.4
"616",1999.25,4.1
"617",1999.33333333333,4
"618",1999.41666666667,4.5
"619",1999.5,4.5
"620",1999.58333333333,4.2
"621",1999.66666666667,4.1
"622",1999.75,3.8
"623",1999.83333333333,3.8
"624",1999.91666666667,3.7
