"","time","cpi"
"372",1978.91666666667,67.7
"373",1979,68.3
"374",1979.08333333333,69.1
"375",1979.16666666667,69.8
"376",1979.25,70.6
"377",1979.33333333333,71.5
"378",1979.41666666667,72.3
"379",1979.5,73.1
"380",1979.58333333333,73.8
"381",1979.66666666667,74.6
"382",1979.75,75.2
"383",1979.83333333333,75.9
"384",1979.91666666667,76.7
"385",1980,77.8
"386",1980.08333333333,78.9
"387",1980.16666666667,80.1
"388",1980.25,81
"389",1980.33333333333,81.8
"390",1980.41666666667,82.7
"391",1980.5,82.7
"392",1980.58333333333,83.3
"393",1980.66666666667,84
"394",1980.75,84.8
"395",1980.83333333333,85.5
"396",1980.91666666667,86.3
"397",1981,87
"398",1981.08333333333,87.9
"399",1981.16666666667,88.5
"400",1981.25,89.1
"401",1981.33333333333,89.8
"402",1981.41666666667,90.6
"403",1981.5,91.6
"404",1981.58333333333,92.3
"405",1981.66666666667,93.2
"406",1981.75,93.4
"407",1981.83333333333,93.7
"408",1981.91666666667,94
"409",1982,94.3
"410",1982.08333333333,94.6
"411",1982.16666666667,94.5
"412",1982.25,94.9
"413",1982.33333333333,95.8
"414",1982.41666666667,97
"415",1982.5,97.5
"416",1982.58333333333,97.7
"417",1982.66666666667,97.9
"418",1982.75,98.2
"419",1982.83333333333,98
"420",1982.91666666667,97.6
"421",1983,97.8
"422",1983.08333333333,97.9
"423",1983.16666666667,97.9
"424",1983.25,98.6
"425",1983.33333333333,99.2
"426",1983.41666666667,99.5
"427",1983.5,99.9
"428",1983.58333333333,100.2
"429",1983.66666666667,100.7
"430",1983.75,101
"431",1983.83333333333,101.2
"432",1983.91666666667,101.3
"433",1984,101.9
"434",1984.08333333333,102.4
"435",1984.16666666667,102.6
"436",1984.25,103.1
"437",1984.33333333333,103.4
"438",1984.41666666667,103.7
"439",1984.5,104.1
"440",1984.58333333333,104.5
"441",1984.66666666667,105
"442",1984.75,105.3
"443",1984.83333333333,105.3
"444",1984.91666666667,105.3
"445",1985,105.5
"446",1985.08333333333,106
"447",1985.16666666667,106.4
"448",1985.25,106.9
"449",1985.33333333333,107.3
"450",1985.41666666667,107.6
"451",1985.5,107.8
"452",1985.58333333333,108
"453",1985.66666666667,108.3
"454",1985.75,108.7
"455",1985.83333333333,109
"456",1985.91666666667,109.3
"457",1986,109.6
"458",1986.08333333333,109.3
"459",1986.16666666667,108.8
"460",1986.25,108.6
"461",1986.33333333333,108.9
"462",1986.41666666667,109.5
"463",1986.5,109.5
"464",1986.58333333333,109.7
"465",1986.66666666667,110.2
"466",1986.75,110.3
"467",1986.83333333333,110.4
"468",1986.91666666667,110.5
"469",1987,111.2
"470",1987.08333333333,111.6
"471",1987.16666666667,112.1
"472",1987.25,112.7
"473",1987.33333333333,113.1
"474",1987.41666666667,113.5
"475",1987.5,113.8
"476",1987.58333333333,114.4
"477",1987.66666666667,115
"478",1987.75,115.3
"479",1987.83333333333,115.4
"480",1987.91666666667,115.4
"481",1988,115.7
"482",1988.08333333333,116
"483",1988.16666666667,116.5
"484",1988.25,117.1
"485",1988.33333333333,117.5
"486",1988.41666666667,118
"487",1988.5,118.5
"488",1988.58333333333,119
"489",1988.66666666667,119.8
"490",1988.75,120.2
"491",1988.83333333333,120.3
"492",1988.91666666667,120.5
"493",1989,121.1
"494",1989.08333333333,121.6
"495",1989.16666666667,122.3
"496",1989.25,123.1
"497",1989.33333333333,123.8
"498",1989.41666666667,124.1
"499",1989.5,124.4
"500",1989.58333333333,124.6
"501",1989.66666666667,125
"502",1989.75,125.6
"503",1989.83333333333,125.9
"504",1989.91666666667,126.1
"505",1990,127.4
"506",1990.08333333333,128
"507",1990.16666666667,128.7
"508",1990.25,128.9
"509",1990.33333333333,129.2
"510",1990.41666666667,129.9
"511",1990.5,130.4
"512",1990.58333333333,131.6
"513",1990.66666666667,132.7
"514",1990.75,133.5
"515",1990.83333333333,133.8
"516",1990.91666666667,133.8
"517",1991,134.6
"518",1991.08333333333,134.8
"519",1991.16666666667,135
"520",1991.25,135.2
"521",1991.33333333333,135.6
"522",1991.41666666667,136
"523",1991.5,136.2
"524",1991.58333333333,136.6
"525",1991.66666666667,137.2
"526",1991.75,137.4
"527",1991.83333333333,137.8
"528",1991.91666666667,137.9
"529",1992,138.1
"530",1992.08333333333,138.6
"531",1992.16666666667,139.3
"532",1992.25,139.5
"533",1992.33333333333,139.7
"534",1992.41666666667,140.2
"535",1992.5,140.5
"536",1992.58333333333,140.9
"537",1992.66666666667,141.3
"538",1992.75,141.8
"539",1992.83333333333,142
"540",1992.91666666667,141.9
"541",1993,142.6
"542",1993.08333333333,143.1
"543",1993.16666666667,143.6
"544",1993.25,144
"545",1993.33333333333,144.2
"546",1993.41666666667,144.4
"547",1993.5,144.4
"548",1993.58333333333,144.8
"549",1993.66666666667,145.1
"550",1993.75,145.7
"551",1993.83333333333,145.8
"552",1993.91666666667,145.8
"553",1994,146.2
"554",1994.08333333333,146.7
"555",1994.16666666667,147.2
"556",1994.25,147.4
"557",1994.33333333333,147.5
"558",1994.41666666667,148
"559",1994.5,148.4
"560",1994.58333333333,149
"561",1994.66666666667,149.4
"562",1994.75,149.5
"563",1994.83333333333,149.7
"564",1994.91666666667,149.7
"565",1995,150.3
"566",1995.08333333333,150.9
"567",1995.16666666667,151.4
"568",1995.25,151.9
"569",1995.33333333333,152.2
"570",1995.41666666667,152.5
"571",1995.5,152.5
"572",1995.58333333333,152.9
"573",1995.66666666667,153.2
"574",1995.75,153.7
"575",1995.83333333333,153.6
"576",1995.91666666667,153.5
"577",1996,154.4
"578",1996.08333333333,154.9
"579",1996.16666666667,155.7
"580",1996.25,156.3
"581",1996.33333333333,156.6
"582",1996.41666666667,156.7
"583",1996.5,157
"584",1996.58333333333,157.3
"585",1996.66666666667,157.8
"586",1996.75,158.3
"587",1996.83333333333,158.6
"588",1996.91666666667,158.6
"589",1997,159.1
"590",1997.08333333333,159.6
"591",1997.16666666667,160
"592",1997.25,160.2
"593",1997.33333333333,160.1
"594",1997.41666666667,160.3
"595",1997.5,160.5
"596",1997.58333333333,160.8
"597",1997.66666666667,161.2
"598",1997.75,161.6
"599",1997.83333333333,161.5
"600",1997.91666666667,161.3
"601",1998,161.6
"602",1998.08333333333,161.9
"603",1998.16666666667,162.2
"604",1998.25,162.5
"605",1998.33333333333,162.8
"606",1998.41666666667,163
"607",1998.5,163.2
"608",1998.58333333333,163.4
"609",1998.66666666667,163.6
"610",1998.75,164
"611",1998.83333333333,164
"612",1998.91666666667,163.9
"613",1999,164.3
"614",1999.08333333333,164.5
"615",1999.16666666667,165
"616",1999.25,166.2
"617",1999.33333333333,166.2
"618",1999.41666666667,166.2
"619",1999.5,166.7
"620",1999.58333333333,167.1
"621",1999.66666666667,167.9
"622",1999.75,168.2
"623",1999.83333333333,168.3
"624",1999.91666666667,168.3
