"","Source","Time","Ener"
"198","COUP.263",795335,2.75
"199","COUP.263",796400,4.27
"200","COUP.263",800794,5.35
"201","COUP.263",806463,4.2
"202","COUP.263",810371,3.2
"203","COUP.263",821176,3.06
"204","COUP.263",823620,5.58
"205","COUP.263",825834,5.08
"206","COUP.263",829870,4.74
"207","COUP.263",836124,2.87
"208","COUP.263",843509,6.56
"209","COUP.263",848201,3.04
"210","COUP.551",80,0.7
"211","COUP.551",921,3.39
"212","COUP.551",2281,0.91
"213","COUP.551",5831,1.81
"214","COUP.551",6095,0.88
"215","COUP.551",7703,1.27
"216","COUP.551",8205,1.1
"217","COUP.551",8761,1.17
"218","COUP.551",11010,9.61
"219","COUP.551",11095,1.42
"220","COUP.551",14201,1.01
"221","COUP.551",22531,1.37
"222","COUP.551",24843,0.97
"223","COUP.551",25230,1.15
"224","COUP.551",26825,1
"225","COUP.551",29077,1.11
"226","COUP.551",32363,3.02
"227","COUP.551",33154,1.88
"228","COUP.551",34269,2.22
"229","COUP.551",36053,0.97
"230","COUP.551",36575,1.52
"231","COUP.551",37794,0.96
"232","COUP.551",37957,1.17
"233","COUP.551",38695,0.75
"234","COUP.551",39144,0.96
"235","COUP.551",44035,1.17
"236","COUP.551",47217,5.14
"237","COUP.551",47411,1.84
"238","COUP.551",52374,1.05
"239","COUP.551",55280,5.2
"240","COUP.551",56128,0.88
"241","COUP.551",56395,2.83
"242","COUP.551",57130,1.31
"243","COUP.551",62856,1.3
"244","COUP.551",64165,0.86
"245","COUP.551",65488,2.69
"246","COUP.551",68183,0.9
"247","COUP.551",69772,0.98
"248","COUP.551",70774,4.2
"249","COUP.551",73450,1.07
"250","COUP.551",74638,2.86
"251","COUP.551",76742,0.86
"252","COUP.551",78884,1.79
"253","COUP.551",80587,3.91
"254","COUP.551",82983,0.98
"255","COUP.551",83319,1.26
"256","COUP.551",85276,1.42
"257","COUP.551",87246,1.53
"258","COUP.551",90748,1.58
"259","COUP.551",90826,1.26
"260","COUP.551",92519,1.09
"261","COUP.551",95783,1.98
"262","COUP.551",96248,1.84
"263","COUP.551",100557,1.49
"264","COUP.551",101544,1.1
"265","COUP.551",101601,1.07
"266","COUP.551",102069,1.23
"267","COUP.551",102217,6.3
"268","COUP.551",102543,1.45
"269","COUP.551",102700,1.31
"270","COUP.551",102914,0.94
"271","COUP.551",103068,1.46
"272","COUP.551",109120,1.82
"273","COUP.551",109447,1.65
"274","COUP.551",109771,2.13
"275","COUP.551",109987,0.75
"276","COUP.551",110236,1.76
"277","COUP.551",110716,0.81
"278","COUP.551",113829,0.79
"279","COUP.551",114177,1.06
"280","COUP.551",114834,2.56
"281","COUP.551",115076,1.49
"282","COUP.551",115761,0.99
"283","COUP.551",115958,2.51
"284","COUP.551",116207,0.76
"285","COUP.551",116376,1.34
"286","COUP.551",116521,1.38
"287","COUP.551",116951,2.68
"288","COUP.551",117353,1.92
"289","COUP.551",117620,1.04
"290","COUP.551",117730,1.57
"291","COUP.551",118248,1.58
"292","COUP.551",118421,0.47
"293","COUP.551",119856,1.34
"294","COUP.551",120387,2.29
"295","COUP.551",120752,4.38
"296","COUP.551",121738,3.79
"297","COUP.551",121948,1.48
"298","COUP.551",122046,1.87
"299","COUP.551",122137,4.12
"300","COUP.551",122561,1.72
"301","COUP.551",123239,0.91
"302","COUP.551",123406,1.98
"303","COUP.551",123447,1.03
"304","COUP.551",124169,1.4
"305","COUP.551",124493,1.17
"306","COUP.551",124502,1.07
"307","COUP.551",124791,1.25
"308","COUP.551",124986,1.27
"309","COUP.551",125771,1.37
"310","COUP.551",126063,0.98
"311","COUP.551",126365,1.25
"312","COUP.551",126581,0.89
"313","COUP.551",126647,2.02
"314","COUP.551",127059,1.61
"315","COUP.551",127492,1.03
"316","COUP.551",127605,0.99
"317","COUP.551",127722,1.06
"318","COUP.551",128246,1.61
"319","COUP.551",128658,1.05
"320","COUP.551",129886,1.68
"321","COUP.551",130442,1.21
"322","COUP.551",130630,1.16
"323","COUP.551",130900,1.77
"324","COUP.551",134908,1.68
"325","COUP.551",135376,1.92
"326","COUP.551",135609,0.87
"327","COUP.551",136146,5.26
"328","COUP.551",136749,1.32
"329","COUP.551",142151,1.06
"330","COUP.551",144488,1.01
"331","COUP.551",145833,1.05
"332","COUP.551",148543,1.21
"333","COUP.551",150199,0.71
"334","COUP.551",152463,1.46
"335","COUP.551",152507,2.07
"336","COUP.551",152617,0.87
"337","COUP.551",152765,0.9
"338","COUP.551",155780,1.86
"339","COUP.551",157702,2.49
"340","COUP.551",158089,1.32
"341","COUP.551",158921,1.29
"342","COUP.551",159019,1.04
"343","COUP.551",161117,1.06
"344","COUP.551",161277,1.48
"345","COUP.551",161346,1.38
"346","COUP.551",162436,0.94
"347","COUP.551",166067,1.01
"348","COUP.551",167531,1.5
"349","COUP.551",169035,0.78
"350","COUP.551",169145,1.67
"351","COUP.551",171507,1.91
"352","COUP.551",172343,1.91
"353","COUP.551",176536,4.14
"354","COUP.551",181304,2.96
"355","COUP.551",181386,1.04
"356","COUP.551",183481,0.84
"357","COUP.551",183738,0.99
"358","COUP.551",184809,1.03
"359","COUP.551",186992,0.85
"360","COUP.551",187335,1.25
"361","COUP.551",187705,1.41
"362","COUP.551",187834,1.11
"363","COUP.551",188051,6.79
"364","COUP.551",188111,1.28
"365","COUP.551",189954,1.74
"366","COUP.551",190664,1.39
"367","COUP.551",190677,2.07
"368","COUP.551",190937,3.73
"369","COUP.551",191201,1.4
"370","COUP.551",192087,2.05
"371","COUP.551",192385,0.84
"372","COUP.551",193098,2.73
"373","COUP.551",195259,1.98
"374","COUP.551",198554,1.47
"375","COUP.551",198680,1.21
"376","COUP.551",200791,2.1
"377","COUP.551",201727,1.28
"378","COUP.551",203866,0.73
"379","COUP.551",204346,1.36
"380","COUP.551",204946,1.64
"381","COUP.551",205443,1.23
"382","COUP.551",206061,1.13
"383","COUP.551",206708,1.38
"384","COUP.551",207456,1.7
"385","COUP.551",209573,0.96
"386","COUP.551",211382,1.13
"387","COUP.551",213151,1.39
"388","COUP.551",217856,1.05
"389","COUP.551",221468,8.91
"390","COUP.551",223648,0.82
"391","COUP.551",224424,0.86
"392","COUP.551",224785,1.51
"393","COUP.551",225975,1.08
"394","COUP.551",225982,1.83
"395","COUP.551",228507,1.35
"396","COUP.551",229553,0.71
"397","COUP.551",229641,0.9
"398","COUP.551",230957,0.94
"399","COUP.551",231814,1.03
"400","COUP.551",232810,0.99
"401","COUP.551",233727,0.98
"402","COUP.551",237204,1.95
"403","COUP.551",237405,3.13
"404","COUP.551",237660,2.5
"405","COUP.551",238652,2.03
"406","COUP.551",241055,1.3
"407","COUP.551",241172,3.52
"408","COUP.551",242419,1.28
"409","COUP.551",242657,1.68
"410","COUP.551",244316,1.44
"411","COUP.551",250211,1.41
"412","COUP.551",250651,0.86
"413","COUP.551",255366,1.61
"414","COUP.551",257338,1.01
"415","COUP.551",257527,0.95
"416","COUP.551",258023,1.17
"417","COUP.551",258114,0.86
"418","COUP.551",258334,1.06
"419","COUP.551",259248,1.28
"420","COUP.551",259622,1.56
"421","COUP.551",265725,1.35
"422","COUP.551",265756,1.69
"423","COUP.551",266504,0.79
"424","COUP.551",269780,1.05
"425","COUP.551",272711,0.88
"426","COUP.551",273958,0.89
"427","COUP.551",275230,1.09
"428","COUP.551",275648,1.95
"429","COUP.551",276910,8.71
"430","COUP.551",278120,1
"431","COUP.551",280855,1.67
"432","COUP.551",290756,1.05
"433","COUP.551",291164,1.26
"434","COUP.551",296143,1.01
"435","COUP.551",297195,1.54
"436","COUP.551",297632,1.89
"437","COUP.551",300308,1.91
"438","COUP.551",300383,1.3
"439","COUP.551",301382,1.79
"440","COUP.551",301404,0.82
"441","COUP.551",302886,1.08
"442","COUP.551",302940,1.22
"443","COUP.551",304576,1.46
"444","COUP.551",304702,0.84
"445","COUP.551",304894,0.6
"446","COUP.551",306728,0.82
"447","COUP.551",307278,1.17
"448","COUP.551",307890,0.9
"449","COUP.551",308641,1.09
"450","COUP.551",308788,1.29
"451","COUP.551",310968,1.32
"452","COUP.551",311546,0.85
"453","COUP.551",311980,1.37
"454","COUP.551",315202,1.04
"455","COUP.551",316264,1.82
"456","COUP.551",318350,1.82
"457","COUP.551",318529,1.73
"458","COUP.551",321905,1.09
"459","COUP.551",322603,0.79
"460","COUP.551",323416,1.62
"461","COUP.551",323746,0.85
"462","COUP.551",324867,1.39
"463","COUP.551",325169,0.92
"464","COUP.551",325533,1.95
"465","COUP.551",326812,1.09
"466","COUP.551",328439,0.8
"467","COUP.551",330735,1.22
"468","COUP.551",330879,1.96
"469","COUP.551",335057,0.64
"470","COUP.551",335321,1.05
"471","COUP.551",335628,5.33
"472","COUP.551",337962,0.95
"473","COUP.551",338229,1.21
"474","COUP.551",338527,0.94
"475","COUP.551",338691,0.9
"476","COUP.551",339994,1.36
"477","COUP.551",340057,0.95
"478","COUP.551",340085,0.87
"479","COUP.551",343173,1.14
"480","COUP.551",343965,1.3
"481","COUP.551",344027,1.19
"482","COUP.551",346628,1.4
"483","COUP.551",346798,1.95
"484","COUP.551",348598,1.12
"485","COUP.551",350862,1.36
"486","COUP.551",350881,1.31
"487","COUP.551",351993,1.01
"488","COUP.551",352540,1.13
"489","COUP.551",352800,1.34
"490","COUP.551",353564,1.4
"491","COUP.551",354123,2.96
"492","COUP.551",354255,0.51
"493","COUP.551",354716,2.1
"494","COUP.551",354898,2.43
"495","COUP.551",356067,1.8
"496","COUP.551",359959,1.37
"497","COUP.551",359974,1.21
"498","COUP.551",362233,0.89
"499","COUP.551",366391,0.99
"500","COUP.551",366611,0.77
"501","COUP.551",366680,5.34
"502","COUP.551",367092,1.29
"503","COUP.551",368515,1.32
"504","COUP.551",369058,1.6
"505","COUP.551",369526,1.5
"506","COUP.551",370503,1.1
"507","COUP.551",370534,0.91
"508","COUP.551",370638,1.43
"509","COUP.551",372510,1.41
"510","COUP.551",373484,1.06
"511","COUP.551",373864,1.15
"512","COUP.551",374580,1.46
"513","COUP.551",375971,1.44
"514","COUP.551",378315,1.41
"515","COUP.551",378406,0.76
"516","COUP.551",379719,0.64
"517","COUP.551",380504,1.09
"518","COUP.551",380714,1.99
"519","COUP.551",381842,2.16
"520","COUP.551",384286,1.2
"521","COUP.551",385347,2.64
"522","COUP.551",385486,1.2
"523","COUP.551",385749,0.87
"524","COUP.551",387606,1.32
"525","COUP.551",388287,1.05
"526","COUP.551",388306,0.89
"527","COUP.551",389032,2.46
"528","COUP.551",390222,1.42
"529","COUP.551",392521,1.14
"530","COUP.551",395056,1.03
"531","COUP.551",396143,1.16
"532","COUP.551",396215,1.42
"533","COUP.551",396834,0.8
"534","COUP.551",397415,0.77
"535","COUP.551",398053,0.66
"536","COUP.551",399036,1
"537","COUP.551",399425,1.1
"538","COUP.551",400123,0.53
"539","COUP.551",402032,2.66
"540","COUP.551",402456,1.41
"541","COUP.551",403069,1.25
"542","COUP.551",403195,0.91
"543","COUP.551",404225,0.92
"544","COUP.551",404938,0.93
"545","COUP.551",405409,1.05
"546","COUP.551",405488,6.14
"547","COUP.551",406920,1.45
"548","COUP.551",408710,1.08
"549","COUP.551",410742,1.11
"550","COUP.551",410865,0.82
"551","COUP.551",411132,3.28
"552","COUP.551",412137,1.97
"553","COUP.551",412332,0.89
"554","COUP.551",413337,0.83
"555","COUP.551",413551,1.14
"556","COUP.551",414257,2.66
"557","COUP.551",415696,1.18
"558","COUP.551",416974,0.91
"559","COUP.551",418460,0.82
"560","COUP.551",418469,2.3
"561","COUP.551",419917,1.53
"562","COUP.551",420093,1.49
"563","COUP.551",420948,1.31
"564","COUP.551",421246,1.08
"565","COUP.551",422421,0.87
"566","COUP.551",424085,0.89
"567","COUP.551",424899,1.43
"568","COUP.551",427041,1.98
"569","COUP.551",427176,1.12
"570","COUP.551",427625,0.9
"571","COUP.551",428863,1.43
"572","COUP.551",433860,1
"573","COUP.551",437959,2.02
"574","COUP.551",438025,1.37
"575","COUP.551",442910,1.78
"576","COUP.551",444998,0.97
"577","COUP.551",445887,1.73
"578","COUP.551",446104,1.45
"579","COUP.551",446553,1.47
"580","COUP.551",446572,4.05
"581","COUP.551",446918,0.9
"582","COUP.551",448604,2.04
"583","COUP.551",450297,1.24
"584","COUP.551",452361,1.34
"585","COUP.551",452694,1.8
"586","COUP.551",453017,1.14
"587","COUP.551",459711,1.58
"588","COUP.551",460685,1.44
"589","COUP.551",464507,2.03
"590","COUP.551",467777,2.01
"591","COUP.551",470773,8.72
"592","COUP.551",471282,0.99
"593","COUP.551",471662,2.73
"594","COUP.551",471867,0.88
"595","COUP.551",472115,1.82
"596","COUP.551",472558,1.82
"597","COUP.551",472595,1.42
"598","COUP.551",473318,0.96
"599","COUP.551",473330,1.53
"600","COUP.551",474141,2.09
"601","COUP.551",474863,4.85
"602","COUP.551",475149,1.21
"603","COUP.551",475705,2.69
"604","COUP.551",475711,1.14
"605","COUP.551",475843,2.75
"606","COUP.551",476094,1.17
"607","COUP.551",476361,1.57
"608","COUP.551",476741,5.91
"609","COUP.551",476917,1.91
"610","COUP.551",477869,4.2
"611","COUP.551",477966,4.71
"612","COUP.551",478243,1.35
"613","COUP.551",478365,1.47
"614","COUP.551",478585,0.77
"615","COUP.551",478673,1.45
"616","COUP.551",478742,3.06
"617","COUP.551",479135,0.92
"618","COUP.551",479345,2.31
"619","COUP.551",479471,1.18
"620","COUP.551",479845,1.03
"621","COUP.551",480011,1.98
"622","COUP.551",480134,2.09
"623","COUP.551",480322,1.49
"624","COUP.551",480630,1.51
"625","COUP.551",480677,3.31
"626","COUP.551",480781,1.67
"627","COUP.551",480818,3.91
"628","COUP.551",480982,4.91
"629","COUP.551",481177,1.65
"630","COUP.551",481214,2.55
"631","COUP.551",481271,4.15
"632","COUP.551",481286,2.84
"633","COUP.551",481648,2.74
"634","COUP.551",481924,1.48
"635","COUP.551",481946,1.29
"636","COUP.551",482091,0.85
"637","COUP.551",482219,3.09
"638","COUP.551",482508,0.92
"639","COUP.551",482763,1.22
"640","COUP.551",483071,1.25
"641","COUP.551",483385,3.9
"642","COUP.551",483435,0.89
"643","COUP.551",483482,1.61
"644","COUP.551",483922,0.93
"645","COUP.551",483953,0.64
"646","COUP.551",483963,1.54
"647","COUP.551",484000,1.56
"648","COUP.551",484226,0.85
"649","COUP.551",484340,0.89
"650","COUP.551",484358,0.89
"651","COUP.551",484377,4.86
"652","COUP.551",484588,0.88
"653","COUP.551",484691,1.99
"654","COUP.551",484776,1.53
"655","COUP.551",484867,1.25
"656","COUP.551",484892,1.18
"657","COUP.551",484977,1.62
"658","COUP.551",485181,0.89
"659","COUP.551",485574,1.49
"660","COUP.551",486676,0.62
"661","COUP.551",486802,3.78
"662","COUP.551",487258,0.95
"663","COUP.551",487280,1.19
"664","COUP.551",487697,1.16
"665","COUP.551",487895,0.79
"666","COUP.551",488410,1.89
"667","COUP.551",488985,1.03
"668","COUP.551",488994,1.37
"669","COUP.551",489739,3.46
"670","COUP.551",490144,1.17
"671","COUP.551",490578,0.92
"672","COUP.551",491859,1.77
"673","COUP.551",492886,0.95
"674","COUP.551",493122,1.68
"675","COUP.551",493307,1
"676","COUP.551",493502,1.14
"677","COUP.551",493587,1.35
"678","COUP.551",493932,1.01
"679","COUP.551",494472,1.93
"680","COUP.551",494523,1.85
"681","COUP.551",494981,2.31
"682","COUP.551",495716,1.07
"683","COUP.551",495839,1.43
"684","COUP.551",497013,1.24
"685","COUP.551",498474,0.97
"686","COUP.551",499228,2.2
"687","COUP.551",500839,1.06
"688","COUP.551",501540,0.99
"689","COUP.551",502636,1.7
"690","COUP.551",508918,0.91
"691","COUP.551",509436,3.11
"692","COUP.551",509857,1.59
"693","COUP.551",510165,1.15
"694","COUP.551",510972,1.19
"695","COUP.551",511798,2.11
"696","COUP.551",515282,1.9
"697","COUP.551",516909,1.37
"698","COUP.551",517330,1.29
"699","COUP.551",517471,2.1
"700","COUP.551",519428,0.74
"701","COUP.551",520015,1.55
"702","COUP.551",520411,0.73
"703","COUP.551",526137,2.34
"704","COUP.551",526159,1.29
"705","COUP.551",527136,1.79
"706","COUP.551",527554,1.11
"707","COUP.551",533069,1.03
"708","COUP.551",533873,1.64
"709","COUP.551",536355,1.95
"710","COUP.551",540366,0.93
"711","COUP.551",542008,1.33
"712","COUP.551",542995,0.93
"713","COUP.551",547976,0.82
"714","COUP.551",548982,6.5
"715","COUP.551",549795,1.43
"716","COUP.551",550671,1.97
"717","COUP.551",551017,0.9
"718","COUP.551",553153,1.33
"719","COUP.551",555794,0.56
"720","COUP.551",556727,1.44
"721","COUP.551",556774,1.47
"722","COUP.551",557126,1.04
"723","COUP.551",559234,0.89
"724","COUP.551",559485,1.23
"725","COUP.551",561907,0.7
"726","COUP.551",561932,0.93
"727","COUP.551",562312,1.29
"728","COUP.551",562560,0.67
"729","COUP.551",562670,0.95
"730","COUP.551",563754,0.9
"731","COUP.551",566546,3.09
"732","COUP.551",567372,1.29
"733","COUP.551",568550,2.08
"734","COUP.551",569643,3.83
"735","COUP.551",571286,1.19
"736","COUP.551",572589,2.96
"737","COUP.551",573563,0.77
"738","COUP.551",578328,1.23
"739","COUP.551",578538,1.99
"740","COUP.551",580992,0.82
"741","COUP.551",582955,1.2
"742","COUP.551",583589,1.56
"743","COUP.551",589366,1.93
"744","COUP.551",590085,0.81
"745","COUP.551",591398,1.21
"746","COUP.551",591960,1.6
"747","COUP.551",593069,0.86
"748","COUP.551",593122,1.44
"749","COUP.551",594445,1.49
"750","COUP.551",595575,1.43
"751","COUP.551",597215,1.04
"752","COUP.551",597353,2.74
"753","COUP.551",598927,1.59
"754","COUP.551",600356,1.64
"755","COUP.551",600441,0.7
"756","COUP.551",601782,1.66
"757","COUP.551",602350,0.93
"758","COUP.551",602941,0.95
"759","COUP.551",605020,1.11
"760","COUP.551",605027,1.98
"761","COUP.551",605912,2.34
"762","COUP.551",606556,1.23
"763","COUP.551",609019,1.12
"764","COUP.551",609528,1.6
"765","COUP.551",611730,1.5
"766","COUP.551",622739,0.79
"767","COUP.551",623483,1.68
"768","COUP.551",623549,2.04
"769","COUP.551",624426,1.31
"770","COUP.551",627168,1.67
"771","COUP.551",628251,0.65
"772","COUP.551",628424,2.33
"773","COUP.551",629750,1.26
"774","COUP.551",631641,2.19
"775","COUP.551",633836,0.73
"776","COUP.551",635014,1.82
"777","COUP.551",635067,3.26
"778","COUP.551",639179,1.14
"779","COUP.551",644418,1.07
"780","COUP.551",647889,2.68
"781","COUP.551",648479,1.04
"782","COUP.551",648530,2.04
"783","COUP.551",649155,1.21
"784","COUP.551",652723,1.83
"785","COUP.551",652754,1.05
"786","COUP.551",653596,1.59
"787","COUP.551",654520,3.94
"788","COUP.551",655503,1.56
"789","COUP.551",659599,1.84
"790","COUP.551",659602,1.82
"791","COUP.551",663707,0.76
"792","COUP.551",665187,1.09
"793","COUP.551",667674,0.97
"794","COUP.551",667721,1.11
"795","COUP.551",670259,1.89
"796","COUP.551",671745,0.96
"797","COUP.551",671981,1.48
"798","COUP.551",675222,1.24
"799","COUP.551",676557,3.58
"800","COUP.551",676629,1.26
"801","COUP.551",676859,1.23
"802","COUP.551",678310,2.07
"803","COUP.551",679601,3.44
"804","COUP.551",679814,1.3
"805","COUP.551",680012,1.03
"806","COUP.551",680461,1.69
"807","COUP.551",680738,2.31
"808","COUP.551",680936,0.98
"809","COUP.551",682446,0.46
"810","COUP.551",683301,1.78
"811","COUP.551",684884,1.18
"812","COUP.551",685628,6.76
"813","COUP.551",689972,2.74
"814","COUP.551",692001,1.46
"815","COUP.551",692887,1.26
"816","COUP.551",693578,1.02
"817","COUP.551",693735,1.1
"818","COUP.551",697906,1.58
"819","COUP.551",698990,1.56
"820","COUP.551",700045,2.51
"821","COUP.551",702715,0.85
"822","COUP.551",702828,1.01
"823","COUP.551",703064,2.37
"824","COUP.551",704989,1.09
"825","COUP.551",705944,1.92
"826","COUP.551",706450,1.15
"827","COUP.551",709701,2.18
"828","COUP.551",715958,1.23
"829","COUP.551",716388,1.33
"830","COUP.551",718141,1.48
"831","COUP.551",719645,2.48
"832","COUP.551",719862,1.27
"833","COUP.551",721558,4.21
"834","COUP.551",723694,1.79
"835","COUP.551",728396,2.01
"836","COUP.551",729442,0.92
"837","COUP.551",729624,3.75
"838","COUP.551",731211,2.73
"839","COUP.551",738985,1.18
"840","COUP.551",739066,0.81
"841","COUP.551",742204,1.13
"842","COUP.551",745879,1.13
"843","COUP.551",748269,1.01
"844","COUP.551",749981,3.45
"845","COUP.551",751172,1
"846","COUP.551",753471,1.18
"847","COUP.551",755060,5.77
"848","COUP.551",756665,1.27
"849","COUP.551",757542,2.75
"850","COUP.551",757953,4.74
"851","COUP.551",760161,1.27
"852","COUP.551",762592,2.11
"853","COUP.551",763390,3.86
"854","COUP.551",764728,2.14
"855","COUP.551",767788,1.9
"856","COUP.551",768868,2.14
"857","COUP.551",769321,0.92
"858","COUP.551",770458,0.47
"859","COUP.551",772326,2.76
"860","COUP.551",773451,1.31
"861","COUP.551",776730,1.02
"862","COUP.551",778517,0.95
"863","COUP.551",812230,1.85
"864","COUP.551",813063,0.81
"865","COUP.551",814501,2.7
"866","COUP.551",818245,3.83
"867","COUP.551",820086,0.77
"868","COUP.551",820186,1.45
"869","COUP.551",821528,2.27
"870","COUP.551",830266,1.6
"871","COUP.551",834553,1.54
"872","COUP.551",836777,1.18
"873","COUP.551",839268,0.89
"874","COUP.551",839522,2.91
