"","name","country.etc","pop","lat","long","capital"
"213","Costa Mesa CA","CA",109357,33.67,-117.91,0
"214","Council Bluffs IA","IA",58834,41.24,-95.86,0
"215","Country Club FL","FL",58321,25.95,-80.32,0
"216","Covina CA","CA",49039,34.09,-117.88,0
"217","Covington KY","KY",41896,39.04,-84.51,0
"218","Cranston RI","RI",83595,41.77,-71.48,0
"219","Crystal Lake IL","IL",41874,42.23,-88.33,0
"220","Culver City CA","CA",40361,34.01,-118.4,0
"221","Cupertino CA","CA",50952,37.31,-122.05,0
"222","Cuyahoga Falls OH","OH",52223,41.17,-81.52,0
"223","Cypress CA","CA",47521,33.82,-118.04,0
"224","Dale City VA","VA",62241,38.65,-77.34,0
"225","Dallas TX","TX",1216543,32.79,-96.77,0
"226","Daly City CA","CA",98084,37.69,-122.47,0
"227","Danbury CT","CT",79292,41.4,-73.47,0
"228","Danville CA","CA",43110,37.81,-121.97,0
"229","Danville VA","VA",45382,36.58,-79.41,0
"230","Davenport IA","IA",96595,41.56,-90.6,0
"231","Davie FL","FL",84154,26.08,-80.29,0
"232","Davis CA","CA",66992,38.55,-121.74,0
"233","Dayton OH","OH",157607,39.78,-84.2,0
"234","Daytona Beach FL","FL",64735,29.19,-81.05,0
"235","DeKalb IL","IL",44223,41.93,-88.75,0
"236","DeSoto TX","TX",47179,32.6,-96.86,0
"237","Dearborn Heights MI","MI",55964,42.33,-83.27,0
"238","Dearborn MI","MI",94681,42.31,-83.21,0
"239","Decatur AL","AL",54717,34.57,-86.99,0
"240","Decatur IL","IL",77026,39.85,-88.93,0
"241","Deerfield Beach FL","FL",66628,26.31,-80.12,0
"242","Delano CA","CA",45933,35.76,-119.25,0
"243","Delray Beach FL","FL",66633,26.45,-80.09,0
"244","Deltona FL","FL",84646,28.91,-81.21,0
"245","Dennis MA","MA",39833,41.74,-70.2,0
"246","Denton TX","TX",105431,33.21,-97.13,0
"247","Denver CO","CO",556575,39.77,-104.87,2
"248","Des Moines IA","IA",192050,41.58,-93.62,2
"249","Des Plaines IL","IL",53601,42.03,-87.9,0
"250","Detroit MI","MI",871789,42.38,-83.1,0
"251","Diamond Bar CA","CA",59433,34,-117.81,0
"252","Dothan AL","AL",62449,31.24,-85.41,0
"253","Dover DE","DE",34288,39.16,-75.53,2
"254","Downers Grove IL","IL",49471,41.8,-88.02,0
"255","Downey CA","CA",112762,33.94,-118.13,0
"256","Dublin CA","CA",40791,37.72,-121.91,0
"257","Dubuque IA","IA",57027,42.5,-90.69,0
"258","Duluth MN","MN",84472,46.78,-92.12,0
"259","Dundalk MD","MD",61426,39.27,-76.5,0
"260","Durham NC","NC",208426,35.98,-78.91,0
"261","Duxbury MA","MA",44473,42.04,-70.67,0
"262","Eagan MN","MN",64393,44.82,-93.16,0
"263","East Brunswick NJ","NJ",48799,40.43,-74.42,0
"264","East Hartford CT","CT",50209,41.76,-72.62,0
"265","East Lake FL","FL",47720,27.98,-82.38,0
"266","East Lansing MI","MI",48618,42.74,-84.48,0
"267","East Los Angeles CA","CA",125121,34.03,-118.17,0
"268","East Orange NJ","NJ",68064,40.77,-74.21,0
"269","East Providence RI","RI",50750,41.8,-71.36,0
"270","Eau Claire WI","WI",63049,44.82,-91.49,0
"271","Eden Prairie MN","MN",65076,44.85,-93.46,0
"272","Edina MN","MN",45648,44.89,-93.36,0
"273","Edinburg TX","TX",63193,26.3,-98.16,0
"274","Edison NJ","NJ",103448,40.53,-74.37,0
"275","Edmond OK","OK",75061,35.67,-97.41,0
"276","Edmonds WA","WA",40023,47.83,-122.37,0
"277","Egypt Lake-Leto FL","FL",49538,28.02,-82.5,0
"278","El Cajon CA","CA",94767,32.8,-116.96,0
"279","El Mirage AZ","AZ",42234,33.6,-112.32,0
"280","El Monte CA","CA",127195,34.07,-118.03,0
"281","El Paso TX","TX",603545,31.85,-106.44,0
"282","Eldersburg MD","MD",41194,39.41,-76.94,0
"283","Elgin IL","IL",99411,42.04,-88.29,0
"284","Elizabeth NJ","NJ",124552,40.67,-74.19,0
"285","Elk Grove CA","CA",99467,38.4,-121.37,0
"286","Elkhart IN","IN",51198,41.69,-85.97,0
"287","Ellicott City MD","MD",68337,39.27,-76.83,0
"288","Elmhurst IL","IL",45463,41.9,-87.94,0
"289","Elyria OH","OH",55811,41.38,-82.11,0
"290","Encinitas CA","CA",62273,33.05,-117.26,0
"291","Enid OK","OK",45935,36.41,-97.87,0
"292","Erie PA","PA",98968,42.13,-80.09,0
"293","Escondido CA","CA",137823,33.14,-117.07,0
"294","Euclid OH","OH",49602,41.59,-81.52,0
"295","Eugene OR","OR",146483,44.05,-123.11,0
"296","Euless TX","TX",54705,32.85,-97.08,0
"297","Evanston IL","IL",75419,42.05,-87.69,0
"298","Evansville IN","IN",114237,37.98,-87.54,0
"299","Everett WA","WA",97575,47.96,-122.2,0
"300","Fairfield CA","CA",107749,38.25,-122.04,0
"301","Fairfield CT","CT",59352,41.13,-73.26,0
"302","Fairfield OH","OH",43279,39.33,-84.54,0
"303","Fall River MA","MA",93128,41.71,-71.11,0
"304","Falmouth MA","MA",90561,41.55,-70.6,0
"305","Fargo ND","ND",92396,46.88,-96.82,0
"306","Farmington Hills MI","MI",79530,42.49,-83.38,0
"307","Farmington NM","NM",44278,36.75,-108.19,0
"308","Fayetteville AR","AR",66288,36.07,-94.16,0
"309","Fayetteville NC","NC",124919,35.07,-78.9,0
"310","Federal Way WA","WA",80336,47.31,-122.34,0
"311","Findlay OH","OH",40571,41.04,-83.64,0
"312","Fishers IN","IN",58678,39.95,-86.02,0
"313","Fitchburg MA","MA",40565,42.59,-71.82,0
"314","Flagstaff AZ","AZ",58490,35.19,-111.62,0
"315","Flint MI","MI",115691,43.02,-83.69,0
"316","Florence-Graham CA","CA",63012,33.97,-118.24,0
"317","Florissant MO","MO",51644,38.8,-90.32,0
"318","Flower Mound TX","TX",70449,33.03,-97.09,0
"319","Folsom CA","CA",71775,38.68,-121.15,0
"320","Fond du Lac WI","WI",41787,43.77,-88.45,0
"321","Fontana CA","CA",178257,34.1,-117.46,0
"322","Fort Collins CO","CO",131505,40.56,-105.07,0
"323","Fort Lauderdale FL","FL",173597,26.14,-80.14,0
"324","Fort Myers FL","FL",53961,26.63,-81.85,0
"325","Fort Smith AR","AR",82304,35.37,-94.38,0
"326","Fort Wayne IN","IN",231147,41.07,-85.14,0
"327","Fort Worth TX","TX",633849,32.75,-97.34,0
"328","Fountain Valley CA","CA",56318,33.71,-117.95,0
"329","Fountainbleau FL","FL",67124,25.77,-80.35,0
"330","Framingham MA","MA",65103,42.31,-71.44,0
"331","Franconia VA","VA",42105,38.76,-77.15,0
"332","Frankfort KY","KY",27210,38.2,-84.86,2
"333","Franklin TN","TN",51478,35.93,-86.84,0
"334","Frederick MD","MD",58271,39.43,-77.42,0
"335","Freeport NY","NY",43377,40.65,-73.58,0
"336","Fremont CA","CA",202574,37.53,-122,0
"337","Fresno CA","CA",472517,36.78,-119.79,0
"338","Frisco TX","TX",80192,33.14,-96.81,0
"339","Fullerton CA","CA",137126,33.88,-117.93,0
"340","Gainesville FL","FL",127933,29.67,-82.34,0
"341","Gaithersburg MD","MD",61649,39.14,-77.22,0
"342","Galveston TX","TX",56205,29.3,-94.81,0
"343","Garden Grove CA","CA",167647,33.78,-117.96,0
"344","Gardena CA","CA",61550,33.89,-118.3,0
"345","Garland TX","TX",217609,32.91,-96.63,0
"346","Gary IN","IN",96950,41.6,-87.34,0
"347","Gastonia NC","NC",67937,35.25,-81.17,0
"348","Georgetown TX","TX",41398,30.65,-97.69,0
"349","Germantown MD","MD",66720,39.18,-77.26,0
"350","Gilbert AZ","AZ",186332,33.33,-111.76,0
"351","Gilroy CA","CA",46107,37.01,-121.58,0
"352","Glen Burnie MD","MD",40546,39.17,-76.6,0
"353","Glendale AZ","AZ",244734,33.58,-112.2,0
"354","Glendale CA","CA",204747,34.18,-118.25,0
"355","Glendora CA","CA",51929,34.15,-117.84,0
"356","Glenview IL","IL",47479,42.08,-87.82,0
"357","Goodyear AZ","AZ",49748,33.35,-112.41,0
"358","Grand Forks ND","ND",48195,47.92,-97.07,0
"359","Grand Island NE","NE",45052,40.92,-98.37,0
"360","Grand Junction CO","CO",46350,39.09,-108.55,0
"361","Grand Prairie TX","TX",144018,32.69,-97.02,0
"362","Grand Rapids MI","MI",193006,42.96,-85.66,0
"363","Grapevine TX","TX",51334,32.93,-97.07,0
"364","Great Falls MT","MT",55908,47.5,-111.29,0
"365","Greater Carrollwood FL","FL",42586,28.07,-82.52,0
"366","Greeley CO","CO",88957,40.42,-104.74,0
"367","Green Bay WI","WI",100616,44.52,-87.99,0
"368","Greensboro NC","NC",233342,36.08,-79.83,0
"369","Greenville NC","NC",72617,35.6,-77.37,0
"370","Greenville SC","SC",55421,34.84,-82.37,0
"371","Greenwich CT","CT",64100,41.04,-73.59,0
"372","Greenwood IN","IN",42298,39.62,-86.11,0
"373","Gresham OR","OR",100674,45.5,-122.44,0
"374","Gulfport MS","MS",71400,30.39,-89.07,0
"375","Hacienda Heights CA","CA",54439,34,-117.97,0
"376","Hackensack NJ","NJ",43923,40.89,-74.05,0
"377","Haltom City TX","TX",42053,32.82,-97.27,0
"378","Hamden CT","CT",60388,41.37,-72.89,0
"379","Hamilton NJ","NJ",91245,40.09,-74.39,0
"380","Hamilton OH","OH",61527,39.39,-84.56,0
"381","Hammond IN","IN",78051,41.62,-87.49,0
"382","Hampton VA","VA",148201,37.05,-76.29,0
"383","Hanford CA","CA",48892,36.33,-119.65,0
"384","Harlingen TX","TX",64198,26.2,-97.69,0
"385","Harrisburg PA","PA",47576,40.28,-76.88,2
"386","Harrisonburg VA","VA",41992,38.44,-78.87,0
"387","Hartford CT","CT",123836,41.77,-72.68,2
"388","Hattiesburg MS","MS",48728,31.31,-89.31,0
"389","Haverhill MA","MA",61928,42.78,-71.09,0
"390","Hawthorne CA","CA",87677,33.91,-118.35,0
"391","Hayward CA","CA",140704,37.63,-122.1,0
"392","Helena MT","MT",27383,46.6,-112.03,2
"393","Hemet CA","CA",71300,33.73,-117,0
"394","Hempstead NY","NY",52769,40.7,-73.62,0
"395","Henderson NV","NV",255646,36.03,-115,0
"396","Hendersonville TN","TN",45358,36.29,-86.6,0
"397","Hesperia CA","CA",75966,34.42,-117.3,0
"398","Hialeah FL","FL",224644,25.86,-80.3,0
"399","Hickory NC","NC",40968,35.74,-81.33,0
"400","Hicksville NY","NY",41452,40.76,-73.53,0
"401","High Point NC","NC",96011,35.98,-80,0
"402","Highland CA","CA",52692,34.12,-117.19,0
"403","Highlands Ranch CO","CO",109009,39.55,-104.97,0
"404","Hillsboro OR","OR",85046,45.53,-122.94,0
"405","Hilo HI","HI",43466,19.7,-155.09,0
"406","Hingham MS","MS",41654,42.24,-70.89,0
"407","Hoboken NJ","NJ",39972,40.74,-74.03,0
"408","Hoffman Estates IL","IL",50674,42.06,-88.14,0
"409","Hollywood FL","FL",145877,26.03,-80.16,0
"410","Holyoke MA","MA",40143,42.21,-72.64,0
"411","Honolulu HI","HI",386345,21.32,-157.8,2
"412","Hoover AL","AL",67576,33.38,-86.82,0
"413","Houston TX","TX",2043005,29.77,-95.39,0
"414","Huntersville NC","NC",43970,35.41,-80.86,0
"415","Huntington Beach CA","CA",197124,33.69,-118.01,0
"416","Huntington Park CA","CA",64308,33.98,-118.22,0
"417","Huntington WV","WV",47905,38.41,-82.43,0
"418","Huntsville AL","AL",169155,34.71,-86.63,0
"419","Hutchinson KS","KS",40386,38.07,-97.91,0
"420","Idaho Falls ID","ID",52431,43.49,-112.03,0
"421","Independence MO","MO",110124,39.09,-94.35,0
"422","Indianapolis IN","IN",771725,39.78,-86.15,2
"423","Indio CA","CA",69736,33.72,-116.23,0
"424","Inglewood CA","CA",116797,33.96,-118.34,0
"425","Iowa City IA","IA",64490,41.66,-91.54,0
"426","Irondequoit NY","NY",51825,43.21,-77.57,0
"427","Irvine CA","CA",199755,33.66,-117.8,0
"428","Irving TX","TX",194407,32.86,-96.97,0
"429","Irvington NJ","NJ",61373,40.72,-74.23,0
"430","Jackson MS","MS",175085,32.32,-90.21,2
"431","Jackson TN","TN",62552,35.63,-88.83,0
"432","Jacksonville FL","FL",809874,30.33,-81.66,0
"433","Jacksonville NC","NC",68201,34.76,-77.4,0
"434","Janesville WI","WI",61952,42.68,-89.02,0
"435","Jefferson City MO","MO",39062,38.57,-92.19,2
"436","Jersey City NJ","NJ",237125,40.71,-74.06,0
"437","Johnson City TN","TN",59183,36.33,-82.37,0
"438","Joliet IL","IL",141246,41.53,-88.12,0
"439","Jonesboro AR","AR",59233,35.82,-90.69,0
"440","Joplin MO","MO",47060,37.08,-94.5,0
"441","Juneau AK","AK",31187,58.3,-134.42,2
"442","Jupiter FL","FL",51126,26.92,-80.1,0
"443","Kalamazoo MI","MI",73504,42.27,-85.59,0
"444","Kansas City KS","KS",143402,39.12,-94.73,0
"445","Kansas City MO","MO",441833,39.12,-94.55,0
"446","Keller TX","TX",39928,32.93,-97.23,0
"447","Kendale Lakes FL","FL",62715,25.71,-80.41,0
"448","Kendall FL","FL",84549,25.67,-80.34,0
"449","Kenner LA","LA",69514,29.99,-90.25,0
"450","Kennewick WA","WA",63593,46.2,-119.17,0
"451","Kenosha WI","WI",94673,42.58,-87.85,0
"452","Kent WA","WA",82896,47.39,-122.24,0
"453","Kentwood MI","MI",47421,42.88,-85.59,0
"454","Kettering OH","OH",55473,39.7,-84.15,0
"455","Killeen TX","TX",106441,31.1,-97.72,0
"456","Kingsport TN","TN",43776,36.53,-82.56,0
"457","Kirkland WA","WA",45913,47.68,-122.19,0
"458","Kissimmee FL","FL",67085,28.3,-81.41,0
"459","Knoxville TN","TN",172000,35.97,-83.95,0
"460","Kokomo IN","IN",46130,40.48,-86.13,0
"461","La Crosse WI","WI",50147,43.83,-91.23,0
"462","La Habra CA","CA",59799,33.93,-117.95,0
"463","La Mesa CA","CA",53942,32.77,-117.02,0
"464","La Mirada CA","CA",50598,33.9,-118.01,0
"465","La Puente CA","CA",42901,34.03,-117.95,0
"466","La Quinta CA","CA",41239,33.67,-116.29,0
"467","Lafayette IN","IN",62589,40.41,-86.87,0
"468","Lafayette LA","LA",112317,30.22,-92.03,0
"469","Laguna CA","CA",49714,38.42,-121.42,0
"470","Laguna Niguel CA","CA",67009,33.53,-117.7,0
"471","Lake Charles LA","LA",69910,30.21,-93.2,0
"472","Lake Elsinore CA","CA",43336,33.67,-117.32,0
"473","Lake Forest CA","CA",76859,33.63,-117.7,0
"474","Lake Havasu City AZ","AZ",57685,34.5,-114.31,0
"475","Lake Magdalene FL","FL",40413,28.07,-82.47,0
"476","Lakeland FL","FL",92011,28.04,-81.96,0
"477","Lakeville MN","MN",52745,44.68,-93.24,0
"478","Lakewood CA","CA",82632,33.85,-118.12,0
"479","Lakewood CO","CO",140154,39.7,-105.11,0
"480","Lakewood NJ","NJ",43436,40.09,-74.21,0
"481","Lakewood OH","OH",51999,41.48,-81.8,0
"482","Lakewood WA","WA",58995,47.16,-122.53,0
"483","Lancaster CA","CA",131779,34.69,-118.18,0
"484","Lancaster PA","PA",54390,40.04,-76.3,0
"485","Lansing MI","MI",117236,42.71,-84.55,2
"486","Laredo TX","TX",218041,27.53,-99.49,0
"487","Largo FL","FL",71688,27.91,-82.78,0
"488","Las Cruces NM","NM",81473,32.34,-106.76,0
"489","Las Vegas NV","NV",553807,36.21,-115.22,0
"490","Lauderhill FL","FL",60308,26.17,-80.23,0
"491","Lawrence IN","IN",42451,39.87,-85.99,0
"492","Lawrence KS","KS",83948,38.96,-95.26,0
"493","Lawrence MA","MA",72669,42.7,-71.16,0
"494","Lawton OK","OK",91453,34.6,-98.42,0
"495","Layton UT","UT",63096,41.08,-111.95,0
"496","League City TX","TX",65696,29.49,-95.11,0
"497","Lee's Summit MO","MO",83837,38.92,-94.38,0
"498","Lehigh Acres FL","FL",52474,26.6,-81.63,0
