"","site","location","tree","age.base","height","dbh.cm","volume","age.bh","tree.ID"
"312","2","3",4,20,4.7,6.4,9,10.63,"3.4"
"313","2","3",4,30,9.4,12.3,52,20.62,"3.4"
"314","2","3",4,40,14.3,17.2,150,30.62,"3.4"
"315","2","3",4,50,18.7,21,302,40.63,"3.4"
"316","2","3",4,60,22.2,24.6,510,50.63,"3.4"
"317","2","3",4,70,25.1,27.4,711,60.63,"3.4"
"318","2","3",4,80,27.2,29.5,866,70.62,"3.4"
"320","2","3",7,20,3.5,4,4,9.57,"3.7"
"321","2","3",7,30,7.3,11,32,19.57,"3.7"
"322","2","3",7,40,12,16.8,116,29.57,"3.7"
"323","2","3",7,50,15.9,22.2,271,39.57,"3.7"
"324","2","3",7,60,19.2,26,456,49.57,"3.7"
"325","2","3",7,70,22.3,29,658,59.57,"3.7"
"326","2","3",7,80,24.8,31.4,857,69.57,"3.7"
"327","2","3",7,90,26.9,33.5,1064,79.57,"3.7"
"328","2","3",7,100,28.8,35.4,1278,89.57,"3.7"
"329","2","3",7,110,30.7,37.3,1514,99.57,"3.7"
"331","2","3",8,20,2.2,1.7,1,6.92,"3.8"
"332","2","3",8,30,6.6,8.5,18,16.92,"3.8"
"333","2","3",8,40,12.2,14,84,26.92,"3.8"
"334","2","3",8,50,16.6,20.1,213,36.92,"3.8"
"335","2","3",8,60,19.7,23.4,364,46.92,"3.8"
"336","2","3",8,70,22.5,25.9,525,56.92,"3.8"
"337","2","3",8,80,24.5,28,674,66.92,"3.8"
"338","2","3",8,90,26.9,30.5,858,76.92,"3.8"
"339","2","3",8,100,29,32.6,1064,86.92,"3.8"
"340","2","3",8,110,31.1,34.9,1305,96.92,"3.8"
"342","2","4",5,20,3.8,4.4,4,8.62,"4.5"
"343","2","4",5,30,7.3,10.2,27,18.62,"4.5"
"344","2","4",5,40,11.8,14.5,83,28.62,"4.5"
"345","2","4",5,50,15.8,18.2,181,38.62,"4.5"
"346","2","4",5,60,19.5,21.7,333,48.62,"4.5"
"347","2","4",5,70,21.7,24.4,494,58.62,"4.5"
"348","2","4",5,80,24.1,27.2,678,68.62,"4.5"
"349","2","4",5,90,26.4,29.4,852,78.62,"4.5"
"350","2","4",5,100,28.2,31,1009,88.62,"4.5"
"352","2","4",7,20,4,5.5,6,8.71,"4.7"
"353","2","4",7,30,8.1,12.7,45,18.71,"4.7"
"354","2","4",7,40,12.2,18.7,139,28.71,"4.7"
"355","2","4",7,50,15.7,22.8,266,38.71,"4.7"
"356","2","4",7,60,18.4,25.7,405,48.71,"4.7"
"357","2","4",7,70,20.8,28.5,573,58.71,"4.7"
"358","2","4",7,80,23.1,31,765,68.71,"4.7"
"359","2","4",7,90,25.1,33.4,970,78.71,"4.7"
"360","2","4",7,100,27,35.7,1186,88.71,"4.7"
"361","2","4",7,110,28.5,37.9,1414,98.71,"4.7"
"362","2","4",7,120,30,40.3,1659,108.71,"4.7"
"363","2","4",7,130,31.6,43.1,1950,118.71,"4.7"
"364","2","4",7,140,33.1,45.6,2270,128.71,"4.7"
"366","2","5",2,20,4.4,5.6,7,10,"5.2"
"367","2","5",2,30,9,11.5,44,20,"5.2"
"368","2","5",2,40,13.4,17.3,145,30,"5.2"
"369","2","5",2,50,16.8,20.4,250,40,"5.2"
"370","2","5",2,60,20.1,22.6,370,50,"5.2"
"371","2","5",2,70,22.7,24.7,500,60,"5.2"
"372","2","5",2,80,25.2,26.5,637,70,"5.2"
"373","2","5",3,10,1.8,0.7,0.5,1.32,"5.3"
"374","2","5",3,20,5.6,6.4,9,11.32,"5.3"
"375","2","5",3,30,11.3,11.5,54,21.32,"5.3"
"376","2","5",3,40,16.2,16.1,154,31.32,"5.3"
"377","2","5",3,50,18.9,18.9,259,41.32,"5.3"
"378","2","5",3,60,21.7,21.3,372,51.32,"5.3"
"379","2","5",3,70,24.2,23.8,512,61.32,"5.3"
"380","2","5",3,80,26.8,25.8,662,71.32,"5.3"
"382","2","5",6,20,4.1,5.7,7,10,"5.6"
"383","2","5",6,30,7.2,10.7,31,20,"5.6"
"384","2","5",6,40,10.7,14.7,77,30,"5.6"
"385","2","5",6,50,13.7,17.8,144,40,"5.6"
"386","2","5",6,60,16.2,20,218,50,"5.6"
"387","2","5",6,70,18.9,22,312,60,"5.6"
"388","2","5",6,80,21.4,23.8,420,70,"5.6"
"389","2","5",6,90,23.1,25.5,530,80,"5.6"
"391","2","5",7,20,4.1,5.1,6,8.75,"5.7"
"392","2","5",7,30,8.2,10.8,36,18.75,"5.7"
"393","2","5",7,40,11.9,14.5,92,28.75,"5.7"
"394","2","5",7,50,15.4,17.9,185,38.75,"5.7"
"395","2","5",7,60,18.6,20.3,280,48.75,"5.7"
"396","2","5",7,70,21.2,22.4,398,58.75,"5.7"
"397","2","5",7,80,23.6,24,506,68.75,"5.7"
"398","2","5",7,90,25.3,25.2,609,78.75,"5.7"
"400","2","5",8,20,5.2,9.2,20,9.51,"5.8"
"401","2","5",8,30,10.2,17.8,101,19.51,"5.8"
"402","2","5",8,40,15,23.6,250,29.51,"5.8"
"403","2","5",8,50,18.5,28.2,494,39.51,"5.8"
"404","2","5",8,60,21.5,30.3,677,49.51,"5.8"
"405","2","5",8,70,23.8,32,870,59.51,"5.8"
"406","2","5",8,80,25.3,33.4,1023,69.51,"5.8"
"407","2","5",8,90,26.5,34.4,1149,79.51,"5.8"
"409","2","5",9,20,3.8,4.2,4,9.26,"5.9"
"410","2","5",9,30,7.4,8.9,22,19.26,"5.9"
"411","2","5",9,40,11.5,12.6,68,29.26,"5.9"
"412","2","5",9,50,15.5,15.6,140,39.26,"5.9"
"413","2","5",9,60,18.6,17.8,236,49.26,"5.9"
"414","2","5",9,70,21.2,19.9,353,59.26,"5.9"
"415","2","5",9,80,23.6,21.8,478,69.26,"5.9"
"416","2","5",9,90,25.6,23.5,601,79.26,"5.9"
"417","2","5",10,10,1.5,0.3,0.5,0.59,"5.10"
"418","2","5",10,20,4.9,6.6,10,10.59,"5.10"
"419","2","5",10,30,9.3,10.9,43,20.59,"5.10"
"420","2","5",10,40,13.4,15.1,116,30.59,"5.10"
"421","2","5",10,50,16.7,18,206,40.59,"5.10"
"422","2","5",10,60,19.2,20.3,298,50.59,"5.10"
"423","2","5",10,70,21.4,22.2,397,60.59,"5.10"
"424","2","5",10,80,23.4,24.1,522,70.59,"5.10"
"425","2","5",10,90,24.9,25.5,630,80.59,"5.10"
"426","2","5",11,10,1.8,1.7,1.4,1.02,"5.11"
"427","2","5",11,20,6.7,8,17,11.02,"5.11"
"428","2","5",11,30,11.5,12.3,66,21.02,"5.11"
"429","2","5",11,40,15.8,15.6,144,31.022,"5.11"
"430","2","5",11,50,19.2,18.2,243,41.02,"5.11"
"431","2","5",11,60,22,20.6,370,51.02,"5.11"
"432","2","5",11,70,24,22.7,497,61.02,"5.11"
"433","2","5",11,80,25.6,24.4,612,71.02,"5.11"
"434","2","5",11,90,27,26.1,754,81.02,"5.11"
"435","2","5",12,10,1.7,0.8,1.1,0.74,"5.12"
"436","2","5",12,20,7.1,10.1,30,10.74,"5.12"
"437","2","5",12,30,11.5,15.8,103,20.74,"5.12"
"438","2","5",12,40,15.9,19.1,203,30.74,"5.12"
"439","2","5",12,50,18.5,21.3,304,40.74,"5.12"
"440","2","5",12,60,20.8,22.7,388,50.74,"5.12"
"441","2","5",12,70,22.7,23.9,476,60.74,"5.12"
"442","2","5",12,80,24.7,25,565,70.74,"5.12"
"443","2","5",12,90,26.5,26,643,80.74,"5.12"
"445","2","5",14,20,2.4,3,3,6.87,"5.14"
"446","2","5",14,30,8.5,9.6,29,16.87,"5.14"
"447","2","5",14,40,13.7,15.8,130,26.87,"5.14"
"448","2","5",14,50,17.7,20.9,303,36.88,"5.14"
"449","2","5",14,60,21.7,24.6,509,46.88,"5.14"
"450","2","5",14,70,24.2,27.7,723,56.88,"5.14"
"451","2","5",14,80,25.8,30.5,945,66.87,"5.14"
"452","2","5",14,90,28,32.9,1172,76.87,"5.14"
"453","2","5",14,100,30,34.7,1366,86.87,"5.14"
"454","2","5",14,110,31.1,36.4,1561,96.87,"5.14"
"456","2","5",15,20,5.1,6.2,9,9.74,"5.15"
"457","2","5",15,30,10.5,12.2,58,19.74,"5.15"
"458","2","5",15,40,14.9,18,182,29.74,"5.15"
"459","2","5",15,50,17.5,21.4,307,39.74,"5.15"
"460","2","5",15,60,19.6,23.6,429,49.74,"5.15"
"461","2","5",15,70,21.2,25,519,59.74,"5.15"
"462","2","5",15,80,22.8,26.6,622,69.74,"5.15"
"463","2","5",15,90,24.4,28.3,755,79.74,"5.15"
"464","2","5",15,100,25.8,29.9,881,89.74,"5.15"
"465","2","5",15,110,27,31.1,986,99.74,"5.15"
"466","2","5",17,10,2.3,2.4,0.2,1.89,"5.17"
"467","2","5",17,20,7.6,10.1,27,11.89,"5.17"
"468","2","5",17,30,11.3,14,78,21.89,"5.17"
"469","2","5",17,40,14.5,16.8,149,31.89,"5.17"
"470","2","5",17,50,16.2,18.3,203,41.89,"5.17"
"471","2","5",17,60,18,20.5,297,51.89,"5.17"
"472","2","5",17,70,19.8,22.5,397,61.89,"5.17"
"473","2","5",17,80,21.8,24.7,524,71.89,"5.17"
"474","2","5",17,90,23.8,26.5,645,81.89,"5.17"
"475","2","5",17,100,25.6,27.9,759,91.89,"5.17"
"476","2","5",17,110,27.2,29,868,101.89,"5.17"
"477","2","5",18,10,1.7,0.6,0.3,0.8,"5.18"
"478","2","5",18,20,6.7,6,9,10.8,"5.18"
"479","2","5",18,30,12.8,12.7,78,20.8,"5.18"
"480","2","5",18,40,17,16.8,189,30.8,"5.18"
"481","2","5",18,50,20.4,20.1,329,40.8,"5.18"
"482","2","5",18,60,23.5,22.8,499,50.8,"5.18"
