"","Minute","X5","X7","X8","X10","X14","X15","X18","X23"
"98",98,0,0,5,25,0,153.6,0,19.2
"99",99,0,0,0,0,0,327,0,9.6
"100",100,22.8,0,7.6,15.75,27.6,342.8,0,12
"101",101,4,30.8,7.6,0,32.6,164.6,0,9.6
"102",102,19,2.6,0,0,10.2,91.8,0,36.2
"103",103,29.5,2.6,2.6,44.5,12.6,283,4.333333333,34.2
"104",104,83.1,0,0,3.25,37.8,196.6,0,21.8
"105",105,165.9,0,5,201.5,0,60.2,0,12
"106",106,40.9,7.6,116,0,20,24.2,0,16.8
"107",107,65.3,0,15,0,0,12,0,0
"108",108,43,0,20,0,10,48.2,34,0
"109",109,0,0,0,0,0,71.8,0,4.8
"110",110,18.3,0,129.6,3.25,0,56,0,0
"111",111,58.2,0,155.6,0,17.6,61.2,0,0
"112",112,1,0,0,0,0,53.6,0,2.4
"113",113,2,2.6,35.6,0,0,31.2,0,73.8
"114",114,0,0,2.6,0,53.8,31.4,0,12
"115",115,0.5,0,0,0,0,64.6,8.666666667,0
"116",116,0,0,0,9.5,0,69,0,26.6
"117",117,3.5,0,0,0,2.6,24.2,0,12
"118",118,0,18,5,0,0,47.8,0,69
"119",119,10.5,0,2.6,0,0,50.8,42.66666667,26.4
"120",120,0,0,0,0,0,63.6,0,0
"121",121,3,39.4,5,0,0,26.6,141.6666667,7.2
"122",122,8,0,0,0,0,39.21162871,0,7.2
"123",123,17,0,2.6,0,0,107.2,4.333333333,0
"124",124,0,0,2.6,0,27.6,38.8,0,17
"125",125,0,0,0,0,40.2,36.2,0,19.4
"126",126,0,0,7.6,0,17.6,7.2,76,85
"127",127,1,0,10,0,5,7.2,30,0
"128",128,0,0,10,0,40.2,21.6,38.33333333,4.8
"129",129,0,0,0,0,40.2,19.2,0,29
"130",130,0.5,2.6,0,0,0,0,0,2.4
"131",131,2.5,0,0,0,5,16.8,0,60.4
"132",132,0,5.2,0,0,12.6,2.4,0,31.4
"133",133,0,0,0,0,25,29,4.333333333,24.2
"134",134,0,0,0,44.5,10,4.8,8.666666667,0
"135",135,1,0,7.6,9.5,7.6,17,111.6666667,80.6
"136",136,0,0,0,3.25,0,33.8,0,238.6
"137",137,11,0,0,138.75,10,0,0,72.4
"138",138,48,0,15,99.75,22.6,2.4,0,47.8
"139",139,176,0,38.6,428,22.6,7.2,0,7.2
"140",140,167.6,0,50.6,529.5,47.6,4.8,0,21.8
"141",141,170,0,0,0,5.2,7.2,0,83.6
"142",142,90.4,0,0,0,5,19.2,0,2.4
"143",143,41,0,0,0,30.2,2.4,76,24.2
"144",144,76.9,0,0,0,76.2,9.6,0,0
"145",145,39,0,2.6,0,299.2,12,47,7.2
"146",146,27.5,0,10.2,0,56.8,4.8,0,4.8
"147",147,102.3,20.4,2.6,3.25,143.2,0,17,0
"148",148,232.6,0,0,0,181.2,16.8,0,0
"149",149,173.3,5.2,7.6,0,0,53.2,86.33333333,0
"150",150,91.9,7.6,0,0,30,31.4,64,0
"151",151,22.5,0,41.6,71,25,2.4,0,4.8
"152",152,64.7,46.2,83.4,6.5,0,9.6,0,108.2
"153",153,50.2,0,0,3.25,37.6,24,47,37.2
"154",154,105.9,0,0,0,7.6,40,0,65
"155",155,24.5,0,0,0,0,26.6,47,12
"156",156,74.1,0,7.6,0,17.6,0,38.33333333,0
"157",157,8.5,36.4,22.6,3.25,30,9.6,0,9.6
"158",158,22,0,2.6,0,67.8,29,0,24.2
"159",159,0,0,0,0,55.2,14.4,0,14.4
"160",160,2,2.6,0,0,0,2.4,0,135.8
"161",161,60.7,36.4,104,28.25,0,9.6,0,12
"162",162,18.1,0,0,286.75,0,9.6,0,117.4
"163",163,15.5,70.6,0,34.5,0,7.2,0,81.6
"164",164,2,57.8,0,0,0,16.8,0,29
"165",165,135.5,0,0,0,0,4.8,0,33.8
"166",166,194.2,67,0,0,0,19.2,0,12
"167",167,192.2,159.8,0,0,0,16.8,0,2.4
"168",168,84.4,111.6,0,0,0,19.2,65.66666667,17
"169",169,218.3,70.6,0,0,0,2.4,0,4.8
"170",170,59.1,0,0,0,50.2,21.6,47,14.4
"171",171,24.5,0,0,0,66.2,14.4,0,54.6
"172",172,27.5,0,0,0,38.6,47.8,0,159.8
"173",173,64.1,0,35.6,0,0,2.4,0,93.6
"174",174,28,57.8,0,0,0,21.8,0,24.2
"175",175,86.3,0,0,0,0,2.4,0,16.8
"176",176,216.4,0,0,0,0,4.8,0,4.8
"177",177,24.5,0,0,0,0,38.6,47,2.4
"178",178,41,0,0,0,0,21.8,86.33333333,4.8
"179",179,131.6,0,56.8,0,2.6,2.4,4.333333333,4.8
"180",180,242,0,5.2,0,0,2.4,0,0
"181",181,142,0,0,124.25,15.2,0,70.66666667,4.8
"182",182,114.6,0,0,25,15.2,7.2,0,0
"183",183,166.7,0,0,0,0,2.4,0,0
"184",184,87.3,0,0,0,5,9.6,0,4.8
"185",185,525,10.2,0,0,0,26.4,55.33333333,4.8
"186",186,474.9,0,0,0,0,48.4,0,0
"187",187,151.4,0,0,0,12.6,29,0,0
"188",188,197.1,0,22.6,0,12.6,14.4,0,0
"189",189,114.1,0,0,0,101.4,12,0,2.4
"190",190,80.1,0,0,0,2.6,2.4,0,21.8
"191",191,26.5,0,15,0,62.8,9.6,0,2.4
"192",192,34,42.4,59.4,0,47.2,14.4,0,0
"193",193,54.5,12.8,0,0,0,0,47,2.4
"194",194,243.4,0,0,63.25,30.2,2.4,21.33333333,7.2
"195",195,40.2,88.6,0,34.5,7.6,48.4,0,0
"196",196,170.6,57.8,0,0,88.4,2.4,0,0
"197",197,111.3,18,0,104.25,7.6,0,4.333333333,0
"198",198,119.3,0,0,48.25,0,21.8,117.6666667,0
"199",199,189.1,20.4,0,0,15,19.2,0,0
"200",200,57.6,0,0,40.75,0,24,0,19.4
"201",201,114.1,0,0,0,0,0,30,0
"202",202,106.7,0,0,0,0,12,0,19.4
"203",203,44.1,0,0,74.75,0,0,228,2.4
"204",204,91.6,30.8,38.6,18.75,0,24,76,4.8
"205",205,161.8,81.4,12.6,0,0,0,86.33333333,14.4
"206",206,31.6,61,7.6,3.25,0,36.4,51.33333333,2.4
"207",207,0,0,12.6,0,20,7.2,51.33333333,2.4
"208",208,8,0,2.6,357,20,14.4,42.66666667,0
"209",209,1,0,7.6,28.25,17.6,7.2,8.666666667,19.4
"210",210,59.6,0,15.2,0,30.2,31.4,4.333333333,0
"211",211,370.1,0,15,0,17.6,16.8,8.666666667,9.6
"212",212,123.4,0,0,0,47.6,7.2,0,17
"213",213,194.8,0,47.2,0,0,14.4,0,0
"214",214,238.9,0,0,0,15.2,24.2,4.333333333,2.4
"215",215,150,2.6,0,71,0,0,65.66666667,24.2
"216",216,287.9,0,0,0,0,12,96.33333333,2.4
"217",217,116.9,0,0,0,95.2,33.8,8.666666667,29
"218",218,48.2,0,0,0,32.6,21.8,47,7.2
"219",219,131.3,0,0,0,59.8,4.8,60.66666667,7.2
"220",220,59.2,0,0,28.25,0,26.6,101.6666667,12
"221",221,99.1,0,32.6,0,69.2,2.4,8.666666667,39.6
"222",222,128.2,20.4,138.4,0,15,0,169,48.8
"223",223,146.7,0,0,279.75,0,7.2,21.33333333,76.8
"224",224,269.3,18,0,252.25,0,7.2,111.6666667,14.4
"225",225,369.4,72.6,0,273,56.73150651,7.2,42.66666667,45.8
"226",226,224.6,42.4,0,365.25,0,19.4,235.6666667,2.4
"227",227,261.5,150.6,0,190,0,4.8,65.66666667,7.2
"228",228,458.4,28.2,2.6,429,0,16.8,4.333333333,2.4
"229",229,171,0,0,252.25,0,0,4.333333333,7.2
"230",230,139,0,0,324.5,0,56.6,55.33333333,0
"231",231,102.4,0,0,0,56.8,0,473.6666667,2.4
"232",232,43,0,0,0,15,0,333.6666667,2.4
"233",233,99.2,0,0,0,0,26.6,0,7.2
"234",234,479.8,0,0,0,20,19.2,0,0
"235",235,511.6,0,0,0,38.6,7.2,0,19.4
"236",236,255.6,0,0,99.75,0,2.4,0,0
"237",237,221.5,0,0,0,27.6,21.6,0,0
"238",238,247.6,0,0,0,0,21.8,0,0
"239",239,453.8,0,0,0,0,45.8,0,0
"240",240,255.2,0,0,0,15,9.6,0,0
"241",241,502.5,0,0,0,0,4.8,0,0
"242",242,391.1,0,0,0,0,16.8,0,0
"243",243,287.9,0,10,0,0,82.8,8.666666667,0
"244",244,196.3,7.6,0,0,0,17,0,0
"245",245,277.2,103.4,0,0,0,34.2,4.333333333,7.2
"246",246,346.6,103.4,0,0,0,0,8.666666667,0
"247",247,422.8,7.6,2.6,0,0,33.8,0,2.4
"248",248,221.2,0,0,0,5,31.4,0,0
"249",249,187.6,0,0,0,0,9.6,25.66666667,51.2
"250",250,233,0,0,0,97.4,9.6,420.6666667,61.8
"251",251,284.9,0,0,44.5,229.4,84.6,0,78.6
"252",252,266.3,0,10,0,48.6,2.4,0,62.8
"253",253,245,0,0,0,53.2,19.2,0,2.4
"254",254,359.6,0,0,0,56.2,4.8,0,0
"255",255,237.8,0,0,203.75,69.2,16.8,0,7.2
"256",256,331.2,0,22.6,31.25,65.8,7.2,0,24.2
"257",257,264.5,0,0,0,50.6,56,0,2.4
"258",258,353.8,0,0,44.5,5,9.6,0,7.2
"259",259,321.5,0,0,78.25,5,19.2,0,21.6
"260",260,207,0,0,0,0,36.2,0,2.4
"261",261,303.5,0,0,0,56.73150651,19.2,0,0
"262",262,275.9,2.6,0,28.25,5,4.8,0,0
"263",263,206.6,0,0,34.5,138.2,19.4,0,2.4
"264",264,248.9,0,0,31.25,35.2,21.6,38.33333333,0
"265",265,254.4,0,30,476.75,10,2.4,8.666666667,0
"266",266,128.5,0,10,0,0,7.2,17,0
"267",267,157.6,0,2.6,3.25,5,4.8,0,7.2
"268",268,430.3,0,0,3.25,0,7.2,0,2.4
"269",269,210.4,0,0,0,136.6,14.4,0,12
"270",270,451.6,0,0,0,104.9315065,4.8,0,0
"271",271,361.1,2.6,7.6,0,86,16.8,0,0
"272",272,368.1,0,10,0,154.1315065,98,0,4.8
"273",273,565.2,0,0,25,66.73150651,9.6,17,29
"274",274,463.4,36.4,2.6,0,7.6,43.4,136.3333333,33.8
"275",275,222,0,0,71,52.2,26.4,0,0
"276",276,488.1,2.6,15,91,84.8,0,0,0
"277",277,423.1,57.8,0,0,144.6,4.8,0,0
"278",278,670.9,61,176.2,0,157.2,24,0,0
"279",279,463,51.8,10,0,214,16.8,0,0
"280",280,326.7,74.2,7.6,0,143,9.6,0,0
"281",281,224.1,47.6,0,34.5,146,4.8,60.66666667,0
"282",282,559.7,80.8,90.4,78.5,91.8,2.4,30,2.4
"283",283,417.7,131.6,0,9.5,78.8,24.2,164.6666667,0
"284",284,389.1,85.6,0,0,212.2,24.2,0,70
"285",285,275.9,59.4,0,0,256,0,0,119.2
"286",286,404,15.4,0,59.5,170.6,31.4,0,81.6
"287",287,624.1,51.2,0,0,191.4,21.6,12.66666667,12
"288",288,341.7,20.4,0,18.75,300,38.6,0,14.4
"289",289,367.9,10.4,2.6,446.75,404.6,53,96.33333333,0
"290",290,326.6,48.6,0,252.25,195.8,36.2,0,0
"291",291,109.4,114.8,10,259.25,349.8,4.8,172.3333333,0
"292",292,180.1,319,0,0,330.8,31.4,0,2.4
"293",293,129.5,205.4,129.6,0,486.8,55.6,0,0
"294",294,113.7,64,0,3.25,722.2,2.4,0,0
"295",295,135.3,57.8,17.6,55.75,780.8,4.8,0,63.2
"296",296,55.5,77.8,0,71,694.6,29,186,89.8
"297",297,102,115.8,0,18.75,716.8,0,0,109.2
"298",298,100.5,121.8,12.6,0,839.6,48.4,47,9.6
"299",299,88.4,165.8,12.6,37.75,869.4,24.2,0,0
"300",300,299.5,187.4,0,0,678.6,62.6,0,0
"301",301,215,57.8,5,0,323.8,4.8,0,0
"302",302,210,28.2,5,0,292.6,14.4,12.66666667,0
"303",303,126.4,223.4,30.2,0,159.2,16.8,0,0
"304",304,40.5,83.50162885,5,0,358.4,16.8,8.666666667,7.2
"305",305,154.2,92.2,0,0,346,21.8,55.33333333,0
"306",306,216.2,85,0,0,406,4.8,0,0
"307",307,433.6,222.8,0,0,89.8,2.4,0,0
"308",308,419.1,128,0,0,173.2,2.4,60.66666667,0
"309",309,146.8,36.4,0,0,146.9315065,4.8,0,0
"310",310,172.5,70.6,0,0,129.4,19.2,0,0
"311",311,112.6,0,0,95.25,168.2,9.6,0,0
"312",312,264.5,2.6,0,117.25,141,21.6,65.66666667,76.8
"313",313,116.2,95.8,0,6.25,188,21.8,307.3333333,0
"314",314,85.9,57.8,2.6,0,176.4,63.2,0,0
"315",315,134.2,39.4,0,0,261.8,24.2,129.6666667,0
"316",316,165.8,50,0,0,466.2,17,0,0
"317",317,61.7,148.4,0,0,250.4,19.4,0,0
"318",318,177.1,99.4,0,0,130.6,19.2,129.6666667,0
"319",319,54.6,157.4,0,0,256.4,48.4,0,0
"320",320,35.3,260,0,0,246.4,19.2,0,0
"321",321,21,91.2,0,0,325,7.2,65.66666667,0
"322",322,49.5,119.8,0,0,312.8,9.6,333.6666667,9.6
"323",323,287.1,39.4,0,0,1032.4,26.6,0,73.4
"324",324,38.1,25.6,0,186.25,463.2,36.2,0,34.2
"325",325,25.5,77.8,5,0,229.4,14.4,0,73.4
"326",326,72.2,94.8,0,123,73.2,53,0,9.6
"327",327,23,57.8,0,0,53.8,24,0,14.4
"328",328,16,85,12.6,117.25,55.8,24.2,0,12
"329",329,0,85,0,3.25,147.6,2.4,47,19.4
"330",330,19.5,95.8,0,15.75,124.8,7.2,0,17
"331",331,127.2,30.8,10,37.75,248,43.6,76,7.2
"332",332,324,77.8,0,25,479,19.4,0,9.6
"333",333,49,33.2,5,0,491,7.2,4.333333333,0
"334",334,96.5,107.6,15,0,597.4,12,55.33333333,0
"335",335,127,45.6,65.8,0,504.4,12,21.33333333,70
"336",336,25.1,0,40.2,0,704.8,16.8,0,79.2
"337",337,122,2.6,10,0,860.6,4.8,0,29
"338",338,151.4,0,10,0,694.6,0,0,0
"339",339,405.7,0,0,28.25,648,31.4,0,0
"340",340,257.2,0,0,0,585.2,19.2,0,0
"341",341,133.2,0,5,0,375.6,0,8.666666667,54.6
"342",342,76.8,0,7.6,0,315.2,2.4,65.66666667,142
"343",343,18.5,0,105.4,0,99,0,0,14.4
"344",344,40.6,0,0,550.25,37.6,26.6,0,37.2
"345",345,20.8,0,5,400.25,146.4,24.2,0,92.2
"346",346,88,0,7.6,418.5,312.8,19.2,4.333333333,0
"347",347,0,0,0,22,186.2,4.8,0,14.4
"348",348,1.5,2.6,0,0,411.6,14.4,0,29
"349",349,27.5,77.8,0,0,451.2,31.4,0,0
"350",350,16.1,54.8,0,0,596.4,2.4,0,2.4
"351",351,0,82,0,0,283.6,7.2,0,0
"352",352,0,166.4,5,0,298.6,0,38.33333333,2.4
"353",353,25.1,239.6,0,48.25,626.8,24.2,81,7.2
"354",354,0,245.8,0,0,796.2,21.8,129.6666667,45.8
"355",355,31.7,65,125.4,0,611.2,0,325,29
"356",356,17.5,105.1016288,0,0,211.8,9.6,452.3333333,26.4
"357",357,154.6,271.4,5,0,99.4,7.2,42.66666667,2.4
"358",358,37.6,243.8,2.6,0,35.2,9.6,0,0
"359",359,15.6,183.8,0,44,168.2,4.8,4.333333333,0
"360",360,13,73.8,0,91,256.8,4.8,55.66666667,76.8
"361",361,36.6,59.4,0,151.75,466.4,33.8,441.3333333,40
"362",362,0,114.6,0,0,469.8,14.4,0,0
"363",363,0,155.2,0,0,801.6,26.6,0,0
"364",364,0,161.8,32.6,0,337.4,31.4,0,2.4
"365",365,0,144.8,47.6,91,405,53.6,0,2.4
"366",366,0,54.8,83.4,0,731.8,14.4,0,0
"367",367,50.1,39.4,54.6,0,444.6,0,94,0
"368",368,178.2,0,15,0,132.4,9.6,0,0
"369",369,58.9,7.6,30.65696313,0,32.6,2.4,34,0
"370",370,29.1,39.4,133.4,28.25,5.2,2.4,243.3333333,2.4
"371",371,8,70.6,112.4,0,65.4,0,0,2.4
"372",372,0,18,15.2,0,495.4,53.4,0,0
"373",373,17.6,70.6,143,6.25,930,21.8,0,107.6
"374",374,11,25.6,212.8,178.75,1191.2,17,70,0
"375",375,87.1,12.8,12.6,151.75,797,14.4,60.66666667,21.8
"376",376,61.5,25.6,22.6,66.37754986,833.8,7.2,206.6666667,2.4
"377",377,57.7,36.4,7.6,466.75,883.6,17,72.33333333,0
"378",378,74,30.8,10,365.25,966.4,21.8,0,2.4
"379",379,1,28.2,0,245.25,714.4,33.8,8.666666667,0
"380",380,33.3,35.8,35.2,264.75,581.8,21.8,8.666666667,12
"381",381,83.8,128,58.2,67.25,580.6,19.4,0,4.8
"382",382,23,48.6,15,99.75,293.2,40,113.896599,0
"383",383,23.6,84.4,46.6,44.5,787.2,2.4,266.3333333,0
"384",384,71.8,60.4,0,117.25,477,21.8,243,2.4
"385",385,343,60,12.6,239,459.6,33.8,300.3333333,0
"386",386,646.7,157.8,37.6,126.75,563.6,41,338,4.8
"387",387,365.7,125,5,213.25,534,9.6,433.896599,63.2
"388",388,276.5,133.2,62.8,12.5,409.6,14.4,105,0
"389",389,224.4,33.2,83.6,105.5,462,24,371.3333333,9.6
"390",390,274.3,64,56.8,37.75,757.4,16.8,463.3333333,4.8
"391",391,213.6,70.6,90.4,178.75,990.2,9.6,305.6666667,0
"392",392,214,18,143,195.75,846.8,4.8,1163.333333,2.4
"393",393,73.6,23,109.4,239,381.2,67,717.6666667,0
"394",394,10,67,121.4,267.25,666,9.6,559,0
"395",395,37.6,179.8,20,749.75,769.6,9.6,454,2.4
"396",396,256.6,81.4,83.4,134.25,377,55.6,246.6666667,31.4
"397",397,265.7,69.6,65.6,129.6275499,820,4.8,430.3333333,48.6
"398",398,102.9,96.8,25,310,747.8,7.2,1049.666667,140
"399",399,212.7,158.8,35.6,346.5,443.2,31.4,723.6666667,14.4
"400",400,482.5,151,38.6,176.75,541.2,4.8,516.3333333,121.2
"401",401,240.5,236,5,248.5,928.8,12,567.6666667,142.4
"402",402,353.9,190.5016288,2.6,482.5,707,4.8,570,93.4
"403",403,348.3,158.2,56.6,329.25,382.6,50.6,627.3333333,0
"404",404,452.3,155.6,133,343.25,508.8,53.2,700,0
"405",405,470.5,136.6,130.6,268.25,338.2,103.8,1005.333333,7.2
"406",406,209.6,100.8,304.2,37.75,788.6,29,1822.666667,0
"407",407,166.1,122.8,152,48.25,666,33.8,1009.666667,9.6
"408",408,194.0738061,83,125.4,47,639.6,41,1404,54.4
"409",409,96.2,67.6,154,6.25,1724.2,66.2,801.3333333,86
"410",410,111.9,79.4,337.2,50.25,548.2,2.4,483.2299323,48.8
"411",411,169.6,65,30.2,104,968.8,4.8,682.6666667,19.2
"412",412,63.7,10.2,41.6,50.25,740.4,9.6,246.6666667,21.8
"413",413,59.7,38.4,7.6,121.75,395.2,14.4,301.3333333,7.2
"414",414,15.5,148,10,252.75,834.2,4.8,221,51.6
"415",415,78.9,33.2,0,3.25,308.8,36,330.3333333,0
"416",416,91.9,51.2,94.4,28.25,708.2,14.4,337,4.8
"417",417,212.7,63.6,134,6.25,184.4,2.4,414.6666667,0
"418",418,144.9,49.6,69.2,0,224,26.6,104.6666667,40
"419",419,293.4,75,17.6,0,1239.8,7.2,89.33333333,101.4
"420",420,105.8,60.4,17.6,0,465,21.8,624,24.2
"421",421,78.4,97.8,12.6,25,251,34.2,292,29
"422",422,100.8,78,0,6.25,169.6,9.6,89.66666667,0
"423",423,136.9,60,2.6,0,448.4,19.4,253.3333333,9.6
"424",424,70.8,23,2.6,3.25,588.8,38.6,536,29
"425",425,84.2,30.8,0,0,966.2,16.8,1066.666667,9.6
"426",426,180.1,23,2.6,348.25,438.8,4.8,1013,0
"427",427,304.3,10.2,20.2,9.5,460.2,19.2,987.3333333,2.4
"428",428,136.3,54.8,20.2,111.75,588,4.8,762.6666667,0
"429",429,169.6,134.2,2.6,9.5,967.8,31.4,235.6666667,7.2
"430",430,193.3,349.2,145,3.25,523.6,21.8,141.6666667,31.4
"431",431,117.4,152.6,90.8,9.5,660.4,31.4,167.3333333,0
"432",432,188.5,144,62.8,112.25,273,21.8,65.66666667,9.6
"433",433,224.6,207.8,122.4,0,821.6,19.2,214.3333333,21.8
"434",434,297.1,305.2,12.6,25,490.4,19.2,419,4.8
"435",435,439.9,48.6,201.2,37.75,536,38.6,186,2.4
"436",436,436.7,61,211.2,357,296.2,131.4,143.3333333,4.8
"437",437,605.3,73.8,0,466.75,711.2,4.8,192.6666667,0
"438",438,438.7,88.6,0,408.8775499,745,24,222.6666667,4.8
"439",439,310.9,56.4,7.6,317.25,1006.8,22.21162871,472,0
"440",440,225.8,109.6,0,141.75,836.8,7.2,539.3333333,0
"441",441,262,121.4,12.6,420.25,630.4,88.8,349.6666667,0
"442",442,158.1,30.6,15.2,594,184.8,21.6,244.3333333,4.8
"443",443,321.5,33.2,20,709,430.6,16.8,379.6666667,2.4
"444",444,225.5,2.6,37.8,354.5,502.4,61.6,301.3333333,19.4
"445",445,548.7,23,17.6,844.5,945.2,14.4,251,98.6
"446",446,432.6,0,17.6,579.75,760.4,9.6,583.3333333,2.4
"447",447,285.7,118.8,0,226,1653,0,497.6666667,4.8
"448",448,322,67.6,17.6,250.25,255.4,50.8,292,116.8
"449",449,379.9,100,169.8,254,166.6,29,157,9.6
"450",450,187,181.8,508.4,294.25,170.6,56.01162871,361,97.6
"451",451,245.5,303.8,202.6,404.5,154,71,327,46
"452",452,188.7,332.2,181.2,845,294.6,31.4,198,31.4
"453",453,362,249,101.4,712,270,12,172.3333333,14.4
"454",454,593,160.3016288,7.6,458.5,542.4,26.4,674.3333333,14.4
"455",455,370.6,234.2,0,741,867.4,40,398.896599,33.8
"456",456,391.4,129.6,27.6,797.25,249.6,75.4,581.6666667,44.4
"457",457,398.3,131.6,27.6,836.25,292,41.2,245.6666667,58.4
"458",458,380.4,148.4,0,635.5,439.4,137.6,158,21.8
"459",459,393,218.8,0,1300.5,854.4,95.2,140,31.4
"460",460,174.9,161.2,20,875.25,1196.6,78.2,257.6666667,65.2
