"","Day","Minute","X2"
"584","Monday",584,102
"585","Monday",585,0
"586","Monday",586,0
"587","Monday",587,0
"588","Monday",588,38
"589","Monday",589,77
"590","Monday",590,320
"591","Monday",591,1324
"592","Monday",592,64
"593","Monday",593,599
"594","Monday",594,707
"595","Monday",595,115
"596","Monday",596,154
"597","Monday",597,353
"598","Monday",598,975
"599","Monday",599,950
"600","Monday",600,873
"601","Monday",601,899
"602","Monday",602,353
"603","Monday",603,259
"604","Monday",604,243
"605","Monday",605,166
"606","Monday",606,0
"607","Monday",607,13
"608","Monday",608,335
"609","Monday",609,212
"610","Monday",610,13
"611","Monday",611,115
"612","Monday",612,102
"613","Monday",613,141
"614","Monday",614,0
"615","Monday",615,13
"616","Monday",616,335
"617","Monday",617,753
"618","Monday",618,730
"619","Monday",619,873
"620","Monday",620,707
"621","Monday",621,407
"622","Monday",622,461
"623","Monday",623,335
"624","Monday",624,707
"625","Monday",625,289
"626","Monday",626,497
"627","Monday",627,38
"628","Monday",628,0
"629","Monday",629,128
"630","Monday",630,558
"631","Monday",631,822
"632","Monday",632,274
"633","Monday",633,259
"634","Monday",634,0
"635","Monday",635,197
"636","Monday",636,305
"637","Monday",637,335
"638","Monday",638,197
"639","Monday",639,684
"640","Monday",640,461
"641","Monday",641,289
"642","Monday",642,799
"643","Monday",643,753
"644","Monday",644,443
"645","Monday",645,259
"646","Monday",646,102
"647","Monday",647,517
"648","Monday",648,371
"649","Monday",649,259
"650","Monday",650,1142
"651","Monday",651,660
"652","Monday",652,753
"653","Monday",653,1142
"654","Monday",654,1170
"655","Monday",655,461
"656","Monday",656,228
"657","Monday",657,115
"658","Monday",658,243
"659","Monday",659,182
"660","Monday",660,38
"661","Monday",661,274
"662","Monday",662,259
"663","Monday",663,776
"664","Monday",664,320
"665","Monday",665,776
"666","Monday",666,305
"667","Monday",667,51
"668","Monday",668,1201
"669","Monday",669,847
"670","Monday",670,517
"671","Monday",671,517
"672","Monday",672,479
"673","Monday",673,497
"674","Monday",674,640
"675","Monday",675,115
"676","Monday",676,776
"677","Monday",677,259
"678","Monday",678,753
"679","Monday",679,26
"680","Monday",680,154
"681","Monday",681,753
"682","Monday",682,13
"683","Monday",683,115
"684","Monday",684,497
"685","Monday",685,479
"686","Monday",686,90
"687","Monday",687,77
"688","Monday",688,274
"689","Monday",689,38
"690","Monday",690,0
"691","Monday",691,90
"692","Monday",692,13
"693","Monday",693,0
"694","Monday",694,0
"695","Monday",695,51
"696","Monday",696,128
"697","Monday",697,154
"698","Monday",698,0
"699","Monday",699,0
"700","Monday",700,197
"701","Monday",701,154
"702","Monday",702,26
"703","Monday",703,115
"704","Monday",704,0
"705","Monday",705,320
"706","Monday",706,353
"707","Monday",707,13
"708","Monday",708,38
"709","Monday",709,13
"710","Monday",710,51
"711","Monday",711,0
"712","Monday",712,13
"713","Monday",713,77
"714","Monday",714,90
"715","Monday",715,13
"716","Monday",716,77
"717","Monday",717,13
"718","Monday",718,154
"719","Monday",719,141
"720","Monday",720,64
"721","Monday",721,640
"722","Monday",722,407
"723","Monday",723,517
"724","Monday",724,517
"725","Monday",725,0
"726","Monday",726,90
"727","Monday",727,461
"728","Monday",728,335
"729","Monday",729,115
"730","Monday",730,38
"731","Monday",731,90
"732","Monday",732,26
"733","Monday",733,13
"734","Monday",734,38
"735","Monday",735,26
"736","Monday",736,77
"737","Monday",737,77
"738","Monday",738,77
"739","Monday",739,212
"740","Monday",740,38
"741","Monday",741,13
"742","Monday",742,389
"743","Monday",743,517
"744","Monday",744,389
"745","Monday",745,38
"746","Monday",746,197
"747","Monday",747,243
"748","Monday",748,479
"749","Monday",749,461
"750","Monday",750,154
"751","Monday",751,0
"752","Monday",752,115
"753","Monday",753,64
"754","Monday",754,26
"755","Monday",755,0
"756","Monday",756,0
"757","Monday",757,558
"758","Monday",758,847
"759","Monday",759,579
"760","Monday",760,497
"761","Monday",761,166
"762","Monday",762,371
"763","Monday",763,38
"764","Monday",764,51
"765","Monday",765,26
"766","Monday",766,228
"767","Monday",767,1057
"768","Monday",768,660
"769","Monday",769,579
"770","Monday",770,497
"771","Monday",771,822
"772","Monday",772,1262
"773","Monday",773,776
"774","Monday",774,197
"775","Monday",775,77
"776","Monday",776,90
"777","Monday",777,497
"778","Monday",778,443
"779","Monday",779,479
"780","Monday",780,461
"781","Monday",781,335
"782","Monday",782,166
"783","Monday",783,51
"784","Monday",784,141
"785","Monday",785,753
"786","Monday",786,305
"787","Monday",787,305
"788","Monday",788,212
"789","Monday",789,259
"790","Monday",790,128
"791","Monday",791,64
"792","Monday",792,0
"793","Monday",793,90
"794","Monday",794,64
"795","Monday",795,90
"796","Monday",796,197
"797","Monday",797,90
"798","Monday",798,77
"799","Monday",799,154
"800","Monday",800,102
"801","Monday",801,141
"802","Monday",802,320
"803","Monday",803,640
"804","Monday",804,212
"805","Monday",805,753
"806","Monday",806,228
"807","Monday",807,479
"808","Monday",808,289
"809","Monday",809,243
"810","Monday",810,13
"811","Monday",811,115
"812","Monday",812,289
"813","Monday",813,51
"814","Monday",814,38
"815","Monday",815,0
"816","Monday",816,102
"817","Monday",817,115
"818","Monday",818,64
"819","Monday",819,13
"820","Monday",820,128
"821","Monday",821,13
"822","Monday",822,0
"823","Monday",823,289
"824","Monday",824,579
"825","Monday",825,154
"826","Monday",826,13
"827","Monday",827,259
"828","Monday",828,13
"829","Monday",829,26
"830","Monday",830,0
"831","Monday",831,64
"832","Monday",832,77
"833","Monday",833,102
"834","Monday",834,26
"835","Monday",835,26
"836","Monday",836,77
"837","Monday",837,558
"838","Monday",838,166
"839","Monday",839,461
"840","Monday",840,141
"841","Monday",841,38
"842","Monday",842,77
"843","Monday",843,64
"844","Monday",844,38
"845","Monday",845,13
"846","Monday",846,128
"847","Monday",847,102
"848","Monday",848,141
"849","Monday",849,51
"850","Monday",850,64
"851","Monday",851,141
"852","Monday",852,212
"853","Monday",853,141
"854","Monday",854,707
"855","Monday",855,660
"856","Monday",856,1201
"857","Monday",857,1029
"858","Monday",858,154
"859","Monday",859,26
"860","Monday",860,77
"861","Monday",861,154
"862","Monday",862,212
"863","Monday",863,51
"864","Monday",864,38
"865","Monday",865,38
"866","Monday",866,90
"867","Monday",867,0
"868","Monday",868,38
"869","Monday",869,51
"870","Monday",870,102
"871","Monday",871,128
"872","Monday",872,64
"873","Monday",873,0
"874","Monday",874,141
"875","Monday",875,115
"876","Monday",876,197
"877","Monday",877,51
"878","Monday",878,115
"879","Monday",879,538
"880","Monday",880,26
"881","Monday",881,128
"882","Monday",882,38
"883","Monday",883,141
"884","Monday",884,13
"885","Monday",885,26
"886","Monday",886,13
"887","Monday",887,77
"888","Monday",888,320
"889","Monday",889,154
"890","Monday",890,115
"891","Monday",891,51
"892","Monday",892,90
"893","Monday",893,407
"894","Monday",894,371
"895","Monday",895,289
"896","Monday",896,26
"897","Monday",897,305
"898","Monday",898,166
"899","Monday",899,38
"900","Monday",900,115
"901","Monday",901,197
"902","Monday",902,13
"903","Monday",903,38
"904","Monday",904,51
"905","Monday",905,228
"906","Monday",906,335
"907","Monday",907,13
"908","Monday",908,51
"909","Monday",909,51
"910","Monday",910,243
"911","Monday",911,102
"912","Monday",912,77
"913","Monday",913,166
"914","Monday",914,77
"915","Monday",915,64
"916","Monday",916,640
"917","Monday",917,305
"918","Monday",918,461
"919","Monday",919,776
"920","Monday",920,538
"921","Monday",921,730
"922","Monday",922,274
"923","Monday",923,371
"924","Monday",924,77
"925","Monday",925,141
"926","Monday",926,154
"927","Monday",927,425
"928","Monday",928,289
"929","Monday",929,425
"930","Monday",930,228
"931","Monday",931,77
"932","Monday",932,479
"933","Monday",933,212
"934","Monday",934,822
"935","Monday",935,154
"936","Monday",936,182
"937","Monday",937,517
"938","Monday",938,799
"939","Monday",939,115
"940","Monday",940,64
"941","Monday",941,0
"942","Monday",942,26
"943","Monday",943,64
"944","Monday",944,51
"945","Monday",945,0
"946","Monday",946,64
"947","Monday",947,320
"948","Monday",948,0
"949","Monday",949,425
"950","Monday",950,38
"951","Monday",951,320
"952","Monday",952,90
"953","Monday",953,822
"954","Monday",954,1114
"955","Monday",955,154
"956","Monday",956,274
"957","Monday",957,1526
"958","Monday",958,847
"959","Monday",959,660
"960","Monday",960,51
"961","Monday",961,38
"962","Monday",962,26
"963","Monday",963,0
"964","Monday",964,371
"965","Monday",965,1633
"966","Monday",966,1201
"967","Monday",967,141
"968","Monday",968,38
"969","Monday",969,64
"970","Monday",970,182
"971","Monday",971,141
"972","Monday",972,90
"973","Monday",973,26
"974","Monday",974,115
"975","Monday",975,26
"976","Monday",976,102
"977","Monday",977,38
"978","Monday",978,51
"979","Monday",979,0
"980","Monday",980,64
"981","Monday",981,13
"982","Monday",982,26
"983","Monday",983,102
"984","Monday",984,274
"985","Monday",985,822
"986","Monday",986,461
"987","Monday",987,847
"988","Monday",988,707
"989","Monday",989,660
"990","Monday",990,197
"991","Monday",991,579
"992","Monday",992,975
"993","Monday",993,497
"994","Monday",994,166
"995","Monday",995,90
"996","Monday",996,38
"997","Monday",997,0
"998","Monday",998,90
"999","Monday",999,13
"1000","Monday",1000,26
"1001","Monday",1001,90
"1002","Monday",1002,182
"1003","Monday",1003,443
"1004","Monday",1004,640
"1005","Monday",1005,289
"1006","Monday",1006,425
"1007","Monday",1007,497
"1008","Monday",1008,371
"1009","Monday",1009,707
"1010","Monday",1010,873
"1011","Monday",1011,1490
"1012","Monday",1012,579
"1013","Monday",1013,212
"1014","Monday",1014,753
"1015","Monday",1015,558
"1016","Monday",1016,320
"1017","Monday",1017,1029
"1018","Monday",1018,538
"1019","Monday",1019,197
"1020","Monday",1020,128
"1021","Monday",1021,182
"1022","Monday",1022,197
"1023","Monday",1023,154
"1024","Monday",1024,0
"1025","Monday",1025,479
"1026","Monday",1026,289
"1027","Monday",1027,599
"1028","Monday",1028,77
"1029","Monday",1029,0
"1030","Monday",1030,289
"1031","Monday",1031,579
"1032","Monday",1032,305
"1033","Monday",1033,640
"1034","Monday",1034,154
"1035","Monday",1035,141
"1036","Monday",1036,305
"1037","Monday",1037,0
"1038","Monday",1038,26
"1039","Monday",1039,26
"1040","Monday",1040,38
"1041","Monday",1041,77
"1042","Monday",1042,0
"1043","Monday",1043,51
"1044","Monday",1044,77
"1045","Monday",1045,0
"1046","Monday",1046,0
"1047","Monday",1047,38
"1048","Monday",1048,13
"1049","Monday",1049,13
"1050","Monday",1050,0
"1051","Monday",1051,0
"1052","Monday",1052,335
"1053","Monday",1053,479
"1054","Monday",1054,38
"1055","Monday",1055,243
"1056","Monday",1056,26
"1057","Monday",1057,64
"1058","Monday",1058,0
"1059","Monday",1059,0
"1060","Monday",1060,13
"1061","Monday",1061,141
"1062","Monday",1062,13
"1063","Monday",1063,115
"1064","Monday",1064,38
"1065","Monday",1065,38
"1066","Monday",1066,0
"1067","Monday",1067,0
"1068","Monday",1068,13
"1069","Monday",1069,13
"1070","Monday",1070,182
"1071","Monday",1071,873
"1072","Monday",1072,77
"1073","Monday",1073,64
"1074","Monday",1074,479
"1075","Monday",1075,538
"1076","Monday",1076,1085
"1077","Monday",1077,371
"1078","Monday",1078,684
"1079","Monday",1079,141
"1080","Monday",1080,684
"1081","Monday",1081,38
"1082","Monday",1082,13
"1083","Monday",1083,0
"1084","Monday",1084,13
"1085","Monday",1085,0
"1086","Monday",1086,128
"1087","Monday",1087,26
"1088","Monday",1088,64
"1089","Monday",1089,13
"1090","Monday",1090,26
"1091","Monday",1091,77
"1092","Monday",1092,1262
"1093","Monday",1093,1357
"1094","Monday",1094,1864
"1095","Monday",1095,620
"1096","Monday",1096,950
"1097","Monday",1097,730
"1098","Monday",1098,274
"1099","Monday",1099,1390
"1100","Monday",1100,77
"1101","Monday",1101,166
"1102","Monday",1102,51
"1103","Monday",1103,353
"1104","Monday",1104,154
"1105","Monday",1105,730
"1106","Monday",1106,873
"1107","Monday",1107,128
"1108","Monday",1108,899
"1109","Monday",1109,1201
"1110","Monday",1110,847
"1111","Monday",1111,1293
"1112","Monday",1112,353
"1113","Monday",1113,620
"1114","Monday",1114,425
"1115","Monday",1115,1390
"1116","Monday",1116,2074
"1117","Monday",1117,1170
"1118","Monday",1118,2445
"1119","Monday",1119,1142
"1120","Monday",1120,730
"1121","Monday",1121,2755
"1122","Monday",1122,1001
"1123","Monday",1123,1201
"1124","Monday",1124,212
"1125","Monday",1125,1057
"1126","Monday",1126,799
"1127","Monday",1127,579
"1128","Monday",1128,1029
"1129","Monday",1129,243
"1130","Monday",1130,38
"1131","Monday",1131,128
"1132","Monday",1132,335
"1133","Monday",1133,51
"1134","Monday",1134,212
"1135","Monday",1135,407
"1136","Monday",1136,660
"1137","Monday",1137,1029
"1138","Monday",1138,873
"1139","Monday",1139,579
"1140","Monday",1140,707
"1141","Monday",1141,1001
"1142","Monday",1142,660
"1143","Monday",1143,259
"1144","Monday",1144,873
"1145","Monday",1145,1562
"1146","Monday",1146,975
"1147","Monday",1147,1708
"1148","Monday",1148,1001
"1149","Monday",1149,1142
"1150","Monday",1150,1142
"1151","Monday",1151,121.3712332
"1152","Monday",1152,0
"1153","Monday",1153,0
"1154","Monday",1154,0
"1155","Monday",1155,0
"1156","Monday",1156,0
"1157","Monday",1157,0
"1158","Monday",1158,0
"1159","Monday",1159,0
"1160","Monday",1160,0
"1161","Monday",1161,0
"1162","Monday",1162,0
"1163","Monday",1163,0
"1164","Monday",1164,0
"1165","Monday",1165,0
"1166","Monday",1166,0
"1167","Monday",1167,0
"1168","Monday",1168,0
"1169","Monday",1169,0
"1170","Monday",1170,0
"1171","Monday",1171,0
"1172","Monday",1172,0
"1173","Monday",1173,0
"1174","Monday",1174,0
"1175","Monday",1175,0
"1176","Monday",1176,0
"1177","Monday",1177,0
"1178","Monday",1178,0
"1179","Monday",1179,0
"1180","Monday",1180,0
"1181","Monday",1181,0
"1182","Monday",1182,0
"1183","Monday",1183,0
"1184","Monday",1184,0
"1185","Monday",1185,0
"1186","Monday",1186,0
"1187","Monday",1187,0
"1188","Monday",1188,0
"1189","Monday",1189,0
"1190","Monday",1190,0
"1191","Monday",1191,0
"1192","Monday",1192,0
"1193","Monday",1193,0
"1194","Monday",1194,0
"1195","Monday",1195,0
"1196","Monday",1196,0
"1197","Monday",1197,0
"1198","Monday",1198,0
"1199","Monday",1199,0
"1200","Monday",1200,0
"1201","Monday",1201,0
"1202","Monday",1202,0
"1203","Monday",1203,0
"1204","Monday",1204,0
"1205","Monday",1205,0
"1206","Monday",1206,0
"1207","Monday",1207,0
"1208","Monday",1208,0
"1209","Monday",1209,0
"1210","Monday",1210,0
"1211","Monday",1211,0
"1212","Monday",1212,0
"1213","Monday",1213,0
"1214","Monday",1214,0
"1215","Monday",1215,0
"1216","Monday",1216,0
"1217","Monday",1217,0
"1218","Monday",1218,0
"1219","Monday",1219,0
"1220","Monday",1220,0
"1221","Monday",1221,0
"1222","Monday",1222,0
"1223","Monday",1223,0
"1224","Monday",1224,0
